指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0017,=1288.0200,=0.2991,=7.5922,=0.7978,=3.6777,=4.8617,=6.5437,=7.5957,=10.6953,=0.7088,=0.5542,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1203,=0.5696,=0.5013,=0.7009,=1.0571,=1.4996,=1.9871,,=0.0974,,=0.0582,=862
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0007,=2504.4800,=0.2150,=7.6015,=0.9657,=3.8979,=4.9331,=5.7512,=7.0161,=8.1550,=0.6875,=0.8695,=0.4277,=0.5140,=0.5700,=0.6583,=0.8197,=1.1707,=0.9222,=0.5333,=0.6917,=0.8597,=1.0886,=1.3442,,=0.0939,,=0.0560,=431
="930914",港股通高股息,2016-11-25,=-0.0043,=4936.9400,=0.1634,=7.7104,=0.8161,=3.4280,=4.3883,=5.8090,=7.5896,=11.1979,=0.7294,=0.6759,=0.3979,=0.4987,=0.6038,=0.8599,=1.1764,=1.2008,=0.7929,=0.5144,=0.6880,=0.9121,=1.2174,=2.2126,,=0.1031,,=0.0575,=543
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0011,=3590.3100,=0.2400,=7.7396,=0.9305,=4.9972,=5.5012,=5.9458,=6.9413,=8.3212,=0.7468,=0.8924,=0.5264,=0.5849,=0.6228,=0.7024,=0.8025,=0.8869,=0.9550,=0.5404,=0.5902,=0.6507,=0.7748,=0.9532,,=0.0979,,=0.0526,=97
="932596",港股通红利低波,2016-02-04,=0.0004,=3877.8600,=0.2078,=7.8265,=0.4328,=7.4451,=7.5585,=7.9650,=8.3006,=8.5745,=0.7124,=0.9104,=0.6528,=0.6628,=0.6969,=0.7085,=0.7309,=1.2779,=0.4328,=1.2161,=1.2346,=1.3016,=1.3648,=1.4099,,,,=0.0543,=26
="399809",保险主题,2015-02-13,=0.0174,=2728.3600,=0.2327,=7.8277,=0.3191,=5.4537,=6.8119,=10.6827,=15.0228,=22.8725,=0.8798,=0.3392,=0.6352,=0.7669,=1.2349,=1.4853,=1.9794,=2.3007,=0.9774,=0.5239,=0.8689,=1.0929,=1.3106,=2.3772,=0.0826,=0.0985,=0.0781,=0.0356,=1404
="000018",180金融,2007-12-10,=0.0045,=5959.8900,=0.1005,=7.8720,=0.6501,=5.2016,=6.4226,=7.4770,=8.3000,=10.8609,=0.8367,=0.4035,=0.5902,=0.6966,=0.9195,=1.0786,=1.4199,=2.3863,=0.9041,=1.2355,=1.5826,=1.9106,=2.1576,=2.8772,=0.0787,=0.0991,=0.0776,=0.0361,=755
="H30270",红利价值,2013-12-19,=0.0019,=9533.4600,=0.0059,=7.8977,=0.7651,=4.4543,=5.4034,=6.7034,=8.8590,=13.0955,=0.8212,=0.6433,=0.5256,=0.6466,=0.7534,=1.2674,=1.7317,=1.5931,=0.9986,=0.5854,=0.8033,=0.9865,=1.2259,=1.5998,=0.0710,=0.0973,=0.0746,=0.0421,=123
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0012,=4689.8100,=0.2914,=7.9790,=0.9480,=4.2457,=4.6734,=5.6103,=7.2836,=8.5630,=0.7319,=0.8945,=0.4429,=0.4935,=0.5693,=0.7000,=0.7859,=1.0340,=0.9228,=0.6036,=0.6668,=0.8584,=0.9749,=1.1099,,=0.0975,,=0.0612,=60
="000818",细分金融,2012-04-11,=0.0044,=7410.9700,=0.0922,=8.0009,=0.6188,=5.2356,=6.4985,=7.6687,=8.4792,=10.9951,=0.8499,=0.4002,=0.5930,=0.7010,=0.9353,=1.1053,=1.4303,=2.4429,=0.9028,=1.2689,=1.6360,=1.9651,=2.2130,=2.9111,=0.0780,=0.0967,=0.0768,=0.0354,=4
="931157",SHS红利成长LV,2019-04-25,=0.0007,=7499.0145,=0.0877,=8.0442,=0.7256,=4.1261,=5.5436,=6.8129,=8.3758,=11.5318,=0.8187,=0.5523,=0.5154,=0.6205,=0.8006,=0.9385,=1.5888,=1.5886,=1,=0.5018,=0.6990,=0.9782,=1.3282,=1.5886,,=0.1050,,=0.0481,=212
="000914",300金融,2007-07-02,=0.0042,=6745.5000,=0.0800,=8.2939,=0.6715,=5.2769,=6.6035,=7.7824,=8.5959,=11.3863,=0.8457,=0.3886,=0.5962,=0.7048,=0.9566,=1.1471,=1.4919,=2.2816,=0.9168,=1.1210,=1.4313,=1.8124,=2.0450,=2.7052,=0.0752,=0.0912,=0.0734,=0.0350,=333
="000151",上国红利,2012-07-20,=0.0023,=1532.8300,=-0.0530,=8.3002,=0.9485,=4.5075,=5.3671,=6.8302,=7.5114,=10.0345,=0.7842,=0.5352,=0.5268,=0.6196,=0.7569,=0.9717,=1.3272,=1.0590,=0.4380,=0.6026,=0.8954,=1.1291,=1.3137,=1.6854,=0.0643,=0.0941,=0.0692,=0.0514,=157
="000029",180价值,2009-01-09,=0.0024,=4454.2300,=0.0604,=8.3696,=0.7670,=5.6894,=6.9094,=7.8633,=8.4870,=10.8138,=0.8447,=0.3742,=0.6666,=0.8069,=0.8725,=1.0704,=1.4433,=1.0891,=0.8773,=0.6198,=0.7826,=0.9443,=1.0563,=1.4032,=0.0706,=0.0955,=0.0778,=0.0419,=547
="H30269",红利低波,2013-12-19,=0.0011,=11268.0200,=0.0069,=8.3884,=0.7789,=4.5638,=5.5488,=6.7471,=9.4763,=14.4342,=0.8785,=0.5895,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.6225,=0.9971,=0.6111,=0.8850,=1.0985,=1.4088,=1.6556,=0.0719,=0.1026,=0.0729,=0.0428,=3116
="H50040",上红低波,2014-03-21,=0.0025,=11066.9500,=0.0344,=8.4090,=0.7888,=4.6938,=5.9513,=6.9471,=9.6317,=14.3118,=0.8689,=0.5673,=0.5647,=0.6911,=0.8389,=1.3563,=1.8756,=1.6373,=0.9988,=0.6380,=0.8693,=1.2019,=1.3864,=1.6452,=0.0726,=0.1018,=0.0748,=0.0423,=303
="931024",港股通非银,2017-11-06,=0.0023,=4391.5000,=0.5110,=8.4131,=0.1468,=6.7549,=8.8670,=11.5230,=13.4108,=22.4310,=1.2086,=0.7805,=0.6237,=0.8430,=1.0372,=1.2203,=1.7592,=1.4232,=0.9592,=0.5870,=0.8701,=0.9995,=1.1799,=2.2002,,=0.1307,,=0.0304,=145
="000015",红利指数,2005-01-04,=0.0025,=3029.1800,=-0.0540,=8.4210,=0.9131,=4.6646,=5.5109,=7.0911,=7.9151,=10.4439,=0.8372,=0.5883,=0.5525,=0.6399,=0.7661,=1.0238,=1.3875,=1.4325,=0.9329,=0.7277,=0.8915,=1.1060,=1.3043,=1.6890,=0.0663,=0.0968,=0.0697,=0.0454,=13930
="000922",中证红利,2008-05-26,=0.0026,=5486.4400,=-0.0170,=8.4255,=0.7830,=5.1762,=6.0261,=7.6528,=8.5458,=11.2156,=0.8533,=0.4763,=0.5911,=0.7113,=0.8728,=1.1134,=1.4999,=1.2574,=0.8707,=0.6332,=0.7731,=1.0381,=1.1957,=1.7101,=0.0685,=0.0960,=0.0701,=0.0450,=19155
="000934",中证金融,2009-07-03,=0.0042,=6295.8700,=0.0758,=8.6041,=0.7028,=5.7083,=6.8952,=8.0185,=8.8733,=11.5527,=0.8570,=0.3862,=0.6117,=0.7182,=0.9618,=1.1659,=1.5017,=2.2682,=0.9234,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0341,=1131
="000821",300红利,2012-07-20,=-0.0004,=6630.9700,=0.0094,=8.6500,=0.8633,=4.9998,=6.1945,=7.5485,=8.3174,=10.9286,=0.8796,=0.4899,=0.5725,=0.7149,=0.8841,=1.0840,=1.4919,=1.4084,=0.9321,=0.6098,=0.7997,=1.0571,=1.2699,=1.6963,=0.0718,=0.0978,=0.0729,=0.0448,=949
="931130",红利成长低波,2018-12-04,=-0.0001,=23768.2700,=0.0131,=8.6706,=0.7846,=4.4465,=5.5469,=7.5900,=8.7652,=11.5512,=0.8848,=0.4139,=0.5279,=0.6220,=0.9096,=1.0375,=1.5803,=1.9331,=0.8039,=0.3109,=0.8090,=1.3007,=1.8828,=2.5957,=0.0669,=0.1158,=0.0589,=0.0420,=108
="000824",国企红利,2012-07-20,=0.0018,=2125.1200,=-0.0026,=8.7309,=0.8930,=4.8847,=5.9432,=7.3221,=8.2075,=10.7823,=0.8738,=0.5578,=0.5610,=0.6881,=0.8282,=1.0613,=1.4469,=1.2853,=0.8654,=0.5370,=0.7018,=0.9868,=1.2110,=1.6834,=0.0703,=0.0950,=0.0723,=0.0455,=877
="931446",东证红利低波,2020-04-21,=0.0023,=3463.9800,=-0.0028,=8.7435,=0.8704,=5.1478,=6.1455,=6.9006,=8.5307,=11.0216,=0.8637,=0.7625,=0.5884,=0.6899,=0.7525,=0.8811,=1.2481,=1.5863,=0.9970,=0.5909,=0.7479,=0.8633,=1.1905,=1.5952,=0.0722,=0.0935,=0.0745,=0.0419,=576
="000992",全指金融,2011-08-02,=0.0045,=6009.9800,=0.0750,=8.8038,=0.7217,=5.9310,=7.1035,=8.1855,=9.0315,=11.6339,=0.8586,=0.3866,=0.6188,=0.7236,=0.9703,=1.1810,=1.5107,=2.2405,=0.8971,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0337,=2665
="399995",基建工程,2015-03-12,=0.0019,=3926.5800,=0.0379,=8.8093,=0.6052,=5.8673,=7.3449,=8.2832,=13.1360,=18.8590,=0.6997,=0.0951,=0.5815,=0.7517,=0.9201,=1.5543,=2.1834,=0.1886,=0.3174,=0.1368,=0.1788,=0.2097,=0.3714,=0.5478,=0.0443,=0.0702,=0.0519,=0.0294,=2653
="931644",800红利,2024-03-15,=0.0007,=2546.6300,=0.0226,=8.9095,=0.7483,=6.4729,=7.2172,=8.0688,=9.0305,=9.4757,=0.9030,=0.7783,=0.7001,=0.7602,=0.8492,=0.9069,=0.9431,=1.3094,=0.9700,=0.8423,=0.9149,=1.0908,=1.2527,=1.3248,=0.0724,,,=0.0449,=22
="399373",大盘价值,2010-01-04,=0.0022,=8591.6300,=0.0641,=8.9934,=0.7662,=5.4746,=6.8624,=8.3080,=9.0943,=11.9914,=0.9546,=0.4961,=0.6410,=0.8034,=0.9556,=1.1430,=1.5001,=1.1563,=0.8538,=0.5920,=0.7822,=0.9285,=1.1232,=1.4541,=0.0742,=0.0969,=0.0767,=0.0437,=316
="930740",300红利LV,2018-12-04,=0.0010,=7166.5200,=-0.0549,=9.0880,=0.9060,=5.4153,=6.7896,=7.4484,=8.3894,=9.6903,=0.9479,=0.8114,=0.6159,=0.7650,=0.8493,=0.9446,=1.0604,=1.3848,=0.7431,=0.6725,=0.8504,=1.0712,=1.5179,=1.9253,=0.0724,=0.1016,=0.0768,=0.0434,=520
="000919",300价值,2008-01-21,=0.0018,=5309.1900,=0.0623,=9.0974,=0.7501,=5.9577,=7.3294,=8.4223,=9.2321,=12.2376,=0.9488,=0.5035,=0.6917,=0.8498,=0.9482,=1.1555,=1.5388,=1.1250,=0.8683,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0403,=4262
="000063",上证周期,2010-02-03,=0.0015,=4018.6700,=0.1676,=9.1049,=0.7159,=5.4761,=7.1368,=8.5044,=9.4507,=12.4946,=0.9717,=0.5035,=0.6668,=0.8369,=0.9706,=1.1118,=1.4831,=1.6273,=0.9872,=0.8113,=1.0639,=1.2461,=1.4012,=1.7571,=0.0802,=0.1040,=0.0825,=0.0374,=204
="932305",智选高股息,2024-09-30,=0.0036,=11160.3300,=0.0529,=9.1531,=0.8933,=7.0143,=7.4337,=8.2159,=8.4359,=9.6067,=1.0520,=0.6400,=0.8750,=0.9175,=1.0307,=1.0763,=1.1156,=0.7570,=0.3833,=0.7106,=0.7276,=0.7897,=1.2830,=1.3342,=0.0585,,,=0.0715,=143
="000825",央企红利,2012-07-20,=-0.0001,=3441.7500,=0.0533,=9.1851,=0.9708,=4.7369,=6.0989,=7.3072,=8.2429,=10.5687,=0.9142,=0.6118,=0.5507,=0.6916,=0.8603,=1.0077,=1.3929,=1.2202,=0.8333,=0.6009,=0.8549,=1.0418,=1.2021,=1.7357,=0.0699,=0.0980,=0.0727,=0.0432,=231
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0004,=4069.0600,=0.0762,=9.2218,=0.5570,=4.8859,=6.8732,=8.8788,=12.1555,=16.1208,=0.8597,=0.4754,=0.5567,=0.7305,=0.8713,=1.1851,=1.3660,=0.9651,=0.4535,=0.5555,=0.7807,=0.9940,=1.3643,=1.5178,,=0.0943,,=0.0577,=25
="980081",价值100,2012-12-28,,,=0.1125,=9.2667,=0.8640,=7.7317,=8.2674,=8.4729,=8.9493,=9.8012,=1.0349,=0.8120,=0.8413,=0.8784,=0.8995,=1.0315,=1.1153,=0.9376,=0.7240,=0.7580,=0.7999,=0.8392,=1.0259,=1.0480,=0.0810,,,=0.0497,=127
="931848",800红利低波,2024-05-21,=0.0017,=3180.5200,=-0.0172,=9.3689,=0.7315,=7.4155,=8.0859,=8.8496,=9.4336,=9.7854,=0.9713,=0.8389,=0.7315,=0.8533,=0.9106,=0.9663,=1.0001,=1.3663,=0.6957,=1.1714,=1.2240,=1.3154,=1.3784,=1.5428,=0.0743,,,=0.0430,=94
="931722",国新港股通央企红利,2023-09-13,=-0.0017,=1317.8900,=0.1133,=9.4353,=0.9414,=5.5040,=6.5844,=7.4040,=8.5926,=10.0834,=0.9087,=0.9343,=0.6213,=0.7143,=0.7978,=0.8674,=0.9570,=0.6106,=0.9449,=0.3100,=0.3703,=0.4480,=0.5627,=0.6473,,=0.1085,,=0.0589,=233
="930955",红利低波100,2017-05-26,=0.0037,=11920.7600,=0.0038,=9.5261,=0.8878,=5.0805,=6.0408,=7.3365,=8.4362,=11.5013,=1.0031,=0.8274,=0.5792,=0.6639,=0.8180,=0.9814,=1.3722,=1.2170,=0.7478,=0.5888,=0.7732,=0.9828,=1.2922,=1.7525,=0.0696,=0.1071,=0.0823,=0.0458,=1494
="930608",中证基建,2015-03-31,=0.0010,=8498.2563,=0.0617,=9.7373,=0.3586,=6.6667,=8.6242,=10.6852,=17.8924,=28.8226,=0.8084,=0.1606,=0.6550,=0.8296,=1.1351,=1.6896,=2.4175,=0.2322,=0.2417,=0.1701,=0.2221,=0.3466,=0.5139,=0.7234,=0.0482,=0.0717,=0.0544,=0.0303,=628
="H30356",800价值,2014-06-09,=0.0023,=6628.5300,=0.0773,=9.7544,=0.7569,=6.4024,=7.6718,=9.0057,=9.9465,=13.4784,=1.0064,=0.5568,=0.7030,=0.8592,=0.9833,=1.1873,=1.6287,=1.0933,=0.8407,=0.5868,=0.7352,=0.8766,=1.0462,=1.3738,=0.0743,=0.0930,=0.0741,=0.0388,=20
="000968",300周期,2010-05-28,=0.0013,=4505.5600,=0.1440,=9.7758,=0.7040,=6.1174,=7.8172,=9.1233,=10.2991,=13.3562,=1.0023,=0.4689,=0.7021,=0.8488,=1.0218,=1.1897,=1.5550,=1.6259,=0.9839,=0.8459,=1.0847,=1.2615,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0355,=95
="931069",中金300,2018-02-14,=0.0037,=5003.6000,=0.1634,=9.8126,=0.6385,=5.9518,=7.4666,=9.2171,=10.5443,=13.6164,=1.0296,=0.4024,=0.7377,=0.9172,=1.1187,=1.3636,=1.8328,=1.4310,=0.9008,=0.6656,=0.8507,=1.1066,=1.2833,=1.7542,=0.0705,=0.1122,=0.0821,=0.0385,=66
="000042",上证央企,2009-03-30,=-0.0007,=1804.9300,=0.0144,=10.0030,=0.8007,=6.3284,=7.8865,=9.0883,=10.0001,=12.9577,=1.0247,=0.5953,=0.7230,=0.8874,=0.9898,=1.1212,=1.4812,=1.3122,=0.9942,=0.6569,=0.8569,=0.9728,=1.1106,=1.3891,=0.0743,=0.0973,=0.0775,=0.0369,=378
="000859",国企一带一路,2019-05-16,=0.0032,=1803.4100,=0.1082,=10.0115,=0.0535,=9.4709,=11.1685,=12.6552,=14.6039,=21.0714,=1.0087,=0.0137,=0.9854,=1.2436,=1.4646,=1.7919,=2.1877,=1.0914,=0.9988,=0.4715,=0.5567,=0.7297,=0.8081,=1.0958,=0.0831,=0.1174,=0.0935,=0.0373,=226
="932422",A500红利低波,2025-04-09,=0.0009,=3100.3600,,=10.0326,=0.3636,=9.5190,=9.9132,=10.1267,=10.2915,=10.5846,=1.0629,=0.9602,=0.9943,=1.0259,=1.0400,=1.0521,=1.0710,=1.3017,=0.0227,=1.2911,=1.4243,=1.4517,=1.4836,=1.5336,,,,=0.0425,=112
="399371",国证价值,2010-01-04,=0.0029,=7189.6300,=0.1026,=10.0504,=0.7435,=6.4728,=7.8374,=9.0982,=10.3401,=13.0475,=1.0256,=0.5319,=0.7249,=0.8967,=1.0118,=1.2457,=1.5675,=1.0620,=0.7645,=0.5764,=0.7536,=0.8694,=1.0971,=1.3812,=0.0722,=0.0912,=0.0751,=0.0406,=102
="930723",沪港深F100,2015-08-05,=-0.0001,=5084.3101,=0.0926,=10.1006,=0.7959,=5.4557,=7.5603,=8.8601,=10.1113,=13.1279,=1.0280,=0.5680,=0.6469,=0.8477,=1.0045,=1.1163,=1.4626,=1.3224,=0.8825,=0.6039,=0.8635,=1.0637,=1.2599,=1.6654,,=0.0984,,=0.0389,=149
="950090",50AH优选,2015-12-10,=0.0009,=6196.9973,=0.2146,=10.1010,=0.8938,=6.3188,=7.8902,=8.5708,=9.6764,=13.5010,=1.0716,=0.6547,=0.7914,=0.9464,=1.0225,=1.1249,=1.5403,=1.3629,=0.9882,=0.6574,=0.8434,=0.9433,=1.0449,=1.4194,,=0.1094,,=0.0379,=1969
="399550",央视50,2012-06-06,=0.0093,=8134.6800,=0.1081,=10.1186,=0.7950,=6.8960,=8.2108,=9.1682,=10.1323,=13.0561,=1.0570,=0.3104,=0.8649,=1.0190,=1.2424,=1.4259,=1.8564,=2.1141,=0.8938,=1.3448,=1.6354,=1.7824,=2.0228,=2.5217,=0.0768,=0.1002,=0.0803,=0.0402,=2228
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0002,=9479.9000,=0.2480,=10.1446,=0.7836,=5.7712,=7.7891,=8.8637,=10.2183,=13.0207,=1.0936,=0.5753,=0.7256,=0.9335,=1.0673,=1.2096,=1.5098,=1.5870,=0.6922,=0.9123,=1.1300,=1.3735,=1.7090,=2.4187,,=0.1200,,=0.0345,=257
="000925",基本面50,2009-02-26,=0.0029,=4643.7500,=0.0205,=10.1997,=0.8390,=6.2635,=7.9688,=9.0032,=10.0316,=12.7955,=1.0584,=0.4718,=0.7306,=0.9013,=1.0749,=1.1938,=1.5728,=1.1204,=0.8263,=0.6037,=0.7873,=0.9637,=1.1011,=1.4866,=0.0750,=0.0942,=0.0767,=0.0373,=4495
="930839",港股通高息精选,2016-06-08,=0.0004,=3471.9800,=0.1990,=10.3282,=0.5980,=4.9918,=7.0752,=9.2485,=13.3839,=31.7979,=1.4975,=0.7997,=0.7294,=0.9237,=1.0622,=1.4988,=4.8768,=1.2368,=0.5051,=0.3418,=0.5545,=1.2308,=1.9247,=6.3245,,=0.1218,,=0.0561,=310
="931052",国信价值,2017-12-08,=0.0068,=3453.1500,=0.1297,=10.3427,=0.9780,=5.3831,=6.5576,=7.3424,=8.6021,=10.7705,=1.3841,=0.9882,=0.7343,=0.9096,=1.0229,=1.1337,=1.5208,=1.7422,=0.9724,=0.6105,=0.9333,=1.2069,=1.4234,=2.0196,=0.0941,=0.1244,=0.0834,=0.0421,=464
="000056",上证国企,2010-01-04,=0.0008,=1244.0900,=0.1012,=10.3777,=0.7250,=7.2538,=8.8734,=9.6289,=10.8049,=13.3187,=1.2032,=0.7620,=0.8518,=1.0315,=1.1223,=1.2186,=1.5455,=1.7166,=0.9971,=0.7909,=0.9970,=1.0947,=1.2126,=1.7275,=0.0856,=0.1002,=0.0788,=0.0370,=194
="HSCESI",恒生中国企业精明指数,2015-06-08,=0,=12849.4800,=0.2271,=10.4348,=0.8700,=5.5897,=7.7778,=8.5483,=9.7843,=15.8114,=1.1224,=0.7597,=0.6924,=0.8810,=0.9903,=1.1525,=1.7191,=1.5029,=0.8806,=0.6938,=0.9834,=1.0696,=1.3893,=2.0876,,=0.1080,,=0.0336,=91
="930846",300SNLV,2016-06-24,=-0.0001,=6618.5100,=0.0337,=10.4819,=0.6766,=7.7900,=9.1874,=10.0314,=10.7675,=12.6275,=1.0819,=0.4177,=0.8340,=1.0369,=1.1017,=1.2326,=1.5027,=1.4914,=0.9316,=0.7711,=0.9481,=1.1451,=1.3107,=1.6864,=0.0686,=0.1035,=0.0757,=0.0403,=147
="HSCEI",恒生中国企业指数,1994-08-08,=0.0001,=8915.1200,=0.2229,=10.4984,=0.8723,=5.5897,=7.7785,=8.5586,=9.7954,=15.8114,=1.1271,=0.7649,=0.6924,=0.8808,=0.9917,=1.1531,=1.7191,=1.5096,=0.8837,=0.6938,=0.9835,=1.0701,=1.3925,=2.0876,,=0.1080,,=0.0334,=4689
="000021",180治理,2008-09-10,=0.0025,=1086.1100,=0.0915,=10.5444,=0.8160,=6.3364,=8.4310,=9.6344,=10.4692,=13.6109,=1.1614,=0.6834,=0.7542,=0.9755,=1.0990,=1.2233,=1.5847,=1.4506,=0.9992,=0.6625,=0.8520,=0.9528,=1.1315,=1.4534,=0.0797,=0.1012,=0.0804,=0.0381,=160
="931375",300质量低波,2019-11-25,=0.0018,=16822.6200,=0.1990,=10.6192,=0.4272,=6.4946,=8.0926,=11.5941,=13.5997,=22.0532,=1.3948,=0.4232,=0.8054,=1.0694,=1.5877,=2.0955,=3.3245,=1.8919,=0.6669,=1.0044,=1.3082,=1.6241,=2.0990,=2.5370,=0.1077,=0.1378,=0.0968,=0.0288,=95
="H30035",300非银,2012-12-21,=0.0117,=11339.3700,=0.1295,=10.6631,=0.0161,=9.6261,=13.1424,=15.1703,=19.3481,=26.3489,=1.5538,=0.3886,=1.0544,=1.3281,=1.6716,=2.0544,=2.5263,=1.9701,=0.7999,=1.0410,=1.4193,=1.7228,=1.9701,=2.3917,=0.1224,=0.1114,=0.0952,=0.0211,=1086
="931373",股息龙头,2019-11-15,=0.0011,=2781.7600,=0.0582,=10.8371,=0.9676,=5.4295,=6.8309,=8.1669,=9.4019,=11.4004,=1.2030,=0.9521,=0.6697,=0.8411,=0.9887,=1.1088,=1.2586,=1.6037,=0.9993,=0.5706,=0.8059,=0.9593,=1.3413,=1.6052,=0.0792,=0.1085,=0.0840,=0.0394,=316
