指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="399809",保险主题,2015-02-13,=-0.0175,=2722.2100,=0.0204,=7.5777,=0.3063,=5.4537,=6.8119,=10.6422,=15.0228,=22.8725,=0.8530,=0.3117,=0.6352,=0.7669,=1.2310,=1.4853,=1.9794,=2.2272,=0.9485,=0.5239,=0.8689,=1.0929,=1.3423,=2.3772,=0.0826,=0.0985,=0.0781,=0.0383,=1416
="000018",180金融,2007-12-10,=-0.0151,=5725.4100,=-0.0362,=7.6141,=0.5513,=5.2016,=6.4226,=7.4889,=8.3000,=10.8609,=0.8109,=0.3709,=0.5902,=0.6966,=0.9121,=1.0770,=1.4199,=2.3081,=0.8666,=1.2355,=1.5826,=1.9106,=2.1632,=2.8772,=0.0787,=0.0991,=0.0776,=0.0385,=758
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0028,=1302.5500,=0.0212,=7.6533,=0.8031,=3.6777,=4.8617,=6.5484,=7.6269,=10.6953,=0.7144,=0.5631,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1243,=0.5708,=0.5013,=0.7009,=1.0578,=1.4996,=1.9871,,=0.0974,,=0.0575,=872
="H30270",红利价值,2013-12-19,=-0.0075,=9345.3164,=-0.0196,=7.6601,=0.7348,=4.4543,=5.4060,=6.7101,=8.8441,=13.0955,=0.7980,=0.6037,=0.5256,=0.6470,=0.7542,=1.2658,=1.7317,=1.5452,=0.9900,=0.5854,=0.8051,=0.9884,=1.2321,=1.6166,=0.0710,=0.0973,=0.0746,=0.0446,=128
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0043,=2548.4200,=0.0285,=7.7444,=0.9732,=3.8979,=4.9346,=5.7646,=7.0360,=8.1550,=0.7005,=0.8883,=0.4277,=0.5145,=0.5708,=0.6597,=0.8197,=1.1927,=0.9262,=0.5333,=0.6929,=0.8612,=1.0923,=1.3442,,=0.0939,,=0.0550,=442
="000818",细分金融,2012-04-11,,,=-0.0165,=7.7581,=0.5245,=5.2356,=6.4985,=7.6815,=8.4792,=10.9951,=0.8257,=0.3701,=0.5930,=0.7010,=0.9247,=1.1028,=1.4303,=2.3687,=0.8724,=1.2689,=1.6360,=1.9651,=2.2187,=2.9111,=0.0780,=0.0967,=0.0768,=0.0376,=4
="930914",港股通高股息,2016-11-25,=-0.0101,=4913.1349,=-0.0041,=7.8131,=0.8296,=3.4280,=4.3952,=5.8179,=7.6273,=11.1979,=0.7391,=0.7032,=0.3979,=0.4995,=0.6058,=0.8582,=1.1764,=1.2168,=0.7986,=0.5144,=0.6900,=0.9131,=1.2174,=2.2126,,=0.1031,,=0.0568,=568
="932596",港股通红利低波,2016-02-04,,,=0.0219,=7.9260,=0.4938,=7.4451,=7.6472,=7.9276,=8.2721,=8.5745,=0.7215,=0.9012,=0.6528,=0.6706,=0.7003,=0.7144,=0.7309,=1.2942,=0.4938,=1.2161,=1.2487,=1.2944,=1.3602,=1.4099,,,,=0.0549,=37
="931157",SHS红利成长LV,2019-04-25,=-0.0071,=7404.5216,=-0.0072,=7.9911,=0.7087,=4.1261,=5.5544,=6.8288,=8.3730,=11.5318,=0.8147,=0.5381,=0.5154,=0.6212,=0.8018,=0.9373,=1.5888,=1.5776,=0.9871,=0.5018,=0.7005,=0.9903,=1.3375,=1.6109,,=0.1050,,=0.0495,=218
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0030,=3717.9400,=0.0342,=7.9937,=0.9706,=4.9972,=5.5141,=5.9590,=7.1811,=8.3212,=0.7732,=0.9545,=0.5264,=0.5854,=0.6240,=0.7152,=0.8025,=0.9575,=0.9960,=0.5404,=0.5905,=0.6530,=0.8024,=0.9621,,=0.0979,,=0.0510,=97
="000914",300金融,2007-07-02,=-0.0139,=6521,=-0.0293,=8.0435,=0.5735,=5.2769,=6.6035,=7.7880,=8.5959,=11.3863,=0.8217,=0.3569,=0.5962,=0.7048,=0.9496,=1.1436,=1.4919,=2.2127,=0.8810,=1.1210,=1.4313,=1.8124,=2.0491,=2.7052,=0.0752,=0.0912,=0.0734,=0.0372,=334
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0027,=4748.9500,=0.0225,=8.0474,=0.9476,=4.2457,=4.6775,=5.6451,=7.3574,=8.5630,=0.7378,=0.9122,=0.4429,=0.4943,=0.5704,=0.7088,=0.7859,=1.0364,=0.9153,=0.6036,=0.6675,=0.8610,=0.9777,=1.1099,,=0.0975,,=0.0604,=64
="H30269",红利低波,2013-12-19,=-0.0087,=10930.3461,=-0.0275,=8.1209,=0.7456,=4.5638,=5.5488,=6.7489,=9.4763,=14.4342,=0.8520,=0.5636,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.5708,=0.9856,=0.6111,=0.8850,=1.0985,=1.4088,=1.6442,=0.0719,=0.1026,=0.0729,=0.0453,=3243
="000151",上国红利,2012-07-20,=-0.0109,=1515.5000,=-0.0080,=8.1221,=0.8938,=4.5075,=5.3671,=6.8392,=7.5247,=10.0345,=0.7679,=0.5204,=0.5268,=0.6196,=0.7569,=0.9688,=1.3272,=1.0363,=0.4047,=0.6026,=0.8954,=1.1260,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0521,=161
="H50040",上红低波,2014-03-21,=-0.0071,=10741.9131,=-0.0259,=8.1348,=0.7542,=4.6938,=5.9513,=6.9505,=9.6317,=14.3118,=0.8421,=0.5097,=0.5647,=0.6911,=0.8389,=1.3563,=1.8756,=1.5840,=0.9827,=0.6380,=0.8693,=1.2019,=1.3875,=1.6603,=0.0726,=0.1018,=0.0748,=0.0449,=310
="000029",180价值,2009-01-09,=-0.0143,=4324.5400,=-0.0289,=8.1789,=0.6814,=5.6894,=6.9094,=7.8640,=8.4788,=10.8138,=0.8268,=0.2783,=0.6666,=0.8069,=0.8704,=1.0689,=1.4433,=1.0643,=0.8152,=0.6198,=0.7826,=0.9443,=1.0569,=1.4032,=0.0706,=0.0955,=0.0778,=0.0438,=548
="000922",中证红利,2008-05-26,=-0.0087,=5493.3899,=-0.0019,=8.2255,=0.7135,=5.1762,=6.0261,=7.6528,=8.5296,=11.2156,=0.8345,=0.4545,=0.5911,=0.7113,=0.8678,=1.1106,=1.4999,=1.2276,=0.8329,=0.6332,=0.7731,=1.0381,=1.2002,=1.7101,=0.0685,=0.0960,=0.0701,=0.0471,=19280
="000015",红利指数,2005-01-04,=-0.0083,=3018.8200,=-0.0062,=8.2470,=0.8831,=4.6646,=5.5109,=7.0911,=7.9225,=10.4439,=0.8201,=0.5780,=0.5525,=0.6399,=0.7661,=1.0217,=1.3875,=1.4029,=0.9098,=0.7277,=0.8915,=1.1082,=1.3071,=1.6890,=0.0663,=0.0968,=0.0697,=0.0462,=13960
="931130",红利成长低波,2018-12-04,,,=-0.0150,=8.3743,=0.7001,=4.4465,=5.5534,=7.6096,=8.7651,=11.5512,=0.8561,=0.3573,=0.5279,=0.6220,=0.9084,=1.0368,=1.5803,=1.8670,=0.7904,=0.3109,=0.8093,=1.3044,=1.9208,=2.5957,=0.0669,=0.1158,=0.0589,=0.0445,=112
="000934",中证金融,2009-07-03,=-0.0134,=6109.8600,=-0.0254,=8.3960,=0.6225,=5.7083,=6.8952,=8.0212,=8.8699,=11.5527,=0.8363,=0.3631,=0.6117,=0.7182,=0.9554,=1.1606,=1.5017,=2.2134,=0.8835,=1.1467,=1.4503,=1.8026,=2.0443,=2.6696,=0.0733,=0.0882,=0.0717,=0.0360,=1134
="000821",300红利,2012-07-20,=-0.0111,=6504.6691,=-0.0251,=8.4071,=0.8197,=4.9998,=6.1945,=7.5485,=8.3290,=10.9286,=0.8563,=0.4512,=0.5725,=0.7149,=0.8828,=1.0813,=1.4919,=1.3688,=0.9033,=0.6098,=0.7997,=1.0573,=1.2770,=1.6963,=0.0718,=0.0978,=0.0729,=0.0469,=955
="931446",东证红利低波,2020-04-21,=-0.0079,=3383.4664,=-0.0172,=8.4387,=0.7789,=5.1478,=6.1463,=6.9517,=8.5524,=11.0216,=0.8350,=0.7222,=0.5884,=0.6909,=0.7535,=0.8799,=1.2481,=1.5310,=0.9838,=0.5909,=0.7485,=0.8652,=1.2000,=1.5979,=0.0722,=0.0935,=0.0745,=0.0444,=614
="000824",国企红利,2012-07-20,=-0.0091,=2109.9340,=-0.0053,=8.5159,=0.8497,=4.8847,=5.9432,=7.3221,=8.2190,=10.7823,=0.8538,=0.5294,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2536,=0.8353,=0.5370,=0.7018,=0.9868,=1.2151,=1.6834,=0.0703,=0.0950,=0.0723,=0.0476,=881
="000992",全指金融,2011-08-02,=-0.0129,=5849.1000,=-0.0232,=8.5922,=0.6225,=5.9310,=7.1035,=8.1955,=9.0286,=11.6339,=0.8385,=0.3569,=0.6188,=0.7236,=0.9643,=1.1773,=1.5107,=2.1887,=0.8748,=1.1568,=1.4434,=1.8068,=2.0476,=2.6668,=0.0717,=0.0849,=0.0695,=0.0354,=2672
="931644",800红利,2024-03-15,,,=0.0050,=8.6747,=0.6868,=6.4729,=7.2201,=8.0863,=9.0290,=9.4757,=0.8805,=0.6935,=0.7001,=0.7633,=0.8512,=0.9078,=0.9431,=1.2749,=0.8702,=0.8423,=0.9161,=1.0974,=1.2558,=1.3255,=0.0724,,,=0.0469,=24
="931024",港股通非银,2017-11-06,=-0.0051,=4581.8223,=0.0631,=8.7182,=0.1864,=6.7549,=8.8301,=11.4962,=13.4038,=22.4310,=1.2525,=0.8443,=0.6237,=0.8436,=1.0379,=1.2217,=1.7592,=1.4748,=0.9778,=0.5870,=0.8704,=1.0022,=1.1841,=2.2002,,=0.1307,,=0.0293,=150
="399373",大盘价值,2010-01-04,=-0.0125,=8372.1800,=-0.0235,=8.7867,=0.6665,=5.4746,=6.8624,=8.3094,=9.0892,=11.9914,=0.9341,=0.4562,=0.6410,=0.8034,=0.9549,=1.1408,=1.5001,=1.1297,=0.8069,=0.5920,=0.7822,=0.9285,=1.1259,=1.4541,=0.0742,=0.0969,=0.0767,=0.0453,=319
="930740",300红利LV,2018-12-04,=-0.0095,=6984.5752,=-0.0257,=8.8228,=0.8599,=5.4153,=6.7922,=7.4554,=8.4175,=9.6903,=0.9217,=0.7284,=0.6159,=0.7654,=0.8502,=0.9453,=1.0604,=1.3444,=0.7279,=0.6725,=0.8507,=1.0721,=1.5173,=1.9253,=0.0724,=0.1016,=0.0768,=0.0455,=535
="000825",央企红利,2012-07-20,=-0.0102,=3408.6079,=-0.0130,=8.9504,=0.9292,=4.7369,=6.0989,=7.3072,=8.2481,=10.5687,=0.8921,=0.5632,=0.5507,=0.6916,=0.8603,=1.0048,=1.3929,=1.1890,=0.7723,=0.6009,=0.8549,=1.0425,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0455,=239
="000919",300价值,2008-01-21,=-0.0113,=5252.0517,=-0.0125,=8.9550,=0.7229,=5.9577,=7.3294,=8.4228,=9.2279,=12.2376,=0.9352,=0.4619,=0.6917,=0.8498,=0.9479,=1.1528,=1.5388,=1.1073,=0.8304,=0.6314,=0.7862,=0.9061,=1.0899,=1.3421,=0.0754,=0.0956,=0.0764,=0.0414,=4267
="000063",上证周期,2010-02-03,=-0.0151,=4032.8300,=-0.0061,=9.0352,=0.6896,=5.4761,=7.1368,=8.5058,=9.4369,=12.4946,=0.9658,=0.4895,=0.6668,=0.8369,=0.9704,=1.1093,=1.4831,=1.6149,=0.9724,=0.8113,=1.0639,=1.2461,=1.4062,=1.7571,=0.0802,=0.1040,=0.0825,=0.0386,=204
="931848",800红利低波,2024-05-21,=-0.0087,=3125.7836,=-0.0125,=9.1129,=0.6173,=7.4155,=8.0949,=8.8731,=9.4270,=9.7854,=0.9461,=0.6815,=0.7315,=0.8544,=0.9120,=0.9679,=1.0001,=1.3290,=0.5062,=1.1714,=1.2250,=1.3230,=1.3780,=1.5428,=0.0743,,,=0.0449,=99
="399995",基建工程,2015-03-12,=0.0075,=4103.5900,=0.0505,=9.1536,=0.6497,=5.8673,=7.3449,=8.2832,=13.0533,=18.8590,=0.7272,=0.1762,=0.5815,=0.7464,=0.9185,=1.5404,=2.1834,=0.1960,=0.3903,=0.1368,=0.1788,=0.2083,=0.3668,=0.5478,=0.0443,=0.0702,=0.0519,=0.0283,=2657
="932305",智选高股息,2024-09-30,=-0.0016,=11408.2541,=0.0223,=9.1962,=0.8790,=7.0143,=7.4426,=8.2519,=8.7025,=9.6067,=1.0560,=0.6497,=0.8750,=0.9183,=1.0380,=1.0756,=1.1156,=0.7606,=0.4013,=0.7106,=0.7280,=0.7784,=1.2823,=1.3342,=0.0585,,,=0.0708,=163
="930955",红利低波100,2017-05-26,=-0.0086,=11633.3806,=-0.0134,=9.2543,=0.8757,=5.0805,=6.0442,=7.3478,=8.4615,=11.5013,=0.9763,=0.7900,=0.5792,=0.6643,=0.8196,=0.9887,=1.3722,=1.1823,=0.6948,=0.5888,=0.7734,=0.9832,=1.2897,=1.7525,=0.0696,=0.1071,=0.0823,=0.0480,=1605
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0034,=4139.4100,=0.0309,=9.2626,=0.5700,=4.8859,=6.8732,=8.8788,=12.1555,=16.1208,=0.8635,=0.4892,=0.5567,=0.7305,=0.8681,=1.1838,=1.3660,=0.9694,=0.4657,=0.5555,=0.7807,=0.9913,=1.3643,=1.5178,,=0.0943,,=0.0575,=26
="980081",价值100,2012-12-28,,,=0.0190,=9.3287,=0.8409,=7.7317,=8.2775,=8.4986,=9.2287,=9.8012,=1.0426,=0.7917,=0.8413,=0.8794,=0.9029,=1.0457,=1.1153,=0.9439,=0.7008,=0.7580,=0.8000,=0.8425,=1.0233,=1.0480,=0.0810,,,=0.0490,=143
="931722",国新港股通央企红利,2023-09-13,=-0.0095,=1328.6466,=0.0048,=9.4209,=0.9185,=5.5040,=6.6080,=7.4295,=8.6602,=10.0834,=0.9073,=0.9064,=0.6213,=0.7147,=0.7997,=0.8742,=0.9570,=0.6096,=0.9220,=0.3100,=0.3726,=0.4501,=0.5686,=0.6473,,=0.1085,,=0.0617,=248
="H30356",800价值,2014-06-09,=-0.0100,=6651.8629,=0.0008,=9.6918,=0.7329,=6.4024,=7.6744,=9.0094,=9.9434,=13.4784,=1.0012,=0.5382,=0.7030,=0.8595,=0.9851,=1.1837,=1.6287,=1.0863,=0.8280,=0.5868,=0.7362,=0.8770,=1.0509,=1.3738,=0.0743,=0.0930,=0.0741,=0.0395,=19
="931069",中金300,2018-02-14,=-0.0098,=5017.1629,=0.0025,=9.7072,=0.6089,=5.9518,=7.4729,=9.2246,=10.5390,=13.6164,=1.0203,=0.3802,=0.7377,=0.9178,=1.1161,=1.3628,=1.8328,=1.4156,=0.8844,=0.6656,=0.8524,=1.1080,=1.2918,=1.7542,=0.0705,=0.1122,=0.0821,=0.0396,=69
="000968",300周期,2010-05-28,,,=0.0131,=9.7505,=0.6925,=6.1174,=7.8172,=9.1233,=10.2878,=13.3562,=1.0012,=0.4669,=0.7021,=0.8488,=1.0196,=1.1872,=1.5550,=1.6217,=0.9745,=0.8459,=1.0847,=1.2615,=1.4421,=1.8297,=0.0768,=0.0960,=0.0775,=0.0362,=95
="932422",A500红利低波,2025-04-09,=-0.0095,=3042.8547,=-0.0194,=9.7559,=0.0684,=9.5190,=9.9180,=10.1000,=10.2718,=10.5846,=1.0355,=0.3526,=0.9943,=1.0267,=1.0403,=1.0545,=1.0761,=1.2658,=0,=1.2658,=1.4096,=1.4480,=1.4817,=1.5336,,,,=0.0447,=133
="000042",上证央企,2009-03-30,=-0.0101,=1789.2000,=-0.0122,=9.8506,=0.7509,=6.3284,=7.8865,=9.0896,=10.0107,=12.9577,=1.0106,=0.5562,=0.7230,=0.8874,=0.9898,=1.1187,=1.4812,=1.2922,=0.9852,=0.6569,=0.8569,=0.9728,=1.1122,=1.3891,=0.0743,=0.0973,=0.0775,=0.0385,=378
="000925",基本面50,2009-02-26,=-0.0097,=4507.9681,=-0.0239,=9.8930,=0.7509,=6.2635,=7.9688,=9.0089,=10.0491,=12.7955,=1.0286,=0.4133,=0.7306,=0.9013,=1.0713,=1.1921,=1.5728,=1.0867,=0.7748,=0.6037,=0.7873,=0.9637,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0393,=4498
="399550",央视50,2012-06-06,=-0.0001,=8368.1600,=0.0342,=9.9242,=0.7452,=6.8960,=8.2143,=9.1873,=10.1360,=13.0561,=1.0384,=0.2565,=0.8649,=1.0190,=1.2411,=1.4259,=1.8564,=2.0735,=0.8440,=1.3448,=1.6369,=1.7857,=2.0273,=2.5217,=0.0768,=0.1002,=0.0803,=0.0424,=2231
="399371",国证价值,2010-01-04,=-0.0102,=7239.1200,=0.0050,=10.0093,=0.7312,=6.4728,=7.8374,=9.0982,=10.3123,=13.0475,=1.0227,=0.5257,=0.7249,=0.8967,=1.0118,=1.2429,=1.5675,=1.0577,=0.7555,=0.5764,=0.7536,=0.8694,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0411,=104
="930608",中证基建,2015-03-31,=0.0062,=8766.9564,=0.0331,=10.0457,=0.4076,=6.6667,=8.6242,=10.6529,=17.7699,=25.2863,=0.8353,=0.2104,=0.6550,=0.8279,=1.1306,=1.6751,=2.2134,=0.2396,=0.2754,=0.1701,=0.2221,=0.3459,=0.5080,=0.7101,=0.0482,=0.0717,=0.0544,=0.0293,=631
="000859",国企一带一路,2019-05-16,=-0.0110,=1919.0579,=0.0536,=10.0475,=0.0580,=9.4709,=11.1263,=12.6329,=14.5888,=21.0714,=1.0126,=0.0204,=0.9854,=1.2384,=1.4628,=1.7889,=2.1877,=1.0953,=0.9920,=0.4715,=0.5573,=0.7317,=0.8107,=1.1238,=0.0831,=0.1174,=0.0935,=0.0371,=232
="930723",沪港深F100,2015-08-05,=-0.0079,=5063.9567,=-0.0066,=10.1046,=0.7920,=5.4557,=7.5603,=8.8785,=10.1236,=13.1279,=1.0294,=0.5694,=0.6469,=0.8477,=1.0046,=1.1158,=1.4626,=1.3218,=0.8766,=0.6039,=0.8635,=1.0653,=1.2664,=1.6654,,=0.0984,,=0.0396,=149
="931052",国信价值,2017-12-08,=-0.0020,=3590.6263,=0.0403,=10.2663,=0.9680,=5.3831,=6.5643,=7.3633,=8.6157,=10.7705,=1.3801,=0.9817,=0.7343,=0.9099,=1.0238,=1.1357,=1.5208,=1.7294,=0.9629,=0.6105,=0.9347,=1.2090,=1.4266,=2.0196,=0.0941,=0.1244,=0.0834,=0.0445,=469
="930846",300SNLV,2016-06-24,,,=0.0350,=10.3256,=0.6067,=7.7900,=9.1908,=10.0346,=10.7665,=12.6275,=1.0676,=0.3322,=0.8340,=1.0371,=1.1013,=1.2320,=1.5027,=1.4691,=0.9225,=0.7711,=0.9481,=1.1469,=1.3129,=1.6864,=0.0686,=0.1035,=0.0757,=0.0416,=147
="000056",上证国企,2010-01-04,=-0.0101,=1270.4000,=0.0185,=10.3328,=0.7106,=7.2538,=8.8734,=9.6295,=10.7944,=13.3187,=1.2001,=0.7542,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7092,=0.9893,=0.7909,=0.9970,=1.0947,=1.2145,=1.7604,=0.0856,=0.1002,=0.0788,=0.0380,=196
="950090",50AH优选,2015-12-10,=-0.0065,=6402.0563,=0.0337,=10.3948,=0.9246,=6.3188,=7.8943,=8.5828,=9.7075,=13.5010,=1.1036,=0.7415,=0.7914,=0.9466,=1.0234,=1.1247,=1.5403,=1.4019,=0.9962,=0.6574,=0.8439,=0.9444,=1.0469,=1.4194,,=0.1094,,=0.0380,=1974
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0045,=9840.0100,=0.0399,=10.4627,=0.8559,=5.7712,=7.8034,=8.8907,=10.2309,=13.0207,=1.1281,=0.6650,=0.7256,=0.9346,=1.0692,=1.2096,=1.5098,=1.6322,=0.7377,=0.9123,=1.1332,=1.3781,=1.7090,=2.4187,,=0.1200,,=0.0344,=259
="000021",180治理,2008-09-10,=-0.0100,=1091.3900,=0.0029,=10.4715,=0.7966,=6.3364,=8.4310,=9.6383,=10.4833,=13.6109,=1.1541,=0.6657,=0.7542,=0.9755,=1.0990,=1.2205,=1.5847,=1.4406,=0.9922,=0.6625,=0.8520,=0.9528,=1.1324,=1.4859,=0.0797,=0.1012,=0.0804,=0.0391,=160
="931373",股息龙头,2019-11-15,,,=-0.0113,=10.5401,=0.9365,=5.4295,=6.8348,=8.1779,=9.4249,=11.4004,=1.1731,=0.9098,=0.6697,=0.8414,=0.9924,=1.1115,=1.2586,=1.5598,=0.9733,=0.5706,=0.8066,=0.9658,=1.3454,=1.6262,=0.0792,=0.1085,=0.0840,=0.0417,=317
="H30035",300非银,2012-12-21,=-0.0121,=11096.9584,=-0.0050,=10.5532,=0.0169,=9.6261,=13.1136,=15.1659,=19.3481,=26.3489,=1.5386,=0.3763,=1.0544,=1.3281,=1.6646,=2.0510,=2.4387,=1.9498,=0.7719,=1.0410,=1.4193,=1.7228,=1.9713,=2.3917,=0.1224,=0.1114,=0.0952,=0.0213,=1106
="930839",港股通高息精选,2016-06-08,=-0.0050,=3589.2749,=0.0365,=10.7393,=0.6485,=4.9918,=7.0802,=9.2680,=13.3768,=31.7979,=1.5571,=0.8059,=0.7294,=0.9248,=1.0631,=1.5140,=4.8768,=1.2860,=0.5481,=0.3418,=0.5548,=1.2343,=1.9221,=6.3245,,=0.1218,,=0.0540,=318
="931375",300质量低波,2019-11-25,=-0.0054,=17585.7425,=0.0370,=10.7433,=0.4319,=6.4946,=8.1095,=11.5785,=13.5934,=22.0532,=1.4111,=0.4232,=0.8054,=1.0700,=1.5847,=2.0927,=3.3245,=1.9140,=0.6667,=1.0044,=1.3094,=1.6279,=2.0981,=2.5370,=0.1077,=0.1378,=0.0968,=0.0281,=97
="000048",责任指数,2009-08-05,=-0.0092,=1470.2000,=-0.0036,=10.7845,=0.5887,=7.8628,=9.5558,=10.5212,=11.7730,=14.1982,=1.2617,=0.3837,=0.9056,=1.1438,=1.3137,=1.4441,=1.7866,=0.9839,=0.9354,=0.5718,=0.6943,=0.7958,=0.9049,=1.0691,=0.0853,=0.1000,=0.0831,=0.0412,=123
="000806",消费服务,2012-02-10,=-0.0120,=8704.3976,=0.0334,=10.8051,=0.4998,=8.2712,=9.9199,=10.8052,=11.8703,=17.0971,=1.2132,=0.2042,=1.0009,=1.2108,=1.3617,=1.5457,=2.0145,=2.3536,=0.7773,=1.6526,=1.9417,=2.0978,=2.3796,=3.0032,=0.0835,=0.1029,=0.0827,=0.0344,=400
