指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="H11140",香港红利,2009-07-23,=0.0039,=3838.1800,=0.0512,=7.5362,=0.7700,=3.0693,=4.4554,=5.9845,=8.4154,=13.9623,=0.7231,=0.6146,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2152,=0.6907,=0.5431,=0.7464,=0.9728,=1.6121,=2.1349,,=0.0987,,=0.0562,=5
="000818",细分金融,2012-04-11,=-0.0065,=7097.3900,=-0.0388,=7.6003,=0.4792,=5.2356,=6.4985,=7.6824,=8.4792,=10.9951,=0.8096,=0.3545,=0.5930,=0.7010,=0.9196,=1.1017,=1.4303,=2.3206,=0.8547,=1.2689,=1.6360,=1.9672,=2.2245,=2.9111,=0.0780,=0.0967,=0.0768,=0.0384,=4
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0007,=2976.1500,=0.0695,=7.7091,=0.9956,=3.7550,=5.0313,=5.7537,=6.5994,=7.8706,=0.7854,=0.9786,=0.4590,=0.5764,=0.6353,=0.7178,=0.8175,=1.1851,=0.9943,=0.5101,=0.6867,=0.7881,=0.8888,=1.2099,,=0.1015,,=0.0519,=251
="H30270",红利价值,2013-12-19,=-0.0017,=9655,=0.0129,=7.7134,=0.7406,=4.4543,=5.4146,=6.7169,=8.8002,=13.0955,=0.8039,=0.6155,=0.5256,=0.6473,=0.7555,=1.2636,=1.7317,=1.5559,=0.9896,=0.5854,=0.8061,=0.9905,=1.2426,=1.6166,=0.0710,=0.0973,=0.0746,=0.0443,=135
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0025,=4816.2500,=0.0779,=7.8242,=0.8940,=3.5572,=4.6224,=5.9154,=7.0607,=9.5068,=0.6936,=0.6895,=0.3828,=0.4839,=0.5722,=0.8205,=1.1073,=1.0399,=0.6391,=0.4386,=0.6439,=0.8353,=1.4353,=2.0623,,=0.0870,,=0.0554,=1304
="000914",300金融,2007-07-02,=-0.0069,=6476.2500,=-0.0360,=7.8907,=0.5286,=5.2769,=6.6035,=7.8047,=8.5959,=11.3863,=0.8068,=0.3351,=0.5962,=0.7048,=0.9404,=1.1423,=1.4919,=2.1707,=0.8633,=1.1210,=1.4313,=1.8124,=2.0576,=2.7052,=0.0752,=0.0912,=0.0734,=0.0379,=335
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0003,=1376.3000,=0.0791,=7.9601,=0.8518,=3.6777,=4.8617,=6.5853,=7.6582,=10.6953,=0.7430,=0.6155,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1699,=0.6330,=0.5013,=0.7009,=1.0623,=1.4996,=1.9871,,=0.0974,,=0.0553,=884
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0011,=2711.0700,=0.0942,=8.0421,=0.9955,=3.8979,=4.9361,=5.7881,=7.0616,=8.2018,=0.7273,=0.9379,=0.4277,=0.5146,=0.5713,=0.6623,=0.8197,=1.2389,=0.9521,=0.5333,=0.6936,=0.8632,=1.0968,=1.3442,,=0.0939,,=0.0530,=450
="000151",上国红利,2012-07-20,=-0.0045,=1562.9400,=0.0231,=8.1044,=0.8880,=4.5075,=5.3671,=6.8615,=7.5493,=10.0345,=0.7675,=0.5241,=0.5268,=0.6196,=0.7561,=0.9686,=1.3272,=1.0340,=0.4055,=0.6026,=0.8954,=1.1187,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0521,=170
="930914",港股通高股息,2016-11-25,=0.0022,=5231.6836,=0.0639,=8.1198,=0.8550,=3.4280,=4.3970,=5.8328,=7.6565,=11.1979,=0.7682,=0.7334,=0.3979,=0.4998,=0.6068,=0.8571,=1.1764,=1.2658,=0.8237,=0.5144,=0.6928,=0.9147,=1.2210,=2.2126,,=0.1031,,=0.0547,=601
="H30269",红利低波,2013-12-19,=-0.0033,=11262.0100,=0.0020,=8.1603,=0.7448,=4.5638,=5.5488,=6.7648,=9.4763,=14.4342,=0.8565,=0.5743,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.5784,=0.9852,=0.6111,=0.8850,=1.0985,=1.4116,=1.6442,=0.0719,=0.1026,=0.0729,=0.0451,=3404
="H50040",上红低波,2014-03-21,=-0.0006,=11176.5100,=0.0136,=8.1815,=0.7587,=4.6938,=5.9513,=6.9706,=9.6317,=14.3118,=0.8471,=0.5261,=0.5647,=0.6911,=0.8381,=1.3563,=1.8756,=1.5930,=0.9839,=0.6380,=0.8693,=1.2019,=1.3891,=1.6603,=0.0726,=0.1018,=0.0748,=0.0446,=317
="931157",SHS红利成长LV,2019-04-25,=-0.0052,=7654.1500,=0.0268,=8.1996,=0.7583,=4.1261,=5.5578,=6.8373,=8.3577,=11.5318,=0.8366,=0.6124,=0.5154,=0.6214,=0.8039,=0.9341,=1.5888,=1.6193,=0.9994,=0.5018,=0.7012,=1.0066,=1.3491,=1.6300,,=0.1050,,=0.0482,=235
="000029",180价值,2009-01-09,=-0.0046,=4331.5600,=-0.0273,=8.2251,=0.6982,=5.6894,=6.9094,=7.8728,=8.4788,=10.8138,=0.8321,=0.3125,=0.6666,=0.8069,=0.8689,=1.0683,=1.4433,=1.0703,=0.8300,=0.6198,=0.7826,=0.9446,=1.0591,=1.4032,=0.0706,=0.0955,=0.0778,=0.0435,=550
="932596",港股通红利低波,2016-02-04,=0.0012,=4162.4300,=0.0731,=8.2480,=0.7917,=7.4451,=7.6810,=7.9379,=8.2718,=8.5745,=0.7508,=0.9792,=0.6528,=0.6766,=0.7074,=0.7212,=0.7622,=1.3479,=0.7500,=1.2161,=1.2542,=1.2964,=1.3573,=1.4099,,,,=0.0528,=45
="000934",中证金融,2009-07-03,=-0.0069,=6078.6600,=-0.0304,=8.2506,=0.5702,=5.7083,=6.8952,=8.0462,=8.8699,=11.5527,=0.8225,=0.3454,=0.6117,=0.7182,=0.9461,=1.1593,=1.5017,=2.1750,=0.8695,=1.1467,=1.4503,=1.8026,=2.0486,=2.6696,=0.0733,=0.0882,=0.0717,=0.0366,=1137
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0002,=3816.2400,=0.0616,=8.2679,=0.9921,=4.9972,=5.5179,=5.9920,=7.3425,=8.5137,=0.7997,=0.9921,=0.5264,=0.5878,=0.6246,=0.7258,=0.8235,=0.9903,=0.9948,=0.5404,=0.5907,=0.6547,=0.8205,=1.0198,,=0.0979,,=0.0493,=102
="000922",中证红利,2008-05-26,=-0.0027,=5671.1200,=0.0304,=8.3102,=0.7497,=5.1762,=6.0261,=7.6562,=8.5296,=11.2156,=0.8440,=0.4714,=0.5911,=0.7113,=0.8621,=1.1106,=1.4999,=1.2402,=0.8456,=0.6332,=0.7731,=1.0407,=1.2051,=1.7101,=0.0685,=0.0960,=0.0701,=0.0466,=19428
="931130",红利成长低波,2018-12-04,=-0.0044,=23886.2400,=0.0072,=8.3248,=0.6866,=4.4465,=5.5586,=7.6414,=8.7475,=11.5512,=0.8512,=0.3559,=0.5279,=0.6225,=0.9071,=1.0363,=1.5803,=1.8560,=0.7865,=0.3109,=0.8099,=1.3086,=1.9140,=2.5957,=0.0669,=0.1158,=0.0589,=0.0448,=117
="000015",红利指数,2005-01-04,=-0.0033,=3117.5400,=0.0263,=8.3262,=0.8963,=4.6646,=5.5109,=7.0911,=7.9367,=10.4439,=0.8288,=0.5891,=0.5525,=0.6399,=0.7661,=1.0213,=1.3875,=1.4163,=0.9214,=0.7277,=0.8915,=1.1133,=1.3115,=1.6890,=0.0663,=0.0968,=0.0697,=0.0457,=14001
="931446",东证红利低波,2020-04-21,=-0.0023,=3485.8700,=0.0125,=8.3476,=0.7697,=5.1478,=6.1502,=7.0076,=8.5449,=11.0216,=0.8268,=0.7201,=0.5884,=0.6919,=0.7562,=0.8785,=1.2481,=1.5145,=0.9810,=0.5909,=0.7488,=0.8721,=1.2134,=1.5979,=0.0722,=0.0935,=0.0745,=0.0449,=653
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0001,=5032.6800,=0.0836,=8.4458,=0.9925,=4.2457,=4.6956,=5.6788,=7.4007,=8.5904,=0.7743,=0.9925,=0.4429,=0.4952,=0.5722,=0.7167,=0.7878,=1.0883,=0.9880,=0.6036,=0.6693,=0.8633,=0.9832,=1.1099,,=0.0975,,=0.0575,=68
="000992",全指金融,2011-08-02,=-0.0069,=5821.7600,=-0.0278,=8.4503,=0.5743,=5.9310,=7.1035,=8.2138,=9.0286,=11.6339,=0.8253,=0.3421,=0.6188,=0.7236,=0.9546,=1.1755,=1.5107,=2.1525,=0.8608,=1.1568,=1.4434,=1.8068,=2.0520,=2.6668,=0.0717,=0.0849,=0.0695,=0.0360,=2677
="000821",300红利,2012-07-20,=-0.0029,=6627.5200,=-0.0067,=8.4676,=0.8324,=4.9998,=6.1945,=7.5566,=8.3448,=10.9286,=0.8633,=0.4718,=0.5725,=0.7149,=0.8797,=1.0813,=1.4919,=1.3787,=0.9090,=0.6098,=0.7997,=1.0587,=1.2918,=1.6963,=0.0718,=0.0978,=0.0729,=0.0466,=956
="000824",国企红利,2012-07-20,=-0.0034,=2182.9000,=0.0291,=8.5977,=0.8604,=4.8847,=5.9432,=7.3366,=8.2418,=10.7823,=0.8627,=0.5438,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2657,=0.8403,=0.5370,=0.7018,=0.9868,=1.2189,=1.6834,=0.0703,=0.0950,=0.0723,=0.0471,=890
="931024",港股通非银,2017-11-06,=-0.0226,=4553.8600,=0.0606,=8.7122,=0.1865,=6.7549,=8.8097,=11.4783,=13.4022,=22.4310,=1.2516,=0.8405,=0.6237,=0.8445,=1.0404,=1.2260,=1.7592,=1.4738,=0.9725,=0.5870,=0.8710,=1.0034,=1.1886,=2.2002,,=0.1307,,=0.0294,=154
="931644",800红利,2024-03-15,=-0.0029,=2611.3400,=0.0232,=8.7422,=0.7056,=6.4729,=7.2341,=8.1265,=9.0195,=9.4757,=0.8881,=0.7056,=0.7001,=0.7641,=0.8529,=0.9069,=0.9431,=1.2848,=0.8831,=0.8423,=0.9185,=1.0996,=1.2605,=1.3255,=0.0724,,,=0.0465,=24
="399373",大盘价值,2010-01-04,=-0.0058,=8421.0800,=-0.0178,=8.8375,=0.6912,=5.4746,=6.8624,=8.3230,=9.0892,=11.9914,=0.9402,=0.4677,=0.6410,=0.8034,=0.9530,=1.1408,=1.5001,=1.1362,=0.8135,=0.5920,=0.7822,=0.9285,=1.1265,=1.4541,=0.0742,=0.0969,=0.0767,=0.0450,=321
="930740",300红利LV,2018-12-04,=-0.0012,=7169.7100,=0.0001,=8.9409,=0.8875,=5.4153,=6.7943,=7.4658,=8.4506,=9.6903,=0.9349,=0.7612,=0.6159,=0.7662,=0.8514,=0.9447,=1.0604,=1.3624,=0.7313,=0.6725,=0.8535,=1.0732,=1.5162,=1.9253,=0.0724,=0.1016,=0.0768,=0.0449,=549
="399995",基建工程,2015-03-12,=-0.0105,=4017.2300,=0.0284,=8.9618,=0.6262,=5.8673,=7.3449,=8.2832,=12.9228,=18.8590,=0.7112,=0.1260,=0.5815,=0.7409,=0.9156,=1.5080,=2.1834,=0.1919,=0.3512,=0.1368,=0.1788,=0.2076,=0.3640,=0.5478,=0.0443,=0.0702,=0.0519,=0.0290,=2669
="000919",300价值,2008-01-21,=-0.0049,=5277.1200,=-0.0078,=8.9969,=0.7262,=5.9577,=7.3294,=8.4296,=9.2279,=12.2376,=0.9403,=0.4796,=0.6917,=0.8498,=0.9460,=1.1524,=1.5388,=1.1125,=0.8394,=0.6314,=0.7862,=0.9061,=1.0945,=1.3421,=0.0754,=0.0956,=0.0764,=0.0412,=4275
="000825",央企红利,2012-07-20,=-0.0030,=3485.7300,=0.0094,=9.0041,=0.9337,=4.7369,=6.0989,=7.3072,=8.2671,=10.5687,=0.8977,=0.5813,=0.5507,=0.6916,=0.8603,=1.0042,=1.3929,=1.1961,=0.7834,=0.6009,=0.8549,=1.0451,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0453,=250
="000063",上证周期,2010-02-03,=-0.0049,=4011.5700,=-0.0113,=9.0444,=0.6879,=5.4761,=7.1368,=8.5218,=9.4369,=12.4946,=0.9675,=0.4973,=0.6668,=0.8369,=0.9684,=1.1091,=1.4831,=1.6165,=0.9712,=0.8113,=1.0639,=1.2472,=1.4119,=1.7571,=0.0802,=0.1040,=0.0825,=0.0385,=204
="931848",800红利低波,2024-05-21,=-0.0016,=3220.9200,=0.0175,=9.2420,=0.6857,=7.4155,=8.1107,=8.8954,=9.4220,=9.7854,=0.9603,=0.7405,=0.7315,=0.8562,=0.9132,=0.9677,=1.0001,=1.3478,=0.5571,=1.1714,=1.2257,=1.3264,=1.3766,=1.5428,=0.0743,,,=0.0443,=105
="932305",智选高股息,2024-09-30,=-0.0018,=11917.7200,=0.0679,=9.2904,=0.9027,=7.0143,=7.4473,=8.2599,=9.0486,=9.6067,=1.0717,=0.7751,=0.8750,=0.9191,=1.0395,=1.0747,=1.1156,=0.7684,=0.4620,=0.7106,=0.7284,=0.7730,=1.2818,=1.3342,=0.0585,,,=0.0701,=186
="930955",红利低波100,2017-05-26,=-0.0027,=12009.0200,=0.0185,=9.4907,=0.8823,=5.0805,=6.0459,=7.3632,=8.4881,=11.5013,=1.0023,=0.8232,=0.5792,=0.6647,=0.8205,=0.9895,=1.3722,=1.2125,=0.7423,=0.5888,=0.7745,=0.9838,=1.2846,=1.7525,=0.0696,=0.1071,=0.0823,=0.0468,=1682
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0031,=4360.7000,=0.0860,=9.6655,=0.6382,=4.8859,=6.8732,=8.8788,=12.1555,=16.1208,=0.9017,=0.5680,=0.5567,=0.7305,=0.8674,=1.1838,=1.3660,=1.0116,=0.5424,=0.5555,=0.7807,=0.9897,=1.3643,=1.5178,,=0.0943,,=0.0551,=27
="931069",中金300,2018-02-14,=-0.0039,=5052.5200,=0.0096,=9.7071,=0.6072,=5.9518,=7.4750,=9.2413,=10.5298,=13.6164,=1.0211,=0.3835,=0.7377,=0.9186,=1.1140,=1.3609,=1.8328,=1.4156,=0.8811,=0.6656,=0.8550,=1.1096,=1.2965,=1.7542,=0.0705,=0.1122,=0.0821,=0.0396,=76
="H30356",800价值,2014-06-09,=-0.0038,=6693.6000,=0.0071,=9.7450,=0.7451,=6.4024,=7.6801,=9.0125,=9.9398,=13.4784,=1.0074,=0.5576,=0.7030,=0.8597,=0.9864,=1.1820,=1.6287,=1.0922,=0.8328,=0.5868,=0.7365,=0.8782,=1.0549,=1.3738,=0.0743,=0.0930,=0.0741,=0.0393,=23
="000968",300周期,2010-05-28,=-0.0051,=4537.3100,=-0.0026,=9.7841,=0.7011,=6.1174,=7.8172,=9.1350,=10.2878,=13.3562,=1.0053,=0.4780,=0.7021,=0.8488,=1.0163,=1.1859,=1.5550,=1.6272,=0.9765,=0.8459,=1.0847,=1.2629,=1.4528,=1.8297,=0.0768,=0.0960,=0.0775,=0.0361,=97
="000042",上证央企,2009-03-30,=-0.0038,=1778,=-0.0184,=9.8251,=0.7406,=6.3284,=7.8865,=9.1049,=10.0107,=12.9577,=1.0083,=0.5566,=0.7230,=0.8874,=0.9898,=1.1180,=1.4812,=1.2889,=0.9807,=0.6569,=0.8569,=0.9739,=1.1160,=1.3891,=0.0743,=0.0973,=0.0775,=0.0386,=380
="000925",基本面50,2009-02-26,=-0.0061,=4515.0200,=-0.0224,=9.8651,=0.7415,=6.2635,=7.9688,=9.0206,=10.0491,=12.7955,=1.0266,=0.4146,=0.7306,=0.9013,=1.0667,=1.1921,=1.5728,=1.0837,=0.7711,=0.6037,=0.7873,=0.9657,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0394,=4508
="980081",价值100,2012-12-28,,,=0.0506,=9.8733,=0.9892,=7.7317,=8.2882,=8.5093,=9.3611,=10.0799,=1.1069,=0.9785,=0.8413,=0.8805,=0.9048,=1.0547,=1.1275,=0.9990,=0.7527,=0.7580,=0.8019,=0.8472,=1.0211,=1.0480,=0.0810,,,=0.0463,=169
="931722",国新港股通央企红利,2023-09-13,=0.0031,=1398.7700,=0.0614,=9.8939,=0.9865,=5.5040,=6.6130,=7.4623,=8.7851,=10.0958,=0.9529,=0.9932,=0.6213,=0.7181,=0.8033,=0.8807,=0.9723,=0.6402,=0.9916,=0.3100,=0.3737,=0.4522,=0.5751,=0.6533,,=0.1085,,=0.0588,=266
="932422",A500红利低波,2025-04-09,=-0.0018,=3121.9600,=0.0061,=9.9087,=0.2341,=9.5190,=9.8695,=10.0790,=10.2588,=10.5846,=1.0526,=0.7659,=0.9943,=1.0272,=1.0402,=1.0538,=1.0761,=1.2856,=0.0683,=1.2431,=1.3981,=1.4457,=1.4792,=1.5336,,,,=0.0440,=171
="399550",央视50,2012-06-06,=-0.0070,=8336.5200,=0.0303,=9.9202,=0.7419,=6.8960,=8.2340,=9.2085,=10.1360,=13.0561,=1.0391,=0.2643,=0.8649,=1.0184,=1.2409,=1.4259,=1.8564,=2.0726,=0.8419,=1.3448,=1.6427,=1.7908,=2.0312,=2.5217,=0.0768,=0.1002,=0.0803,=0.0424,=2250
="930608",中证基建,2015-03-31,=-0.0090,=8754.0900,=0.0315,=10.0341,=0.4068,=6.6667,=8.6242,=10.6100,=17.5179,=25.2863,=0.8340,=0.2091,=0.6550,=0.8278,=1.1262,=1.6592,=2.2134,=0.2393,=0.2746,=0.1701,=0.2221,=0.3448,=0.5019,=0.7101,=0.0482,=0.0717,=0.0544,=0.0294,=633
="399371",国证价值,2010-01-04,=-0.0022,=7335.4500,=0.0184,=10.1084,=0.7563,=6.4728,=7.8374,=9.0982,=10.3123,=13.0475,=1.0335,=0.5554,=0.7249,=0.8967,=1.0118,=1.2427,=1.5675,=1.0682,=0.7703,=0.5764,=0.7536,=0.8694,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0407,=108
="930723",沪港深F100,2015-08-05,=-0.0031,=5111.0100,=0.0037,=10.1320,=0.7999,=5.4557,=7.5646,=8.9117,=10.1320,=13.1279,=1.0327,=0.5733,=0.6469,=0.8477,=1.0067,=1.1158,=1.4626,=1.3249,=0.8774,=0.6039,=0.8635,=1.0668,=1.2718,=1.6654,,=0.0984,,=0.0395,=151
="000859",国企一带一路,2019-05-16,=0.0016,=1969.4200,=0.0812,=10.1379,=0.0746,=9.4709,=11.0515,=12.6165,=14.5794,=21.0714,=1.0218,=0.0373,=0.9854,=1.2309,=1.4595,=1.7882,=2.1877,=1.1052,=0.9914,=0.4715,=0.5579,=0.7325,=0.8143,=1.1273,=0.0831,=0.1174,=0.0935,=0.0368,=236
="931052",国信价值,2017-12-08,=-0.0016,=3696.7500,=0.0711,=10.2895,=0.9677,=5.3831,=6.5730,=7.3698,=8.6333,=10.7705,=1.3833,=0.9813,=0.7343,=0.9103,=1.0246,=1.1389,=1.5208,=1.7333,=0.9627,=0.6105,=0.9356,=1.2111,=1.4329,=2.0196,=0.0941,=0.1244,=0.0834,=0.0444,=494
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0078,=9606.7700,=0.0152,=10.3436,=0.8242,=5.7712,=7.8344,=8.9213,=10.2673,=13.0207,=1.1153,=0.6232,=0.7256,=0.9375,=1.0716,=1.2096,=1.5098,=1.6136,=0.7125,=0.9123,=1.1364,=1.3833,=1.7090,=2.4187,,=0.1200,,=0.0348,=261
="930846",300SNLV,2016-06-24,=-0.0046,=6931.6100,=0.0479,=10.3693,=0.6246,=7.7900,=9.1926,=10.0404,=10.7584,=12.6275,=1.0730,=0.3698,=0.8340,=1.0374,=1.0995,=1.2308,=1.5027,=1.4753,=0.9226,=0.7711,=0.9487,=1.1484,=1.3154,=1.6864,=0.0686,=0.1035,=0.0757,=0.0414,=147
="000056",上证国企,2010-01-04,=-0.0056,=1279.5900,=0.0259,=10.3885,=0.7242,=7.2538,=8.8779,=9.6484,=10.7944,=13.3187,=1.2076,=0.7765,=0.8518,=1.0315,=1.1223,=1.2167,=1.5455,=1.7184,=0.9901,=0.7909,=0.9978,=1.0995,=1.2169,=1.7604,=0.0856,=0.1002,=0.0788,=0.0378,=196
="H30035",300非银,2012-12-21,=-0.0068,=10969.7600,=-0.0164,=10.4315,=0.0156,=9.6261,=13.1136,=15.1659,=19.3481,=26.3489,=1.5210,=0.3590,=1.0544,=1.3281,=1.6581,=2.0504,=2.4387,=1.9274,=0.7464,=1.0410,=1.4193,=1.7255,=1.9724,=2.3917,=0.1224,=0.1114,=0.0952,=0.0216,=1118
="950090",50AH优选,2015-12-10,=-0.0094,=6357.6600,=0.0281,=10.5041,=0.9317,=6.3188,=7.8958,=8.5905,=9.7284,=13.5010,=1.1160,=0.7731,=0.7914,=0.9469,=1.0244,=1.1247,=1.5403,=1.4160,=0.9975,=0.6574,=0.8442,=0.9453,=1.0488,=1.4553,,=0.1094,,=0.0376,=1978
="931373",股息龙头,2019-11-15,=-0.0051,=2757.3500,=-0.0096,=10.5228,=0.9319,=5.4295,=6.8422,=8.1983,=9.4473,=11.4004,=1.1716,=0.9061,=0.6697,=0.8421,=0.9942,=1.1154,=1.2586,=1.5572,=0.9669,=0.5706,=0.8078,=0.9702,=1.3504,=1.6262,=0.0792,=0.1085,=0.0840,=0.0418,=319
="000021",180治理,2008-09-10,=-0.0076,=1101.7700,=0.0125,=10.5578,=0.8156,=6.3364,=8.4334,=9.6501,=10.5014,=13.6109,=1.1642,=0.6916,=0.7542,=0.9755,=1.0990,=1.2204,=1.5847,=1.4524,=0.9930,=0.6625,=0.8520,=0.9538,=1.1349,=1.4859,=0.0797,=0.1012,=0.0804,=0.0388,=160
="932153",港股通价值策略,2025-04-30,=-0.0075,=1123.4800,=0.0692,=10.5803,=0.9637,=8.1696,=9.4785,=10.0480,=10.2819,=10.8246,=0.9082,=0.9326,=0.7012,=0.8177,=0.8732,=0.8917,=0.9322,=1.0789,=0.9378,=0.8168,=0.9463,=1.0197,=1.0577,=1.1110,,,,=0.0418,=3
="000806",消费服务,2012-02-10,=-0.0103,=8444.0800,=0.0025,=10.5847,=0.4232,=8.3292,=9.9487,=10.8052,=11.8703,=17.0971,=1.1896,=0.1494,=1.0009,=1.2080,=1.3597,=1.5457,=2.0145,=2.3056,=0.7299,=1.6526,=1.9426,=2.1025,=2.3796,=3.0032,=0.0835,=0.1029,=0.0827,=0.0352,=404
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0070,=13019.2200,=0.0136,=10.6386,=0.8787,=5.5897,=7.8163,=8.5735,=9.8456,=15.8114,=1.1495,=0.7863,=0.6924,=0.8850,=0.9938,=1.1576,=1.7191,=1.5379,=0.8961,=0.6938,=0.9884,=1.0744,=1.4125,=2.0876,,=0.1080,,=0.0336,=90
