指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000015",红利指数,2005-01-04,=0.0008,=3021.6300,=-0.0564,=8.4468,=0.9172,=4.6646,=5.5109,=7.0911,=7.9151,=10.4439,=0.8392,=0.5887,=0.5525,=0.6399,=0.7661,=1.0239,=1.3875,=1.4368,=0.9350,=0.7277,=0.8915,=1.1060,=1.3041,=1.6890,=0.0663,=0.0968,=0.0697,=0.0453,=13930
="000934",中证金融,2009-07-03,=-0.0002,=6269.3600,=0.0713,=8.5870,=0.6974,=5.7083,=6.8952,=8.0185,=8.8734,=11.5527,=0.8548,=0.3825,=0.6117,=0.7182,=0.9624,=1.1660,=1.5017,=2.2637,=0.9185,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0342,=1131
="000821",300红利,2012-07-20,=-0.0029,=6633.5043,=0.0098,=8.6670,=0.8654,=4.9998,=6.1945,=7.5485,=8.3174,=10.9286,=0.8810,=0.4928,=0.5725,=0.7149,=0.8842,=1.0841,=1.4919,=1.4111,=0.9341,=0.6098,=0.7997,=1.0571,=1.2687,=1.6963,=0.0718,=0.0978,=0.0729,=0.0447,=949
="931130",红利成长低波,2018-12-04,,,=0.0136,=8.7025,=0.7886,=4.4465,=5.5458,=7.5883,=8.7702,=11.5512,=0.8875,=0.4229,=0.5279,=0.6220,=0.9097,=1.0377,=1.5803,=1.9402,=0.8055,=0.3109,=0.8086,=1.3005,=1.8828,=2.5957,=0.0669,=0.1158,=0.0589,=0.0419,=108
="931446",东证红利低波,2020-04-21,=0.0007,=3456.0930,=-0.0051,=8.7530,=0.8756,=5.1478,=6.1449,=6.8991,=8.5307,=11.0216,=0.8642,=0.7645,=0.5884,=0.6888,=0.7524,=0.8811,=1.2481,=1.5880,=0.9978,=0.5909,=0.7475,=0.8633,=1.1905,=1.5952,=0.0722,=0.0935,=0.0745,=0.0419,=574
="000824",国企红利,2012-07-20,=0.0023,=2121.2347,=-0.0044,=8.7593,=0.9061,=4.8847,=5.9432,=7.3221,=8.2075,=10.7823,=0.8762,=0.5615,=0.5610,=0.6881,=0.8282,=1.0614,=1.4469,=1.2894,=0.8703,=0.5370,=0.7018,=0.9868,=1.2110,=1.6834,=0.0703,=0.0950,=0.0723,=0.0454,=877
="000992",全指金融,2011-08-02,=0.0003,=5982.9000,=0.0702,=8.7847,=0.7131,=5.9310,=7.1035,=8.1855,=9.0325,=11.6339,=0.8563,=0.3821,=0.6188,=0.7236,=0.9712,=1.1814,=1.5107,=2.2357,=0.8946,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0337,=2665
="399995",基建工程,2015-03-12,=0.0081,=3919.2400,=0.0360,=8.7941,=0.6044,=5.8673,=7.3449,=8.2832,=13.1462,=18.8590,=0.6985,=0.0939,=0.5815,=0.7522,=0.9201,=1.5553,=2.1834,=0.1883,=0.3137,=0.1368,=0.1788,=0.2097,=0.3716,=0.5478,=0.0443,=0.0702,=0.0519,=0.0295,=2654
="931644",800红利,2024-03-15,,,=0.0217,=8.9245,=0.7546,=6.4729,=7.2139,=8.0683,=9.0325,=9.4757,=0.9041,=0.7870,=0.7001,=0.7601,=0.8492,=0.9070,=0.9431,=1.3116,=0.9792,=0.8423,=0.9149,=1.0904,=1.2527,=1.3248,=0.0724,,,=0.0448,=22
="399373",大盘价值,2010-01-04,=-0.0038,=8573.0400,=0.0618,=9.0031,=0.7699,=5.4746,=6.8624,=8.3080,=9.0951,=11.9914,=0.9552,=0.4986,=0.6410,=0.8034,=0.9558,=1.1432,=1.5001,=1.1575,=0.8555,=0.5920,=0.7822,=0.9285,=1.1232,=1.4541,=0.0742,=0.0969,=0.0767,=0.0437,=316
="930740",300红利LV,2018-12-04,=-0.0023,=7159.6445,=-0.0558,=9.0964,=0.9071,=5.4153,=6.7876,=7.4479,=8.3894,=9.6903,=0.9483,=0.8125,=0.6159,=0.7644,=0.8493,=0.9446,=1.0604,=1.3861,=0.7453,=0.6725,=0.8503,=1.0711,=1.5193,=1.9253,=0.0724,=0.1016,=0.0768,=0.0434,=520
="000919",300价值,2008-01-21,=-0.0020,=5299.6569,=0.0604,=9.0995,=0.7509,=5.9577,=7.3294,=8.4223,=9.2334,=12.2376,=0.9486,=0.5027,=0.6917,=0.8498,=0.9482,=1.1558,=1.5388,=1.1252,=0.8687,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0403,=4263
="000063",上证周期,2010-02-03,=-0.0012,=4012.5000,=0.1658,=9.1038,=0.7151,=5.4761,=7.1368,=8.5044,=9.4511,=12.4946,=0.9711,=0.5031,=0.6668,=0.8369,=0.9706,=1.1118,=1.4831,=1.6272,=0.9872,=0.8113,=1.0639,=1.2461,=1.4012,=1.7571,=0.0802,=0.1040,=0.0825,=0.0374,=204
="932305",智选高股息,2024-09-30,=0.0040,=11120.6502,=0.0492,=9.1627,=0.8963,=7.0143,=7.4337,=8.2108,=8.4350,=9.6067,=1.0531,=0.6455,=0.8750,=0.9175,=1.0301,=1.0763,=1.1156,=0.7578,=0.3846,=0.7106,=0.7276,=0.7902,=1.2830,=1.3342,=0.0585,,,=0.0714,=142
="000825",央企红利,2012-07-20,=-0.0004,=3441.9633,=0.0533,=9.2170,=0.9741,=4.7369,=6.0989,=7.3072,=8.2429,=10.5687,=0.9169,=0.6192,=0.5507,=0.6916,=0.8603,=1.0080,=1.3929,=1.2244,=0.8399,=0.6009,=0.8549,=1.0418,=1.2020,=1.7357,=0.0699,=0.0980,=0.0727,=0.0431,=230
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0004,=4069.0600,=0.0762,=9.2218,=0.5570,=4.8859,=6.8732,=8.8788,=12.1555,=16.1208,=0.8597,=0.4754,=0.5567,=0.7305,=0.8713,=1.1851,=1.3660,=0.9651,=0.4535,=0.5555,=0.7807,=0.9940,=1.3643,=1.5178,,=0.0943,,=0.0577,=25
="980081",价值100,2012-12-28,,,=0.1138,=9.2641,=0.8635,=7.7317,=8.2674,=8.4721,=8.9428,=9.8012,=1.0346,=0.8112,=0.8413,=0.8784,=0.8994,=1.0306,=1.1153,=0.9374,=0.7229,=0.7580,=0.7999,=0.8390,=1.0259,=1.0480,=0.0810,,,=0.0497,=124
="931848",800红利低波,2024-05-21,=-0.0004,=3175.2110,=-0.0189,=9.3764,=0.7410,=7.4155,=8.0859,=8.8472,=9.4336,=9.7854,=0.9717,=0.8410,=0.7315,=0.8533,=0.9106,=0.9662,=1.0001,=1.3674,=0.7077,=1.1714,=1.2240,=1.3141,=1.3784,=1.5428,=0.0743,,,=0.0430,=94
="931722",国新港股通央企红利,2023-09-13,=-0.0016,=1317.8906,=0.1133,=9.4353,=0.9414,=5.5040,=6.5844,=7.4040,=8.5926,=10.0834,=0.9087,=0.9343,=0.6213,=0.7143,=0.7978,=0.8674,=0.9570,=0.6106,=0.9449,=0.3100,=0.3703,=0.4480,=0.5627,=0.6473,,=0.1085,,=0.0589,=232
="930955",红利低波100,2017-05-26,=0.0022,=11877.0192,=0.0001,=9.5264,=0.8882,=5.0805,=6.0408,=7.3360,=8.4340,=11.5013,=1.0025,=0.8259,=0.5792,=0.6639,=0.8179,=0.9805,=1.3722,=1.2171,=0.7482,=0.5888,=0.7732,=0.9826,=1.2922,=1.7525,=0.0696,=0.1071,=0.0823,=0.0458,=1488
="930608",中证基建,2015-03-31,=0.0072,=8489.6133,=0.0607,=9.7317,=0.3578,=6.6667,=8.6242,=10.6866,=17.9085,=29.3524,=0.8079,=0.1589,=0.6550,=0.8299,=1.1354,=1.6908,=2.4629,=0.2321,=0.2413,=0.1701,=0.2221,=0.3467,=0.5140,=0.7367,=0.0482,=0.0717,=0.0544,=0.0303,=627
="H30356",800价值,2014-06-09,=0.0001,=6613.6448,=0.0749,=9.7502,=0.7549,=6.4024,=7.6718,=9.0055,=9.9465,=13.4784,=1.0057,=0.5552,=0.7030,=0.8592,=0.9831,=1.1873,=1.6287,=1.0928,=0.8401,=0.5868,=0.7352,=0.8765,=1.0460,=1.3738,=0.0743,=0.0930,=0.0741,=0.0389,=20
="000968",300周期,2010-05-28,,,=0.1426,=9.7732,=0.7023,=6.1174,=7.8172,=9.1233,=10.3064,=13.3562,=1.0016,=0.4673,=0.7021,=0.8488,=1.0220,=1.1897,=1.5550,=1.6255,=0.9839,=0.8459,=1.0847,=1.2615,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0355,=95
="931069",中金300,2018-02-14,=0.0012,=4985.3073,=0.1591,=9.7945,=0.6325,=5.9518,=7.4666,=9.2170,=10.5443,=13.6164,=1.0272,=0.3974,=0.7377,=0.9172,=1.1190,=1.3636,=1.8328,=1.4284,=0.8976,=0.6656,=0.8507,=1.1066,=1.2829,=1.7542,=0.0705,=0.1122,=0.0821,=0.0386,=65
="000042",上证央企,2009-03-30,=0.0002,=1806.2500,=0.0151,=10.0177,=0.8057,=6.3284,=7.8865,=9.0883,=10.0001,=12.9577,=1.0257,=0.5978,=0.7230,=0.8874,=0.9898,=1.1212,=1.4812,=1.3142,=0.9951,=0.6569,=0.8569,=0.9728,=1.1106,=1.3891,=0.0743,=0.0973,=0.0775,=0.0369,=378
="000859",国企一带一路,2019-05-16,=0.0024,=1797.7441,=0.1047,=10.0313,=0.0554,=9.4709,=11.1696,=12.6559,=14.6039,=21.0714,=1.0102,=0.0149,=0.9854,=1.2460,=1.4649,=1.7919,=2.1877,=1.0936,=0.9994,=0.4715,=0.5567,=0.7296,=0.8080,=1.0958,=0.0831,=0.1174,=0.0935,=0.0372,=225
="399371",国证价值,2010-01-04,=0.0009,=7169,=0.0995,=10.0473,=0.7427,=6.4728,=7.8374,=9.0982,=10.3402,=13.0475,=1.0249,=0.5307,=0.7249,=0.8967,=1.0118,=1.2463,=1.5675,=1.0617,=0.7637,=0.5764,=0.7536,=0.8694,=1.0975,=1.3812,=0.0722,=0.0912,=0.0751,=0.0406,=102
="932422",A500红利低波,2025-04-09,=-0.0009,=3097.6058,,=10.0490,=0.3943,=9.5190,=9.9132,=10.1272,=10.2915,=10.5846,=1.0640,=0.9714,=0.9943,=1.0259,=1.0398,=1.0517,=1.0710,=1.3038,=0.0286,=1.2911,=1.4243,=1.4521,=1.4836,=1.5336,,,,=0.0425,=110
="399550",央视50,2012-06-06,=0.0047,=8059.7200,=0.0979,=10.0823,=0.7876,=6.8960,=8.2108,=9.1667,=10.1323,=13.0561,=1.0532,=0.3018,=0.8649,=1.0190,=1.2428,=1.4261,=1.8564,=2.1065,=0.8827,=1.3448,=1.6354,=1.7824,=2.0228,=2.5217,=0.0768,=0.1002,=0.0803,=0.0404,=2228
="950090",50AH优选,2015-12-10,=-0.0006,=6191.5533,=0.2135,=10.0865,=0.8920,=6.3188,=7.8902,=8.5700,=9.6759,=13.5010,=1.0700,=0.6487,=0.7914,=0.9464,=1.0224,=1.1249,=1.5403,=1.3611,=0.9873,=0.6574,=0.8434,=0.9433,=1.0449,=1.4194,,=0.1094,,=0.0380,=1967
="930723",沪港深F100,2015-08-05,=-0.0008,=5084.9902,=0.0928,=10.0969,=0.7951,=5.4557,=7.5603,=8.8601,=10.1113,=13.1279,=1.0274,=0.5669,=0.6469,=0.8477,=1.0045,=1.1164,=1.4626,=1.3221,=0.8825,=0.6039,=0.8635,=1.0637,=1.2598,=1.6654,,=0.0984,,=0.0389,=149
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0002,=9479.9000,=0.2480,=10.1446,=0.7836,=5.7712,=7.7891,=8.8637,=10.2183,=13.0207,=1.0936,=0.5753,=0.7256,=0.9335,=1.0673,=1.2096,=1.5098,=1.5870,=0.6922,=0.9123,=1.1300,=1.3735,=1.7090,=2.4187,,=0.1200,,=0.0345,=257
="000925",基本面50,2009-02-26,=-0.0020,=4630.3811,=0.0176,=10.1832,=0.8345,=6.2635,=7.9688,=9.0032,=10.0301,=12.7955,=1.0561,=0.4673,=0.7306,=0.9013,=1.0751,=1.1942,=1.5728,=1.1186,=0.8234,=0.6037,=0.7873,=0.9637,=1.1011,=1.4866,=0.0750,=0.0942,=0.0767,=0.0374,=4494
="931052",国信价值,2017-12-08,=0.0026,=3429.8079,=0.1221,=10.2784,=0.9754,=5.3831,=6.5556,=7.3422,=8.6021,=10.7705,=1.3755,=0.9872,=0.7343,=0.9094,=1.0229,=1.1337,=1.5208,=1.7314,=0.9703,=0.6105,=0.9332,=1.2069,=1.4234,=2.0196,=0.0941,=0.1244,=0.0834,=0.0423,=464
="930839",港股通高息精选,2016-06-08,=0.0004,=3471.9780,=0.1990,=10.3282,=0.5980,=4.9918,=7.0752,=9.2485,=13.3839,=31.7979,=1.4975,=0.7997,=0.7294,=0.9237,=1.0622,=1.4988,=4.8768,=1.2368,=0.5051,=0.3418,=0.5545,=1.2308,=1.9247,=6.3245,,=0.1218,,=0.0561,=309
="000056",上证国企,2010-01-04,=0.0010,=1243.1200,=0.1003,=10.3859,=0.7279,=7.2538,=8.8734,=9.6289,=10.8077,=13.3187,=1.2036,=0.7625,=0.8518,=1.0315,=1.1223,=1.2190,=1.5455,=1.7180,=0.9975,=0.7909,=0.9970,=1.0947,=1.2126,=1.7275,=0.0856,=0.1002,=0.0788,=0.0370,=194
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0001,=12849.5100,=0.2271,=10.4355,=0.8704,=5.5897,=7.7775,=8.5470,=9.7832,=15.8114,=1.1224,=0.7601,=0.6924,=0.8810,=0.9903,=1.1525,=1.7191,=1.5029,=0.8810,=0.6938,=0.9834,=1.0694,=1.3884,=2.0876,,=0.1080,,=0.0336,=91
="HSCEI",恒生中国企业指数,1994-08-08,=0.0001,=8915.1200,=0.2229,=10.4984,=0.8723,=5.5897,=7.7785,=8.5586,=9.7954,=15.8114,=1.1271,=0.7649,=0.6924,=0.8808,=0.9917,=1.1531,=1.7191,=1.5096,=0.8837,=0.6938,=0.9835,=1.0701,=1.3925,=2.0876,,=0.1080,,=0.0334,=4688
="930846",300SNLV,2016-06-24,,,=0.0297,=10.4988,=0.6830,=7.7900,=9.1874,=10.0312,=10.7675,=12.6275,=1.0832,=0.4244,=0.8340,=1.0369,=1.1017,=1.2326,=1.5027,=1.4938,=0.9333,=0.7711,=0.9481,=1.1451,=1.3106,=1.6864,=0.0686,=0.1035,=0.0757,=0.0403,=147
="H30035",300非银,2012-12-21,=0.0009,=11208.6950,=0.1165,=10.5304,=0.0152,=9.6261,=13.1476,=15.1715,=19.3481,=26.3489,=1.5345,=0.3722,=1.0544,=1.3281,=1.6724,=2.0544,=2.5997,=1.9456,=0.7682,=1.0410,=1.4193,=1.7228,=1.9705,=2.3917,=0.1224,=0.1114,=0.0952,=0.0214,=1082
="000021",180治理,2008-09-10,=-0.0003,=1083.4400,=0.0888,=10.5451,=0.8164,=6.3364,=8.4310,=9.6344,=10.4692,=13.6109,=1.1610,=0.6818,=0.7542,=0.9755,=1.0990,=1.2234,=1.5847,=1.4507,=0.9996,=0.6625,=0.8520,=0.9528,=1.1315,=1.4534,=0.0797,=0.1012,=0.0804,=0.0381,=160
="931375",300质量低波,2019-11-25,=-0.0017,=16792.5859,=0.1969,=10.5914,=0.4234,=6.4946,=8.0926,=11.5949,=13.5997,=22.0532,=1.3912,=0.4228,=0.8054,=1.0694,=1.5879,=2.0955,=3.3245,=1.8869,=0.6667,=1.0044,=1.3082,=1.6240,=2.0990,=2.5370,=0.1077,=0.1378,=0.0968,=0.0289,=95
="931373",股息龙头,2019-11-15,,,=0.0596,=10.8280,=0.9663,=5.4295,=6.8307,=8.1655,=9.4019,=11.4004,=1.2020,=0.9514,=0.6697,=0.8409,=0.9887,=1.1088,=1.2586,=1.6024,=0.9993,=0.5706,=0.8057,=0.9590,=1.3413,=1.6052,=0.0792,=0.1085,=0.0840,=0.0394,=316
