指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000824",国企红利,2012-07-20,=0.0147,=2259.0100,=0.0650,=8.7790,=0.9089,=4.8847,=5.9406,=7.3386,=8.2623,=10.7823,=0.8808,=0.5837,=0.5610,=0.6880,=0.8278,=1.0599,=1.4469,=1.2923,=0.8689,=0.5370,=0.7016,=0.9865,=1.2235,=1.6834,=0.0683,=0.1019,=0.0718,=0.0460,=905
="931644",800红利,2024-03-15,=0.0137,=2733.3700,=0.0710,=8.8825,=0.7458,=6.4729,=7.2426,=8.1389,=9.0157,=9.4757,=0.9023,=0.7775,=0.7001,=0.7650,=0.8540,=0.9065,=0.9431,=1.3054,=0.9449,=0.8423,=0.9188,=1.1008,=1.2632,=1.3255,=0.0715,=0.1008,=0.0722,=0.0458,=25
="399373",大盘价值,2010-01-04,=0.0071,=8374.7700,=-0.0232,=8.9325,=0.7374,=5.4746,=6.8623,=8.3366,=9.0894,=11.9914,=0.9503,=0.4959,=0.6410,=0.8033,=0.9513,=1.1408,=1.5001,=1.1484,=0.8388,=0.5920,=0.7817,=0.9284,=1.1293,=1.4541,=0.0758,=0.0989,=0.0766,=0.0444,=320
="930740",300红利LV,2018-12-04,=0.0202,=7340.5600,=0.0239,=8.9949,=0.8938,=5.4153,=6.8018,=7.4705,=8.4742,=9.6903,=0.9407,=0.7803,=0.6159,=0.7672,=0.8527,=0.9446,=1.0604,=1.3706,=0.7357,=0.6725,=0.8536,=1.0740,=1.5153,=1.9253,=0.0708,=0.1068,=0.0707,=0.0446,=565
="000919",300价值,2008-01-21,=0.0083,=5299.4000,=-0.0036,=9.0898,=0.7453,=5.9577,=7.3283,=8.4391,=9.2283,=12.2376,=0.9502,=0.5194,=0.6917,=0.8497,=0.9451,=1.1527,=1.5388,=1.1240,=0.8631,=0.6314,=0.7861,=0.9060,=1.0976,=1.3421,=0.0752,=0.0977,=0.0773,=0.0408,=4285
="000063",上证周期,2010-02-03,=0.0131,=4067.4100,=0.0024,=9.1521,=0.7242,=5.4761,=7.1362,=8.5325,=9.4385,=12.4946,=0.9791,=0.5256,=0.6668,=0.8368,=0.9675,=1.1091,=1.4831,=1.6358,=0.9852,=0.8113,=1.0636,=1.2494,=1.4145,=1.7571,=0.0796,=0.1017,=0.0808,=0.0381,=205
="000825",央企红利,2012-07-20,=0.0288,=3682.5500,=0.0664,=9.1993,=0.9695,=4.7369,=6.0940,=7.3075,=8.2780,=10.5687,=0.9173,=0.6340,=0.5507,=0.6915,=0.8600,=1.0044,=1.3929,=1.2221,=0.8335,=0.6009,=0.8548,=1.0477,=1.2061,=1.7357,=0.0699,=0.0986,=0.0705,=0.0443,=268
="931848",800红利低波,2024-05-21,=0.0137,=3301.6700,=0.0430,=9.3282,=0.7233,=7.4155,=8.1189,=8.9134,=9.4150,=9.7854,=0.9694,=0.8233,=0.7315,=0.8573,=0.9147,=0.9673,=1.0001,=1.3604,=0.6605,=1.1714,=1.2262,=1.3290,=1.3762,=1.5428,=0.0731,=0.1024,=0.0737,=0.0439,=111
="399995",基建工程,2015-03-12,=-0.0021,=4220.0400,=0.0803,=9.3849,=0.6954,=5.8673,=7.3439,=8.2792,=12.7870,=18.8590,=0.7449,=0.2082,=0.5815,=0.7377,=0.9132,=1.4967,=2.1834,=0.2009,=0.4353,=0.1368,=0.1788,=0.2071,=0.3620,=0.5478,=0.0443,=0.0702,=0.0520,=0.0277,=2678
="930955",红利低波100,2017-05-26,=0.0083,=12169.5000,=0.0321,=9.5867,=0.8941,=5.0805,=6.0503,=7.3733,=8.5022,=11.5013,=1.0126,=0.8475,=0.5792,=0.6651,=0.8214,=0.9912,=1.3722,=1.2248,=0.7576,=0.5888,=0.7749,=0.9844,=1.2841,=1.7525,=0.0742,=0.0947,=0.0714,=0.0462,=1772
="399550",央视50,2012-06-06,=-0.0048,=8224.1900,=0.0164,=9.6984,=0.6830,=6.8960,=8.2454,=9.2227,=10.1362,=13.0561,=1.0159,=0.1925,=0.8649,=1.0180,=1.2413,=1.4261,=1.8564,=2.0263,=0.7902,=1.3448,=1.6450,=1.7933,=2.0337,=2.5217,=0.0768,=0.1002,=0.0803,=0.0434,=2254
="931069",中金300,2018-02-14,=0.0027,=5098.8200,=0.0189,=9.7026,=0.6057,=5.9518,=7.4779,=9.2485,=10.5284,=13.6164,=1.0208,=0.3835,=0.7377,=0.9188,=1.1107,=1.3601,=1.8328,=1.4150,=0.8792,=0.6656,=0.8576,=1.1099,=1.3047,=1.7542,=0.0767,=0.0904,=0.0771,=0.0397,=79
="932305",智选高股息,2024-09-30,=0.0119,=12365.1100,=0.1080,=9.7352,=1,=7.0143,=7.4535,=8.2866,=9.1531,=9.7352,=1.1219,=1,=0.8750,=0.9195,=1.0410,=1.0775,=1.1219,=0.8052,=0.5723,=0.7106,=0.7289,=0.7751,=1.2808,=1.3342,=0.0813,=0.0891,=0.0838,=0.0669,=214
="000925",基本面50,2009-02-26,=0.0061,=4485.3600,=-0.0288,=9.7622,=0.7143,=6.2635,=7.9688,=9.0325,=10.0524,=12.7955,=1.0162,=0.3953,=0.7306,=0.9013,=1.0650,=1.1921,=1.5728,=1.0724,=0.7424,=0.6037,=0.7864,=0.9667,=1.1028,=1.4866,=0.0747,=0.0964,=0.0771,=0.0396,=4523
="H30035",300非银,2012-12-21,=-0.0121,=10432.2700,=-0.0646,=9.8838,=0.0045,=9.6261,=13.1246,=15.1688,=19.3628,=26.3489,=1.4429,=0.3054,=1.0544,=1.3279,=1.6518,=2.0510,=2.4387,=1.8262,=0.6146,=1.0410,=1.4185,=1.7299,=1.9729,=2.3917,=0.1224,=0.1127,=0.0964,=0.0228,=1138
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0003,=4438.5100,=0.1053,=9.8858,=0.6587,=4.8859,=6.8728,=8.8773,=12.1601,=16.1208,=0.9223,=0.5920,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0346,=0.5725,=0.5555,=0.7802,=0.9894,=1.3645,=1.5178,,=0.0950,,=0.0539,=29
="H30356",800价值,2014-06-09,=0.0087,=6806.6000,=0.0241,=9.9212,=0.7958,=6.4024,=7.6830,=9.0165,=9.9393,=13.4784,=1.0258,=0.6014,=0.7030,=0.8601,=0.9874,=1.1809,=1.6287,=1.1120,=0.8543,=0.5868,=0.7367,=0.8788,=1.0606,=1.3738,=0.0737,=0.0969,=0.0754,=0.0385,=26
="000968",300周期,2010-05-28,=0.0118,=4613.4800,=0.0142,=9.9365,=0.7370,=6.1174,=7.8172,=9.1504,=10.2896,=13.3562,=1.0212,=0.5136,=0.7021,=0.8484,=1.0148,=1.1863,=1.5550,=1.6526,=0.9885,=0.8459,=1.0834,=1.2645,=1.4566,=1.8297,=0.0765,=0.0967,=0.0777,=0.0356,=97
="000042",上证央企,2009-03-30,=0.0151,=1807.0300,=-0.0024,=9.9461,=0.7754,=6.3284,=7.8863,=9.1133,=10.0114,=12.9577,=1.0211,=0.5936,=0.7230,=0.8871,=0.9895,=1.1182,=1.4812,=1.3048,=0.9860,=0.6569,=0.8569,=0.9751,=1.1203,=1.3891,=0.0745,=0.0988,=0.0773,=0.0381,=380
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0199,=9141.4400,=-0.0339,=9.9886,=0.7330,=5.7712,=7.8720,=8.9416,=10.2828,=13.0207,=1.0774,=0.5144,=0.7256,=0.9399,=1.0736,=1.2097,=1.5098,=1.5562,=0.6566,=0.9123,=1.1389,=1.3897,=1.7093,=2.4187,,=0.1056,,=0.0360,=262
="932422",A500红利低波,2025-04-09,=0.0152,=3180.7700,=0.0250,=10.0049,=0.3907,=9.5190,=9.8369,=10.0559,=10.2346,=10.5846,=1.0631,=0.9349,=0.9943,=1.0273,=1.0406,=1.0545,=1.0761,=1.2981,=0.1535,=1.2431,=1.3087,=1.4433,=1.4784,=1.5336,=0.0713,,,=0.0435,=219
="930723",沪港深F100,2015-08-05,=0.0089,=5127.2400,=0.0069,=10.0096,=0.7562,=5.4557,=7.5706,=8.9256,=10.1395,=13.1279,=1.0262,=0.5556,=0.6469,=0.8476,=1.0099,=1.1160,=1.4626,=1.3119,=0.8556,=0.6039,=0.8632,=1.0696,=1.2753,=1.6654,,=0.1082,,=0.0398,=152
="399805",互联金融,2015-02-10,=-0.0340,=3718.9800,=-0.0338,=10.2816,=0.2605,=7.5943,=9.8174,=11.5680,=13.2085,=16.5816,=1.1117,=0.2795,=0.7644,=1.0567,=1.4564,=1.7415,=2.0317,=1.8962,=0.9027,=1.1667,=1.4082,=1.6147,=1.7818,=2.2175,=0.0834,=0.0945,=0.0809,=0.0332,=325
="000806",消费服务,2012-02-10,=-0.0123,=8308.4300,=-0.0136,=10.2938,=0.3248,=8.7304,=9.9669,=10.8057,=11.8704,=17.0971,=1.1570,=0.1068,=1.0009,=1.2065,=1.3596,=1.5460,=2.0145,=2.2422,=0.6719,=1.6526,=1.9439,=2.1060,=2.3803,=3.0032,=0.0839,=0.1037,=0.0833,=0.0359,=405
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0176,=12546.1600,=-0.0232,=10.3199,=0.8399,=6.0524,=7.8384,=8.5860,=9.8859,=15.8114,=1.1149,=0.7319,=0.6924,=0.8881,=0.9961,=1.1579,=1.7191,=1.4898,=0.8533,=0.7760,=0.9901,=1.0775,=1.4203,=2.0876,,=0.1073,,=0.0346,=90
="399966",800证保,2012-12-21,=-0.0127,=6254.3400,=-0.0542,=10.3663,=0.0041,=10.1861,=13.7118,=15.9950,=19.7375,=27.1945,=1.4467,=0.3034,=1.0619,=1.3308,=1.6321,=2.0433,=2.4366,=1.9652,=0.6970,=1.1634,=1.5249,=1.7791,=2.0457,=2.5211,=0.1174,=0.1078,=0.0911,=0.0219,=164
="H30588",中证证保,2015-02-02,=-0.0127,=1062.0500,=-0.0542,=10.3744,=0.0041,=10.1753,=13.6597,=16.0874,=19.5891,=27.6808,=1.4451,=0.3030,=1.0752,=1.3326,=1.6426,=2.0375,=2.4238,=1.9677,=0.7486,=1.1673,=1.5178,=1.7546,=2.0128,=2.5500,=0.1176,=0.1080,=0.0914,=0.0219,=452
="399371",国证价值,2010-01-04,=0.0088,=7531.6800,=0.0456,=10.3785,=0.8067,=6.4728,=7.8356,=9.0964,=10.3133,=13.0475,=1.0612,=0.6125,=0.7249,=0.8967,=1.0117,=1.2428,=1.5675,=1.0967,=0.8021,=0.5764,=0.7536,=0.8693,=1.0940,=1.3812,=0.0736,=0.0955,=0.0763,=0.0395,=109
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0178,=8701.9100,=-0.0238,=10.3873,=0.8449,=6.0524,=7.8407,=8.5979,=9.8957,=15.8114,=1.1187,=0.7330,=0.6924,=0.8872,=0.9977,=1.1595,=1.7191,=1.4957,=0.8555,=0.7760,=0.9910,=1.0778,=1.4247,=2.0876,,=0.1073,,=0.0343,=4716
="931722",国新港股通央企红利,2023-09-13,=0.0163,=1489.4456,=0.1302,=10.4150,=1,=5.5040,=6.6186,=7.4979,=8.8293,=10.4150,=1.0030,=1,=0.6213,=0.7193,=0.8052,=0.8859,=1.0030,=0.6739,=1,=0.3100,=0.3755,=0.4613,=0.5784,=0.6739,,=0.1023,,=0.0558,=288
="930846",300SNLV,2016-06-24,=0.0064,=7150.1700,=0.0810,=10.4367,=0.6586,=7.7900,=9.1944,=10.0505,=10.7483,=12.6275,=1.0802,=0.4138,=0.8340,=1.0376,=1.0988,=1.2305,=1.5027,=1.4849,=0.9264,=0.7711,=0.9489,=1.1498,=1.3171,=1.6864,=0.0692,=0.1001,=0.0677,=0.0410,=148
="930608",中证基建,2015-03-31,=-0.0040,=9159.9300,=0.0794,=10.4556,=0.4777,=6.6667,=8.6208,=10.5723,=17.3231,=25.2863,=0.8691,=0.2490,=0.6550,=0.8276,=1.1224,=1.6421,=2.2134,=0.2493,=0.3174,=0.1701,=0.2221,=0.3435,=0.4993,=0.7101,=0.0483,=0.0726,=0.0544,=0.0282,=637
="980081",价值100,2012-12-28,,,=0.0917,=10.4852,=1,=7.7317,=8.3013,=8.5175,=9.4290,=10.4852,=1.1756,=1,=0.8413,=0.8811,=0.9068,=1.0673,=1.1756,=1.0609,=1,=0.7580,=0.8022,=0.8497,=1.0218,=1.0609,=0.0842,=0.1184,,=0.0435,=215
="931052",国信价值,2017-12-08,=0.0116,=3848.0200,=0.1149,=10.4866,=0.9885,=5.3831,=6.5787,=7.3732,=8.6537,=10.7705,=1.4101,=0.9905,=0.7343,=0.9105,=1.0256,=1.1405,=1.5208,=1.7665,=0.9759,=0.6105,=0.9364,=1.2145,=1.4348,=2.0196,=0.0959,=0.1184,=0.0823,=0.0435,=508
="950090",50AH优选,2015-12-10,=-0.0050,=6356.7231,=0.0279,=10.5088,=0.9275,=6.3188,=7.9003,=8.6019,=9.7412,=13.5010,=1.1173,=0.7739,=0.7914,=0.9478,=1.0249,=1.1253,=1.5403,=1.4155,=0.9917,=0.6574,=0.8451,=0.9457,=1.0518,=1.4553,,=0.1000,,=0.0374,=1987
="931375",300质量低波,2019-11-25,=0.0112,=17925.8200,=0.0571,=10.5124,=0.4116,=6.4946,=8.1257,=11.5421,=13.5873,=22.0532,=1.3823,=0.4116,=0.8054,=1.0749,=1.5766,=2.0888,=3.3245,=1.8728,=0.6491,=1.0044,=1.3149,=1.6359,=2.0971,=2.5370,=0.1555,=0.1246,=0.0949,=0.0285,=105
