指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0029,=1290.7200,=0.0120,=7.6388,=0.8030,=3.6777,=4.8612,=6.5434,=7.6184,=10.6953,=0.7132,=0.5609,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1272,=0.5760,=0.5013,=0.7008,=1.0566,=1.5005,=1.9871,,=0.0974,,=0.0580,=869
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0003,=2520.3900,=0.0172,=7.6579,=0.9678,=3.8979,=4.9341,=5.7592,=7.0220,=8.1550,=0.6926,=0.8760,=0.4277,=0.5145,=0.5707,=0.6590,=0.8197,=1.1793,=0.9245,=0.5333,=0.6929,=0.8606,=1.0900,=1.3442,,=0.0939,,=0.0557,=435
="930914",港股通高股息,2016-11-25,=-0.0001,=4930.0900,=0.0025,=7.7263,=0.8184,=3.4280,=4.3884,=5.8103,=7.6010,=11.1979,=0.7309,=0.6791,=0.3979,=0.4989,=0.6046,=0.8594,=1.1764,=1.2033,=0.7917,=0.5144,=0.6884,=0.9126,=1.2174,=2.2126,,=0.1031,,=0.0575,=561
="932596",港股通红利低波,2016-02-04,=-0.0059,=3901.0400,=0.0057,=7.8452,=0.4324,=7.4451,=7.6050,=7.9323,=8.2874,=8.5745,=0.7141,=0.8378,=0.6528,=0.6669,=0.6985,=0.7123,=0.7309,=1.2810,=0.4189,=1.2161,=1.2423,=1.2961,=1.3627,=1.4099,,,,=0.0555,=33
="H30270",红利价值,2013-12-19,=-0.0027,=9569.1600,=0.0039,=7.8813,=0.7622,=4.4543,=5.4037,=6.7091,=8.8486,=13.0955,=0.8195,=0.6408,=0.5256,=0.6470,=0.7539,=1.2672,=1.7317,=1.5898,=0.9959,=0.5854,=0.8034,=0.9870,=1.2297,=1.6166,=0.0710,=0.0973,=0.0746,=0.0434,=124
="399809",保险主题,2015-02-13,=0.0017,=2911.4400,=0.0913,=7.8873,=0.3315,=5.4537,=6.8119,=10.6490,=15.0228,=22.8725,=0.8866,=0.3468,=0.6352,=0.7669,=1.2328,=1.4853,=1.9794,=2.3182,=0.9864,=0.5239,=0.8689,=1.0929,=1.3227,=2.3772,=0.0826,=0.0985,=0.0781,=0.0368,=1407
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0070,=3679.4800,=0.0235,=7.9249,=0.9609,=4.9972,=5.5017,=5.9552,=7.0549,=8.3212,=0.7665,=0.9366,=0.5264,=0.5853,=0.6237,=0.7077,=0.8025,=0.9492,=0.9933,=0.5404,=0.5903,=0.6521,=0.7838,=0.9572,,=0.0979,,=0.0514,=96
="000018",180金融,2007-12-10,=-0.0084,=6086.8800,=0.0247,=7.9448,=0.6862,=5.2016,=6.4226,=7.4779,=8.3000,=10.8609,=0.8445,=0.4160,=0.5902,=0.6966,=0.9159,=1.0777,=1.4199,=2.4084,=0.9267,=1.2355,=1.5826,=1.9104,=2.1581,=2.8772,=0.0787,=0.0991,=0.0776,=0.0369,=758
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0020,=4702.4000,=0.0125,=8.0089,=0.9486,=4.2457,=4.6737,=5.6340,=7.3486,=8.5630,=0.7346,=0.9019,=0.4429,=0.4936,=0.5699,=0.7034,=0.7859,=1.0379,=0.9268,=0.6036,=0.6670,=0.8598,=0.9765,=1.1099,,=0.0975,,=0.0611,=62
="931157",SHS红利成长LV,2019-04-25,=-0.0041,=7521.7900,=0.0091,=8.0791,=0.7298,=4.1261,=5.5498,=6.8233,=8.3746,=11.5318,=0.8224,=0.5621,=0.5154,=0.6210,=0.8011,=0.9383,=1.5888,=1.5951,=0.9971,=0.5018,=0.6992,=0.9837,=1.3330,=1.6109,,=0.1050,,=0.0490,=217
="000818",细分金融,2012-04-11,=-0.0090,=7582.8900,=0.0270,=8.0868,=0.6544,=5.2356,=6.4985,=7.6697,=8.4792,=10.9951,=0.8591,=0.4164,=0.5930,=0.7010,=0.9293,=1.1040,=1.4303,=2.4691,=0.9267,=1.2689,=1.6360,=1.9651,=2.2133,=2.9111,=0.0780,=0.0967,=0.0768,=0.0361,=4
="000151",上国红利,2012-07-20,=0.0088,=1557.9800,=0.0198,=8.3402,=0.9489,=4.5075,=5.3671,=6.8295,=7.5167,=10.0345,=0.7880,=0.5428,=0.5268,=0.6196,=0.7569,=0.9708,=1.3272,=1.0641,=0.4444,=0.6026,=0.8954,=1.1279,=1.3121,=1.6854,=0.0643,=0.0941,=0.0692,=0.0509,=160
="H30269",红利低波,2013-12-19,=-0.0053,=11188.3700,=-0.0046,=8.3630,=0.7727,=4.5638,=5.5488,=6.7467,=9.4763,=14.4342,=0.8759,=0.5890,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.6176,=0.9955,=0.6111,=0.8850,=1.0984,=1.4087,=1.6442,=0.0719,=0.1026,=0.0729,=0.0440,=3179
="H50040",上红低波,2014-03-21,=-0.0048,=10993.2600,=-0.0031,=8.3803,=0.7842,=4.6938,=5.9513,=6.9470,=9.6317,=14.3118,=0.8659,=0.5618,=0.5647,=0.6911,=0.8387,=1.3563,=1.8756,=1.6318,=0.9951,=0.6380,=0.8693,=1.2018,=1.3864,=1.6603,=0.0726,=0.1018,=0.0748,=0.0436,=309
="000914",300金融,2007-07-02,=-0.0092,=6896.8000,=0.0266,=8.3813,=0.7030,=5.2769,=6.6035,=7.7807,=8.5959,=11.3863,=0.8546,=0.4012,=0.5962,=0.7048,=0.9541,=1.1452,=1.4919,=2.3056,=0.9465,=1.1210,=1.4313,=1.8124,=2.0443,=2.7052,=0.0752,=0.0912,=0.0734,=0.0357,=334
="000015",红利指数,2005-01-04,=0.0046,=3085.8300,=0.0159,=8.4102,=0.9102,=4.6646,=5.5109,=7.0898,=7.9120,=10.4439,=0.8361,=0.5877,=0.5525,=0.6399,=0.7661,=1.0228,=1.3875,=1.4306,=0.9300,=0.7277,=0.8915,=1.1067,=1.3057,=1.6890,=0.0663,=0.0968,=0.0697,=0.0454,=13944
="000029",180价值,2009-01-09,=-0.0069,=4542.5700,=0.0201,=8.4413,=0.7875,=5.6894,=6.9094,=7.8628,=8.4788,=10.8138,=0.8519,=0.4193,=0.6666,=0.8069,=0.8718,=1.0697,=1.4433,=1.0985,=0.8909,=0.6198,=0.7826,=0.9442,=1.0563,=1.4032,=0.0706,=0.0955,=0.0778,=0.0425,=549
="000922",中证红利,2008-05-26,=0.0003,=5592.9100,=0.0162,=8.4519,=0.7875,=5.1762,=6.0261,=7.6522,=8.5303,=11.2156,=0.8560,=0.4806,=0.5911,=0.7113,=0.8699,=1.1117,=1.4999,=1.2614,=0.8736,=0.6332,=0.7731,=1.0380,=1.1984,=1.7101,=0.0685,=0.0960,=0.0701,=0.0459,=19214
="931130",红利成长低波,2018-12-04,=-0.0043,=23723.0400,=0.0003,=8.6186,=0.7721,=4.4465,=5.5476,=7.6006,=8.7652,=11.5512,=0.8793,=0.3977,=0.5279,=0.6220,=0.9091,=1.0371,=1.5803,=1.9215,=0.8006,=0.3109,=0.8091,=1.3028,=1.9208,=2.5957,=0.0669,=0.1158,=0.0589,=0.0433,=110
="000821",300红利,2012-07-20,=-0.0034,=6701.6500,=0.0044,=8.6652,=0.8645,=4.9998,=6.1945,=7.5480,=8.3174,=10.9286,=0.8812,=0.4942,=0.5725,=0.7149,=0.8839,=1.0821,=1.4919,=1.4109,=0.9316,=0.6098,=0.7997,=1.0570,=1.2731,=1.6963,=0.0718,=0.0978,=0.0729,=0.0456,=952
="000934",中证金融,2009-07-03,=-0.0093,=6437.7600,=0.0269,=8.7078,=0.7414,=5.7083,=6.8952,=8.0183,=8.8699,=11.5527,=0.8672,=0.4036,=0.6117,=0.7182,=0.9579,=1.1621,=1.5017,=2.2956,=0.9568,=1.1467,=1.4503,=1.8026,=2.0432,=2.6696,=0.0733,=0.0882,=0.0717,=0.0347,=1131
="000824",国企红利,2012-07-20,=0.0024,=2146.6500,=0.0120,=8.7291,=0.8900,=4.8847,=5.9432,=7.3206,=8.2075,=10.7823,=0.8737,=0.5581,=0.5610,=0.6881,=0.8282,=1.0606,=1.4469,=1.2850,=0.8624,=0.5370,=0.7018,=0.9868,=1.2134,=1.6834,=0.0703,=0.0950,=0.0723,=0.0465,=881
="931446",东证红利低波,2020-04-21,=-0.0042,=3468.3800,=0.0074,=8.7472,=0.8696,=5.1478,=6.1460,=6.9191,=8.5433,=11.0216,=0.8641,=0.7622,=0.5884,=0.6904,=0.7529,=0.8803,=1.2481,=1.5870,=0.9941,=0.5909,=0.7482,=0.8640,=1.1957,=1.5978,=0.0722,=0.0935,=0.0745,=0.0428,=601
="000992",全指金融,2011-08-02,=-0.0087,=6149.1600,=0.0269,=8.9144,=0.7558,=5.9310,=7.1035,=8.1851,=9.0286,=11.6339,=0.8693,=0.4007,=0.6188,=0.7236,=0.9669,=1.1790,=1.5107,=2.2687,=0.9217,=1.1568,=1.4434,=1.8068,=2.0465,=2.6668,=0.0717,=0.0849,=0.0695,=0.0342,=2666
="931644",800红利,2024-03-15,=0.0017,=2597.5200,=0.0177,=8.9323,=0.7500,=6.4729,=7.2193,=8.0732,=9.0299,=9.4757,=0.9053,=0.7818,=0.7001,=0.7626,=0.8503,=0.9079,=0.9431,=1.3127,=0.9682,=0.8423,=0.9152,=1.0947,=1.2544,=1.3255,=0.0724,,,=0.0456,=24
="399995",基建工程,2015-03-12,=0.0069,=4015.6700,=0.0280,=8.9723,=0.6269,=5.8673,=7.3449,=8.2814,=13.0690,=18.8590,=0.7127,=0.1289,=0.5815,=0.7508,=0.9190,=1.5495,=2.1834,=0.1921,=0.3550,=0.1368,=0.1788,=0.2091,=0.3684,=0.5478,=0.0443,=0.0702,=0.0519,=0.0289,=2655
="931024",港股通非银,2017-11-06,=-0.0011,=4707.5300,=0.0964,=9.0214,=0.2336,=6.7549,=8.8345,=11.5109,=13.4092,=22.4310,=1.2960,=0.8854,=0.6237,=0.8432,=1.0376,=1.2205,=1.7592,=1.5261,=0.9891,=0.5870,=0.8701,=1.0006,=1.1836,=2.2002,,=0.1307,,=0.0284,=148
="399373",大盘价值,2010-01-04,=-0.0058,=8729.0700,=0.0181,=9.0548,=0.7904,=5.4746,=6.8624,=8.3073,=9.0892,=11.9914,=0.9611,=0.5148,=0.6410,=0.8034,=0.9552,=1.1412,=1.5001,=1.1642,=0.8637,=0.5920,=0.7822,=0.9285,=1.1249,=1.4541,=0.0742,=0.0969,=0.0767,=0.0440,=319
="930740",300红利LV,2018-12-04,=-0.0053,=7166.0400,=-0.0004,=9.0868,=0.9029,=5.4153,=6.7911,=7.4532,=8.4108,=9.6903,=0.9478,=0.8081,=0.6159,=0.7653,=0.8500,=0.9453,=1.0604,=1.3846,=0.7407,=0.6725,=0.8505,=1.0715,=1.5175,=1.9253,=0.0724,=0.1016,=0.0768,=0.0442,=531
="000825",央企红利,2012-07-20,=-0.0053,=3456.1900,=0.0008,=9.1657,=0.9671,=4.7369,=6.0989,=7.3069,=8.2429,=10.5687,=0.9122,=0.6083,=0.5507,=0.6916,=0.8603,=1.0066,=1.3929,=1.2176,=0.8262,=0.6009,=0.8549,=1.0419,=1.2047,=1.7357,=0.0699,=0.0980,=0.0727,=0.0444,=236
="000919",300价值,2008-01-21,=-0.0067,=5438.2100,=0.0225,=9.2189,=0.7982,=5.9577,=7.3294,=8.4222,=9.2259,=12.2376,=0.9615,=0.5416,=0.6917,=0.8498,=0.9480,=1.1535,=1.5388,=1.1400,=0.8888,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0403,=4264
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0063,=4114.9600,=0.0248,=9.2269,=0.5601,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8602,=0.4773,=0.5567,=0.7305,=0.8695,=1.1842,=1.3660,=0.9656,=0.4553,=0.5555,=0.7802,=0.9929,=1.3645,=1.5178,,=0.0943,,=0.0577,=25
="000063",上证周期,2010-02-03,=-0.0066,=4192.0700,=0.0332,=9.2991,=0.7681,=5.4761,=7.1368,=8.5038,=9.4369,=12.4946,=0.9924,=0.5465,=0.6668,=0.8369,=0.9705,=1.1102,=1.4831,=1.6621,=0.9946,=0.8113,=1.0639,=1.2461,=1.4019,=1.7571,=0.0802,=0.1040,=0.0825,=0.0375,=204
="932305",智选高股息,2024-09-30,=0.0050,=11417.8300,=0.0231,=9.3339,=0.9544,=7.0143,=7.4344,=8.2296,=8.5021,=9.6067,=1.0728,=0.7915,=0.8750,=0.9176,=1.0361,=1.0750,=1.1156,=0.7720,=0.4821,=0.7106,=0.7277,=0.7844,=1.2824,=1.3342,=0.0585,,,=0.0701,=156
="931848",800红利低波,2024-05-21,=-0.0038,=3180.1600,=0.0047,=9.3673,=0.7211,=7.4155,=8.0944,=8.8557,=9.4336,=9.7854,=0.9711,=0.8266,=0.7315,=0.8541,=0.9111,=0.9679,=1.0001,=1.3661,=0.6809,=1.1714,=1.2244,=1.3184,=1.3781,=1.5428,=0.0743,,,=0.0437,=98
="980081",价值100,2012-12-28,,,=0.0216,=9.4329,=0.8833,=7.7317,=8.2707,=8.4844,=9.1900,=9.8012,=1.0535,=0.8288,=0.8413,=0.8786,=0.9024,=1.0391,=1.1153,=0.9544,=0.7276,=0.7580,=0.8000,=0.8418,=1.0253,=1.0480,=0.0810,,,=0.0485,=133
="931722",国新港股通央企红利,2023-09-13,=-0.0072,=1324.2300,=0.0049,=9.4522,=0.9368,=5.5040,=6.6040,=7.4213,=8.6370,=10.0834,=0.9103,=0.9351,=0.6213,=0.7147,=0.7984,=0.8713,=0.9570,=0.6116,=0.9404,=0.3100,=0.3722,=0.4491,=0.5649,=0.6473,,=0.1085,,=0.0615,=240
="930955",红利低波100,2017-05-26,=-0.0036,=11844.8300,=0.0045,=9.5332,=0.8868,=5.0805,=6.0415,=7.3427,=8.4490,=11.5013,=1.0038,=0.8280,=0.5792,=0.6643,=0.8190,=0.9856,=1.3722,=1.2179,=0.7473,=0.5888,=0.7734,=0.9829,=1.2912,=1.7525,=0.0696,=0.1071,=0.0823,=0.0466,=1552
="H30356",800价值,2014-06-09,=-0.0042,=6821.0600,=0.0263,=9.9244,=0.7951,=6.4024,=7.6720,=9.0079,=9.9465,=13.4784,=1.0240,=0.5924,=0.7030,=0.8593,=0.9840,=1.1866,=1.6287,=1.1123,=0.8530,=0.5868,=0.7355,=0.8768,=1.0477,=1.3738,=0.0743,=0.0930,=0.0741,=0.0386,=19
="931069",中金300,2018-02-14,=-0.0037,=5133.9100,=0.0259,=9.9684,=0.6733,=5.9518,=7.4724,=9.2199,=10.5391,=13.6164,=1.0460,=0.4334,=0.7377,=0.9176,=1.1165,=1.3628,=1.8328,=1.4537,=0.9127,=0.6656,=0.8519,=1.1069,=1.2860,=1.7542,=0.0705,=0.1122,=0.0821,=0.0386,=70
="930608",中证基建,2015-03-31,=0.0031,=8689.7300,=0.0240,=9.9700,=0.3954,=6.6667,=8.6242,=10.6618,=17.8286,=25.2863,=0.8278,=0.1998,=0.6550,=0.8279,=1.1328,=1.6808,=2.2134,=0.2378,=0.2681,=0.1701,=0.2221,=0.3462,=0.5121,=0.7101,=0.0482,=0.0717,=0.0544,=0.0296,=630
="000968",300周期,2010-05-28,=-0.0073,=4692.5400,=0.0316,=10.0081,=0.7492,=6.1174,=7.8172,=9.1232,=10.2878,=13.3562,=1.0262,=0.5115,=0.7021,=0.8488,=1.0205,=1.1882,=1.5550,=1.6645,=0.9914,=0.8459,=1.0847,=1.2614,=1.4376,=1.8297,=0.0768,=0.0960,=0.0775,=0.0353,=95
="932422",A500红利低波,2025-04-09,=-0.0055,=3117.4300,=0.0046,=10.0583,=0.4153,=9.5190,=9.9466,=10.1228,=10.2735,=10.5846,=1.0656,=0.9508,=0.9943,=1.0266,=1.0402,=1.0538,=1.0761,=1.3050,=0.0437,=1.2911,=1.4182,=1.4500,=1.4825,=1.5336,,,,=0.0433,=121
="000042",上证央企,2009-03-30,=-0.0074,=1835.3600,=0.0132,=10.1042,=0.8250,=6.3284,=7.8865,=9.0877,=10.0030,=12.9577,=1.0351,=0.6293,=0.7230,=0.8874,=0.9896,=1.1200,=1.4812,=1.3255,=0.9946,=0.6569,=0.8569,=0.9728,=1.1109,=1.3891,=0.0743,=0.0973,=0.0775,=0.0375,=378
="000859",国企一带一路,2019-05-16,=0.0007,=1882.7100,=0.0336,=10.1535,=0.0706,=9.4709,=11.1514,=12.6385,=14.5891,=21.0714,=1.0229,=0.0322,=0.9854,=1.2419,=1.4637,=1.7891,=2.1877,=1.1069,=0.9988,=0.4715,=0.5569,=0.7307,=0.8092,=1.1169,=0.0831,=0.1174,=0.0935,=0.0367,=229
="399550",央视50,2012-06-06,=0.0009,=8391.8200,=0.0371,=10.1857,=0.8155,=6.8960,=8.2108,=9.1792,=10.1350,=13.0561,=1.0640,=0.3274,=0.8649,=1.0190,=1.2416,=1.4259,=1.8564,=2.1281,=0.9106,=1.3448,=1.6354,=1.7837,=2.0249,=2.5217,=0.0768,=0.1002,=0.0803,=0.0413,=2230
="399371",国证价值,2010-01-04,=-0.0021,=7388.7600,=0.0258,=10.1992,=0.7751,=6.4728,=7.8374,=9.0979,=10.3127,=13.0475,=1.0408,=0.5717,=0.7249,=0.8967,=1.0117,=1.2448,=1.5675,=1.0778,=0.7821,=0.5764,=0.7536,=0.8693,=1.0943,=1.3812,=0.0722,=0.0912,=0.0751,=0.0403,=104
="930723",沪港深F100,2015-08-05,=-0.0087,=5127.3600,=0.0070,=10.2079,=0.8208,=5.4557,=7.5603,=8.8693,=10.1171,=13.1279,=1.0390,=0.5993,=0.6469,=0.8477,=1.0045,=1.1158,=1.4626,=1.3357,=0.8896,=0.6039,=0.8635,=1.0640,=1.2636,=1.6654,,=0.0984,,=0.0392,=149
="000925",基本面50,2009-02-26,=-0.0076,=4683.8300,=0.0142,=10.2477,=0.8530,=6.2635,=7.9688,=9.0033,=10.0454,=12.7955,=1.0633,=0.4839,=0.7306,=0.9013,=1.0723,=1.1921,=1.5728,=1.1257,=0.8344,=0.6037,=0.7873,=0.9636,=1.1013,=1.4866,=0.0750,=0.0942,=0.0767,=0.0380,=4497
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0142,=9649.4000,=0.0197,=10.3063,=0.8193,=5.7712,=7.7900,=8.8795,=10.2283,=13.0207,=1.1113,=0.6190,=0.7256,=0.9335,=1.0679,=1.2097,=1.5098,=1.6078,=0.7096,=0.9123,=1.1312,=1.3760,=1.7093,=2.4187,,=0.1200,,=0.0349,=258
="950090",50AH优选,2015-12-10,=-0.0028,=6444.3900,=0.0421,=10.3905,=0.9261,=6.3188,=7.8931,=8.5777,=9.6895,=13.5010,=1.1026,=0.7399,=0.7914,=0.9465,=1.0231,=1.1247,=1.5403,=1.4014,=0.9979,=0.6574,=0.8435,=0.9438,=1.0459,=1.4194,,=0.1094,,=0.0379,=1970
="931052",国信价值,2017-12-08,=-0.0003,=3529.1900,=0.0225,=10.4326,=0.9816,=5.3831,=6.5588,=7.3491,=8.6094,=10.7705,=1.3961,=0.9888,=0.7343,=0.9096,=1.0232,=1.1351,=1.5208,=1.7574,=0.9730,=0.6105,=0.9338,=1.2078,=1.4249,=2.0196,=0.0941,=0.1244,=0.0834,=0.0438,=465
="930846",300SNLV,2016-06-24,=-0.0014,=6793.2200,=0.0270,=10.5288,=0.6962,=7.7900,=9.1883,=10.0324,=10.7672,=12.6275,=1.0868,=0.4454,=0.8340,=1.0369,=1.1014,=1.2322,=1.5027,=1.4980,=0.9353,=0.7711,=0.9481,=1.1463,=1.3126,=1.6864,=0.0686,=0.1035,=0.0757,=0.0408,=147
="000056",上证国企,2010-01-04,=-0.0037,=1292.4500,=0.0362,=10.5696,=0.7661,=7.2538,=8.8734,=9.6287,=10.7944,=13.3187,=1.2255,=0.8217,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7484,=0.9996,=0.7909,=0.9970,=1.0947,=1.2129,=1.7604,=0.0856,=0.1002,=0.0788,=0.0371,=196
="930839",港股通高息精选,2016-06-08,=-0.0029,=3539.9300,=0.0265,=10.6374,=0.6361,=4.9918,=7.0790,=9.2577,=13.3771,=31.7979,=1.5423,=0.8053,=0.7294,=0.9244,=1.0626,=1.5031,=4.8768,=1.2738,=0.5349,=0.3418,=0.5548,=1.2316,=1.9226,=6.3245,,=0.1218,,=0.0545,=316
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0115,=13175.8600,=0.0258,=10.6889,=0.8901,=5.5897,=7.7900,=8.5555,=9.7980,=15.8114,=1.1538,=0.8004,=0.6924,=0.8813,=0.9910,=1.1530,=1.7191,=1.5447,=0.9107,=0.6938,=0.9850,=1.0707,=1.3961,=2.0876,,=0.1080,,=0.0334,=91
="000021",180治理,2008-09-10,=-0.0047,=1119.9700,=0.0292,=10.7245,=0.8554,=6.3364,=8.4310,=9.6347,=10.4740,=13.6109,=1.1809,=0.7154,=0.7542,=0.9755,=1.0988,=1.2218,=1.5847,=1.4754,=0.9996,=0.6625,=0.8520,=0.9526,=1.1318,=1.4859,=0.0797,=0.1012,=0.0804,=0.0382,=160
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0114,=9138.7500,=0.0252,=10.7493,=0.8918,=5.5897,=7.7860,=8.5655,=9.8085,=15.8114,=1.1580,=0.8035,=0.6924,=0.8810,=0.9925,=1.1538,=1.7191,=1.5507,=0.9138,=0.6938,=0.9858,=1.0714,=1.3976,=2.0876,,=0.1080,,=0.0332,=4696
="931373",股息龙头,2019-11-15,=-0.0092,=2805.5000,=0.0077,=10.8670,=0.9664,=5.4295,=6.8313,=8.1711,=9.4116,=11.4004,=1.2063,=0.9530,=0.6697,=0.8412,=0.9901,=1.1102,=1.2586,=1.6081,=0.9980,=0.5706,=0.8061,=0.9632,=1.3443,=1.6262,=0.0792,=0.1085,=0.0840,=0.0404,=316
="931375",300质量低波,2019-11-25,=-0.0063,=17684.6500,=0.0428,=10.9609,=0.4474,=6.4946,=8.1015,=11.5868,=13.5935,=22.0532,=1.4397,=0.4259,=0.8054,=1.0700,=1.5862,=2.0932,=3.3245,=1.9527,=0.6779,=1.0044,=1.3091,=1.6263,=2.0985,=2.5370,=0.1077,=0.1378,=0.0968,=0.0276,=96
="000901",小康指数,2010-04-02,=-0.0013,=6497.1200,=0.0242,=11.0793,=0.5194,=8.5492,=9.9921,=11.0003,=12.5401,=15.5671,=1.0913,=0.1903,=0.9844,=1.0932,=1.2678,=1.4484,=1.7818,=1.0687,=0.8830,=0.7500,=0.8872,=0.9533,=1.0478,=1.2662,=0.0727,=0.0951,=0.0740,=0.0337,=243
