指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0061,=2489.0900,=0.2075,=7.6200,=0.9677,=3.8979,=4.9336,=5.7521,=7.0161,=8.1550,=0.6892,=0.8722,=0.4277,=0.5143,=0.5700,=0.6583,=0.8197,=1.1735,=0.9249,=0.5333,=0.6926,=0.8598,=1.0886,=1.3442,,=0.0939,,=0.0559,=432
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0046,=1282.0500,=0.2931,=7.6316,=0.8050,=3.6777,=4.8612,=6.5434,=7.5993,=10.6953,=0.7125,=0.5593,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1261,=0.5760,=0.5013,=0.7008,=1.0566,=1.5005,=1.9871,,=0.0974,,=0.0580,=865
="930914",港股通高股息,2016-11-25,=-0.0018,=4928.0074,=0.1613,=7.7330,=0.8211,=3.4280,=4.3883,=5.8091,=7.5905,=11.1979,=0.7315,=0.6827,=0.3979,=0.4987,=0.6039,=0.8599,=1.1764,=1.2043,=0.7943,=0.5144,=0.6880,=0.9122,=1.2174,=2.2126,,=0.1031,,=0.0574,=549
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0042,=3575.2700,=0.2348,=7.7424,=0.9306,=4.9972,=5.5012,=5.9461,=6.9588,=8.3212,=0.7471,=0.8925,=0.5264,=0.5849,=0.6229,=0.7038,=0.8025,=0.8872,=0.9551,=0.5404,=0.5902,=0.6508,=0.7755,=0.9532,,=0.0979,,=0.0525,=97
="399809",保险主题,2015-02-13,=-0.0061,=2704.4800,=0.2219,=7.8394,=0.3228,=5.4537,=6.8119,=10.6773,=15.0228,=22.8725,=0.8812,=0.3421,=0.6352,=0.7669,=1.2347,=1.4853,=1.9794,=2.3041,=0.9802,=0.5239,=0.8689,=1.0929,=1.3126,=2.3772,=0.0826,=0.0985,=0.0781,=0.0355,=1404
="932596",港股通红利低波,2016-02-04,=-0.0024,=3868.7000,=0.2050,=7.8484,=0.4706,=7.4451,=7.5604,=7.9559,=8.3001,=8.5745,=0.7144,=0.9118,=0.6528,=0.6630,=0.6976,=0.7085,=0.7309,=1.2815,=0.4706,=1.2161,=1.2350,=1.3002,=1.3647,=1.4099,,,,=0.0541,=27
="000018",180金融,2007-12-10,=0.0023,=5971.7300,=0.1027,=7.8909,=0.6587,=5.2016,=6.4226,=7.4770,=8.3000,=10.8609,=0.8387,=0.4080,=0.5902,=0.6966,=0.9186,=1.0784,=1.4199,=2.3921,=0.9107,=1.2355,=1.5826,=1.9106,=2.1576,=2.8772,=0.0787,=0.0991,=0.0776,=0.0360,=755
="H30270",红利价值,2013-12-19,=0.0002,=9518.4300,=0.0043,=7.9564,=0.7704,=4.4543,=5.4034,=6.7040,=8.8590,=13.0955,=0.8273,=0.6473,=0.5256,=0.6466,=0.7536,=1.2674,=1.7317,=1.6049,=1,=0.5854,=0.8033,=0.9866,=1.2274,=1.6049,=0.0710,=0.0973,=0.0746,=0.0418,=122
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0056,=4663.7000,=0.2842,=7.9994,=0.9560,=4.2457,=4.6734,=5.6117,=7.3056,=8.5630,=0.7337,=0.9057,=0.4429,=0.4935,=0.5694,=0.7001,=0.7859,=1.0367,=0.9324,=0.6036,=0.6668,=0.8586,=0.9753,=1.1099,,=0.0975,,=0.0611,=60
="000818",细分金融,2012-04-11,=0.0014,=7423.5100,=0.0941,=8.0193,=0.6258,=5.2356,=6.4985,=7.6687,=8.4792,=10.9951,=0.8519,=0.4051,=0.5930,=0.7010,=0.9345,=1.1047,=1.4303,=2.4485,=0.9065,=1.2689,=1.6360,=1.9651,=2.2130,=2.9111,=0.0780,=0.0967,=0.0768,=0.0353,=4
="931157",SHS红利成长LV,2019-04-25,=-0.0035,=7470.7200,=0.0836,=8.0630,=0.7277,=4.1261,=5.5481,=6.8141,=8.3755,=11.5318,=0.8206,=0.5582,=0.5154,=0.6209,=0.8007,=0.9385,=1.5888,=1.5923,=1,=0.5018,=0.6991,=0.9791,=1.3296,=1.5923,,=0.1050,,=0.0480,=213
="000914",300金融,2007-07-02,=0.0010,=6755.5100,=0.0816,=8.3120,=0.6785,=5.2769,=6.6035,=7.7824,=8.5959,=11.3863,=0.8476,=0.3919,=0.5962,=0.7048,=0.9553,=1.1466,=1.4919,=2.2866,=0.9234,=1.1210,=1.4313,=1.8124,=2.0450,=2.7052,=0.0752,=0.0912,=0.0734,=0.0349,=333
="931024",港股通非银,2017-11-06,=-0.0070,=4360.8700,=0.5004,=8.3495,=0.1388,=6.7549,=8.8663,=11.5215,=13.4108,=22.4310,=1.1995,=0.7607,=0.6237,=0.8430,=1.0372,=1.2203,=1.7592,=1.4124,=0.9493,=0.5870,=0.8701,=0.9997,=1.1799,=2.2002,,=0.1307,,=0.0306,=147
="000151",上国红利,2012-07-20,=-0.0015,=1538.7600,=-0.0493,=8.3575,=0.9535,=4.5075,=5.3671,=6.8302,=7.5119,=10.0345,=0.7896,=0.5438,=0.5268,=0.6196,=0.7569,=0.9714,=1.3272,=1.0663,=0.4471,=0.6026,=0.8954,=1.1286,=1.3136,=1.6854,=0.0643,=0.0941,=0.0692,=0.0511,=158
="000029",180价值,2009-01-09,=0.0023,=4466.5000,=0.0633,=8.4242,=0.7822,=5.6894,=6.9094,=7.8633,=8.4861,=10.8138,=0.8502,=0.4096,=0.6666,=0.8069,=0.8724,=1.0704,=1.4433,=1.0963,=0.8888,=0.6198,=0.7826,=0.9443,=1.0563,=1.4032,=0.0706,=0.0955,=0.0778,=0.0416,=547
="H30269",红利低波,2013-12-19,=0.0003,=11251.6800,=0.0054,=8.4428,=0.7872,=4.5638,=5.5488,=6.7471,=9.4763,=14.4342,=0.8842,=0.5924,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.6331,=0.9992,=0.6111,=0.8850,=1.0985,=1.4088,=1.6536,=0.0719,=0.1026,=0.0729,=0.0425,=3132
="H50040",上红低波,2014-03-21,=0.0012,=11055.5600,=0.0333,=8.4657,=0.7942,=4.6938,=5.9513,=6.9471,=9.6317,=14.3118,=0.8748,=0.5735,=0.5647,=0.6911,=0.8389,=1.3563,=1.8756,=1.6484,=1,=0.6380,=0.8693,=1.2019,=1.3864,=1.6484,=0.0726,=0.1018,=0.0748,=0.0420,=304
="000922",中证红利,2008-05-26,=-0.0022,=5501.7400,=-0.0143,=8.4918,=0.7937,=5.1762,=6.0261,=7.6528,=8.5345,=11.2156,=0.8600,=0.4874,=0.5911,=0.7113,=0.8721,=1.1133,=1.4999,=1.2673,=0.8855,=0.6332,=0.7731,=1.0381,=1.1960,=1.7101,=0.0685,=0.0960,=0.0701,=0.0447,=19170
="000015",红利指数,2005-01-04,=0.0015,=3045.3400,=-0.0490,=8.5084,=0.9263,=4.6646,=5.5109,=7.0911,=7.9151,=10.4439,=0.8459,=0.5912,=0.5525,=0.6399,=0.7661,=1.0237,=1.3875,=1.4473,=0.9403,=0.7277,=0.8915,=1.1060,=1.3048,=1.6890,=0.0663,=0.0968,=0.0697,=0.0450,=13930
="000934",中证金融,2009-07-03,=0.0006,=6305.3500,=0.0775,=8.6233,=0.7126,=5.7083,=6.8952,=8.0185,=8.8714,=11.5527,=0.8589,=0.3895,=0.6117,=0.7182,=0.9611,=1.1643,=1.5017,=2.2733,=0.9308,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0341,=1131
="931130",红利成长低波,2018-12-04,=0.0002,=23735.6800,=0.0117,=8.7142,=0.7918,=4.4465,=5.5469,=7.5928,=8.7652,=11.5512,=0.8892,=0.4321,=0.5279,=0.6220,=0.9095,=1.0375,=1.5803,=1.9428,=0.8064,=0.3109,=0.8090,=1.3010,=1.8872,=2.5957,=0.0669,=0.1158,=0.0589,=0.0417,=109
="000821",300红利,2012-07-20,=0.0051,=6666.7500,=0.0149,=8.7154,=0.8736,=4.9998,=6.1945,=7.5485,=8.3174,=10.9286,=0.8863,=0.5047,=0.5725,=0.7149,=0.8840,=1.0838,=1.4919,=1.4190,=0.9415,=0.6098,=0.7997,=1.0571,=1.2712,=1.6963,=0.0718,=0.0978,=0.0729,=0.0444,=949
="931446",东证红利低波,2020-04-21,=-0.0008,=3453.9000,=-0.0057,=8.7717,=0.8855,=5.1478,=6.1455,=6.9042,=8.5363,=11.0216,=0.8665,=0.7680,=0.5884,=0.6899,=0.7527,=0.8811,=1.2481,=1.5914,=0.9985,=0.5909,=0.7479,=0.8633,=1.1931,=1.5952,=0.0722,=0.0935,=0.0745,=0.0418,=584
="000824",国企红利,2012-07-20,=-0.0018,=2127.7000,=-0.0014,=8.8008,=0.9172,=4.8847,=5.9432,=7.3221,=8.2075,=10.7823,=0.8808,=0.5694,=0.5610,=0.6881,=0.8282,=1.0610,=1.4469,=1.2956,=0.8744,=0.5370,=0.7018,=0.9868,=1.2118,=1.6834,=0.0703,=0.0950,=0.0723,=0.0451,=878
="399995",基建工程,2015-03-12,=-0.0030,=3936.8800,=0.0407,=8.8094,=0.6056,=5.8673,=7.3449,=8.2832,=13.1131,=18.8590,=0.6997,=0.0955,=0.5815,=0.7516,=0.9198,=1.5536,=2.1834,=0.1886,=0.3178,=0.1368,=0.1788,=0.2095,=0.3705,=0.5478,=0.0443,=0.0702,=0.0519,=0.0294,=2653
="000992",全指金融,2011-08-02,=0.0010,=6020.1700,=0.0768,=8.8238,=0.7291,=5.9310,=7.1035,=8.1855,=9.0292,=11.6339,=0.8606,=0.3878,=0.6188,=0.7236,=0.9696,=1.1806,=1.5107,=2.2456,=0.9016,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0336,=2666
="931644",800红利,2024-03-15,=-0.0008,=2554.2700,=0.0257,=8.9657,=0.7655,=6.4729,=7.2172,=8.0706,=9.0305,=9.4757,=0.9087,=0.8138,=0.7001,=0.7602,=0.8494,=0.9070,=0.9431,=1.3176,=0.9885,=0.8423,=0.9149,=1.0915,=1.2529,=1.3248,=0.0724,,,=0.0446,=22
="399373",大盘价值,2010-01-04,=0.0004,=8596.0400,=0.0647,=9.0335,=0.7810,=5.4746,=6.8624,=8.3080,=9.0900,=11.9914,=0.9589,=0.5097,=0.6410,=0.8034,=0.9553,=1.1429,=1.5001,=1.1614,=0.8613,=0.5920,=0.7822,=0.9285,=1.1237,=1.4541,=0.0742,=0.0969,=0.0767,=0.0435,=316
="930740",300红利LV,2018-12-04,=0.0033,=7176.3000,=-0.0536,=9.1359,=0.9114,=5.4153,=6.7896,=7.4502,=8.3990,=9.6903,=0.9529,=0.8321,=0.6159,=0.7650,=0.8494,=0.9447,=1.0604,=1.3921,=0.7481,=0.6725,=0.8504,=1.0713,=1.5179,=1.9253,=0.0724,=0.1016,=0.0768,=0.0432,=525
="000919",300价值,2008-01-21,=0.0005,=5321.9100,=0.0648,=9.1377,=0.7666,=5.9577,=7.3294,=8.4223,=9.2297,=12.2376,=0.9530,=0.5163,=0.6917,=0.8498,=0.9481,=1.1548,=1.5388,=1.1299,=0.8736,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0401,=4261
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0119,=4020.4900,=0.0633,=9.1390,=0.5402,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8520,=0.4565,=0.5567,=0.7305,=0.8710,=1.1849,=1.3660,=0.9565,=0.4391,=0.5555,=0.7802,=0.9940,=1.3645,=1.5178,,=0.0943,,=0.0583,=25
="000063",上证周期,2010-02-03,=-0.0023,=4035.6300,=0.1726,=9.1618,=0.7316,=5.4761,=7.1368,=8.5044,=9.4410,=12.4946,=0.9778,=0.5126,=0.6668,=0.8369,=0.9706,=1.1112,=1.4831,=1.6375,=0.9918,=0.8113,=1.0639,=1.2461,=1.4012,=1.7571,=0.0802,=0.1040,=0.0825,=0.0372,=204
="932305",智选高股息,2024-09-30,=-0.0066,=11099.9600,=0.0472,=9.1704,=0.8974,=7.0143,=7.4337,=8.2201,=8.4598,=9.6067,=1.0540,=0.6556,=0.8750,=0.9175,=1.0333,=1.0763,=1.1156,=0.7585,=0.3974,=0.7106,=0.7276,=0.7882,=1.2830,=1.3342,=0.0585,,,=0.0714,=144
="000825",央企红利,2012-07-20,=0.0022,=3448,=0.0552,=9.2454,=0.9753,=4.7369,=6.0989,=7.3072,=8.2429,=10.5687,=0.9202,=0.6319,=0.5507,=0.6916,=0.8603,=1.0075,=1.3929,=1.2282,=0.8452,=0.6009,=0.8549,=1.0418,=1.2026,=1.7357,=0.0699,=0.0980,=0.0727,=0.0430,=231
="980081",价值100,2012-12-28,,,=0.1204,=9.3615,=0.8810,=7.7317,=8.2674,=8.4774,=9.0218,=9.8012,=1.0455,=0.8294,=0.8413,=0.8784,=0.9003,=1.0346,=1.1153,=0.9472,=0.7341,=0.7580,=0.7999,=0.8399,=1.0259,=1.0480,=0.0810,,,=0.0491,=130
="931848",800红利低波,2024-05-21,=-0.0015,=3172.7331,=-0.0196,=9.4043,=0.7634,=7.4155,=8.0942,=8.8522,=9.4270,=9.7854,=0.9750,=0.8702,=0.7315,=0.8538,=0.9108,=0.9666,=1.0001,=1.3715,=0.7481,=1.1714,=1.2240,=1.3168,=1.3781,=1.5428,=0.0743,,,=0.0428,=93
="931722",国新港股通央企红利,2023-09-13,=-0.0037,=1312.9500,=0.1092,=9.4201,=0.9379,=5.5040,=6.5844,=7.4065,=8.5965,=10.0834,=0.9072,=0.9255,=0.6213,=0.7143,=0.7978,=0.8675,=0.9570,=0.6096,=0.9415,=0.3100,=0.3703,=0.4482,=0.5632,=0.6473,,=0.1085,,=0.0590,=233
="930955",红利低波100,2017-05-26,=-0.0066,=11853.9900,=-0.0018,=9.5565,=0.8922,=5.0805,=6.0413,=7.3369,=8.4367,=11.5013,=1.0063,=0.8348,=0.5792,=0.6639,=0.8184,=0.9816,=1.3722,=1.2209,=0.7529,=0.5888,=0.7734,=0.9828,=1.2917,=1.7525,=0.0696,=0.1071,=0.0823,=0.0456,=1516
="930608",中证基建,2015-03-31,=-0.0069,=8514.3300,=0.0637,=9.7591,=0.3611,=6.6667,=8.6242,=10.6785,=17.8806,=28.8226,=0.8102,=0.1659,=0.6550,=0.8291,=1.1345,=1.6880,=2.4175,=0.2327,=0.2437,=0.1701,=0.2221,=0.3465,=0.5136,=0.7234,=0.0482,=0.0717,=0.0544,=0.0302,=628
="H30356",800价值,2014-06-09,=-0.0019,=6641.3900,=0.0794,=9.7893,=0.7672,=6.4024,=7.6718,=9.0059,=9.9465,=13.4784,=1.0101,=0.5654,=0.7030,=0.8592,=0.9836,=1.1873,=1.6287,=1.0972,=0.8449,=0.5868,=0.7352,=0.8766,=1.0471,=1.3738,=0.0743,=0.0930,=0.0741,=0.0386,=20
="931069",中金300,2018-02-14,=-0.0013,=5012,=0.1654,=9.8282,=0.6431,=5.9518,=7.4694,=9.2180,=10.5408,=13.6164,=1.0313,=0.4041,=0.7377,=0.9174,=1.1183,=1.3634,=1.8328,=1.4333,=0.9020,=0.6656,=0.8510,=1.1067,=1.2833,=1.7542,=0.0705,=0.1122,=0.0821,=0.0384,=67
="000968",300周期,2010-05-28,,,=0.1524,=9.8379,=0.7188,=6.1174,=7.8172,=9.1233,=10.2978,=13.3562,=1.0087,=0.4772,=0.7021,=0.8488,=1.0212,=1.1893,=1.5550,=1.6362,=0.9872,=0.8459,=1.0847,=1.2615,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0352,=95
="000042",上证央企,2009-03-30,=0.0013,=1809.1500,=0.0168,=10.0526,=0.8160,=6.3284,=7.8865,=9.0883,=9.9978,=12.9577,=1.0298,=0.6126,=0.7230,=0.8874,=0.9898,=1.1210,=1.4812,=1.3187,=0.9955,=0.6569,=0.8569,=0.9728,=1.1106,=1.3891,=0.0743,=0.0973,=0.0775,=0.0368,=378
="932422",A500红利低波,2025-04-09,=0.0017,=3101.7800,,=10.0792,=0.4551,=9.5190,=9.9364,=10.1260,=10.2814,=10.5846,=1.0678,=0.9888,=0.9943,=1.0264,=1.0400,=1.0530,=1.0710,=1.3077,=0.0506,=1.2911,=1.4235,=1.4516,=1.4828,=1.5336,,,,=0.0423,=118
="000859",国企一带一路,2019-05-16,=-0.0023,=1811.0900,=0.1129,=10.0830,=0.0634,=9.4709,=11.1644,=12.6527,=14.6031,=21.0714,=1.0159,=0.0249,=0.9854,=1.2433,=1.4642,=1.7894,=2.1877,=1.0992,=1,=0.4715,=0.5567,=0.7301,=0.8082,=1.0992,=0.0831,=0.1174,=0.0935,=0.0370,=226
="399371",国证价值,2010-01-04,=-0.0029,=7194.8000,=0.1034,=10.0855,=0.7513,=6.4728,=7.8374,=9.0982,=10.3316,=13.0475,=1.0292,=0.5414,=0.7249,=0.8967,=1.0118,=1.2455,=1.5675,=1.0658,=0.7690,=0.5764,=0.7536,=0.8694,=1.0969,=1.3812,=0.0722,=0.0912,=0.0751,=0.0404,=101
="930723",沪港深F100,2015-08-05,=0.0027,=5092.4100,=0.0943,=10.1052,=0.7971,=5.4557,=7.5603,=8.8601,=10.1113,=13.1279,=1.0285,=0.5704,=0.6469,=0.8477,=1.0045,=1.1162,=1.4626,=1.3229,=0.8825,=0.6039,=0.8635,=1.0637,=1.2602,=1.6654,,=0.0984,,=0.0389,=149
="399550",央视50,2012-06-06,=-0.0054,=8094.4200,=0.1026,=10.1066,=0.7896,=6.8960,=8.2108,=9.1698,=10.1323,=13.0561,=1.0557,=0.3084,=0.8649,=1.0190,=1.2423,=1.4259,=1.8564,=2.1116,=0.8880,=1.3448,=1.6354,=1.7828,=2.0234,=2.5217,=0.0768,=0.1002,=0.0803,=0.0403,=2228
="950090",50AH优选,2015-12-10,=-0.0024,=6197.6500,=0.2147,=10.1259,=0.8976,=6.3188,=7.8909,=8.5714,=9.6778,=13.5010,=1.0743,=0.6643,=0.7914,=0.9464,=1.0225,=1.1247,=1.5403,=1.3662,=0.9890,=0.6574,=0.8435,=0.9434,=1.0454,=1.4194,,=0.1094,,=0.0379,=1969
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0032,=9449.9200,=0.2441,=10.1426,=0.7815,=5.7712,=7.7881,=8.8665,=10.2232,=13.0207,=1.0934,=0.5735,=0.7256,=0.9335,=1.0675,=1.2097,=1.5098,=1.5867,=0.6917,=0.9123,=1.1303,=1.3736,=1.7093,=2.4187,,=0.1200,,=0.0346,=257
="000925",基本面50,2009-02-26,=0.0028,=4651.9900,=0.0223,=10.2196,=0.8436,=6.2635,=7.9688,=9.0032,=10.0358,=12.7955,=1.0604,=0.4763,=0.7306,=0.9013,=1.0744,=1.1933,=1.5728,=1.1226,=0.8287,=0.6037,=0.7873,=0.9637,=1.1011,=1.4866,=0.0750,=0.0942,=0.0767,=0.0373,=4495
="930839",港股通高息精选,2016-06-08,=-0.0107,=3434.9800,=0.1862,=10.2475,=0.5889,=4.9918,=7.0752,=9.2516,=13.3839,=31.7979,=1.4858,=0.7968,=0.7294,=0.9237,=1.0622,=1.4988,=4.8768,=1.2271,=0.4968,=0.3418,=0.5545,=1.2308,=1.9247,=6.3245,,=0.1218,,=0.0566,=312
="931052",国信价值,2017-12-08,=-0.0044,=3438.3700,=0.1249,=10.3158,=0.9765,=5.3831,=6.5576,=7.3439,=8.6043,=10.7705,=1.3805,=0.9872,=0.7343,=0.9096,=1.0231,=1.1342,=1.5208,=1.7377,=0.9719,=0.6105,=0.9333,=1.2069,=1.4235,=2.0196,=0.0941,=0.1244,=0.0834,=0.0422,=464
="000056",上证国企,2010-01-04,=-0.0047,=1244.6900,=0.1017,=10.4053,=0.7349,=7.2538,=8.8734,=9.6289,=10.7978,=13.3187,=1.2064,=0.7695,=0.8518,=1.0315,=1.1223,=1.2183,=1.5455,=1.7212,=0.9992,=0.7909,=0.9970,=1.0947,=1.2126,=1.7275,=0.0856,=0.1002,=0.0788,=0.0369,=195
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0027,=12813.6200,=0.2237,=10.4140,=0.8652,=5.5897,=7.7790,=8.5496,=9.7859,=15.8114,=1.1201,=0.7538,=0.6924,=0.8810,=0.9904,=1.1525,=1.7191,=1.4999,=0.8759,=0.6938,=0.9835,=1.0700,=1.3925,=2.0876,,=0.1080,,=0.0336,=91
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0026,=8891.7100,=0.2197,=10.4809,=0.8698,=5.5897,=7.7798,=8.5604,=9.7975,=15.8114,=1.1252,=0.7608,=0.6924,=0.8808,=0.9917,=1.1531,=1.7191,=1.5071,=0.8812,=0.6938,=0.9839,=1.0706,=1.3925,=2.0876,,=0.1080,,=0.0334,=4690
="930846",300SNLV,2016-06-24,=-0.0016,=6617.2300,=0.0335,=10.5044,=0.6851,=7.7900,=9.1874,=10.0316,=10.7675,=12.6275,=1.0843,=0.4308,=0.8340,=1.0369,=1.1017,=1.2326,=1.5027,=1.4946,=0.9338,=0.7711,=0.9481,=1.1455,=1.3114,=1.6864,=0.0686,=0.1035,=0.0757,=0.0402,=147
="H30035",300非银,2012-12-21,=-0.0095,=11281.9300,=0.1238,=10.5828,=0.0161,=9.6261,=13.1328,=15.1693,=19.3481,=26.3489,=1.5422,=0.3796,=1.0544,=1.3281,=1.6707,=2.0542,=2.5085,=1.9553,=0.7814,=1.0410,=1.4193,=1.7228,=1.9698,=2.3917,=0.1224,=0.1114,=0.0952,=0.0213,=1087
="000021",180治理,2008-09-10,=-0.0042,=1087.7500,=0.0931,=10.5882,=0.8259,=6.3364,=8.4310,=9.6344,=10.4692,=13.6109,=1.1662,=0.6941,=0.7542,=0.9755,=1.0990,=1.2221,=1.5847,=1.4566,=1,=0.6625,=0.8520,=0.9528,=1.1315,=1.4566,=0.0797,=0.1012,=0.0804,=0.0380,=160
="931375",300质量低波,2019-11-25,=-0.0131,=16804.5500,=0.1977,=10.5992,=0.4239,=6.4946,=8.0984,=11.5926,=13.5946,=22.0532,=1.3922,=0.4226,=0.8054,=1.0699,=1.5875,=2.0951,=3.3245,=1.8883,=0.6660,=1.0044,=1.3089,=1.6243,=2.0985,=2.5370,=0.1077,=0.1378,=0.0968,=0.0288,=96
="000048",责任指数,2009-08-05,=-0.0050,=1482.8200,=0.0521,=10.8485,=0.6101,=7.8628,=9.5558,=10.5212,=11.7851,=14.1982,=1.2665,=0.3915,=0.9056,=1.1438,=1.3157,=1.4455,=1.7866,=0.9898,=0.9584,=0.5718,=0.6943,=0.7958,=0.9029,=1.0691,=0.0853,=0.1000,=0.0831,=0.0393,=121
