指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0014,=1303.0100,=0.0216,=7.7330,=0.8168,=3.6777,=4.8612,=6.5452,=7.6267,=10.6953,=0.7220,=0.5800,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1411,=0.5881,=0.5013,=0.7008,=1.0578,=1.5005,=1.9871,,=0.0974,,=0.0573,=871
="399809",保险主题,2015-02-13,=-0.0172,=2781.3100,=0.0425,=7.7493,=0.3122,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8711,=0.3262,=0.6352,=0.7669,=1.2319,=1.4853,=1.9794,=2.2777,=0.9609,=0.5239,=0.8689,=1.0929,=1.3402,=2.3772,=0.0826,=0.0985,=0.0781,=0.0375,=1414
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0020,=2554.8300,=0.0311,=7.7518,=0.9751,=3.8979,=4.9346,=5.7614,=7.0268,=8.1550,=0.7011,=0.8908,=0.4277,=0.5145,=0.5707,=0.6596,=0.8197,=1.1938,=0.9281,=0.5333,=0.6929,=0.8611,=1.0916,=1.3442,,=0.0939,,=0.0550,=441
="000018",180金融,2007-12-10,=-0.0179,=5850.4000,=-0.0152,=7.7790,=0.6083,=5.2016,=6.4226,=7.4870,=8.3000,=10.8609,=0.8276,=0.3863,=0.5902,=0.6966,=0.9126,=1.0773,=1.4199,=2.3581,=0.8880,=1.2355,=1.5826,=1.9104,=2.1627,=2.8772,=0.0787,=0.0991,=0.0776,=0.0377,=758
="H30270",红利价值,2013-12-19,=-0.0120,=9428.6900,=-0.0109,=7.7844,=0.7523,=4.4543,=5.4057,=6.7099,=8.8476,=13.0955,=0.8101,=0.6257,=0.5256,=0.6470,=0.7541,=1.2660,=1.7317,=1.5702,=0.9913,=0.5854,=0.8035,=0.9877,=1.2316,=1.6166,=0.0710,=0.0973,=0.0746,=0.0439,=127
="930914",港股通高股息,2016-11-25,=0.0015,=4963.8000,=0.0094,=7.8198,=0.8317,=3.4280,=4.3932,=5.8177,=7.6138,=11.1979,=0.7397,=0.7056,=0.3979,=0.4989,=0.6057,=0.8583,=1.1764,=1.2178,=0.8006,=0.5144,=0.6892,=0.9130,=1.2174,=2.2126,,=0.1031,,=0.0568,=568
="932596",港股通红利低波,2016-02-04,=-0.0026,=3946.1700,=0.0174,=7.9182,=0.4937,=7.4451,=7.6472,=7.9237,=8.2721,=8.5745,=0.7208,=0.8987,=0.6528,=0.6706,=0.6994,=0.7124,=0.7309,=1.2929,=0.4937,=1.2161,=1.2487,=1.2938,=1.3602,=1.4099,,,,=0.0550,=36
="000818",细分金融,2012-04-11,=-0.0158,=7318.3300,=-0.0089,=7.9242,=0.5890,=5.2356,=6.4985,=7.6812,=8.4792,=10.9951,=0.8426,=0.3851,=0.5930,=0.7010,=0.9251,=1.1029,=1.4303,=2.4195,=0.8867,=1.2689,=1.6360,=1.9651,=2.2173,=2.9111,=0.0780,=0.0967,=0.0768,=0.0368,=4
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0003,=3716.1400,=0.0337,=8.0062,=0.9745,=4.9972,=5.5133,=5.9588,=7.1302,=8.3212,=0.7744,=0.9625,=0.5264,=0.5853,=0.6239,=0.7142,=0.8025,=0.9590,=0.9987,=0.5404,=0.5905,=0.6527,=0.7967,=0.9599,,=0.0979,,=0.0509,=97
="931157",SHS红利成长LV,2019-04-25,=-0.0095,=7456.6900,=0.0003,=8.0218,=0.7171,=4.1261,=5.5544,=6.8288,=8.3730,=11.5318,=0.8169,=0.5452,=0.5154,=0.6212,=0.8015,=0.9373,=1.5888,=1.5837,=0.9912,=0.5018,=0.7005,=0.9870,=1.3364,=1.6109,,=0.1050,,=0.0493,=217
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0014,=4747.9200,=0.0223,=8.1424,=0.9629,=4.2457,=4.6751,=5.6438,=7.3565,=8.5630,=0.7469,=0.9505,=0.4429,=0.4938,=0.5700,=0.7083,=0.7859,=1.0552,=0.9567,=0.6036,=0.6672,=0.8605,=0.9775,=1.1099,,=0.0975,,=0.0601,=63
="000914",300金融,2007-07-02,=-0.0159,=6660.3000,=-0.0086,=8.2139,=0.6376,=5.2769,=6.6035,=7.7873,=8.5959,=11.3863,=0.8383,=0.3769,=0.5962,=0.7048,=0.9501,=1.1437,=1.4919,=2.2596,=0.8962,=1.1210,=1.4313,=1.8124,=2.0485,=2.7052,=0.0752,=0.0912,=0.0734,=0.0364,=334
="H30269",红利低波,2013-12-19,=-0.0106,=11051.6700,=-0.0168,=8.2593,=0.7595,=4.5638,=5.5488,=6.7476,=9.4763,=14.4342,=0.8657,=0.5820,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.5976,=0.9918,=0.6111,=0.8850,=1.0984,=1.4087,=1.6442,=0.0719,=0.1026,=0.0729,=0.0446,=3229
="000151",上国红利,2012-07-20,=-0.0094,=1540.4600,=0.0084,=8.2595,=0.9329,=4.5075,=5.3671,=6.8387,=7.5212,=10.0345,=0.7809,=0.5325,=0.5268,=0.6196,=0.7569,=0.9691,=1.3272,=1.0538,=0.4316,=0.6026,=0.8954,=1.1267,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0512,=161
="H50040",上红低波,2014-03-21,=-0.0119,=10839.1400,=-0.0170,=8.2781,=0.7718,=4.6938,=5.9513,=6.9491,=9.6317,=14.3118,=0.8560,=0.5412,=0.5647,=0.6911,=0.8387,=1.3563,=1.8756,=1.6119,=0.9905,=0.6380,=0.8693,=1.2018,=1.3874,=1.6603,=0.0726,=0.1018,=0.0748,=0.0441,=310
="000029",180价值,2009-01-09,=-0.0169,=4406.2500,=-0.0105,=8.3202,=0.7459,=5.6894,=6.9094,=7.8628,=8.4788,=10.8138,=0.8403,=0.3476,=0.6666,=0.8069,=0.8706,=1.0689,=1.4433,=1.0827,=0.8608,=0.6198,=0.7826,=0.9442,=1.0568,=1.4032,=0.0706,=0.0955,=0.0778,=0.0430,=548
="000922",中证红利,2008-05-26,=-0.0071,=5552.3100,=0.0088,=8.3575,=0.7702,=5.1762,=6.0261,=7.6522,=8.5296,=11.2156,=0.8471,=0.4695,=0.5911,=0.7113,=0.8684,=1.1106,=1.4999,=1.2473,=0.8554,=0.6332,=0.7731,=1.0380,=1.1998,=1.7101,=0.0685,=0.0960,=0.0701,=0.0463,=19270
="000015",红利指数,2005-01-04,=-0.0096,=3054.0800,=0.0054,=8.3816,=0.9028,=4.6646,=5.5109,=7.0898,=7.9206,=10.4439,=0.8335,=0.5869,=0.5525,=0.6399,=0.7661,=1.0217,=1.3875,=1.4258,=0.9267,=0.7277,=0.8915,=1.1080,=1.3069,=1.6890,=0.0663,=0.0968,=0.0697,=0.0455,=13961
="931130",红利成长低波,2018-12-04,=-0.0124,=23449.1500,=-0.0112,=8.5304,=0.7443,=4.4465,=5.5534,=7.6085,=8.7651,=11.5512,=0.8711,=0.3745,=0.5279,=0.6220,=0.9086,=1.0368,=1.5803,=1.9018,=0.7959,=0.3109,=0.8093,=1.3035,=1.9208,=2.5957,=0.0669,=0.1158,=0.0589,=0.0437,=112
="000821",300红利,2012-07-20,=-0.0121,=6605.6300,=-0.0100,=8.5529,=0.8443,=4.9998,=6.1945,=7.5480,=8.3254,=10.9286,=0.8704,=0.4782,=0.5725,=0.7149,=0.8831,=1.0813,=1.4919,=1.3926,=0.9209,=0.6098,=0.7997,=1.0570,=1.2764,=1.6963,=0.0718,=0.0978,=0.0729,=0.0461,=955
="000934",中证金融,2009-07-03,=-0.0146,=6242.7100,=-0.0042,=8.5776,=0.6923,=5.7083,=6.8952,=8.0207,=8.8699,=11.5527,=0.8536,=0.3810,=0.6117,=0.7182,=0.9557,=1.1608,=1.5017,=2.2613,=0.9127,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0352,=1134
="931446",东证红利低波,2020-04-21,=-0.0111,=3423.3500,=-0.0056,=8.6018,=0.8170,=5.1478,=6.1463,=6.9369,=8.5524,=11.0216,=0.8504,=0.7358,=0.5884,=0.6909,=0.7532,=0.8799,=1.2481,=1.5606,=0.9852,=0.5909,=0.7485,=0.8647,=1.1988,=1.5979,=0.0722,=0.0935,=0.0745,=0.0436,=612
="000824",国企红利,2012-07-20,=-0.0085,=2135.1700,=0.0066,=8.6683,=0.8752,=4.8847,=5.9432,=7.3206,=8.2173,=10.7823,=0.8682,=0.5461,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2760,=0.8513,=0.5370,=0.7018,=0.9868,=1.2139,=1.6834,=0.0703,=0.0950,=0.0723,=0.0468,=881
="000992",全指金融,2011-08-02,=-0.0138,=5973.6500,=-0.0024,=8.7762,=0.7080,=5.9310,=7.1035,=8.1925,=9.0286,=11.6339,=0.8556,=0.3810,=0.6188,=0.7236,=0.9651,=1.1774,=1.5107,=2.2355,=0.8921,=1.1568,=1.4434,=1.8068,=2.0465,=2.6668,=0.0717,=0.0849,=0.0695,=0.0347,=2671
="931644",800红利,2024-03-15,=-0.0074,=2572.6500,=0.0080,=8.8244,=0.7101,=6.4729,=7.2201,=8.0798,=9.0290,=9.4757,=0.8949,=0.7281,=0.7001,=0.7633,=0.8510,=0.9078,=0.9431,=1.2969,=0.9101,=0.8423,=0.9161,=1.0968,=1.2556,=1.3255,=0.0724,,,=0.0461,=24
="931024",港股通非银,2017-11-06,=-0.0052,=4629.0800,=0.0781,=8.8414,=0.2019,=6.7549,=8.8306,=11.5018,=13.4091,=22.4310,=1.2701,=0.8600,=0.6237,=0.8434,=1.0377,=1.2214,=1.7592,=1.4957,=0.9837,=0.5870,=0.8702,=1.0018,=1.1841,=2.2002,,=0.1307,,=0.0289,=150
="399373",大盘价值,2010-01-04,=-0.0130,=8506.5400,=-0.0078,=8.9386,=0.7414,=5.4746,=6.8624,=8.3073,=9.0892,=11.9914,=0.9495,=0.4839,=0.6410,=0.8034,=0.9550,=1.1408,=1.5001,=1.1492,=0.8418,=0.5920,=0.7822,=0.9285,=1.1255,=1.4541,=0.0742,=0.0969,=0.0767,=0.0445,=319
="930740",300红利LV,2018-12-04,=-0.0117,=7080.8900,=-0.0123,=8.9699,=0.8904,=5.4153,=6.7922,=7.4545,=8.4159,=9.6903,=0.9363,=0.7629,=0.6159,=0.7654,=0.8501,=0.9453,=1.0604,=1.3668,=0.7304,=0.6725,=0.8507,=1.0718,=1.5173,=1.9253,=0.0724,=0.1016,=0.0768,=0.0447,=535
="000919",300价值,2008-01-21,=-0.0115,=5324.6600,=0.0012,=9.1059,=0.7512,=5.9577,=7.3294,=8.4222,=9.2279,=12.2376,=0.9503,=0.5091,=0.6917,=0.8498,=0.9480,=1.1528,=1.5388,=1.1260,=0.8674,=0.6314,=0.7862,=0.9061,=1.0896,=1.3421,=0.0754,=0.0956,=0.0764,=0.0407,=4267
="399995",基建工程,2015-03-12,=-0.0052,=4091.9600,=0.0475,=9.1122,=0.6446,=5.8673,=7.3449,=8.2814,=13.0555,=18.8590,=0.7244,=0.1685,=0.5815,=0.7481,=0.9187,=1.5420,=2.1834,=0.1951,=0.3822,=0.1368,=0.1788,=0.2085,=0.3670,=0.5478,=0.0443,=0.0702,=0.0519,=0.0285,=2657
="000825",央企红利,2012-07-20,=-0.0073,=3455.2700,=0.0005,=9.1177,=0.9563,=4.7369,=6.0989,=7.3069,=8.2463,=10.5687,=0.9079,=0.5980,=0.5507,=0.6916,=0.8603,=1.0050,=1.3929,=1.2112,=0.8110,=0.6009,=0.8549,=1.0423,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0447,=238
="000063",上证周期,2010-02-03,=-0.0130,=4100.0100,=0.0105,=9.1953,=0.7393,=5.4761,=7.1368,=8.5050,=9.4369,=12.4946,=0.9821,=0.5243,=0.6668,=0.8369,=0.9705,=1.1093,=1.4831,=1.6435,=0.9885,=0.8113,=1.0639,=1.2461,=1.4034,=1.7571,=0.0802,=0.1040,=0.0825,=0.0379,=204
="931848",800红利低波,2024-05-21,=-0.0083,=3163.4000,=-0.0006,=9.2623,=0.6799,=7.4155,=8.0949,=8.8680,=9.4270,=9.7854,=0.9609,=0.7370,=0.7315,=0.8544,=0.9120,=0.9679,=1.0001,=1.3508,=0.5682,=1.1714,=1.2250,=1.3196,=1.3780,=1.5428,=0.0743,,,=0.0442,=98
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0020,=4137.6900,=0.0304,=9.2872,=0.5747,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8658,=0.4935,=0.5567,=0.7305,=0.8682,=1.1842,=1.3660,=0.9720,=0.4687,=0.5555,=0.7802,=0.9919,=1.3645,=1.5178,,=0.0943,,=0.0573,=26
="932305",智选高股息,2024-09-30,=-0.0035,=11410.7961,=0.0225,=9.3027,=0.9199,=7.0143,=7.4402,=8.2447,=8.6724,=9.6067,=1.0682,=0.7436,=0.8750,=0.9176,=1.0371,=1.0760,=1.1156,=0.7694,=0.4551,=0.7106,=0.7278,=0.7816,=1.2823,=1.3342,=0.0585,,,=0.0700,=163
="930955",红利低波100,2017-05-26,=-0.0079,=11754.7100,=-0.0031,=9.3893,=0.8789,=5.0805,=6.0442,=7.3476,=8.4568,=11.5013,=0.9895,=0.8008,=0.5792,=0.6643,=0.8195,=0.9887,=1.3722,=1.1996,=0.7221,=0.5888,=0.7734,=0.9829,=1.2897,=1.7525,=0.0696,=0.1071,=0.0823,=0.0473,=1595
="980081",价值100,2012-12-28,,,=0.0200,=9.4100,=0.8664,=7.7317,=8.2766,=8.4960,=9.2177,=9.8012,=1.0517,=0.8168,=0.8413,=0.8793,=0.9028,=1.0457,=1.1153,=0.9521,=0.7176,=0.7580,=0.8000,=0.8425,=1.0236,=1.0480,=0.0810,,,=0.0485,=142
="931722",国新港股通央企红利,2023-09-13,=0.0005,=1339.8500,=0.0167,=9.4970,=0.9443,=5.5040,=6.6080,=7.4275,=8.6451,=10.0834,=0.9146,=0.9461,=0.6213,=0.7147,=0.7986,=0.8739,=0.9570,=0.6145,=0.9513,=0.3100,=0.3726,=0.4496,=0.5685,=0.6473,,=0.1085,,=0.0612,=247
="H30356",800价值,2014-06-09,=-0.0086,=6724.6900,=0.0118,=9.8328,=0.7746,=6.4024,=7.6741,=9.0092,=9.9462,=13.4784,=1.0152,=0.5733,=0.7030,=0.8595,=0.9845,=1.1838,=1.6287,=1.1021,=0.8438,=0.5868,=0.7357,=0.8769,=1.0503,=1.3738,=0.0743,=0.0930,=0.0741,=0.0389,=19
="931069",中金300,2018-02-14,=-0.0089,=5076.1800,=0.0143,=9.8583,=0.6512,=5.9518,=7.4729,=9.2240,=10.5390,=13.6164,=1.0353,=0.4103,=0.7377,=0.9178,=1.1161,=1.3628,=1.8328,=1.4377,=0.9035,=0.6656,=0.8524,=1.1079,=1.2906,=1.7542,=0.0705,=0.1122,=0.0821,=0.0390,=69
="000968",300周期,2010-05-28,=-0.0112,=4618.8400,=0.0154,=9.9177,=0.7339,=6.1174,=7.8172,=9.1232,=10.2878,=13.3562,=1.0176,=0.4963,=0.7021,=0.8488,=1.0201,=1.1874,=1.5550,=1.6495,=0.9881,=0.8459,=1.0847,=1.2614,=1.4406,=1.8297,=0.0768,=0.0960,=0.0775,=0.0356,=95
="932422",A500红利低波,2025-04-09,=-0.0095,=3083.7500,=-0.0062,=9.9180,=0.1915,=9.5190,=9.9466,=10.1011,=10.2718,=10.5846,=1.0515,=0.7447,=0.9943,=1.0267,=1.0403,=1.0545,=1.0761,=1.2868,=0,=1.2868,=1.4108,=1.4488,=1.4817,=1.5336,,,,=0.0439,=132
="930608",中证基建,2015-03-31,=-0.0127,=8749.5500,=0.0310,=10.0238,=0.4036,=6.6667,=8.6242,=10.6566,=17.7777,=25.2863,=0.8335,=0.2076,=0.6550,=0.8279,=1.1310,=1.6752,=2.2134,=0.2390,=0.2735,=0.1701,=0.2221,=0.3460,=0.5080,=0.7101,=0.0482,=0.0717,=0.0544,=0.0294,=631
="399550",央视50,2012-06-06,=-0.0085,=8353.6600,=0.0324,=10.0280,=0.7644,=6.8960,=8.2141,=9.1853,=10.1360,=13.0561,=1.0475,=0.2862,=0.8649,=1.0190,=1.2413,=1.4259,=1.8564,=2.0951,=0.8645,=1.3448,=1.6363,=1.7854,=2.0270,=2.5217,=0.0768,=0.1002,=0.0803,=0.0420,=2231
="000042",上证央企,2009-03-30,=-0.0133,=1814.9300,=0.0020,=10.0292,=0.8064,=6.3284,=7.8865,=9.0877,=10.0107,=12.9577,=1.0280,=0.6075,=0.7230,=0.8874,=0.9896,=1.1188,=1.4812,=1.3157,=0.9909,=0.6569,=0.8569,=0.9728,=1.1117,=1.3891,=0.0743,=0.0973,=0.0775,=0.0378,=378
="000925",基本面50,2009-02-26,=-0.0136,=4569.7600,=-0.0105,=10.0381,=0.7961,=6.2635,=7.9688,=9.0068,=10.0491,=12.7955,=1.0425,=0.4349,=0.7306,=0.9013,=1.0716,=1.1921,=1.5728,=1.1027,=0.7998,=0.6037,=0.7873,=0.9636,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0387,=4498
="399371",国证价值,2010-01-04,=-0.0077,=7322.2600,=0.0165,=10.1441,=0.7640,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0358,=0.5572,=0.7249,=0.8967,=1.0117,=1.2429,=1.5675,=1.0720,=0.7768,=0.5764,=0.7536,=0.8693,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0405,=105
="000859",国企一带一路,2019-05-16,=-0.0031,=1946.9600,=0.0689,=10.1935,=0.0772,=9.4709,=11.1363,=12.6356,=14.5888,=21.0714,=1.0274,=0.0414,=0.9854,=1.2385,=1.4631,=1.7889,=2.1877,=1.1113,=0.9981,=0.4715,=0.5573,=0.7312,=0.8102,=1.1238,=0.0831,=0.1174,=0.0935,=0.0366,=232
="930723",沪港深F100,2015-08-05,=-0.0070,=5110.5100,=0.0036,=10.2181,=0.8236,=5.4557,=7.5603,=8.8751,=10.1215,=13.1279,=1.0405,=0.6032,=0.6469,=0.8477,=1.0045,=1.1158,=1.4626,=1.3367,=0.8896,=0.6039,=0.8635,=1.0651,=1.2656,=1.6654,,=0.0984,,=0.0392,=149
="931052",国信价值,2017-12-08,=0.0021,=3590.7700,=0.0404,=10.3253,=0.9735,=5.3831,=6.5643,=7.3591,=8.6140,=10.7705,=1.3828,=0.9837,=0.7343,=0.9099,=1.0237,=1.1354,=1.5208,=1.7393,=0.9684,=0.6105,=0.9347,=1.2087,=1.4258,=2.0196,=0.0941,=0.1244,=0.0834,=0.0443,=469
="950090",50AH优选,2015-12-10,=-0.0041,=6457.6900,=0.0442,=10.4660,=0.9296,=6.3188,=7.8943,=8.5819,=9.7000,=13.5010,=1.1099,=0.7560,=0.7914,=0.9466,=1.0233,=1.1247,=1.5403,=1.4115,=0.9983,=0.6574,=0.8439,=0.9441,=1.0467,=1.4194,,=0.1094,,=0.0377,=1974
="930846",300SNLV,2016-06-24,=-0.0026,=6842.0300,=0.0344,=10.4683,=0.6680,=7.7900,=9.1898,=10.0341,=10.7671,=12.6275,=1.0814,=0.4143,=0.8340,=1.0370,=1.1013,=1.2320,=1.5027,=1.4894,=0.9268,=0.7711,=0.9481,=1.1465,=1.3128,=1.6864,=0.0686,=0.1035,=0.0757,=0.0410,=147
="000056",上证国企,2010-01-04,=-0.0088,=1284.0900,=0.0295,=10.5046,=0.7512,=7.2538,=8.8734,=9.6290,=10.7944,=13.3187,=1.2189,=0.8031,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7376,=0.9975,=0.7909,=0.9970,=1.0947,=1.2143,=1.7604,=0.0856,=0.1002,=0.0788,=0.0373,=196
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0081,=9925.9500,=0.0490,=10.5410,=0.8765,=5.7712,=7.8009,=8.8869,=10.2295,=13.0207,=1.1366,=0.6913,=0.7256,=0.9342,=1.0690,=1.2097,=1.5098,=1.6444,=0.7522,=0.9123,=1.1330,=1.3774,=1.7093,=2.4187,,=0.1200,,=0.0341,=258
="000021",180治理,2008-09-10,=-0.0108,=1107.0700,=0.0173,=10.6574,=0.8427,=6.3364,=8.4310,=9.6373,=10.4817,=13.6109,=1.1736,=0.7055,=0.7542,=0.9755,=1.0988,=1.2209,=1.5847,=1.4661,=0.9975,=0.6625,=0.8520,=0.9526,=1.1323,=1.4859,=0.0797,=0.1012,=0.0804,=0.0385,=160
="931373",股息龙头,2019-11-15,=-0.0060,=2761.0900,=-0.0083,=10.6833,=0.9465,=5.4295,=6.8348,=8.1763,=9.4185,=11.4004,=1.1869,=0.9264,=0.6697,=0.8414,=0.9917,=1.1107,=1.2586,=1.5810,=0.9853,=0.5706,=0.8066,=0.9645,=1.3454,=1.6262,=0.0792,=0.1085,=0.0840,=0.0411,=317
="930839",港股通高息精选,2016-06-08,=0.0038,=3595.3800,=0.0426,=10.8056,=0.6546,=4.9918,=7.0802,=9.2613,=13.3768,=31.7979,=1.5667,=0.8083,=0.7294,=0.9248,=1.0629,=1.5106,=4.8768,=1.2939,=0.5557,=0.3418,=0.5548,=1.2337,=1.9221,=6.3245,,=0.1218,,=0.0536,=318
="H30035",300非银,2012-12-21,=-0.0112,=11330.3000,=0.0159,=10.8154,=0.0194,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5768,=0.4143,=1.0544,=1.3281,=1.6651,=2.0510,=2.4387,=1.9983,=0.8344,=1.0410,=1.4193,=1.7227,=1.9705,=2.3917,=0.1224,=0.1114,=0.0952,=0.0208,=1103
="931375",300质量低波,2019-11-25,=-0.0046,=17610.5100,=0.0385,=10.8476,=0.4419,=6.4946,=8.1095,=11.5790,=13.5934,=22.0532,=1.4248,=0.4251,=0.8054,=1.0700,=1.5850,=2.0927,=3.3245,=1.9325,=0.6702,=1.0044,=1.3094,=1.6275,=2.0981,=2.5370,=0.1077,=0.1378,=0.0968,=0.0279,=97
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0035,=13433.7300,=0.0459,=10.9260,=0.9051,=5.5897,=7.7935,=8.5579,=9.8088,=15.8114,=1.1794,=0.8490,=0.6924,=0.8821,=0.9916,=1.1544,=1.7191,=1.5791,=0.9285,=0.6938,=0.9859,=1.0717,=1.4008,=2.0876,,=0.1080,,=0.0327,=91
="000048",责任指数,2009-08-05,=-0.0134,=1485.6100,=0.0068,=10.9526,=0.6367,=7.8628,=9.5558,=10.5184,=11.7730,=14.1982,=1.2786,=0.4172,=0.9056,=1.1438,=1.3137,=1.4441,=1.7866,=0.9992,=0.9815,=0.5718,=0.6943,=0.7958,=0.9049,=1.0691,=0.0853,=0.1000,=0.0831,=0.0405,=123
