指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="399995",基建工程,2015-03-12,=0.0068,=3933.0200,=0.0068,=8.8001,=0.6063,=5.8673,=7.3449,=8.2814,=13.0797,=18.8590,=0.6990,=0.0956,=0.5815,=0.7510,=0.9193,=1.5516,=2.1834,=0.1884,=0.3171,=0.1368,=0.1788,=0.2093,=0.3692,=0.5478,=0.0443,=0.0702,=0.0519,=0.0295,=2655
="000992",全指金融,2011-08-02,=0.0142,=6073.2600,=0.0142,=8.8769,=0.7451,=5.9310,=7.1035,=8.1851,=9.0286,=11.6339,=0.8656,=0.3962,=0.6188,=0.7236,=0.9688,=1.1791,=1.5107,=2.2591,=0.9123,=1.1568,=1.4434,=1.8068,=2.0465,=2.6668,=0.0717,=0.0849,=0.0695,=0.0343,=2666
="931644",800红利,2024-03-15,=0.0040,=2562.4800,=0.0040,=8.9682,=0.7626,=6.4729,=7.2193,=8.0725,=9.0299,=9.4757,=0.9089,=0.8105,=0.7001,=0.7626,=0.8500,=0.9078,=0.9431,=1.3180,=0.9863,=0.8423,=0.9152,=1.0944,=1.2534,=1.3256,=0.0724,,,=0.0454,=23
="399373",大盘价值,2010-01-04,=0.0100,=8659.6500,=0.0100,=9.0602,=0.7916,=5.4746,=6.8624,=8.3073,=9.0892,=11.9914,=0.9617,=0.5152,=0.6410,=0.8034,=0.9552,=1.1417,=1.5001,=1.1648,=0.8649,=0.5920,=0.7822,=0.9285,=1.1242,=1.4541,=0.0742,=0.0969,=0.0767,=0.0439,=318
="930740",300红利LV,2018-12-04,=-0.0009,=7162.3200,=-0.0009,=9.1407,=0.9115,=5.4153,=6.7911,=7.4531,=8.4044,=9.6903,=0.9534,=0.8341,=0.6159,=0.7653,=0.8499,=0.9447,=1.0604,=1.3928,=0.7480,=0.6725,=0.8505,=1.0714,=1.5175,=1.9253,=0.0724,=0.1016,=0.0768,=0.0439,=530
="932305",智选高股息,2024-09-30,=0.0055,=11221.2000,=0.0055,=9.1589,=0.8885,=7.0143,=7.4344,=8.2260,=8.4709,=9.6067,=1.0527,=0.6393,=0.8750,=0.9176,=1.0354,=1.0750,=1.1156,=0.7575,=0.3869,=0.7106,=0.7277,=0.7854,=1.2824,=1.3342,=0.0585,,,=0.0715,=152
="000919",300价值,2008-01-21,=0.0101,=5372.0400,=0.0101,=9.1893,=0.7875,=5.9577,=7.3294,=8.4222,=9.2259,=12.2376,=0.9584,=0.5338,=0.6917,=0.8498,=0.9480,=1.1538,=1.5388,=1.1363,=0.8822,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0404,=4263
="000825",央企红利,2012-07-20,=-0.0043,=3438.5300,=-0.0043,=9.2306,=0.9736,=4.7369,=6.0989,=7.3069,=8.2427,=10.5687,=0.9187,=0.6277,=0.5507,=0.6916,=0.8603,=1.0070,=1.3929,=1.2262,=0.8427,=0.6009,=0.8549,=1.0417,=1.2044,=1.7357,=0.0699,=0.0980,=0.0727,=0.0441,=232
="000063",上证周期,2010-02-03,=0.0142,=4114.9000,=0.0142,=9.2539,=0.7586,=5.4761,=7.1368,=8.5038,=9.4369,=12.4946,=0.9876,=0.5362,=0.6668,=0.8369,=0.9705,=1.1107,=1.4831,=1.6540,=0.9942,=0.8113,=1.0639,=1.2461,=1.4017,=1.7571,=0.0802,=0.1040,=0.0825,=0.0377,=204
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0007,=4086.7400,=0.0177,=9.2626,=0.5686,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8635,=0.4878,=0.5567,=0.7305,=0.8698,=1.1842,=1.3660,=0.9694,=0.4643,=0.5555,=0.7802,=0.9933,=1.3645,=1.5178,,=0.0943,,=0.0575,=25
="980081",价值100,2012-12-28,,,=0.1231,=9.4010,=0.8824,=7.7317,=8.2707,=8.4798,=9.1338,=9.8012,=1.0499,=0.8314,=0.8413,=0.8786,=0.9013,=1.0361,=1.1153,=0.9512,=0.7294,=0.7580,=0.8000,=0.8409,=1.0253,=1.0480,=0.0810,,,=0.0487,=132
="931848",800红利低波,2024-05-21,=0.0019,=3171.4200,=0.0019,=9.4111,=0.7778,=7.4155,=8.0942,=8.8532,=9.4336,=9.7854,=0.9757,=0.8712,=0.7315,=0.8538,=0.9111,=0.9678,=1.0001,=1.3725,=0.7525,=1.1714,=1.2240,=1.3177,=1.3781,=1.5428,=0.0743,,,=0.0435,=96
="931722",国新港股通央企红利,2023-09-13,=-0.0127,=1321.1300,=0.0025,=9.4770,=0.9472,=5.5040,=6.6040,=7.4157,=8.6172,=10.0834,=0.9127,=0.9454,=0.6213,=0.7147,=0.7982,=0.8691,=0.9570,=0.6132,=0.9507,=0.3100,=0.3722,=0.4486,=0.5643,=0.6473,,=0.1085,,=0.0613,=236
="930955",红利低波100,2017-05-26,=0.0019,=11813.3100,=0.0019,=9.5704,=0.8919,=5.0805,=6.0413,=7.3408,=8.4425,=11.5013,=1.0078,=0.8355,=0.5792,=0.6639,=0.8188,=0.9839,=1.3722,=1.2227,=0.7537,=0.5888,=0.7734,=0.9829,=1.2917,=1.7525,=0.0696,=0.1071,=0.0823,=0.0464,=1542
="930608",中证基建,2015-03-31,=0.0053,=8531.0400,=0.0053,=9.7922,=0.3657,=6.6667,=8.6242,=10.6706,=17.8318,=26.6214,=0.8130,=0.1717,=0.6550,=0.8286,=1.1336,=1.6833,=2.2329,=0.2335,=0.2488,=0.1701,=0.2221,=0.3463,=0.5126,=0.7101,=0.0482,=0.0717,=0.0544,=0.0301,=629
="H30356",800价值,2014-06-09,=0.0094,=6709.1000,=0.0094,=9.8541,=0.7830,=6.4024,=7.6720,=9.0070,=9.9462,=13.4784,=1.0168,=0.5797,=0.7030,=0.8593,=0.9839,=1.1866,=1.6287,=1.1045,=0.8488,=0.5868,=0.7355,=0.8767,=1.0475,=1.3738,=0.0743,=0.0930,=0.0741,=0.0388,=19
="931069",中金300,2018-02-14,=0.0127,=5067.9330,=0.0127,=9.9131,=0.6635,=5.9518,=7.4694,=9.2192,=10.5408,=13.6164,=1.0402,=0.4223,=0.7377,=0.9174,=1.1171,=1.3634,=1.8328,=1.4457,=0.9089,=0.6656,=0.8510,=1.1068,=1.2843,=1.7542,=0.0705,=0.1122,=0.0821,=0.0388,=68
="000968",300周期,2010-05-28,=0.0131,=4608.6500,=0.0131,=9.9398,=0.7393,=6.1174,=7.8172,=9.1232,=10.2896,=13.3562,=1.0191,=0.4971,=0.7021,=0.8488,=1.0205,=1.1890,=1.5550,=1.6532,=0.9909,=0.8459,=1.0847,=1.2614,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0356,=95
="932422",A500红利低波,2025-04-09,=0.0015,=3107.8500,=0.0015,=10.0950,=0.4751,=9.5190,=9.9364,=10.1228,=10.2814,=10.5846,=1.0695,=0.9890,=0.9943,=1.0264,=1.0401,=1.0531,=1.0726,=1.3098,=0.0608,=1.2911,=1.4199,=1.4507,=1.4828,=1.5336,,,,=0.0432,=118
="000042",上证央企,2009-03-30,=0.0084,=1826.5900,=0.0084,=10.1184,=0.8299,=6.3284,=7.8865,=9.0877,=10.0001,=12.9577,=1.0365,=0.6347,=0.7230,=0.8874,=0.9896,=1.1204,=1.4812,=1.3274,=0.9959,=0.6569,=0.8569,=0.9728,=1.1107,=1.3891,=0.0743,=0.0973,=0.0775,=0.0374,=377
="000859",国企一带一路,2019-05-16,=0.0134,=1845.9100,=0.0134,=10.1378,=0.0689,=9.4709,=11.1564,=12.6390,=14.6031,=21.0714,=1.0213,=0.0304,=0.9854,=1.2419,=1.4639,=1.7894,=2.1877,=1.1052,=0.9994,=0.4715,=0.5567,=0.7307,=0.8088,=1.1092,=0.0831,=0.1174,=0.0935,=0.0368,=228
="399371",国证价值,2010-01-04,=0.0104,=7277.9500,=0.0104,=10.1480,=0.7652,=6.4728,=7.8374,=9.0979,=10.3171,=13.0475,=1.0355,=0.5564,=0.7249,=0.8967,=1.0117,=1.2449,=1.5675,=1.0724,=0.7776,=0.5764,=0.7536,=0.8693,=1.0955,=1.3812,=0.0722,=0.0912,=0.0751,=0.0405,=102
="399550",央视50,2012-06-06,=0.0266,=8306.7800,=0.0266,=10.1998,=0.8204,=6.8960,=8.2108,=9.1756,=10.1325,=13.0561,=1.0655,=0.3299,=0.8649,=1.0190,=1.2418,=1.4259,=1.8564,=2.1310,=0.9152,=1.3448,=1.6354,=1.7833,=2.0248,=2.5217,=0.0768,=0.1002,=0.0803,=0.0413,=2228
="930723",沪港深F100,2015-08-05,=-0.0039,=5115.3800,=0.0046,=10.2227,=0.8256,=5.4557,=7.5603,=8.8635,=10.1164,=13.1279,=1.0405,=0.6036,=0.6469,=0.8477,=1.0045,=1.1158,=1.4626,=1.3379,=0.8920,=0.6039,=0.8635,=1.0637,=1.2632,=1.6654,,=0.0984,,=0.0391,=149
="000925",基本面50,2009-02-26,=0.0096,=4662.8000,=0.0096,=10.2542,=0.8546,=6.2635,=7.9688,=9.0032,=10.0412,=12.7955,=1.0640,=0.4843,=0.7306,=0.9013,=1.0725,=1.1922,=1.5728,=1.1264,=0.8357,=0.6037,=0.7873,=0.9636,=1.1013,=1.4866,=0.0750,=0.0942,=0.0767,=0.0379,=4496
="950090",50AH优选,2015-12-10,=0.0153,=6330.2000,=0.0236,=10.2932,=0.9197,=6.3188,=7.8931,=8.5745,=9.6847,=13.5010,=1.0922,=0.7216,=0.7914,=0.9465,=1.0228,=1.1247,=1.5403,=1.3885,=0.9966,=0.6574,=0.8435,=0.9437,=1.0459,=1.4194,,=0.1094,,=0.0383,=1969
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0001,=9730.6200,=0.0283,=10.3690,=0.8359,=5.7712,=7.7881,=8.8775,=10.2244,=13.0207,=1.1178,=0.6369,=0.7256,=0.9335,=1.0676,=1.2097,=1.5098,=1.6221,=0.7275,=0.9123,=1.1311,=1.3754,=1.7093,=2.4187,,=0.1200,,=0.0347,=258
="931052",国信价值,2017-12-08,=0.0110,=3489.2712,=0.0110,=10.3728,=0.9780,=5.3831,=6.5588,=7.3463,=8.6062,=10.7705,=1.3881,=0.9883,=0.7343,=0.9096,=1.0232,=1.1347,=1.5208,=1.7473,=0.9724,=0.6105,=0.9338,=1.2069,=1.4240,=2.0196,=0.0941,=0.1244,=0.0834,=0.0441,=464
="930839",港股通高息精选,2016-06-08,=-0.0021,=3498.7700,=0.0146,=10.5031,=0.6192,=4.9918,=7.0772,=9.2567,=13.3795,=31.7979,=1.5228,=0.8043,=0.7294,=0.9243,=1.0625,=1.5021,=4.8768,=1.2577,=0.5239,=0.3418,=0.5547,=1.2313,=1.9236,=6.3245,,=0.1218,,=0.0552,=314
="000056",上证国企,2010-01-04,=0.0174,=1269.0900,=0.0174,=10.5056,=0.7533,=7.2538,=8.8734,=9.6287,=10.7944,=13.3187,=1.2181,=0.8007,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7378,=1,=0.7909,=0.9970,=1.0947,=1.2127,=1.7378,=0.0856,=0.1002,=0.0788,=0.0373,=195
="930846",300SNLV,2016-06-24,=0.0121,=6694.3200,=0.0121,=10.5332,=0.6998,=7.7900,=9.1883,=10.0323,=10.7672,=12.6275,=1.0873,=0.4505,=0.8340,=1.0369,=1.1015,=1.2322,=1.5027,=1.4987,=0.9369,=0.7711,=0.9481,=1.1461,=1.3116,=1.6864,=0.0686,=0.1035,=0.0757,=0.0408,=147
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0016,=13188.2600,=0.0268,=10.6732,=0.8893,=5.5897,=7.7846,=8.5545,=9.7965,=15.8114,=1.1481,=0.7917,=0.6924,=0.8810,=0.9907,=1.1528,=1.7191,=1.5375,=0.9047,=0.6938,=0.9844,=1.0706,=1.3939,=2.0876,,=0.1080,,=0.0336,=91
="000021",180治理,2008-09-10,=0.0173,=1107.0700,=0.0173,=10.6938,=0.8530,=6.3364,=8.4310,=9.6342,=10.4703,=13.6109,=1.1776,=0.7084,=0.7542,=0.9755,=1.0988,=1.2218,=1.5847,=1.4711,=1,=0.6625,=0.8520,=0.9526,=1.1317,=1.4711,=0.0797,=0.1012,=0.0804,=0.0383,=160
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0022,=9148.4700,=0.0263,=10.7369,=0.8910,=5.5897,=7.7855,=8.5630,=9.8042,=15.8114,=1.1527,=0.7982,=0.6924,=0.8808,=0.9921,=1.1534,=1.7191,=1.5439,=0.9085,=0.6938,=0.9853,=1.0711,=1.3954,=2.0876,,=0.1080,,=0.0334,=4694
="931375",300质量低波,2019-11-25,=0.0235,=17355.7600,=0.0235,=10.8403,=0.4420,=6.4946,=8.0984,=11.5892,=13.5946,=22.0532,=1.4239,=0.4258,=0.8054,=1.0699,=1.5874,=2.0951,=3.3245,=1.9312,=0.6721,=1.0044,=1.3089,=1.6258,=2.0985,=2.5370,=0.1077,=0.1378,=0.0968,=0.0279,=96
="H30035",300非银,2012-12-21,=0.0365,=11559.4800,=0.0365,=10.8818,=0.0202,=9.6261,=13.1305,=15.1662,=19.3481,=26.3489,=1.5858,=0.4213,=1.0544,=1.3281,=1.6687,=2.0528,=2.4387,=2.0106,=0.8505,=1.0410,=1.4193,=1.7227,=1.9693,=2.3917,=0.1224,=0.1114,=0.0952,=0.0207,=1089
="931373",股息龙头,2019-11-15,=0.0060,=2800.7000,=0.0060,=10.9025,=0.9711,=5.4295,=6.8313,=8.1709,=9.4061,=11.4004,=1.2102,=0.9570,=0.6697,=0.8412,=0.9895,=1.1101,=1.2586,=1.6134,=1,=0.5706,=0.8061,=0.9626,=1.3436,=1.6134,=0.0792,=0.1085,=0.0840,=0.0403,=316
