指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0037,=1275.4700,=0.2865,=7.6660,=0.8075,=3.6777,=4.8612,=6.5434,=7.6053,=10.6953,=0.7157,=0.5662,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1312,=0.5800,=0.5013,=0.7008,=1.0566,=1.5005,=1.9871,,=0.0974,,=0.0578,=866
="930914",港股通高股息,2016-11-25,=-0.0027,=4917.6476,=0.1588,=7.7794,=0.8252,=3.4280,=4.3884,=5.8096,=7.5908,=11.1979,=0.7359,=0.6933,=0.3979,=0.4989,=0.6042,=0.8594,=1.1764,=1.2116,=0.7967,=0.5144,=0.6884,=0.9123,=1.2171,=2.2126,,=0.1031,,=0.0571,=552
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0068,=3594.9100,=0.2416,=7.7827,=0.9484,=4.9972,=5.5012,=5.9476,=6.9947,=8.3212,=0.7509,=0.9064,=0.5264,=0.5849,=0.6233,=0.7058,=0.8025,=0.8919,=0.9607,=0.5404,=0.5902,=0.6510,=0.7792,=0.9532,,=0.0979,,=0.0523,=96
="399809",保险主题,2015-02-13,=-0.0023,=2667.9000,=0.2053,=7.8303,=0.3207,=5.4537,=6.8119,=10.6726,=15.0228,=22.8725,=0.8801,=0.3409,=0.6352,=0.7669,=1.2340,=1.4853,=1.9794,=2.3015,=0.9778,=0.5239,=0.8689,=1.0929,=1.3143,=2.3772,=0.0826,=0.0985,=0.0781,=0.0371,=1405
="000018",180金融,2007-12-10,=-0.0007,=5940.4100,=0.0969,=7.8833,=0.6554,=5.2016,=6.4226,=7.4770,=8.3000,=10.8609,=0.8379,=0.4076,=0.5902,=0.6966,=0.9177,=1.0783,=1.4199,=2.3898,=0.9070,=1.2355,=1.5826,=1.9106,=2.1576,=2.8772,=0.0787,=0.0991,=0.0776,=0.0372,=754
="932596",港股通红利低波,2016-02-04,,,=0.2138,=7.9012,=0.4714,=7.4451,=7.5604,=7.9382,=8.3001,=8.5745,=0.7192,=0.9286,=0.6528,=0.6630,=0.6978,=0.7088,=0.7309,=1.2901,=0.4714,=1.2161,=1.2350,=1.2964,=1.3647,=1.4099,,,,=0.0538,=30
="000818",细分金融,2012-04-11,=-0.0013,=7383.7300,=0.0882,=8.0090,=0.6217,=5.2356,=6.4985,=7.6687,=8.4792,=10.9951,=0.8508,=0.4035,=0.5930,=0.7010,=0.9335,=1.1044,=1.4303,=2.4453,=0.9041,=1.2689,=1.6360,=1.9651,=2.2130,=2.9111,=0.0780,=0.0967,=0.0768,=0.0364,=4
="H30270",红利价值,2013-12-19,=0.0019,=9532.3500,=0.0057,=8.0143,=0.7729,=4.4543,=5.4037,=6.7073,=8.8486,=13.0955,=0.8333,=0.6508,=0.5256,=0.6470,=0.7537,=1.2672,=1.7317,=1.6166,=1,=0.5854,=0.8034,=0.9866,=1.2282,=1.6166,=0.0710,=0.0973,=0.0746,=0.0426,=122
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0034,=4644.3200,=0.2789,=8.0493,=0.9577,=4.2457,=4.6737,=5.6146,=7.3103,=8.5630,=0.7383,=0.9295,=0.4429,=0.4936,=0.5696,=0.7002,=0.7859,=1.0431,=0.9373,=0.6036,=0.6670,=0.8588,=0.9753,=1.1099,,=0.0975,,=0.0608,=60
="931157",SHS红利成长LV,2019-04-25,=-0.0008,=7454.3052,=0.0812,=8.0811,=0.7322,=4.1261,=5.5481,=6.8169,=8.3755,=11.5318,=0.8224,=0.5640,=0.5154,=0.6209,=0.8009,=0.9385,=1.5888,=1.5957,=0.9994,=0.5018,=0.6991,=0.9809,=1.3306,=1.6014,,=0.1050,,=0.0489,=213
="931024",港股通非银,2017-11-06,=-0.0092,=4293.5939,=0.4773,=8.2207,=0.1163,=6.7549,=8.8405,=11.5192,=13.4108,=22.4310,=1.1810,=0.7202,=0.6237,=0.8430,=1.0374,=1.2203,=1.7592,=1.3906,=0.9334,=0.5870,=0.8701,=0.9999,=1.1819,=2.2002,,=0.1307,,=0.0311,=147
="000914",300金融,2007-07-02,=-0.0011,=6717.8800,=0.0755,=8.2998,=0.6752,=5.2769,=6.6035,=7.7824,=8.5959,=11.3863,=0.8463,=0.3915,=0.5962,=0.7048,=0.9549,=1.1464,=1.4919,=2.2832,=0.9197,=1.1210,=1.4313,=1.8124,=2.0450,=2.7052,=0.0752,=0.0912,=0.0734,=0.0360,=333
="000151",上国红利,2012-07-20,=-0.0027,=1527.6800,=-0.0561,=8.3824,=0.9555,=4.5075,=5.3671,=6.8302,=7.5145,=10.0345,=0.7920,=0.5480,=0.5268,=0.6196,=0.7569,=0.9711,=1.3272,=1.0695,=0.4508,=0.6026,=0.8954,=1.1282,=1.3130,=1.6854,=0.0643,=0.0941,=0.0692,=0.0506,=158
="000029",180价值,2009-01-09,=0,=4453.1800,=0.0601,=8.4676,=0.7966,=5.6894,=6.9094,=7.8633,=8.4809,=10.8138,=0.8546,=0.4302,=0.6666,=0.8069,=0.8722,=1.0702,=1.4433,=1.1019,=0.8925,=0.6198,=0.7826,=0.9443,=1.0563,=1.4032,=0.0706,=0.0955,=0.0778,=0.0423,=547
="H30269",红利低波,2013-12-19,=0.0001,=11240,=0.0044,=8.5003,=0.7913,=4.5638,=5.5488,=6.7471,=9.4763,=14.4342,=0.8903,=0.5945,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.6442,=1,=0.6111,=0.8850,=1.0985,=1.4088,=1.6442,=0.0719,=0.1026,=0.0729,=0.0433,=3139
="H50040",上红低波,2014-03-21,=-0.0003,=11027,=0.0306,=8.5270,=0.7962,=4.6938,=5.9513,=6.9471,=9.6317,=14.3118,=0.8811,=0.5784,=0.5647,=0.6911,=0.8389,=1.3563,=1.8756,=1.6603,=1,=0.6380,=0.8693,=1.2019,=1.3864,=1.6603,=0.0726,=0.1018,=0.0748,=0.0428,=305
="000922",中证红利,2008-05-26,=0.0009,=5503.9800,=-0.0139,=8.5500,=0.8016,=5.1762,=6.0261,=7.6528,=8.5331,=11.2156,=0.8659,=0.4940,=0.5911,=0.7113,=0.8713,=1.1126,=1.4999,=1.2760,=0.8983,=0.6332,=0.7731,=1.0381,=1.1979,=1.7101,=0.0685,=0.0960,=0.0701,=0.0453,=19177
="000015",红利指数,2005-01-04,=-0.0018,=3037.6200,=-0.0514,=8.5918,=0.9407,=4.6646,=5.5109,=7.0911,=7.9151,=10.4439,=0.8542,=0.5924,=0.5525,=0.6399,=0.7661,=1.0232,=1.3875,=1.4615,=0.9473,=0.7277,=0.8915,=1.1060,=1.3051,=1.6890,=0.0663,=0.0968,=0.0697,=0.0444,=13929
="000934",中证金融,2009-07-03,=-0.0014,=6269.2100,=0.0713,=8.6106,=0.7081,=5.7083,=6.8952,=8.0185,=8.8699,=11.5527,=0.8575,=0.3890,=0.6117,=0.7182,=0.9603,=1.1626,=1.5017,=2.2700,=0.9280,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0351,=1131
="399995",基建工程,2015-03-12,=0.0025,=3906.4600,=0.0326,=8.7371,=0.6002,=5.8673,=7.3449,=8.2832,=13.0928,=18.8590,=0.6940,=0.0856,=0.5815,=0.7511,=0.9197,=1.5529,=2.1834,=0.1871,=0.3026,=0.1368,=0.1788,=0.2094,=0.3700,=0.5478,=0.0443,=0.0702,=0.0519,=0.0297,=2654
="931130",红利成长低波,2018-12-04,=0.0008,=23715.0700,=0.0108,=8.7704,=0.8008,=4.4465,=5.5469,=7.5951,=8.7702,=11.5512,=0.8947,=0.4496,=0.5279,=0.6220,=0.9094,=1.0375,=1.5803,=1.9553,=0.8090,=0.3109,=0.8090,=1.3013,=1.9140,=2.5957,=0.0669,=0.1158,=0.0589,=0.0425,=109
="000821",300红利,2012-07-20,=0.0004,=6672.2300,=0.0157,=8.7726,=0.8847,=4.9998,=6.1945,=7.5485,=8.3174,=10.9286,=0.8921,=0.5204,=0.5725,=0.7149,=0.8840,=1.0831,=1.4919,=1.4283,=0.9481,=0.6098,=0.7997,=1.0571,=1.2721,=1.6963,=0.0718,=0.0978,=0.0729,=0.0450,=949
="931446",东证红利低波,2020-04-21,=0.0002,=3442.7600,=-0.0089,=8.7788,=0.8872,=5.1478,=6.1455,=6.9108,=8.5384,=11.0216,=0.8672,=0.7699,=0.5884,=0.6899,=0.7528,=0.8811,=1.2481,=1.5927,=0.9993,=0.5909,=0.7479,=0.8636,=1.1951,=1.5952,=0.0722,=0.0935,=0.0745,=0.0427,=590
="000992",全指金融,2011-08-02,=-0.0009,=5988.1500,=0.0711,=8.8111,=0.7262,=5.9310,=7.1035,=8.1855,=9.0286,=11.6339,=0.8592,=0.3878,=0.6188,=0.7236,=0.9692,=1.1800,=1.5107,=2.2424,=0.8991,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0346,=2666
="000824",国企红利,2012-07-20,=-0.0002,=2121.1000,=-0.0045,=8.8706,=0.9411,=4.8847,=5.9432,=7.3221,=8.2075,=10.7823,=0.8878,=0.5838,=0.5610,=0.6881,=0.8282,=1.0608,=1.4469,=1.3058,=0.8823,=0.5370,=0.7018,=0.9868,=1.2120,=1.6834,=0.0703,=0.0950,=0.0723,=0.0457,=878
="931644",800红利,2024-03-15,=-0.0011,=2552.2200,=0.0249,=9.0198,=0.7895,=6.4729,=7.2172,=8.0722,=9.0305,=9.4757,=0.9142,=0.8398,=0.7001,=0.7602,=0.8497,=0.9078,=0.9431,=1.3256,=1,=0.8423,=0.9149,=1.0931,=1.2534,=1.3256,=0.0724,,,=0.0451,=22
="399373",大盘价值,2010-01-04,=-0.0013,=8573.8400,=0.0619,=9.0777,=0.7950,=5.4746,=6.8624,=8.3080,=9.0892,=11.9914,=0.9636,=0.5204,=0.6410,=0.8034,=0.9553,=1.1423,=1.5001,=1.1671,=0.8683,=0.5920,=0.7822,=0.9285,=1.1241,=1.4541,=0.0742,=0.0969,=0.0767,=0.0438,=317
="932305",智选高股息,2024-09-30,=0.0051,=11159.9100,=0.0529,=9.1573,=0.8849,=7.0143,=7.4344,=8.2240,=8.4648,=9.6067,=1.0525,=0.6349,=0.8750,=0.9176,=1.0351,=1.0750,=1.1156,=0.7574,=0.3816,=0.7106,=0.7277,=0.7861,=1.2824,=1.3342,=0.0585,,,=0.0715,=146
="930740",300红利LV,2018-12-04,=0.0003,=7169.1000,=-0.0546,=9.1735,=0.9208,=5.4153,=6.7896,=7.4523,=8.4044,=9.6903,=0.9568,=0.8381,=0.6159,=0.7650,=0.8497,=0.9447,=1.0604,=1.3978,=0.7507,=0.6725,=0.8504,=1.0713,=1.5179,=1.9253,=0.0724,=0.1016,=0.0768,=0.0437,=525
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0075,=4015.5000,=0.0620,=9.1758,=0.5491,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8554,=0.4663,=0.5567,=0.7305,=0.8707,=1.1844,=1.3660,=0.9603,=0.4444,=0.5555,=0.7802,=0.9936,=1.3645,=1.5178,,=0.0943,,=0.0580,=25
="000919",300价值,2008-01-21,=0,=5318.4500,=0.0641,=9.1810,=0.7834,=5.9577,=7.3294,=8.4223,=9.2259,=12.2376,=0.9575,=0.5315,=0.6917,=0.8498,=0.9481,=1.1543,=1.5388,=1.1353,=0.8814,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0404,=4260
="000063",上证周期,2010-02-03,=0.0039,=4057.4800,=0.1789,=9.2350,=0.7546,=5.4761,=7.1368,=8.5044,=9.4369,=12.4946,=0.9856,=0.5307,=0.6668,=0.8369,=0.9706,=1.1109,=1.4831,=1.6506,=0.9938,=0.8113,=1.0639,=1.2461,=1.4012,=1.7571,=0.0802,=0.1040,=0.0825,=0.0377,=204
="000825",央企红利,2012-07-20,=0.0022,=3453.4100,=0.0568,=9.3209,=0.9802,=4.7369,=6.0989,=7.3072,=8.2429,=10.5687,=0.9277,=0.6505,=0.5507,=0.6916,=0.8603,=1.0073,=1.3929,=1.2382,=0.8637,=0.6009,=0.8549,=1.0418,=1.2043,=1.7357,=0.0699,=0.0980,=0.0727,=0.0437,=231
="931848",800红利低波,2024-05-21,=0.0001,=3165.4000,=-0.0219,=9.4363,=0.8025,=7.4155,=8.0942,=8.8527,=9.4336,=9.7854,=0.9783,=0.8962,=0.7315,=0.8538,=0.9110,=0.9677,=1.0001,=1.3762,=0.7823,=1.1714,=1.2240,=1.3173,=1.3781,=1.5428,=0.0743,,,=0.0434,=93
="980081",价值100,2012-12-28,,,=0.1251,=9.4674,=0.9055,=7.7317,=8.2707,=8.4779,=9.0601,=9.8012,=1.0573,=0.8504,=0.8413,=0.8786,=0.9005,=1.0349,=1.1153,=0.9579,=0.7362,=0.7580,=0.8000,=0.8402,=1.0253,=1.0480,=0.0810,,,=0.0483,=132
="931722",国新港股通央企红利,2023-09-13,=-0.0053,=1317.8100,=0.1133,=9.4748,=0.9470,=5.5040,=6.5844,=7.4132,=8.6162,=10.0834,=0.9125,=0.9470,=0.6213,=0.7143,=0.7980,=0.8681,=0.9570,=0.6131,=0.9523,=0.3100,=0.3703,=0.4484,=0.5640,=0.6473,,=0.1085,,=0.0586,=235
="930955",红利低波100,2017-05-26,=-0.0014,=11791.3100,=-0.0071,=9.5878,=0.8933,=5.0805,=6.0413,=7.3402,=8.4412,=11.5013,=1.0096,=0.8402,=0.5792,=0.6639,=0.8188,=0.9832,=1.3722,=1.2249,=0.7545,=0.5888,=0.7734,=0.9829,=1.2917,=1.7525,=0.0696,=0.1071,=0.0823,=0.0463,=1522
="930608",中证基建,2015-03-31,=0.0005,=8486.3700,=0.0603,=9.7440,=0.3602,=6.6667,=8.6242,=10.6759,=17.8561,=26.6214,=0.8090,=0.1622,=0.6550,=0.8287,=1.1339,=1.6849,=2.2329,=0.2324,=0.2433,=0.1701,=0.2221,=0.3463,=0.5132,=0.7101,=0.0482,=0.0717,=0.0544,=0.0302,=628
="H30356",800价值,2014-06-09,=0.0002,=6646.4200,=0.0802,=9.8332,=0.7779,=6.4024,=7.6720,=9.0066,=9.9462,=13.4784,=1.0146,=0.5740,=0.7030,=0.8593,=0.9839,=1.1866,=1.6287,=1.1021,=0.8469,=0.5868,=0.7355,=0.8766,=1.0474,=1.3738,=0.0743,=0.0930,=0.0741,=0.0389,=19
="931069",中金300,2018-02-14,=-0.0008,=5004.4200,=0.1636,=9.8374,=0.6471,=5.9518,=7.4694,=9.2189,=10.5408,=13.6164,=1.0322,=0.4063,=0.7377,=0.9174,=1.1173,=1.3634,=1.8328,=1.4346,=0.9058,=0.6656,=0.8510,=1.1068,=1.2842,=1.7542,=0.0705,=0.1122,=0.0821,=0.0391,=67
="000968",300周期,2010-05-28,=0.0037,=4548.9100,=0.1550,=9.9101,=0.7328,=6.1174,=7.8172,=9.1233,=10.2896,=13.3562,=1.0161,=0.4924,=0.7021,=0.8488,=1.0206,=1.1892,=1.5550,=1.6482,=0.9901,=0.8459,=1.0847,=1.2615,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0357,=95
="399550",央视50,2012-06-06,=0.0021,=8091.7400,=0.1022,=10.0872,=0.7867,=6.8960,=8.2108,=9.1721,=10.1323,=13.0561,=1.0537,=0.3047,=0.8649,=1.0190,=1.2421,=1.4259,=1.8564,=2.1075,=0.8831,=1.3448,=1.6354,=1.7831,=2.0242,=2.5217,=0.0768,=0.1002,=0.0803,=0.0417,=2228
="000042",上证央企,2009-03-30,=0.0011,=1811.3800,=0.0180,=10.1187,=0.8300,=6.3284,=7.8865,=9.0883,=9.9978,=12.9577,=1.0366,=0.6340,=0.7230,=0.8874,=0.9898,=1.1208,=1.4812,=1.3274,=0.9959,=0.6569,=0.8569,=0.9728,=1.1106,=1.3891,=0.0743,=0.0973,=0.0775,=0.0374,=377
="932422",A500红利低波,2025-04-09,=0.0010,=3103.0500,,=10.1249,=0.5000,=9.5190,=9.9364,=10.1249,=10.2814,=10.5846,=1.0727,=1,=0.9943,=1.0264,=1.0401,=1.0530,=1.0727,=1.3137,=0.0667,=1.2911,=1.4203,=1.4512,=1.4828,=1.5336,,,,=0.0430,=117
="930723",沪港深F100,2015-08-05,=-0.0019,=5091.9554,=0.0942,=10.1273,=0.8042,=5.4557,=7.5603,=8.8601,=10.1140,=13.1279,=1.0308,=0.5740,=0.6469,=0.8477,=1.0045,=1.1158,=1.4626,=1.3255,=0.8845,=0.6039,=0.8635,=1.0637,=1.2617,=1.6654,,=0.0984,,=0.0391,=149
="399371",国证价值,2010-01-04,=-0.0001,=7203.2600,=0.1047,=10.1374,=0.7616,=6.4728,=7.8374,=9.0982,=10.3237,=13.0475,=1.0344,=0.5521,=0.7249,=0.8967,=1.0118,=1.2451,=1.5675,=1.0712,=0.7752,=0.5764,=0.7536,=0.8694,=1.0965,=1.3812,=0.0722,=0.0912,=0.0751,=0.0406,=101
="950090",50AH优选,2015-12-10,=-0.0049,=6184.0500,=0.2120,=10.1465,=0.9015,=6.3188,=7.8909,=8.5718,=9.6812,=13.5010,=1.0766,=0.6705,=0.7914,=0.9464,=1.0226,=1.1247,=1.5403,=1.3687,=0.9912,=0.6574,=0.8435,=0.9435,=1.0455,=1.4194,,=0.1094,,=0.0388,=1969
="000859",国企一带一路,2019-05-16,=0.0071,=1821.4800,=0.1193,=10.1747,=0.0726,=9.4709,=11.1564,=12.6451,=14.6031,=21.0714,=1.0250,=0.0348,=0.9854,=1.2427,=1.4640,=1.7894,=2.1877,=1.1092,=1,=0.4715,=0.5567,=0.7305,=0.8087,=1.1092,=0.0831,=0.1174,=0.0935,=0.0366,=226
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0076,=9462.6000,=0.2458,=10.1752,=0.7888,=5.7712,=7.7881,=8.8724,=10.2234,=13.0207,=1.0969,=0.5845,=0.7256,=0.9335,=1.0676,=1.2097,=1.5098,=1.5918,=0.6950,=0.9123,=1.1309,=1.3740,=1.7093,=2.4187,,=0.1200,,=0.0344,=257
="000925",基本面50,2009-02-26,=-0.0023,=4618.3400,=0.0149,=10.1906,=0.8353,=6.2635,=7.9688,=9.0032,=10.0407,=12.7955,=1.0574,=0.4706,=0.7306,=0.9013,=1.0734,=1.1927,=1.5728,=1.1194,=0.8259,=0.6037,=0.7873,=0.9637,=1.1011,=1.4866,=0.0750,=0.0942,=0.0767,=0.0382,=4494
="931052",国信价值,2017-12-08,=0.0003,=3451.4600,=0.1292,=10.2785,=0.9739,=5.3831,=6.5576,=7.3456,=8.6062,=10.7705,=1.3755,=0.9862,=0.7343,=0.9096,=1.0231,=1.1347,=1.5208,=1.7314,=0.9688,=0.6105,=0.9333,=1.2069,=1.4240,=2.0196,=0.0941,=0.1244,=0.0834,=0.0444,=462
="930839",港股通高息精选,2016-06-08,=-0.0051,=3448.4700,=0.1909,=10.3260,=0.5973,=4.9918,=7.0772,=9.2552,=13.3795,=31.7979,=1.4972,=0.7991,=0.7294,=0.9243,=1.0624,=1.4988,=4.8768,=1.2365,=0.5045,=0.3418,=0.5547,=1.2309,=1.9236,=6.3245,,=0.1218,,=0.0561,=312
="H30035",300非银,2012-12-21,=-0.0041,=11152.7500,=0.1109,=10.4548,=0.0136,=9.6261,=13.1306,=15.1659,=19.3481,=26.3489,=1.5236,=0.3602,=1.0544,=1.3281,=1.6694,=2.0533,=2.4387,=1.9317,=0.7575,=1.0410,=1.4193,=1.7228,=1.9694,=2.3917,=0.1224,=0.1114,=0.0952,=0.0215,=1088
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0086,=12844.4700,=0.2266,=10.4550,=0.8719,=5.5897,=7.7830,=8.5532,=9.7894,=15.8114,=1.1246,=0.7648,=0.6924,=0.8810,=0.9905,=1.1525,=1.7191,=1.5059,=0.8842,=0.6938,=0.9840,=1.0702,=1.3926,=2.0876,,=0.1080,,=0.0343,=91
="000056",上证国企,2010-01-04,=0.0026,=1247.3400,=0.1041,=10.4565,=0.7415,=7.2538,=8.8734,=9.6289,=10.7944,=13.3187,=1.2124,=0.7888,=0.8518,=1.0315,=1.1223,=1.2179,=1.5455,=1.7297,=1,=0.7909,=0.9970,=1.0947,=1.2126,=1.7297,=0.0856,=0.1002,=0.0788,=0.0375,=195
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0086,=8913.6800,=0.2227,=10.5253,=0.8751,=5.5897,=7.7830,=8.5618,=9.7980,=15.8114,=1.1300,=0.7677,=0.6924,=0.8808,=0.9919,=1.1531,=1.7191,=1.5135,=0.8857,=0.6938,=0.9850,=1.0708,=1.3943,=2.0876,,=0.1080,,=0.0333,=4690
="930846",300SNLV,2016-06-24,=-0.0009,=6614.6000,=0.0331,=10.5336,=0.7005,=7.7900,=9.1883,=10.0323,=10.7672,=12.6275,=1.0873,=0.4503,=0.8340,=1.0369,=1.1015,=1.2322,=1.5027,=1.4987,=0.9373,=0.7711,=0.9481,=1.1460,=1.3115,=1.6864,=0.0686,=0.1035,=0.0757,=0.0407,=147
="931375",300质量低波,2019-11-25,=0.0037,=16958.0600,=0.2086,=10.6303,=0.4288,=6.4946,=8.0984,=11.5906,=13.5946,=22.0532,=1.3963,=0.4247,=0.8054,=1.0699,=1.5874,=2.0951,=3.3245,=1.8938,=0.6678,=1.0044,=1.3089,=1.6251,=2.0985,=2.5370,=0.1077,=0.1378,=0.0968,=0.0284,=96
="000021",180治理,2008-09-10,=0.0024,=1088.2000,=0.0936,=10.6484,=0.8419,=6.3364,=8.4310,=9.6344,=10.4692,=13.6109,=1.1726,=0.7019,=0.7542,=0.9755,=1.0990,=1.2220,=1.5847,=1.4649,=1,=0.6625,=0.8520,=0.9528,=1.1315,=1.4649,=0.0797,=0.1012,=0.0804,=0.0385,=160
="000048",责任指数,2009-08-05,=-0.0019,=1475.5800,=0.0469,=10.8127,=0.6007,=7.8628,=9.5558,=10.5212,=11.7755,=14.1982,=1.2621,=0.3837,=0.9056,=1.1438,=1.3155,=1.4451,=1.7866,=0.9865,=0.9481,=0.5718,=0.6943,=0.7958,=0.9029,=1.0691,=0.0853,=0.1000,=0.0831,=0.0411,=121
