指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0260,=2961.1300,=0.0641,=7.7826,=0.9987,=3.7550,=5.0309,=5.7499,=6.5936,=7.8564,=0.7929,=0.9867,=0.4590,=0.5762,=0.6346,=0.7168,=0.8175,=1.1964,=0.9987,=0.5101,=0.6864,=0.7879,=0.8873,=1.2090,,=0.1015,,=0.0514,=250
="000914",300金融,2007-07-02,=-0.0048,=6362.7500,=-0.0529,=7.8216,=0.5082,=5.2769,=6.6035,=7.7947,=8.5959,=11.3863,=0.7991,=0.3155,=0.5962,=0.7048,=0.9448,=1.1423,=1.4919,=2.1517,=0.8596,=1.1210,=1.4313,=1.8124,=2.0538,=2.7052,=0.0752,=0.0912,=0.0734,=0.0382,=334
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0200,=4754,=0.0640,=7.8670,=0.8955,=3.5572,=4.6217,=5.9105,=7.0432,=9.5068,=0.6974,=0.6936,=0.3828,=0.4838,=0.5718,=0.8206,=1.1073,=1.0451,=0.6425,=0.4386,=0.6435,=0.8348,=1.4362,=2.0623,,=0.0870,,=0.0551,=1283
="000151",上国红利,2012-07-20,=0.0203,=1558.7200,=0.0203,=7.9963,=0.8657,=4.5075,=5.3671,=6.8457,=7.5401,=10.0345,=0.7563,=0.5004,=0.5268,=0.6196,=0.7561,=0.9686,=1.3272,=1.0202,=0.3748,=0.6026,=0.8954,=1.1230,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0528,=166
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0234,=1367.6900,=0.0723,=8.0283,=0.8595,=3.6777,=4.8612,=6.5709,=7.6397,=10.6953,=0.7495,=0.6210,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1794,=0.6409,=0.5013,=0.7008,=1.0600,=1.5005,=1.9871,,=0.0974,,=0.0548,=880
="H30269",红利低波,2013-12-19,=0.0023,=11016.8900,=-0.0198,=8.0961,=0.7442,=4.5638,=5.5488,=6.7549,=9.4763,=14.4342,=0.8497,=0.5622,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.5660,=0.9823,=0.6111,=0.8850,=1.0984,=1.4100,=1.6442,=0.0719,=0.1026,=0.0729,=0.0455,=3341
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0264,=2683.4600,=0.0830,=8.1106,=0.9987,=3.8979,=4.9357,=5.7799,=7.0528,=8.1550,=0.7336,=0.9428,=0.4277,=0.5146,=0.5711,=0.6610,=0.8197,=1.2490,=0.9610,=0.5333,=0.6931,=0.8621,=1.0944,=1.3442,,=0.0939,,=0.0526,=447
="H50040",上红低波,2014-03-21,=0.0064,=10929.3500,=-0.0089,=8.1270,=0.7516,=4.6938,=5.9513,=6.9592,=9.6317,=14.3118,=0.8414,=0.5091,=0.5647,=0.6911,=0.8382,=1.3563,=1.8756,=1.5824,=0.9819,=0.6380,=0.8693,=1.2018,=1.3886,=1.6603,=0.0726,=0.1018,=0.0748,=0.0449,=312
="931157",SHS红利成长LV,2019-04-25,=0.0053,=7547.6700,=0.0125,=8.1475,=0.7474,=4.1261,=5.5570,=6.8333,=8.3623,=11.5318,=0.8309,=0.6015,=0.5154,=0.6214,=0.8031,=0.9345,=1.5888,=1.6083,=0.9994,=0.5018,=0.7010,=0.9988,=1.3460,=1.6109,,=0.1050,,=0.0485,=230
="000029",180价值,2009-01-09,=0.0015,=4277.8700,=-0.0394,=8.1827,=0.6825,=5.6894,=6.9094,=7.8684,=8.4788,=10.8138,=0.8273,=0.2867,=0.6666,=0.8069,=0.8694,=1.0683,=1.4433,=1.0648,=0.8163,=0.6198,=0.7826,=0.9444,=1.0586,=1.4032,=0.0706,=0.0955,=0.0778,=0.0438,=550
="000934",中证金融,2009-07-03,=-0.0034,=5995.7000,=-0.0436,=8.1898,=0.5478,=5.7083,=6.8952,=8.0378,=8.8699,=11.5527,=0.8159,=0.3299,=0.6117,=0.7182,=0.9506,=1.1593,=1.5017,=2.1590,=0.8641,=1.1467,=1.4503,=1.8026,=2.0464,=2.6696,=0.0733,=0.0882,=0.0717,=0.0369,=1135
="930914",港股通高股息,2016-11-25,=0.0257,=5176.7800,=0.0527,=8.2121,=0.8616,=3.4280,=4.3964,=5.8236,=7.6451,=11.1979,=0.7769,=0.7365,=0.3979,=0.4995,=0.6060,=0.8579,=1.1764,=1.2795,=0.8267,=0.5144,=0.6906,=0.9136,=1.2184,=2.2126,,=0.1031,,=0.0541,=591
="931130",红利成长低波,2018-12-04,=0.0021,=23334.7600,=-0.0160,=8.2460,=0.6657,=4.4465,=5.5569,=7.6223,=8.7526,=11.5512,=0.8430,=0.3522,=0.5279,=0.6222,=0.9079,=1.0365,=1.5803,=1.8384,=0.7816,=0.3109,=0.8095,=1.3077,=1.9180,=2.5957,=0.0669,=0.1158,=0.0589,=0.0452,=114
="931446",东证红利低波,2020-04-21,=0.0052,=3430.1200,=-0.0037,=8.2521,=0.7568,=5.1478,=6.1481,=6.9916,=8.5460,=11.0216,=0.8168,=0.6982,=0.5884,=0.6915,=0.7547,=0.8786,=1.2481,=1.4971,=0.9788,=0.5909,=0.7487,=0.8694,=1.2038,=1.5979,=0.0722,=0.0935,=0.0745,=0.0454,=639
="000922",中证红利,2008-05-26,=0.0156,=5687.3200,=0.0333,=8.2624,=0.7286,=5.1762,=6.0261,=7.6534,=8.5296,=11.2156,=0.8386,=0.4617,=0.5911,=0.7113,=0.8655,=1.1106,=1.4999,=1.2331,=0.8365,=0.6332,=0.7731,=1.0387,=1.2028,=1.7101,=0.0685,=0.0960,=0.0701,=0.0468,=19362
="932596",港股通红利低波,2016-02-04,=0.0260,=4162.8400,=0.0732,=8.3058,=0.8764,=7.4451,=7.6578,=7.9221,=8.2718,=8.5745,=0.7561,=1,=0.6528,=0.6739,=0.7051,=0.7170,=0.7561,=1.3568,=0.7978,=1.2161,=1.2509,=1.2941,=1.3568,=1.4099,,,,=0.0524,=44
="000015",红利指数,2005-01-04,=0.0186,=3128.6800,=0.0300,=8.3103,=0.8950,=4.6646,=5.5109,=7.0898,=7.9313,=10.4439,=0.8266,=0.5853,=0.5525,=0.6399,=0.7661,=1.0213,=1.3875,=1.4136,=0.9205,=0.7277,=0.8915,=1.1112,=1.3093,=1.6890,=0.0663,=0.0968,=0.0697,=0.0458,=13984
="000992",全指金融,2011-08-02,=-0.0031,=5746.6400,=-0.0403,=8.3883,=0.5585,=5.9310,=7.1035,=8.2071,=9.0286,=11.6339,=0.8187,=0.3299,=0.6188,=0.7236,=0.9589,=1.1755,=1.5107,=2.1367,=0.8538,=1.1568,=1.4434,=1.8068,=2.0491,=2.6668,=0.0717,=0.0849,=0.0695,=0.0363,=2673
="000821",300红利,2012-07-20,=0.0051,=6524.9400,=-0.0221,=8.3968,=0.8175,=4.9998,=6.1945,=7.5508,=8.3384,=10.9286,=0.8556,=0.4530,=0.5725,=0.7149,=0.8812,=1.0813,=1.4919,=1.3671,=0.9003,=0.6098,=0.7997,=1.0581,=1.2803,=1.6963,=0.0718,=0.0978,=0.0729,=0.0470,=955
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0345,=3924.3800,=0.0916,=8.4305,=1,=4.9972,=5.5151,=5.9726,=7.2904,=8.4305,=0.8154,=1,=0.5264,=0.5872,=0.6242,=0.7224,=0.8154,=1.0098,=1,=0.5404,=0.5906,=0.6535,=0.8146,=1.0098,,=0.0979,,=0.0484,=100
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0252,=4999.8000,=0.0765,=8.5102,=0.9970,=4.2457,=4.6778,=5.6685,=7.3771,=8.5630,=0.7804,=0.9970,=0.4429,=0.4943,=0.5713,=0.7131,=0.7859,=1.0960,=0.9970,=0.6036,=0.6683,=0.8620,=0.9815,=1.1099,,=0.0975,,=0.0571,=67
="000824",国企红利,2012-07-20,=0.0161,=2169.1400,=0.0226,=8.5562,=0.8554,=4.8847,=5.9432,=7.3272,=8.2311,=10.7823,=0.8579,=0.5362,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2595,=0.8390,=0.5370,=0.7018,=0.9868,=1.2170,=1.6834,=0.0703,=0.0950,=0.0723,=0.0474,=886
="931644",800红利,2024-03-15,=0.0135,=2619.7100,=0.0264,=8.6939,=0.6923,=6.4729,=7.2269,=8.1075,=9.0212,=9.4757,=0.8827,=0.7011,=0.7001,=0.7640,=0.8522,=0.9070,=0.9431,=1.2777,=0.8791,=0.8423,=0.9182,=1.0986,=1.2575,=1.3255,=0.0724,,,=0.0468,=24
="399373",大盘价值,2010-01-04,=-0.0001,=8278.5000,=-0.0344,=8.7851,=0.6647,=5.4746,=6.8624,=8.3161,=9.0892,=11.9914,=0.9342,=0.4596,=0.6410,=0.8034,=0.9539,=1.1408,=1.5001,=1.1295,=0.8056,=0.5920,=0.7822,=0.9285,=1.1260,=1.4541,=0.0742,=0.0969,=0.0767,=0.0453,=320
="930740",300红利LV,2018-12-04,=0.0035,=7045.0400,=-0.0173,=8.7873,=0.8553,=5.4153,=6.7934,=7.4608,=8.4378,=9.6903,=0.9183,=0.7233,=0.6159,=0.7658,=0.8511,=0.9447,=1.0604,=1.3390,=0.7274,=0.6725,=0.8520,=1.0727,=1.5170,=1.9253,=0.0724,=0.1016,=0.0768,=0.0457,=541
="000919",300价值,2008-01-21,=0.0021,=5237.0800,=-0.0153,=8.9794,=0.7261,=5.9577,=7.3294,=8.4263,=9.2279,=12.2376,=0.9380,=0.4708,=0.6917,=0.8498,=0.9465,=1.1524,=1.5388,=1.1104,=0.8365,=0.6314,=0.7862,=0.9061,=1.0933,=1.3421,=0.0754,=0.0956,=0.0764,=0.0413,=4271
="000825",央企红利,2012-07-20,=0.0122,=3499.4700,=0.0133,=8.9856,=0.9333,=4.7369,=6.0989,=7.3069,=8.2590,=10.5687,=0.8956,=0.5758,=0.5507,=0.6916,=0.8603,=1.0042,=1.3929,=1.1937,=0.7784,=0.6009,=0.8549,=1.0437,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0453,=246
="931024",港股通非银,2017-11-06,=0.0172,=4729.3000,=0.1015,=8.9885,=0.2304,=6.7549,=8.8090,=11.4886,=13.4037,=22.4310,=1.2913,=0.8833,=0.6237,=0.8440,=1.0391,=1.2233,=1.7592,=1.5205,=0.9887,=0.5870,=0.8708,=1.0027,=1.1876,=2.2002,,=0.1307,,=0.0285,=155
="931848",800红利低波,2024-05-21,=0.0052,=3178.0700,=0.0040,=9.0953,=0.6102,=7.4155,=8.1104,=8.8893,=9.4221,=9.7854,=0.9445,=0.6755,=0.7315,=0.8557,=0.9126,=0.9678,=1.0001,=1.3264,=0.5061,=1.1714,=1.2255,=1.3221,=1.3776,=1.5428,=0.0743,,,=0.0450,=103
="000063",上证周期,2010-02-03,=0.0122,=4099.8400,=0.0104,=9.1471,=0.7245,=5.4761,=7.1368,=8.5166,=9.4369,=12.4946,=0.9778,=0.5165,=0.6668,=0.8369,=0.9687,=1.1091,=1.4831,=1.6349,=0.9860,=0.8113,=1.0639,=1.2463,=1.4106,=1.7571,=0.0802,=0.1040,=0.0825,=0.0381,=204
="399995",基建工程,2015-03-12,=0.0099,=4172.7200,=0.0682,=9.2537,=0.6680,=5.8673,=7.3449,=8.2814,=12.9932,=18.8590,=0.7346,=0.1903,=0.5815,=0.7426,=0.9171,=1.5166,=2.1834,=0.1981,=0.4007,=0.1368,=0.1788,=0.2078,=0.3657,=0.5478,=0.0443,=0.0702,=0.0519,=0.0281,=2661
="932305",智选高股息,2024-09-30,=0.0164,=11942.7800,=0.0702,=9.2553,=0.9006,=7.0143,=7.4433,=8.2559,=8.8306,=9.6067,=1.0628,=0.7081,=0.8750,=0.9186,=1.0387,=1.0750,=1.1156,=0.7655,=0.4472,=0.7106,=0.7281,=0.7747,=1.2820,=1.3342,=0.0585,,,=0.0704,=176
="930955",红利低波100,2017-05-26,=0.0058,=11853.8800,=0.0053,=9.2889,=0.8767,=5.0805,=6.0445,=7.3554,=8.4747,=11.5013,=0.9803,=0.7946,=0.5792,=0.6646,=0.8200,=0.9866,=1.3722,=1.1867,=0.7011,=0.5888,=0.7738,=0.9836,=1.2888,=1.7525,=0.0696,=0.1071,=0.0823,=0.0478,=1650
="399550",央视50,2012-06-06,=-0.0035,=8257.1800,=0.0204,=9.6651,=0.6812,=6.8960,=8.2284,=9.1984,=10.1360,=13.0561,=1.0116,=0.1746,=0.8649,=1.0184,=1.2410,=1.4259,=1.8564,=2.0193,=0.7883,=1.3448,=1.6409,=1.7891,=2.0283,=2.5217,=0.0768,=0.1002,=0.0803,=0.0436,=2243
="931069",中金300,2018-02-14,=0.0007,=5044.5400,=0.0080,=9.6851,=0.6043,=5.9518,=7.4745,=9.2310,=10.5357,=13.6164,=1.0183,=0.3776,=0.7377,=0.9185,=1.1145,=1.3625,=1.8328,=1.4124,=0.8817,=0.6656,=0.8550,=1.1085,=1.2930,=1.7542,=0.0705,=0.1122,=0.0821,=0.0397,=73
="000925",基本面50,2009-02-26,=-0.0009,=4442,=-0.0382,=9.7230,=0.7068,=6.2635,=7.9688,=9.0140,=10.0491,=12.7955,=1.0111,=0.3855,=0.7306,=0.9013,=1.0686,=1.1921,=1.5728,=1.0681,=0.7360,=0.6037,=0.7873,=0.9644,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0399,=4506
="932422",A500红利低波,2025-04-09,=0.0051,=3089.0900,=-0.0045,=9.7548,=0.0960,=9.5190,=9.8705,=10.0864,=10.2682,=10.5846,=1.0356,=0.3737,=0.9943,=1.0272,=1.0402,=1.0538,=1.0761,=1.2657,=0.0303,=1.2431,=1.4041,=1.4472,=1.4799,=1.5336,,,,=0.0447,=159
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0245,=4394.1400,=0.0943,=9.7833,=0.6442,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.9127,=0.5755,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0239,=0.5561,=0.5555,=0.7802,=0.9897,=1.3645,=1.5178,,=0.0943,,=0.0544,=26
="H30356",800价值,2014-06-09,=0.0071,=6721.2200,=0.0113,=9.7854,=0.7620,=6.4024,=7.6790,=9.0115,=9.9426,=13.4784,=1.0111,=0.5680,=0.7030,=0.8595,=0.9861,=1.1829,=1.6287,=1.0968,=0.8404,=0.5868,=0.7362,=0.8780,=1.0526,=1.3738,=0.0743,=0.0930,=0.0741,=0.0391,=21
="000968",300周期,2010-05-28,=0.0118,=4623.3300,=0.0164,=9.8815,=0.7278,=6.1174,=7.8172,=9.1254,=10.2878,=13.3562,=1.0148,=0.4946,=0.7021,=0.8488,=1.0170,=1.1859,=1.5550,=1.6435,=0.9843,=0.8459,=1.0847,=1.2617,=1.4483,=1.8297,=0.0768,=0.0960,=0.0775,=0.0358,=96
="000042",上证央企,2009-03-30,=0.0060,=1797.4700,=-0.0077,=9.9000,=0.7648,=6.3284,=7.8865,=9.0991,=10.0107,=12.9577,=1.0157,=0.5700,=0.7230,=0.8874,=0.9896,=1.1180,=1.4812,=1.2987,=0.9860,=0.6569,=0.8569,=0.9732,=1.1144,=1.3891,=0.0743,=0.0973,=0.0775,=0.0383,=378
="980081",价值100,2012-12-28,,,=0.0423,=9.9082,=1,=7.7317,=8.2778,=8.5062,=9.2789,=9.9082,=1.1083,=0.9890,=0.8413,=0.8795,=0.9036,=1.0535,=1.1153,=1.0025,=0.7574,=0.7580,=0.8002,=0.8453,=1.0228,=1.0480,=0.0810,,,=0.0461,=157
="931722",国新港股通央企红利,2023-09-13,=0.0366,=1423.8800,=0.0805,=10.0347,=0.9983,=5.5040,=6.6123,=7.4457,=8.7387,=10.0834,=0.9664,=1,=0.6213,=0.7173,=0.8013,=0.8776,=0.9664,=0.6493,=1,=0.3100,=0.3737,=0.4509,=0.5709,=0.6493,,=0.1085,,=0.0579,=260
="930608",中证基建,2015-03-31,=0.0055,=8909.9000,=0.0499,=10.1510,=0.4246,=6.6667,=8.6242,=10.6228,=17.6381,=25.2863,=0.8435,=0.2224,=0.6550,=0.8279,=1.1279,=1.6671,=2.2134,=0.2421,=0.2887,=0.1701,=0.2221,=0.3453,=0.5055,=0.7101,=0.0482,=0.0717,=0.0544,=0.0291,=632
="399371",国证价值,2010-01-04,=0.0083,=7381.9800,=0.0248,=10.1587,=0.7694,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0383,=0.5675,=0.7249,=0.8967,=1.0117,=1.2427,=1.5675,=1.0735,=0.7797,=0.5764,=0.7536,=0.8693,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0405,=105
="000859",国企一带一路,2019-05-16,=0.0152,=2013.8600,=0.1056,=10.2370,=0.0921,=9.4709,=11.0799,=12.6285,=14.5819,=21.0714,=1.0317,=0.0546,=0.9854,=1.2341,=1.4609,=1.7883,=2.1877,=1.1160,=0.9988,=0.4715,=0.5578,=0.7322,=0.8125,=1.1238,=0.0831,=0.1174,=0.0935,=0.0364,=232
="930846",300SNLV,2016-06-24,=0.0107,=7091.5000,=0.0721,=10.2689,=0.5840,=7.7900,=9.1917,=10.0383,=10.7658,=12.6275,=1.0619,=0.3079,=0.8340,=1.0372,=1.1003,=1.2311,=1.5027,=1.4611,=0.9172,=0.7711,=0.9483,=1.1479,=1.3146,=1.6864,=0.0686,=0.1035,=0.0757,=0.0418,=147
="930723",沪港深F100,2015-08-05,=0.0139,=5157.5600,=0.0129,=10.2775,=0.8382,=5.4557,=7.5626,=8.8949,=10.1253,=13.1279,=1.0472,=0.6238,=0.6469,=0.8477,=1.0061,=1.1158,=1.4626,=1.3443,=0.8979,=0.6039,=0.8635,=1.0664,=1.2685,=1.6654,,=0.0984,,=0.0389,=150
="931052",国信价值,2017-12-08,=0.0123,=3752.2200,=0.0871,=10.3105,=0.9706,=5.3831,=6.5699,=7.3669,=8.6235,=10.7705,=1.3861,=0.9848,=0.7343,=0.9101,=1.0241,=1.1384,=1.5208,=1.7368,=0.9666,=0.6105,=0.9351,=1.2103,=1.4301,=2.0196,=0.0941,=0.1244,=0.0834,=0.0444,=480
="000056",上证国企,2010-01-04,=0.0109,=1293.0200,=0.0366,=10.4279,=0.7339,=7.2538,=8.8742,=9.6386,=10.7944,=13.3187,=1.2113,=0.7891,=0.8518,=1.0315,=1.1223,=1.2165,=1.5455,=1.7249,=0.9951,=0.7909,=0.9973,=1.0981,=1.2160,=1.7604,=0.0856,=0.1002,=0.0788,=0.0376,=196
="H30035",300非银,2012-12-21,=-0.0034,=10907.8100,=-0.0220,=10.4416,=0.0148,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5223,=0.3596,=1.0544,=1.3281,=1.6621,=2.0504,=2.4387,=1.9292,=0.7508,=1.0410,=1.4193,=1.7235,=1.9713,=2.3917,=0.1224,=0.1114,=0.0952,=0.0216,=1111
="931373",股息龙头,2019-11-15,=0.0067,=2760.9600,=-0.0083,=10.4538,=0.9269,=5.4295,=6.8380,=8.1904,=9.4359,=11.4004,=1.1639,=0.8944,=0.6697,=0.8421,=0.9928,=1.1133,=1.2586,=1.5470,=0.9628,=0.5706,=0.8077,=0.9688,=1.3474,=1.6262,=0.0792,=0.1085,=0.0840,=0.0420,=319
="000806",消费服务,2012-02-10,=-0.0073,=8420.3600,=-0.0004,=10.4725,=0.3867,=8.3292,=9.9391,=10.8052,=11.8703,=17.0971,=1.1759,=0.1182,=1.0009,=1.2094,=1.3598,=1.5457,=2.0145,=2.2811,=0.7092,=1.6526,=1.9420,=2.1002,=2.3796,=3.0032,=0.0835,=0.1029,=0.0827,=0.0355,=403
="000021",180治理,2008-09-10,=0.0039,=1100.6600,=0.0115,=10.5559,=0.8163,=6.3364,=8.4315,=9.6452,=10.4894,=13.6109,=1.1634,=0.6915,=0.7542,=0.9755,=1.0988,=1.2204,=1.5847,=1.4522,=0.9946,=0.6625,=0.8520,=0.9531,=1.1337,=1.4859,=0.0797,=0.1012,=0.0804,=0.0388,=160
="950090",50AH优选,2015-12-10,=0.0069,=6450.2800,=0.0431,=10.6329,=0.9420,=6.3188,=7.8957,=8.5864,=9.7202,=13.5010,=1.1289,=0.8109,=0.7914,=0.9468,=1.0239,=1.1246,=1.5403,=1.4337,=1,=0.6574,=0.8441,=0.9449,=1.0484,=1.4337,,=0.1094,,=0.0371,=1978
="399805",互联金融,2015-02-10,=-0.0079,=3869.3600,=0.0053,=10.6359,=0.3143,=7.5943,=9.8199,=11.5947,=13.2045,=16.5816,=1.1463,=0.3159,=0.7644,=1.0567,=1.4759,=1.7456,=2.0317,=1.9621,=0.9403,=1.1667,=1.4082,=1.6148,=1.7743,=2.2175,=0.0834,=0.0941,=0.0808,=0.0321,=324
="931375",300质量低波,2019-11-25,=0.0156,=18084.7100,=0.0664,=10.7496,=0.4350,=6.4946,=8.1233,=11.5598,=13.5917,=22.0532,=1.4126,=0.4256,=0.8054,=1.0729,=1.5834,=2.0917,=3.3245,=1.9151,=0.6684,=1.0044,=1.3128,=1.6296,=2.0974,=2.5370,=0.1077,=0.1378,=0.0968,=0.0281,=98
="932153",港股通价值策略,2025-04-30,=0.0244,=1139.1800,=0.0841,=10.7505,=1,=8.1696,=9.4202,=10.0402,=10.2468,=10.7505,=0.9232,=0.9892,=0.7012,=0.8127,=0.8709,=0.8902,=0.9322,=1.0991,=0.9892,=0.8168,=0.9406,=1.0175,=1.0565,=1.1110,,,,=0.0412,=0
