指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="987016",港股通红利低波,2021-11-18,,,=0.1375,=7.5262,=0.9817,=3.4544,=4.2792,=4.8464,=6.1887,=7.7483,=0.7011,=0.9750,=0.4152,=0.4834,=0.5346,=0.6235,=0.7226,=1.2351,=0.9817,=0.5827,=0.6565,=0.7841,=0.9582,=1.2728,,=0.0957,,=0.0554,=91
="H11140",香港红利,2009-07-23,=-0.0137,=3903.3300,=0.0690,=7.5816,=0.7682,=3.0693,=4.4554,=5.9842,=8.4154,=13.9623,=0.7275,=0.6244,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2224,=0.7006,=0.5431,=0.7464,=0.9724,=1.6080,=2.1349,,=0.0974,,=0.0559,=17
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0123,=2987.1700,=0.0735,=7.5863,=0.9782,=3.7550,=5.0360,=5.7615,=6.6207,=7.8951,=0.7725,=0.9457,=0.4590,=0.5768,=0.6365,=0.7228,=0.8175,=1.1642,=0.9775,=0.5101,=0.6868,=0.7894,=0.8928,=1.2116,,=0.1004,,=0.0527,=258
="000914",300金融,2007-07-02,=-0.0161,=6190.7000,=-0.0785,=7.6299,=0.4353,=5.2769,=6.6022,=7.8155,=8.6017,=11.3863,=0.7802,=0.2774,=0.5962,=0.7048,=0.9369,=1.1413,=1.4919,=2.0989,=0.8248,=1.1210,=1.4310,=1.8123,=2.0624,=2.7052,=0.0748,=0.0924,=0.0740,=0.0392,=337
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0174,=4809.8200,=0.0765,=7.8443,=0.8892,=3.5572,=4.6247,=5.9327,=7.0834,=9.5068,=0.6947,=0.6884,=0.3828,=0.4840,=0.5738,=0.8191,=1.1073,=1.0415,=0.6369,=0.4386,=0.6469,=0.8381,=1.4274,=2.0623,,=0.0887,,=0.0551,=1359
="000934",中证金融,2009-07-03,=-0.0161,=5813.3000,=-0.0727,=7.9353,=0.4555,=5.7083,=6.8944,=8.0594,=8.8714,=11.5527,=0.7927,=0.2758,=0.6117,=0.7181,=0.9419,=1.1564,=1.5017,=2.0924,=0.8302,=1.1467,=1.4503,=1.8024,=2.0520,=2.6696,=0.0730,=0.0894,=0.0723,=0.0380,=1144
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0168,=1401.3400,=0.0987,=7.9714,=0.8476,=3.6777,=4.8612,=6.6054,=7.7030,=10.6953,=0.7444,=0.6176,=0.4041,=0.5046,=0.6482,=0.9078,=1.1746,=1.1721,=0.6286,=0.5013,=0.7008,=1.0658,=1.5005,=1.9871,,=0.0935,,=0.0552,=892
="930914",港股通高股息,2016-11-25,=-0.0181,=5299.2500,=0.0776,=7.9899,=0.8376,=3.4280,=4.4077,=5.8427,=7.7029,=11.1979,=0.7685,=0.7307,=0.3979,=0.5002,=0.6086,=0.8563,=1.1764,=1.2605,=0.8157,=0.5144,=0.6945,=0.9163,=1.2277,=2.2126,,=0.0991,,=0.0553,=630
="H30270",红利价值,2013-12-19,=-0.0098,=9769.5100,=0.0249,=7.9921,=0.7748,=4.4543,=5.4162,=6.7202,=8.7989,=13.0955,=0.8329,=0.6553,=0.5256,=0.6474,=0.7566,=1.2616,=1.7317,=1.6121,=0.9991,=0.5854,=0.8072,=0.9921,=1.2475,=1.6240,=0.0710,=0.0996,=0.0748,=0.0428,=149
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0182,=2760.2500,=0.1140,=7.9970,=0.9833,=3.8979,=4.9396,=5.8028,=7.0924,=8.2464,=0.7231,=0.9238,=0.4277,=0.5150,=0.5728,=0.6674,=0.8197,=1.2311,=0.9359,=0.5333,=0.6942,=0.8638,=1.1046,=1.3442,,=0.0916,,=0.0531,=459
="931157",SHS红利成长LV,2019-04-25,=-0.0116,=7560.8900,=0.0143,=8.0332,=0.7126,=4.1261,=5.5604,=6.8497,=8.3565,=11.5318,=0.8200,=0.5507,=0.5154,=0.6231,=0.8051,=0.9324,=1.5888,=1.5861,=0.9804,=0.5018,=0.7020,=1.0096,=1.3635,=1.6333,,=0.0998,,=0.0493,=268
="931024",港股通非银,2017-11-06,=-0.0267,=4209.1400,=-0.0197,=8.0452,=0.0872,=6.7549,=8.8009,=11.4156,=13.3961,=22.4310,=1.1450,=0.6288,=0.6237,=0.8449,=1.0423,=1.2272,=1.7592,=1.3595,=0.8909,=0.5870,=0.8712,=1.0049,=1.1920,=2.2002,,=0.1332,,=0.0321,=165
="932596",港股通红利低波,2016-02-04,=-0.0198,=4177.9600,=0.0771,=8.0739,=0.5766,=7.4451,=7.7590,=8.0064,=8.3006,=8.5745,=0.7460,=0.8288,=0.6528,=0.6821,=0.7088,=0.7358,=0.7672,=1.3331,=0.5946,=1.2161,=1.2669,=1.3131,=1.3647,=1.4099,,,,=0.0536,=62
="000992",全指金融,2011-08-02,=-0.0162,=5566.4600,=-0.0704,=8.1253,=0.4654,=5.9310,=7.1022,=8.2292,=9.0288,=11.6339,=0.7951,=0.2791,=0.6188,=0.7234,=0.9506,=1.1726,=1.5107,=2.0701,=0.8141,=1.1568,=1.4432,=1.8065,=2.0574,=2.6668,=0.0720,=0.0864,=0.0697,=0.0375,=2688
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0175,=3753.4000,=0.0441,=8.1932,=0.9692,=4.9972,=5.5252,=6.0193,=7.4744,=8.5137,=0.7926,=0.9717,=0.5264,=0.5886,=0.6260,=0.7310,=0.8235,=0.9815,=0.9743,=0.5404,=0.5919,=0.6565,=0.8331,=1.0198,,=0.0966,,=0.0497,=104
="931446",东证红利低波,2020-04-21,=-0.0133,=3465.5800,=0.0066,=8.3034,=0.7616,=5.1478,=6.1517,=7.0480,=8.5384,=11.0216,=0.8226,=0.7117,=0.5884,=0.6929,=0.7577,=0.8771,=1.2481,=1.5064,=0.9740,=0.5909,=0.7501,=0.8761,=1.2759,=1.5979,=0.0726,=0.0943,=0.0749,=0.0451,=694
="000151",上国红利,2012-07-20,=-0.0183,=1653.8200,=0.0826,=8.3696,=0.9534,=4.5075,=5.3657,=6.8817,=7.5646,=10.0345,=0.7927,=0.5651,=0.5268,=0.6189,=0.7557,=0.9686,=1.3272,=1.0679,=0.4650,=0.6026,=0.8953,=1.1101,=1.3121,=1.6854,=0.0643,=0.0774,=0.0685,=0.0505,=188
="H30269",红利低波,2013-12-19,=-0.0126,=11280.9900,=0.0036,=8.3900,=0.7770,=4.5638,=5.5488,=6.7777,=9.4786,=14.4342,=0.8805,=0.6055,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6229,=0.9963,=0.6111,=0.8850,=1.0977,=1.4134,=1.6442,=0.0719,=0.1013,=0.0686,=0.0439,=3599
="H50040",上红低波,2014-03-21,=-0.0107,=11201.7200,=0.0158,=8.4280,=0.7885,=4.6938,=5.9512,=6.9964,=9.6645,=14.3118,=0.8725,=0.5849,=0.5647,=0.6911,=0.8375,=1.3609,=1.8756,=1.6410,=0.9967,=0.6380,=0.8684,=1.2018,=1.3910,=1.6603,=0.0726,=0.0985,=0.0721,=0.0433,=331
="931130",红利成长低波,2018-12-04,=-0.0108,=23787.9200,=0.0031,=8.4633,=0.7281,=4.4465,=5.5604,=7.6615,=8.7405,=11.5512,=0.8654,=0.3746,=0.5279,=0.6228,=0.9050,=1.0350,=1.5803,=1.8869,=0.7970,=0.3109,=0.8106,=1.3118,=1.9108,=2.5957,=0.0726,=0.1017,=0.0458,=0.0441,=128
="000029",180价值,2009-01-09,=-0.0144,=4321.4100,=-0.0296,=8.5072,=0.8096,=5.6894,=6.9075,=7.8817,=8.4818,=10.8138,=0.8607,=0.4757,=0.6666,=0.8069,=0.8668,=1.0683,=1.4433,=1.1070,=0.8978,=0.6198,=0.7825,=0.9448,=1.0599,=1.4032,=0.0717,=0.0949,=0.0779,=0.0421,=553
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0171,=5181.9300,=0.1158,=8.5875,=0.9867,=4.2457,=4.7000,=5.7033,=7.4748,=8.7333,=0.7875,=0.9867,=0.4429,=0.4960,=0.5733,=0.7219,=0.8009,=1.1069,=0.9853,=0.6036,=0.6696,=0.8656,=0.9906,=1.1256,,=0.0936,,=0.0565,=75
="000922",中证红利,2008-05-26,=-0.0161,=5856.1500,=0.0640,=8.6577,=0.8211,=5.1762,=6.0245,=7.6568,=8.5331,=11.2156,=0.8793,=0.5247,=0.5911,=0.7110,=0.8584,=1.1106,=1.4999,=1.2921,=0.9126,=0.6332,=0.7726,=1.0438,=1.2088,=1.7101,=0.0685,=0.1011,=0.0683,=0.0447,=19583
="000821",300红利,2012-07-20,=-0.0147,=6854.4900,=0.0273,=8.7645,=0.8825,=4.9998,=6.1944,=7.5608,=8.3558,=10.9286,=0.8936,=0.5387,=0.5725,=0.7140,=0.8783,=1.0813,=1.4919,=1.4270,=0.9464,=0.6098,=0.7993,=1.0602,=1.2997,=1.6963,=0.0718,=0.0996,=0.0719,=0.0450,=970
="000015",红利指数,2005-01-04,=-0.0176,=3298.4400,=0.0859,=8.8311,=0.9732,=4.6646,=5.5108,=7.0876,=7.9520,=10.4439,=0.8791,=0.6129,=0.5525,=0.6398,=0.7661,=1.0213,=1.3875,=1.5022,=0.9744,=0.7277,=0.8913,=1.1191,=1.3148,=1.6890,=0.0663,=0.1047,=0.0675,=0.0431,=14036
="000824",国企红利,2012-07-20,=-0.0155,=2242.5300,=0.0572,=8.9884,=0.9580,=4.8847,=5.9406,=7.3386,=8.2704,=10.7823,=0.9018,=0.6072,=0.5610,=0.6880,=0.8278,=1.0599,=1.4469,=1.3232,=0.8998,=0.5370,=0.7016,=0.9865,=1.2243,=1.6834,=0.0683,=0.1019,=0.0718,=0.0449,=907
="931644",800红利,2024-03-15,=-0.0147,=2703.6900,=0.0593,=9.0441,=0.8186,=6.4729,=7.2599,=8.1394,=9.0185,=9.4757,=0.9188,=0.8840,=0.7001,=0.7658,=0.8547,=0.9066,=0.9431,=1.3292,=0.9979,=0.8423,=0.9195,=1.1013,=1.2633,=1.3425,=0.0715,=0.1008,=0.0722,=0.0450,=28
="399373",大盘价值,2010-01-04,=-0.0117,=8350.9600,=-0.0260,=9.0754,=0.7935,=5.4746,=6.8623,=8.3387,=9.0900,=11.9914,=0.9655,=0.5408,=0.6410,=0.8033,=0.9513,=1.1408,=1.5001,=1.1668,=0.8669,=0.5920,=0.7817,=0.9284,=1.1296,=1.4541,=0.0758,=0.0989,=0.0766,=0.0437,=320
="399995",基建工程,2015-03-12,=-0.0064,=4080.4600,=0.0445,=9.1014,=0.6476,=5.8673,=7.3439,=8.2792,=12.7263,=18.8590,=0.7224,=0.1645,=0.5815,=0.7371,=0.9131,=1.4944,=2.1834,=0.1949,=0.3846,=0.1368,=0.1788,=0.2070,=0.3612,=0.5478,=0.0443,=0.0702,=0.0520,=0.0286,=2678
="930740",300红利LV,2018-12-04,=-0.0102,=7387.4400,=0.0305,=9.1640,=0.9190,=5.4153,=6.8024,=7.4737,=8.4830,=9.6903,=0.9584,=0.8444,=0.6159,=0.7674,=0.8529,=0.9447,=1.0604,=1.3964,=0.7543,=0.6725,=0.8536,=1.0741,=1.5151,=1.9253,=0.0708,=0.1068,=0.0707,=0.0438,=571
="000919",300价值,2008-01-21,=-0.0113,=5260.0800,=-0.0110,=9.1869,=0.7852,=5.9577,=7.3283,=8.4395,=9.2297,=12.2376,=0.9603,=0.5532,=0.6917,=0.8497,=0.9451,=1.1524,=1.5388,=1.1360,=0.8800,=0.6314,=0.7861,=0.9060,=1.0978,=1.3421,=0.0752,=0.0977,=0.0773,=0.0404,=4289
="000063",上证周期,2010-02-03,=-0.0159,=3996.2000,=-0.0151,=9.2531,=0.7556,=5.4761,=7.1362,=8.5332,=9.4385,=12.4946,=0.9899,=0.5548,=0.6668,=0.8368,=0.9675,=1.1091,=1.4831,=1.6538,=0.9918,=0.8113,=1.0636,=1.2494,=1.4148,=1.7571,=0.0796,=0.1017,=0.0808,=0.0376,=205
="000825",央企红利,2012-07-20,=-0.0208,=3693.4500,=0.0695,=9.4351,=0.9856,=4.7369,=6.0940,=7.3075,=8.2793,=10.5687,=0.9408,=0.6904,=0.5507,=0.6915,=0.8600,=1.0042,=1.3929,=1.2534,=0.8833,=0.6009,=0.8548,=1.0489,=1.2063,=1.7357,=0.0699,=0.0986,=0.0705,=0.0432,=272
="931848",800红利低波,2024-05-21,=-0.0117,=3289.5000,=0.0392,=9.4802,=0.8426,=7.4155,=8.1189,=8.9218,=9.4220,=9.7854,=0.9852,=0.9398,=0.7315,=0.8573,=0.9151,=0.9678,=1.0001,=1.3826,=0.8403,=1.1714,=1.2262,=1.3290,=1.3766,=1.5428,=0.0731,=0.1024,=0.0737,=0.0432,=118
="931069",中金300,2018-02-14,=-0.0117,=5003.2900,=-0.0002,=9.6248,=0.5855,=5.9518,=7.4779,=9.2497,=10.5284,=13.6164,=1.0126,=0.3698,=0.7377,=0.9188,=1.1102,=1.3601,=1.8328,=1.4036,=0.8685,=0.6656,=0.8576,=1.1100,=1.3054,=1.7542,=0.0823,=0.0904,=0.0771,=0.0400,=80
="H30035",300非银,2012-12-21,=-0.0231,=10156.7500,=-0.0893,=9.6302,=0.0004,=9.6261,=13.1246,=15.1688,=19.3628,=26.3489,=1.4058,=0.2799,=1.0544,=1.3279,=1.6511,=2.0510,=2.4387,=1.7793,=0.5507,=1.0410,=1.4185,=1.7299,=1.9729,=2.3917,=0.1224,=0.1127,=0.0964,=0.0234,=1143
="399550",央视50,2012-06-06,=-0.0098,=8018.0800,=-0.0091,=9.6551,=0.6686,=6.8960,=8.2469,=9.2239,=10.1362,=13.0561,=1.0113,=0.1739,=0.8649,=1.0178,=1.2410,=1.4261,=1.8564,=2.0172,=0.7774,=1.3448,=1.6454,=1.7942,=2.0342,=2.5217,=0.0768,=0.1002,=0.0803,=0.0436,=2255
="930955",红利低波100,2017-05-26,=-0.0138,=12017.6400,=0.0192,=9.7283,=0.9036,=5.0805,=6.0503,=7.3751,=8.5045,=11.5013,=1.0276,=0.8674,=0.5792,=0.6651,=0.8216,=0.9921,=1.3722,=1.2429,=0.7710,=0.5888,=0.7749,=0.9845,=1.2841,=1.7525,=0.0692,=0.0947,=0.0714,=0.0455,=1785
="932305",智选高股息,2024-09-30,=-0.0127,=12085.7500,=0.0830,=9.7434,=0.9971,=7.0143,=7.4535,=8.2886,=9.1589,=9.8486,=1.1228,=0.9971,=0.8750,=0.9195,=1.0416,=1.0781,=1.1350,=0.8059,=0.5718,=0.7106,=0.7289,=0.7754,=1.2808,=1.3342,=0.0813,=0.0891,=0.0838,=0.0669,=222
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0153,=4318.2200,=0.0754,=9.7720,=0.6501,=4.8859,=6.8728,=8.8773,=12.1601,=16.1208,=0.9117,=0.5811,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0227,=0.5616,=0.5555,=0.7802,=0.9894,=1.3645,=1.5178,,=0.0950,,=0.0545,=30
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0163,=8922.4200,=-0.0571,=9.8167,=0.6875,=5.7712,=7.8725,=8.9487,=10.2828,=13.0207,=1.0589,=0.4559,=0.7256,=0.9399,=1.0737,=1.2097,=1.5098,=1.5294,=0.6315,=0.9123,=1.1392,=1.3915,=1.7093,=2.4187,,=0.1056,,=0.0366,=262
="000925",基本面50,2009-02-26,=-0.0138,=4453.2500,=-0.0357,=9.8284,=0.7279,=6.2635,=7.9688,=9.0350,=10.0524,=12.7955,=1.0231,=0.4085,=0.7306,=0.9013,=1.0646,=1.1921,=1.5728,=1.0796,=0.7630,=0.6037,=0.7864,=0.9667,=1.1028,=1.4866,=0.0747,=0.0964,=0.0771,=0.0393,=4523
="H30356",800价值,2014-06-09,=-0.0117,=6709.7600,=0.0095,=9.9585,=0.8040,=6.4024,=7.6830,=9.0173,=9.9398,=13.4784,=1.0297,=0.6099,=0.7030,=0.8601,=0.9875,=1.1809,=1.6287,=1.1162,=0.8557,=0.5868,=0.7367,=0.8790,=1.0628,=1.3738,=0.0738,=0.0969,=0.0754,=0.0383,=26
="930723",沪港深F100,2015-08-05,=-0.0159,=5123.4900,=0.0062,=9.9660,=0.7424,=5.4557,=7.5706,=8.9279,=10.1395,=13.1279,=1.0216,=0.5378,=0.6469,=0.8476,=1.0099,=1.1160,=1.4626,=1.3072,=0.8476,=0.6039,=0.8632,=1.0703,=1.2763,=1.6654,,=0.1082,,=0.0400,=152
="000968",300周期,2010-05-28,=-0.0151,=4526.5000,=-0.0049,=9.9946,=0.7473,=6.1174,=7.8172,=9.1551,=10.2896,=13.3562,=1.0271,=0.5251,=0.7021,=0.8484,=1.0148,=1.1859,=1.5550,=1.6622,=0.9897,=0.8459,=1.0834,=1.2645,=1.4575,=1.8297,=0.0765,=0.0967,=0.0777,=0.0354,=97
="399805",互联金融,2015-02-10,=-0.0138,=3538.7900,=-0.0806,=10.0420,=0.2259,=7.5943,=9.8174,=11.5611,=13.2085,=16.5816,=1.0858,=0.2453,=0.7644,=1.0567,=1.4554,=1.7406,=2.0317,=1.8520,=0.8623,=1.1667,=1.4082,=1.6147,=1.7818,=2.2175,=0.0834,=0.0945,=0.0809,=0.0340,=325
="000042",上证央企,2009-03-30,=-0.0083,=1806.4800,=-0.0027,=10.1030,=0.8232,=6.3284,=7.8863,=9.1139,=10.0139,=12.9577,=1.0372,=0.6517,=0.7230,=0.8871,=0.9895,=1.1180,=1.4812,=1.3254,=0.9930,=0.6569,=0.8569,=0.9752,=1.1207,=1.3891,=0.0745,=0.0988,=0.0773,=0.0375,=379
="399966",800证保,2012-12-21,=-0.0229,=6078.3700,=-0.0808,=10.1070,=0,=10.1070,=13.7118,=15.9950,=19.7375,=27.1945,=1.4105,=0.2811,=1.0619,=1.3308,=1.6318,=2.0433,=2.4366,=1.9160,=0.6426,=1.1634,=1.5249,=1.7793,=2.0457,=2.5211,=0.1174,=0.1078,=0.0911,=0.0225,=165
="930608",中证基建,2015-03-31,=-0.0069,=8838.3300,=0.0415,=10.1136,=0.4204,=6.6667,=8.6208,=10.5701,=17.2759,=25.2863,=0.8406,=0.2189,=0.6550,=0.8276,=1.1216,=1.6297,=2.2134,=0.2412,=0.2848,=0.1701,=0.2221,=0.3434,=0.4991,=0.7101,=0.0483,=0.0726,=0.0544,=0.0292,=637
="H30588",中证证保,2015-02-02,=-0.0229,=1032.1300,=-0.0809,=10.1145,=0,=10.1145,=13.6597,=16.0874,=19.5891,=27.6808,=1.4089,=0.2770,=1.0752,=1.3326,=1.6419,=2.0375,=2.4238,=1.9184,=0.6818,=1.1673,=1.5178,=1.7557,=2.0128,=2.5500,=0.1176,=0.1080,=0.0914,=0.0225,=452
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0145,=12233.0200,=-0.0476,=10.1200,=0.8240,=6.0524,=7.8393,=8.5873,=9.8906,=15.8114,=1.0932,=0.6999,=0.6924,=0.8881,=0.9963,=1.1579,=1.7191,=1.4605,=0.8280,=0.7782,=0.9902,=1.0776,=1.4216,=2.0876,,=0.1073,,=0.0352,=90
="000806",消费服务,2012-02-10,=-0.0130,=8071.6300,=-0.0418,=10.1784,=0.2836,=8.7745,=9.9711,=10.8057,=11.8704,=17.0971,=1.1440,=0.1010,=1.0009,=1.2061,=1.3595,=1.5460,=2.0145,=2.2171,=0.6472,=1.6526,=1.9443,=2.1063,=2.3803,=3.0032,=0.0839,=0.1037,=0.0833,=0.0363,=406
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0145,=8483.9500,=-0.0482,=10.1819,=0.8262,=6.0524,=7.8426,=8.5990,=9.9080,=15.8114,=1.0966,=0.7041,=0.6924,=0.8876,=0.9979,=1.1595,=1.7191,=1.4661,=0.8323,=0.7782,=0.9919,=1.0781,=1.4270,=2.0876,,=0.1073,,=0.0350,=4716
="932422",A500红利低波,2025-04-09,=-0.0105,=3181.8000,=0.0254,=10.1975,=0.7281,=9.5190,=9.8369,=10.0643,=10.2482,=10.5846,=1.0835,=0.9954,=0.9943,=1.0273,=1.0408,=1.0547,=1.0941,=1.3231,=0.2212,=1.2431,=1.3087,=1.4426,=1.4784,=1.5336,=0.0713,,,=0.0427,=223
="932153",港股通价值策略,2025-04-30,=-0.0209,=1095.1500,=0.0422,=10.2463,=0.7163,=8.1696,=9.4896,=10.0724,=10.3301,=10.9237,=0.8877,=0.6779,=0.7012,=0.8186,=0.8758,=0.8957,=0.9365,=1.0526,=0.6971,=0.8168,=0.9474,=1.0258,=1.0639,=1.1126,,,,=0.0429,=5
="950090",50AH优选,2015-12-10,=-0.0148,=6159.7700,=-0.0039,=10.2505,=0.9003,=6.3188,=7.9003,=8.6031,=9.7450,=13.5010,=1.0896,=0.7029,=0.7914,=0.9478,=1.0251,=1.1253,=1.5403,=1.3815,=0.9793,=0.6574,=0.8451,=0.9458,=1.0520,=1.4553,,=0.1000,,=0.0384,=1987
="931722",国新港股通央企红利,2023-09-13,=-0.0140,=1471.4300,=0.1166,=10.3301,=0.9967,=5.5040,=6.6186,=7.4990,=8.8380,=10.4618,=0.9949,=0.9967,=0.6213,=0.7193,=0.8054,=0.8865,=1.0076,=0.6685,=0.9967,=0.3100,=0.3755,=0.4615,=0.5793,=0.6770,,=0.1023,,=0.0563,=296
="931375",300质量低波,2019-11-25,=-0.0100,=17471.9300,=0.0303,=10.3814,=0.4078,=6.4946,=8.1259,=11.5355,=13.5849,=22.0532,=1.3650,=0.4078,=0.8054,=1.0752,=1.5756,=2.0874,=3.3245,=1.8495,=0.6443,=1.0044,=1.3149,=1.6371,=2.0969,=2.5370,=0.1555,=0.1246,=0.0949,=0.0288,=106
="399371",国证价值,2010-01-04,=-0.0105,=7411.7400,=0.0289,=10.4187,=0.8100,=6.4728,=7.8356,=9.0964,=10.3230,=13.0475,=1.0653,=0.6187,=0.7249,=0.8967,=1.0117,=1.2427,=1.5675,=1.1010,=0.8054,=0.5764,=0.7536,=0.8693,=1.0955,=1.3812,=0.0733,=0.0955,=0.0763,=0.0394,=109
="931052",国信价值,2017-12-08,=-0.0132,=3755.1400,=0.0880,=10.4430,=0.9835,=5.3831,=6.5812,=7.3739,=8.6559,=10.7705,=1.4042,=0.9895,=0.7343,=0.9108,=1.0257,=1.1406,=1.5208,=1.7591,=0.9729,=0.6105,=0.9368,=1.2153,=1.4351,=2.0196,=0.0959,=0.1184,=0.0823,=0.0437,=512
="930846",300SNLV,2016-06-24,=0.0016,=7052.1600,=0.0662,=10.4630,=0.6695,=7.7900,=9.1944,=10.0517,=10.7483,=12.6275,=1.0829,=0.4292,=0.8340,=1.0376,=1.0987,=1.2305,=1.5027,=1.4887,=0.9268,=0.7711,=0.9489,=1.1508,=1.3176,=1.6864,=0.0692,=0.1001,=0.0677,=0.0409,=148
