指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="H30106",H300金融服务,2013-05-21,=0.0079,=1617.0600,=0.0686,=7.5746,=0.7484,=4.0175,=5.3627,=6.8375,=7.7687,=11.1922,=0.7937,=0.5721,=0.4470,=0.5779,=0.7482,=0.9081,=1.2489,=2.1165,=0.9550,=0.8557,=1.1817,=1.4474,=1.8039,=2.3593,,=0.1022,,=0.0430,=15
="000818",细分金融,2012-04-11,=0.0136,=7083.9000,=-0.0406,=7.5893,=0.4769,=5.2356,=6.4985,=7.6824,=8.4792,=10.9951,=0.8079,=0.3484,=0.5930,=0.7010,=0.9199,=1.1017,=1.4303,=2.3172,=0.8534,=1.2689,=1.6360,=1.9668,=2.2243,=2.9111,=0.0780,=0.0967,=0.0768,=0.0384,=4
="H30270",红利价值,2013-12-19,=0.0188,=9593.9100,=0.0065,=7.6563,=0.7332,=4.4543,=5.4130,=6.7160,=8.8120,=13.0955,=0.7979,=0.6033,=0.5256,=0.6472,=0.7554,=1.2640,=1.7317,=1.5444,=0.9878,=0.5854,=0.8052,=0.9898,=1.2418,=1.6166,=0.0710,=0.0973,=0.0746,=0.0447,=134
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0205,=2964.3000,=0.0652,=7.6749,=0.9943,=3.7550,=5.0312,=5.7514,=6.5994,=7.8706,=0.7819,=0.9767,=0.4590,=0.5764,=0.6352,=0.7175,=0.8175,=1.1798,=0.9943,=0.5101,=0.6865,=0.7879,=0.8887,=1.2099,,=0.1015,,=0.0521,=251
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0213,=4799.7400,=0.0742,=7.7580,=0.8851,=3.5572,=4.6224,=5.9135,=7.0531,=9.5068,=0.6878,=0.6795,=0.3828,=0.4839,=0.5721,=0.8205,=1.1073,=1.0311,=0.6346,=0.4386,=0.6439,=0.8352,=1.4353,=2.0623,,=0.0870,,=0.0558,=1298
="000914",300金融,2007-07-02,=0.0146,=6468.4900,=-0.0371,=7.8821,=0.5259,=5.2769,=6.6035,=7.8044,=8.5959,=11.3863,=0.8053,=0.3324,=0.5962,=0.7048,=0.9407,=1.1423,=1.4919,=2.1683,=0.8633,=1.1210,=1.4313,=1.8124,=2.0550,=2.7052,=0.0752,=0.0912,=0.0734,=0.0379,=334
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0149,=1375.3100,=0.0783,=7.9156,=0.8457,=3.6777,=4.8612,=6.5821,=7.6561,=10.6953,=0.7390,=0.6101,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1635,=0.6247,=0.5013,=0.7008,=1.0621,=1.5005,=1.9871,,=0.0974,,=0.0557,=882
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0215,=2707.8900,=0.0929,=8.0003,=0.9942,=3.8979,=4.9361,=5.7864,=7.0589,=8.2018,=0.7236,=0.9352,=0.4277,=0.5146,=0.5712,=0.6619,=0.8197,=1.2325,=0.9482,=0.5333,=0.6936,=0.8630,=1.0951,=1.3442,,=0.0939,,=0.0534,=448
="930914",港股通高股息,2016-11-25,=0.0145,=5207.6400,=0.0590,=8.0876,=0.8527,=3.4280,=4.3969,=5.8306,=7.6518,=11.1979,=0.7651,=0.7322,=0.3979,=0.4997,=0.6065,=0.8575,=1.1764,=1.2608,=0.8222,=0.5144,=0.6908,=0.9143,=1.2203,=2.2126,,=0.1031,,=0.0549,=594
="H30269",红利低波,2013-12-19,=0.0151,=11172.6600,=-0.0060,=8.1059,=0.7434,=4.5638,=5.5488,=6.7645,=9.4763,=14.4342,=0.8508,=0.5655,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.5679,=0.9823,=0.6111,=0.8850,=1.0984,=1.4111,=1.6442,=0.0719,=0.1026,=0.0729,=0.0454,=3388
="000151",上国红利,2012-07-20,=0.0408,=1583.7500,=0.0367,=8.1165,=0.8921,=4.5075,=5.3671,=6.8586,=7.5466,=10.0345,=0.7677,=0.5243,=0.5268,=0.6196,=0.7561,=0.9686,=1.3272,=1.0356,=0.4086,=0.6026,=0.8954,=1.1193,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0520,=170
="H50040",上红低波,2014-03-21,=0.0137,=11078.9600,=0.0047,=8.1237,=0.7500,=4.6938,=5.9513,=6.9688,=9.6317,=14.3118,=0.8411,=0.5099,=0.5647,=0.6911,=0.8381,=1.3563,=1.8756,=1.5818,=0.9802,=0.6380,=0.8693,=1.2018,=1.3890,=1.6603,=0.0726,=0.1018,=0.0748,=0.0449,=315
="931157",SHS红利成长LV,2019-04-25,=0.0134,=7620.3100,=0.0223,=8.1354,=0.7435,=4.1261,=5.5578,=6.8362,=8.3577,=11.5318,=0.8299,=0.5980,=0.5154,=0.6214,=0.8036,=0.9341,=1.5888,=1.6066,=0.9977,=0.5018,=0.7012,=1.0064,=1.3483,=1.6300,,=0.1050,,=0.0486,=234
="932596",港股通红利低波,2016-02-04,=0.0113,=4137.0600,=0.0666,=8.1924,=0.7234,=7.4451,=7.6810,=7.9323,=8.2718,=8.5745,=0.7457,=0.9681,=0.6528,=0.6766,=0.7065,=0.7193,=0.7622,=1.3388,=0.7021,=1.2161,=1.2542,=1.2961,=1.3573,=1.4099,,,,=0.0531,=44
="000029",180价值,2009-01-09,=0.0190,=4333.7800,=-0.0268,=8.2031,=0.6878,=5.6894,=6.9094,=7.8722,=8.4788,=10.8138,=0.8293,=0.3011,=0.6666,=0.8069,=0.8691,=1.0683,=1.4433,=1.0675,=0.8245,=0.6198,=0.7826,=0.9445,=1.0588,=1.4032,=0.0706,=0.0955,=0.0778,=0.0436,=550
="000934",中证金融,2009-07-03,=0.0147,=6073.6200,=-0.0312,=8.2434,=0.5675,=5.7083,=6.8952,=8.0447,=8.8699,=11.5527,=0.8213,=0.3414,=0.6117,=0.7182,=0.9467,=1.1593,=1.5017,=2.1731,=0.8686,=1.1467,=1.4503,=1.8026,=2.0480,=2.6696,=0.0733,=0.0882,=0.0717,=0.0367,=1137
="931130",红利成长低波,2018-12-04,=0.0143,=23686.4700,=-0.0012,=8.2637,=0.6678,=4.4465,=5.5586,=7.6391,=8.7475,=11.5512,=0.8449,=0.3523,=0.5279,=0.6225,=0.9073,=1.0363,=1.5803,=1.8423,=0.7810,=0.3109,=0.8099,=1.3084,=1.9140,=2.5957,=0.0669,=0.1158,=0.0589,=0.0451,=116
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0138,=3829.4500,=0.0652,=8.2696,=0.9934,=4.9972,=5.5158,=5.9891,=7.3404,=8.5137,=0.7999,=0.9934,=0.5264,=0.5877,=0.6245,=0.7254,=0.8235,=0.9905,=0.9961,=0.5404,=0.5907,=0.6545,=0.8202,=1.0198,,=0.0979,,=0.0493,=102
="000922",中证红利,2008-05-26,=0.0266,=5712.0300,=0.0378,=8.2821,=0.7393,=5.1762,=6.0261,=7.6560,=8.5296,=11.2156,=0.8406,=0.4658,=0.5911,=0.7113,=0.8629,=1.1106,=1.4999,=1.2361,=0.8406,=0.6332,=0.7731,=1.0403,=1.2048,=1.7101,=0.0685,=0.0960,=0.0701,=0.0467,=19413
="000015",红利指数,2005-01-04,=0.0308,=3141.0700,=0.0341,=8.2911,=0.8904,=4.6646,=5.5109,=7.0898,=7.9361,=10.4439,=0.8247,=0.5848,=0.5525,=0.6399,=0.7661,=1.0213,=1.3875,=1.4104,=0.9156,=0.7277,=0.8915,=1.1131,=1.3111,=1.6890,=0.0663,=0.0968,=0.0697,=0.0459,=13994
="931446",东证红利低波,2020-04-21,=0.0150,=3474.4000,=0.0092,=8.3267,=0.7679,=5.1478,=6.1502,=7.0045,=8.5449,=11.0216,=0.8242,=0.7168,=0.5884,=0.6919,=0.7559,=0.8785,=1.2481,=1.5107,=0.9803,=0.5909,=0.7488,=0.8711,=1.2066,=1.5979,=0.0722,=0.0935,=0.0745,=0.0450,=647
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0146,=5025.8800,=0.0822,=8.3873,=0.9864,=4.2457,=4.6882,=5.6762,=7.3867,=8.5904,=0.7691,=0.9864,=0.4429,=0.4944,=0.5718,=0.7158,=0.7878,=1.0808,=0.9819,=0.6036,=0.6686,=0.8630,=0.9820,=1.1099,,=0.0975,,=0.0580,=67
="000821",300红利,2012-07-20,=0.0240,=6621.9500,=-0.0075,=8.4347,=0.8266,=4.9998,=6.1945,=7.5537,=8.3410,=10.9286,=0.8594,=0.4625,=0.5725,=0.7149,=0.8800,=1.0813,=1.4919,=1.3733,=0.9053,=0.6098,=0.7997,=1.0583,=1.2892,=1.6963,=0.0718,=0.0978,=0.0729,=0.0468,=955
="000992",全指金融,2011-08-02,=0.0147,=5817.9800,=-0.0284,=8.4437,=0.5737,=5.9310,=7.1035,=8.2107,=9.0286,=11.6339,=0.8241,=0.3398,=0.6188,=0.7236,=0.9560,=1.1755,=1.5107,=2.1509,=0.8596,=1.1568,=1.4434,=1.8068,=2.0501,=2.6668,=0.0717,=0.0849,=0.0695,=0.0361,=2677
="000824",国企红利,2012-07-20,=0.0292,=2193.6400,=0.0342,=8.5612,=0.8550,=4.8847,=5.9432,=7.3304,=8.2362,=10.7823,=0.8584,=0.5383,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2603,=0.8386,=0.5370,=0.7018,=0.9868,=1.2186,=1.6834,=0.0703,=0.0950,=0.0723,=0.0473,=887
="931644",800红利,2024-03-15,=0.0263,=2629.2700,=0.0302,=8.7176,=0.7043,=6.4729,=7.2341,=8.1164,=9.0195,=9.4757,=0.8851,=0.7000,=0.7001,=0.7641,=0.8527,=0.9069,=0.9431,=1.2812,=0.8826,=0.8423,=0.9185,=1.0995,=1.2601,=1.3255,=0.0724,,,=0.0467,=24
="399373",大盘价值,2010-01-04,=0.0198,=8435.6200,=-0.0161,=8.8198,=0.6808,=5.4746,=6.8624,=8.3220,=9.0892,=11.9914,=0.9379,=0.4646,=0.6410,=0.8034,=0.9534,=1.1408,=1.5001,=1.1339,=0.8118,=0.5920,=0.7822,=0.9285,=1.1262,=1.4541,=0.0742,=0.0969,=0.0767,=0.0451,=321
="930740",300红利LV,2018-12-04,=0.0182,=7146.4600,=-0.0032,=8.9062,=0.8810,=5.4153,=6.7943,=7.4650,=8.4439,=9.6903,=0.9307,=0.7511,=0.6159,=0.7662,=0.8512,=0.9447,=1.0604,=1.3571,=0.7305,=0.6725,=0.8535,=1.0729,=1.5162,=1.9253,=0.0724,=0.1016,=0.0768,=0.0451,=546
="000825",央企红利,2012-07-20,=0.0203,=3513.9000,=0.0175,=8.9706,=0.9308,=4.7369,=6.0989,=7.3069,=8.2663,=10.5687,=0.8941,=0.5721,=0.5507,=0.6916,=0.8603,=1.0042,=1.3929,=1.1917,=0.7743,=0.6009,=0.8549,=1.0447,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0454,=249
="931024",港股通非银,2017-11-06,=0.0122,=4717.1100,=0.0986,=8.9979,=0.2358,=6.7549,=8.8097,=11.4806,=13.4032,=22.4310,=1.2926,=0.8836,=0.6237,=0.8441,=1.0398,=1.2256,=1.7592,=1.5221,=0.9877,=0.5870,=0.8708,=1.0034,=1.1882,=2.2002,,=0.1307,,=0.0284,=154
="000919",300价值,2008-01-21,=0.0185,=5296.1200,=-0.0042,=8.9989,=0.7273,=5.9577,=7.3294,=8.4294,=9.2279,=12.2376,=0.9401,=0.4790,=0.6917,=0.8498,=0.9462,=1.1524,=1.5388,=1.1128,=0.8406,=0.6314,=0.7862,=0.9061,=1.0942,=1.3421,=0.0754,=0.0956,=0.0764,=0.0412,=4275
="000063",上证周期,2010-02-03,=0.0158,=4059.4300,=0.0005,=9.0773,=0.7006,=5.4761,=7.1368,=8.5188,=9.4369,=12.4946,=0.9704,=0.5041,=0.6668,=0.8369,=0.9685,=1.1091,=1.4831,=1.6224,=0.9773,=0.8113,=1.0639,=1.2470,=1.4117,=1.7571,=0.0802,=0.1040,=0.0825,=0.0384,=204
="399995",基建工程,2015-03-12,=0.0130,=4122.2000,=0.0552,=9.1763,=0.6553,=5.8673,=7.3449,=8.2814,=12.9502,=18.8590,=0.7283,=0.1808,=0.5815,=0.7412,=0.9158,=1.5084,=2.1834,=0.1965,=0.3933,=0.1368,=0.1788,=0.2077,=0.3647,=0.5478,=0.0443,=0.0702,=0.0519,=0.0284,=2668
="931848",800红利低波,2024-05-21,=0.0183,=3214.6000,=0.0155,=9.2109,=0.6746,=7.4155,=8.1107,=8.8953,=9.4220,=9.7854,=0.9565,=0.7201,=0.7315,=0.8562,=0.9129,=0.9677,=1.0001,=1.3433,=0.5431,=1.1714,=1.2257,=1.3263,=1.3766,=1.5428,=0.0743,,,=0.0444,=104
="932305",智选高股息,2024-09-30,=0.0284,=12010.7000,=0.0762,=9.4240,=0.9633,=7.0143,=7.4446,=8.2593,=9.0423,=9.6067,=1.0822,=0.8624,=0.8750,=0.9187,=1.0390,=1.0750,=1.1156,=0.7794,=0.5199,=0.7106,=0.7282,=0.7730,=1.2819,=1.3342,=0.0585,,,=0.0691,=184
="930955",红利低波100,2017-05-26,=0.0152,=12012.5200,=0.0188,=9.4659,=0.8812,=5.0805,=6.0459,=7.3618,=8.4853,=11.5013,=0.9990,=0.8192,=0.5792,=0.6647,=0.8203,=0.9887,=1.3722,=1.2093,=0.7388,=0.5888,=0.7745,=0.9837,=1.2846,=1.7525,=0.0696,=0.1071,=0.0823,=0.0470,=1675
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0191,=4372.2900,=0.0889,=9.6114,=0.6312,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8967,=0.5552,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0059,=0.5297,=0.5555,=0.7802,=0.9897,=1.3645,=1.5178,,=0.0943,,=0.0554,=27
="931069",中金300,2018-02-14,=0.0147,=5077.9700,=0.0147,=9.7296,=0.6156,=5.9518,=7.4750,=9.2376,=10.5298,=13.6164,=1.0231,=0.3875,=0.7377,=0.9186,=1.1141,=1.3609,=1.8328,=1.4189,=0.8857,=0.6656,=0.8550,=1.1094,=1.2940,=1.7542,=0.0705,=0.1122,=0.0821,=0.0395,=74
="H30356",800价值,2014-06-09,=0.0187,=6735.2600,=0.0134,=9.7688,=0.7571,=6.4024,=7.6794,=9.0119,=9.9415,=13.4784,=1.0095,=0.5626,=0.7030,=0.8596,=0.9862,=1.1828,=1.6287,=1.0949,=0.8376,=0.5868,=0.7364,=0.8781,=1.0541,=1.3738,=0.0743,=0.0930,=0.0741,=0.0392,=23
="000968",300周期,2010-05-28,=0.0169,=4586.5100,=0.0083,=9.8275,=0.7146,=6.1174,=7.8172,=9.1344,=10.2878,=13.3562,=1.0092,=0.4823,=0.7021,=0.8488,=1.0166,=1.1859,=1.5550,=1.6344,=0.9802,=0.8459,=1.0847,=1.2627,=1.4521,=1.8297,=0.0768,=0.0960,=0.0775,=0.0360,=97
="000042",上证央企,2009-03-30,=0.0134,=1789.4400,=-0.0121,=9.8337,=0.7438,=6.3284,=7.8865,=9.1040,=10.0107,=12.9577,=1.0089,=0.5572,=0.7230,=0.8874,=0.9896,=1.1180,=1.4812,=1.2900,=0.9827,=0.6569,=0.8569,=0.9738,=1.1156,=1.3891,=0.0743,=0.0973,=0.0775,=0.0385,=379
="931722",国新港股通央企红利,2023-09-13,=0.0204,=1400.3400,=0.0626,=9.8535,=0.9814,=5.5040,=6.6130,=7.4567,=8.7494,=10.0958,=0.9490,=0.9915,=0.6213,=0.7181,=0.8030,=0.8790,=0.9723,=0.6376,=0.9898,=0.3100,=0.3737,=0.4521,=0.5727,=0.6533,,=0.1085,,=0.0590,=264
="000925",基本面50,2009-02-26,=0.0204,=4528.7300,=-0.0194,=9.8585,=0.7389,=6.2635,=7.9688,=9.0197,=10.0491,=12.7955,=1.0252,=0.4094,=0.7306,=0.9013,=1.0672,=1.1921,=1.5728,=1.0829,=0.7710,=0.6037,=0.7873,=0.9653,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0394,=4508
="980081",价值100,2012-12-28,,,=0.0381,=9.8621,=0.9892,=7.7317,=8.2853,=8.5079,=9.3287,=10.0799,=1.1034,=0.9675,=0.8413,=0.8802,=0.9044,=1.0544,=1.1275,=0.9979,=0.7509,=0.7580,=0.8005,=0.8462,=1.0218,=1.0480,=0.0810,,,=0.0463,=165
="932422",A500红利低波,2025-04-09,=0.0172,=3121.6200,=0.0060,=9.8900,=0.2315,=9.5190,=9.8695,=10.0791,=10.2588,=10.5846,=1.0500,=0.7291,=0.9943,=1.0272,=1.0402,=1.0538,=1.0761,=1.2832,=0.0640,=1.2431,=1.4015,=1.4464,=1.4792,=1.5336,,,,=0.0441,=168
="399550",央视50,2012-06-06,=0.0067,=8376.2000,=0.0352,=9.9244,=0.7446,=6.8960,=8.2330,=9.2044,=10.1360,=13.0561,=1.0387,=0.2628,=0.8649,=1.0184,=1.2410,=1.4259,=1.8564,=2.0735,=0.8439,=1.3448,=1.6427,=1.7903,=2.0304,=2.5217,=0.0768,=0.1002,=0.0803,=0.0424,=2246
="399371",国证价值,2010-01-04,=0.0181,=7379.4300,=0.0245,=10.1240,=0.7586,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0348,=0.5581,=0.7249,=0.8967,=1.0117,=1.2427,=1.5675,=1.0698,=0.7731,=0.5764,=0.7536,=0.8693,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0406,=107
="930723",沪港深F100,2015-08-05,=0.0143,=5117.7200,=0.0051,=10.1525,=0.8062,=5.4557,=7.5646,=8.9054,=10.1307,=13.1279,=1.0346,=0.5815,=0.6469,=0.8477,=1.0065,=1.1158,=1.4626,=1.3276,=0.8821,=0.6039,=0.8635,=1.0668,=1.2702,=1.6654,,=0.0984,,=0.0394,=151
="000859",国企一带一路,2019-05-16,=0.0145,=2000.4000,=0.0982,=10.1699,=0.0796,=9.4709,=11.0646,=12.6225,=14.5794,=21.0714,=1.0250,=0.0441,=0.9854,=1.2314,=1.4604,=1.7882,=2.1877,=1.1087,=0.9951,=0.4715,=0.5579,=0.7323,=0.8132,=1.1273,=0.0831,=0.1174,=0.0935,=0.0367,=235
="930608",中证基建,2015-03-31,=0.0171,=8946.1200,=0.0542,=10.2371,=0.4407,=6.6667,=8.6242,=10.6142,=17.5303,=25.2863,=0.8508,=0.2335,=0.6550,=0.8278,=1.1265,=1.6599,=2.2134,=0.2441,=0.3002,=0.1701,=0.2221,=0.3449,=0.5024,=0.7101,=0.0482,=0.0717,=0.0544,=0.0288,=633
="931052",国信价值,2017-12-08,=0.0119,=3726.0300,=0.0796,=10.2640,=0.9652,=5.3831,=6.5730,=7.3689,=8.6295,=10.7705,=1.3798,=0.9788,=0.7343,=0.9103,=1.0243,=1.1388,=1.5208,=1.7290,=0.9601,=0.6105,=0.9356,=1.2111,=1.4314,=2.0196,=0.0941,=0.1244,=0.0834,=0.0446,=486
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0023,=9631.7800,=0.0179,=10.3533,=0.8274,=5.7712,=7.8328,=8.9195,=10.2642,=13.0207,=1.1163,=0.6263,=0.7256,=0.9374,=1.0714,=1.2097,=1.5098,=1.6151,=0.7145,=0.9123,=1.1358,=1.3827,=1.7093,=2.4187,,=0.1200,,=0.0347,=260
="930846",300SNLV,2016-06-24,,,=0.0491,=10.3620,=0.6243,=7.7900,=9.1924,=10.0400,=10.7598,=12.6275,=1.0716,=0.3599,=0.8340,=1.0373,=1.0996,=1.2310,=1.5027,=1.4743,=0.9230,=0.7711,=0.9484,=1.1481,=1.3151,=1.6864,=0.0686,=0.1035,=0.0757,=0.0414,=147
="000056",上证国企,2010-01-04,=0.0166,=1291.5000,=0.0354,=10.4204,=0.7319,=7.2538,=8.8761,=9.6463,=10.7944,=13.3187,=1.2105,=0.7862,=0.8518,=1.0315,=1.1223,=1.2167,=1.5455,=1.7237,=0.9938,=0.7909,=0.9978,=1.0993,=1.2166,=1.7604,=0.0856,=0.1002,=0.0788,=0.0376,=197
="931373",股息龙头,2019-11-15,=0.0175,=2773.6400,=-0.0038,=10.5295,=0.9344,=5.4295,=6.8422,=8.1978,=9.4454,=11.4004,=1.1723,=0.9073,=0.6697,=0.8421,=0.9931,=1.1144,=1.2586,=1.5582,=0.9702,=0.5706,=0.8078,=0.9695,=1.3495,=1.6262,=0.0792,=0.1085,=0.0840,=0.0417,=319
="H30035",300非银,2012-12-21,=0.0132,=11036.5900,=-0.0104,=10.5326,=0.0202,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5357,=0.3785,=1.0544,=1.3281,=1.6584,=2.0504,=2.4387,=1.9460,=0.7661,=1.0410,=1.4193,=1.7249,=1.9724,=2.3917,=0.1224,=0.1114,=0.0952,=0.0214,=1118
="000021",180治理,2008-09-10,=0.0146,=1111.3700,=0.0213,=10.5848,=0.8204,=6.3364,=8.4334,=9.6488,=10.4929,=13.6109,=1.1666,=0.6977,=0.7542,=0.9755,=1.0988,=1.2204,=1.5847,=1.4561,=0.9942,=0.6625,=0.8520,=0.9536,=1.1346,=1.4859,=0.0797,=0.1012,=0.0804,=0.0387,=160
="950090",50AH优选,2015-12-10,=0.0108,=6446.2700,=0.0424,=10.5861,=0.9379,=6.3188,=7.8958,=8.5900,=9.7231,=13.5010,=1.1241,=0.7979,=0.7914,=0.9469,=1.0242,=1.1247,=1.5403,=1.4270,=0.9988,=0.6574,=0.8442,=0.9451,=1.0487,=1.4553,,=0.1094,,=0.0373,=1979
="932153",港股通价值策略,2025-04-30,=0.0099,=1132.0300,=0.0773,=10.6126,=0.9791,=8.1696,=9.4734,=10.0475,=10.2812,=10.8246,=0.9110,=0.9476,=0.7012,=0.8172,=0.8719,=0.8916,=0.9322,=1.0823,=0.9529,=0.8168,=0.9458,=1.0192,=1.0576,=1.1110,,,,=0.0417,=3
="000806",消费服务,2012-02-10,=0.0055,=8498.4300,=0.0089,=10.6183,=0.4325,=8.3292,=9.9486,=10.8052,=11.8703,=17.0971,=1.1924,=0.1561,=1.0009,=1.2082,=1.3598,=1.5457,=2.0145,=2.3129,=0.7368,=1.6526,=1.9425,=2.1021,=2.3796,=3.0032,=0.0835,=0.1029,=0.0827,=0.0351,=404
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0003,=13048.2200,=0.0159,=10.6789,=0.8822,=5.5897,=7.8154,=8.5715,=9.8396,=15.8114,=1.1538,=0.7937,=0.6924,=0.8848,=0.9934,=1.1576,=1.7191,=1.5438,=0.9043,=0.6938,=0.9880,=1.0743,=1.4114,=2.0876,,=0.1080,,=0.0334,=90
