指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000818",细分金融,2012-04-11,=0.0090,=7160.9700,=-0.0302,=7.6621,=0.4938,=5.2356,=6.4985,=7.6823,=8.4792,=10.9951,=0.8163,=0.3671,=0.5930,=0.7010,=0.9196,=1.1017,=1.4303,=2.3394,=0.8609,=1.2689,=1.6360,=1.9674,=2.2247,=2.9111,=0.0780,=0.0967,=0.0768,=0.0381,=4
="H30106",H300金融服务,2013-05-21,=0.0239,=1623.1100,=0.0726,=7.6627,=0.7696,=4.0175,=5.3627,=6.8436,=7.7687,=11.1922,=0.8029,=0.5891,=0.4470,=0.5779,=0.7491,=0.9081,=1.2489,=2.1411,=0.9636,=0.8557,=1.1817,=1.4482,=1.8088,=2.3593,,=0.1022,,=0.0425,=15
="H30270",红利价值,2013-12-19,=0.0036,=9689.8100,=0.0165,=7.7408,=0.7448,=4.4543,=5.4146,=6.7172,=8.8002,=13.0955,=0.8067,=0.6215,=0.5256,=0.6473,=0.7556,=1.2636,=1.7317,=1.5614,=0.9896,=0.5854,=0.8061,=0.9909,=1.2431,=1.6166,=0.0710,=0.0973,=0.0746,=0.0442,=137
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0090,=3002.8900,=0.0791,=7.7646,=0.9975,=3.7550,=5.0313,=5.7544,=6.6048,=7.8706,=0.7910,=0.9855,=0.4590,=0.5764,=0.6356,=0.7178,=0.8175,=1.1936,=0.9975,=0.5101,=0.6867,=0.7882,=0.8893,=1.2099,,=0.1022,,=0.0515,=251
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0075,=4852.2100,=0.0860,=7.8454,=0.8941,=3.5572,=4.6224,=5.9154,=7.0609,=9.5068,=0.6955,=0.6929,=0.3828,=0.4839,=0.5722,=0.8205,=1.1073,=1.0427,=0.6406,=0.4386,=0.6439,=0.8354,=1.4353,=2.0623,,=0.0837,,=0.0552,=1309
="000914",300金融,2007-07-02,=0.0091,=6535.3600,=-0.0272,=7.9555,=0.5465,=5.2769,=6.6035,=7.8049,=8.5959,=11.3863,=0.8135,=0.3523,=0.5962,=0.7048,=0.9403,=1.1423,=1.4919,=2.1885,=0.8712,=1.1210,=1.4313,=1.8125,=2.0581,=2.7052,=0.0748,=0.0912,=0.0734,=0.0376,=334
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0113,=1391.8900,=0.0913,=8.0119,=0.8563,=3.6777,=4.8617,=6.5856,=7.6595,=10.6953,=0.7478,=0.6213,=0.4041,=0.5047,=0.6489,=0.9071,=1.1746,=1.1775,=0.6388,=0.5013,=0.7009,=1.0623,=1.4996,=1.9871,,=0.0866,,=0.0549,=887
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0102,=2738.7100,=0.1053,=8.1010,=0.9974,=3.8979,=4.9361,=5.7892,=7.0635,=8.2018,=0.7326,=0.9418,=0.4277,=0.5146,=0.5714,=0.6624,=0.8197,=1.2480,=0.9593,=0.5333,=0.6936,=0.8632,=1.0975,=1.3442,,=0.0944,,=0.0526,=451
="000151",上国红利,2012-07-20,=0.0063,=1572.8600,=0.0296,=8.1472,=0.9008,=4.5075,=5.3671,=6.8640,=7.5496,=10.0345,=0.7716,=0.5313,=0.5268,=0.6196,=0.7561,=0.9686,=1.3272,=1.0395,=0.4169,=0.6026,=0.8954,=1.1186,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0519,=171
="930914",港股通高股息,2016-11-25,=0.0070,=5268.4799,=0.0713,=8.1673,=0.8577,=3.4280,=4.3970,=5.8341,=7.6570,=11.1979,=0.7727,=0.7357,=0.3979,=0.4998,=0.6070,=0.8571,=1.1764,=1.2732,=0.8256,=0.5144,=0.6928,=0.9149,=1.2215,=2.2126,,=0.1031,,=0.0544,=605
="H30269",红利低波,2013-12-19,=0.0046,=11314.0600,=0.0066,=8.1785,=0.7469,=4.5638,=5.5488,=6.7650,=9.4763,=14.4342,=0.8584,=0.5774,=0.5386,=0.6570,=0.8019,=1.3862,=1.9670,=1.5819,=0.9881,=0.6111,=0.8850,=1.0987,=1.4120,=1.6442,=0.0719,=0.1026,=0.0729,=0.0450,=3424
="H50040",上红低波,2014-03-21,=0.0058,=11241.1700,=0.0194,=8.2026,=0.7626,=4.6938,=5.9513,=6.9710,=9.6317,=14.3118,=0.8493,=0.5313,=0.5647,=0.6911,=0.8382,=1.3563,=1.8756,=1.5971,=0.9864,=0.6380,=0.8693,=1.2019,=1.3892,=1.6603,=0.0726,=0.1018,=0.0748,=0.0445,=321
="931157",SHS红利成长LV,2019-04-25,=0.0077,=7712.7866,=0.0347,=8.2284,=0.7631,=4.1261,=5.5578,=6.8380,=8.3577,=11.5318,=0.8396,=0.6179,=0.5154,=0.6214,=0.8042,=0.9341,=1.5888,=1.6250,=0.9994,=0.5018,=0.7012,=1.0068,=1.3495,=1.6300,,=0.1050,,=0.0481,=240
="000029",180价值,2009-01-09,=0.0078,=4365.1600,=-0.0198,=8.2666,=0.7185,=5.6894,=6.9094,=7.8729,=8.4788,=10.8138,=0.8364,=0.3337,=0.6666,=0.8069,=0.8688,=1.0683,=1.4433,=1.0757,=0.8440,=0.6198,=0.7826,=0.9447,=1.0592,=1.4032,=0.0717,=0.0955,=0.0778,=0.0433,=550
="932596",港股通红利低波,2016-02-04,,,=0.0731,=8.3010,=0.8454,=7.4451,=7.6810,=7.9393,=8.2721,=8.5745,=0.7556,=0.9794,=0.6528,=0.6766,=0.7074,=0.7215,=0.7622,=1.3565,=0.7938,=1.2161,=1.2542,=1.2968,=1.3573,=1.4099,,,,=0.0524,=48
="000934",中证金融,2009-07-03,=0.0093,=6134.9000,=-0.0214,=8.3194,=0.5959,=5.7083,=6.8952,=8.0465,=8.8699,=11.5527,=0.8295,=0.3605,=0.6117,=0.7182,=0.9460,=1.1593,=1.5017,=2.1932,=0.8782,=1.1467,=1.4503,=1.8026,=2.0489,=2.6696,=0.0730,=0.0882,=0.0717,=0.0363,=1137
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0107,=3857.1800,=0.0730,=8.3220,=0.9961,=4.9972,=5.5179,=5.9922,=7.3435,=8.5137,=0.8050,=0.9961,=0.5264,=0.5878,=0.6247,=0.7261,=0.8235,=0.9968,=0.9961,=0.5404,=0.5907,=0.6548,=0.8206,=1.0198,,=0.0965,,=0.0490,=102
="931130",红利成长低波,2018-12-04,=0.0064,=24038.0500,=0.0136,=8.3365,=0.6890,=4.4465,=5.5587,=7.6472,=8.7469,=11.5512,=0.8524,=0.3586,=0.5279,=0.6225,=0.9068,=1.0354,=1.5803,=1.8586,=0.7871,=0.3109,=0.8100,=1.3088,=1.9124,=2.5957,=0.0726,=0.1158,=0.0589,=0.0447,=118
="000922",中证红利,2008-05-26,=0.0067,=5709.0600,=0.0373,=8.3481,=0.7675,=5.1762,=6.0261,=7.6564,=8.5296,=11.2156,=0.8479,=0.4765,=0.5911,=0.7113,=0.8615,=1.1106,=1.4999,=1.2459,=0.8535,=0.6332,=0.7731,=1.0411,=1.2059,=1.7101,=0.0685,=0.0960,=0.0701,=0.0463,=19444
="000015",红利指数,2005-01-04,=0.0060,=3136.3100,=0.0325,=8.3533,=0.8988,=4.6646,=5.5109,=7.0925,=7.9373,=10.4439,=0.8315,=0.5914,=0.5525,=0.6399,=0.7661,=1.0213,=1.3875,=1.4209,=0.9235,=0.7277,=0.8915,=1.1135,=1.3115,=1.6890,=0.0663,=0.0968,=0.0697,=0.0456,=14004
="931446",东证红利低波,2020-04-21,=0.0070,=3510.4100,=0.0196,=8.3854,=0.7757,=5.1478,=6.1508,=7.0142,=8.5433,=11.0216,=0.8305,=0.7210,=0.5884,=0.6922,=0.7563,=0.8778,=1.2481,=1.5213,=0.9818,=0.5909,=0.7492,=0.8727,=1.2134,=1.5979,=0.0726,=0.0935,=0.0745,=0.0446,=654
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0123,=5094.5700,=0.0969,=8.4809,=0.9940,=4.2457,=4.6956,=5.6815,=7.4090,=8.5904,=0.7776,=0.9940,=0.4429,=0.4952,=0.5722,=0.7171,=0.7878,=1.0928,=0.9910,=0.6036,=0.6693,=0.8634,=0.9835,=1.1099,,=0.0782,,=0.0573,=68
="000821",300红利,2012-07-20,=0.0055,=6664.2800,=-0.0012,=8.4928,=0.8379,=4.9998,=6.1945,=7.5574,=8.3449,=10.9286,=0.8659,=0.4757,=0.5725,=0.7149,=0.8797,=1.0813,=1.4919,=1.3828,=0.9144,=0.6098,=0.7997,=1.0587,=1.2927,=1.6963,=0.0718,=0.0978,=0.0729,=0.0465,=956
="000992",全指金融,2011-08-02,=0.0095,=5877.0800,=-0.0185,=8.5221,=0.5947,=5.9310,=7.1035,=8.2163,=9.0286,=11.6339,=0.8324,=0.3547,=0.6188,=0.7236,=0.9545,=1.1755,=1.5107,=2.1708,=0.8679,=1.1568,=1.4434,=1.8068,=2.0526,=2.6668,=0.0720,=0.0849,=0.0695,=0.0357,=2678
="000824",国企红利,2012-07-20,=0.0049,=2193.6900,=0.0342,=8.6146,=0.8638,=4.8847,=5.9432,=7.3377,=8.2420,=10.7823,=0.8644,=0.5477,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2681,=0.8420,=0.5370,=0.7018,=0.9868,=1.2193,=1.6834,=0.0683,=0.0950,=0.0723,=0.0469,=891
="931644",800红利,2024-03-15,=0.0065,=2628.4100,=0.0299,=8.7693,=0.7106,=6.4729,=7.2369,=8.1289,=9.0185,=9.4757,=0.8909,=0.7235,=0.7001,=0.7647,=0.8530,=0.9066,=0.9431,=1.2888,=0.8942,=0.8423,=0.9186,=1.0996,=1.2605,=1.3255,=0.0715,,,=0.0464,=24
="399373",大盘价值,2010-01-04,=0.0073,=8482.4300,=-0.0107,=8.8758,=0.7111,=5.4746,=6.8624,=8.3235,=9.0892,=11.9914,=0.9443,=0.4757,=0.6410,=0.8034,=0.9529,=1.1408,=1.5001,=1.1411,=0.8222,=0.5920,=0.7822,=0.9285,=1.1269,=1.4541,=0.0758,=0.0969,=0.0767,=0.0447,=321
="930740",300红利LV,2018-12-04,=0.0035,=7194.8000,=0.0036,=8.9647,=0.8893,=5.4153,=6.8015,=7.4659,=8.4506,=9.6903,=0.9374,=0.7688,=0.6159,=0.7669,=0.8517,=0.9447,=1.0604,=1.3660,=0.7326,=0.6725,=0.8535,=1.0733,=1.5162,=1.9253,=0.0708,=0.1016,=0.0768,=0.0448,=550
="931024",港股通非银,2017-11-06,=0.0322,=4700.5100,=0.0948,=8.9850,=0.2310,=6.7549,=8.8097,=11.4764,=13.4022,=22.4310,=1.2908,=0.8813,=0.6237,=0.8445,=1.0405,=1.2262,=1.7592,=1.5200,=0.9868,=0.5870,=0.8710,=1.0035,=1.1890,=2.2002,,=0.1307,,=0.0285,=156
="000825",央企红利,2012-07-20,=0.0050,=3503.1000,=0.0144,=9.0162,=0.9358,=4.7369,=6.0989,=7.3075,=8.2676,=10.5687,=0.8989,=0.5840,=0.5507,=0.6916,=0.8603,=1.0042,=1.3929,=1.1977,=0.7856,=0.6009,=0.8549,=1.0453,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0452,=251
="000919",300价值,2008-01-21,=0.0081,=5319.9500,=0.0003,=9.0508,=0.7350,=5.9577,=7.3294,=8.4296,=9.2279,=12.2376,=0.9461,=0.5000,=0.6917,=0.8498,=0.9461,=1.1524,=1.5388,=1.1192,=0.8556,=0.6314,=0.7862,=0.9061,=1.0945,=1.3421,=0.0752,=0.0956,=0.0764,=0.0410,=4278
="399995",基建工程,2015-03-12,=0.0141,=4073.8700,=0.0429,=9.0712,=0.6407,=5.8673,=7.3449,=8.2849,=12.9228,=18.8590,=0.7200,=0.1551,=0.5815,=0.7401,=0.9156,=1.5080,=2.1834,=0.1942,=0.3770,=0.1368,=0.1788,=0.2076,=0.3640,=0.5478,=0.0443,=0.0702,=0.0519,=0.0286,=2672
="000063",上证周期,2010-02-03,=0.0130,=4063.6000,=0.0015,=9.1198,=0.7148,=5.4761,=7.1368,=8.5229,=9.4369,=12.4946,=0.9757,=0.5136,=0.6668,=0.8369,=0.9684,=1.1091,=1.4831,=1.6300,=0.9827,=0.8113,=1.0639,=1.2473,=1.4120,=1.7571,=0.0796,=0.1040,=0.0825,=0.0382,=204
="931848",800红利低波,2024-05-21,=0.0059,=3239.9700,=0.0236,=9.2701,=0.6960,=7.4155,=8.1107,=8.8991,=9.4220,=9.7854,=0.9632,=0.7625,=0.7315,=0.8562,=0.9134,=0.9677,=1.0001,=1.3519,=0.5938,=1.1714,=1.2257,=1.3268,=1.3766,=1.5428,=0.0731,,,=0.0441,=105
="932305",智选高股息,2024-09-30,=0.0045,=11971.0200,=0.0727,=9.3696,=0.9485,=7.0143,=7.4473,=8.2600,=9.0616,=9.6067,=1.0808,=0.8485,=0.8750,=0.9191,=1.0397,=1.0750,=1.1156,=0.7750,=0.5091,=0.7106,=0.7284,=0.7731,=1.2818,=1.3342,=0.0813,,,=0.0695,=190
="930955",红利低波100,2017-05-26,=0.0052,=12071.8700,=0.0238,=9.5160,=0.8856,=5.0805,=6.0459,=7.3637,=8.4893,=11.5013,=1.0050,=0.8313,=0.5792,=0.6647,=0.8206,=0.9895,=1.3722,=1.2157,=0.7472,=0.5888,=0.7745,=0.9838,=1.2846,=1.7525,=0.0742,=0.1071,=0.0823,=0.0465,=1698
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0080,=4395.4900,=0.0946,=9.6368,=0.6343,=4.8859,=6.8732,=8.8796,=12.1555,=16.1208,=0.8991,=0.5605,=0.5567,=0.7305,=0.8675,=1.1838,=1.3660,=1.0086,=0.5353,=0.5555,=0.7807,=0.9897,=1.3643,=1.5178,,=0.0943,,=0.0553,=27
="931069",中金300,2018-02-14,=0.0096,=5100.9700,=0.0193,=9.7796,=0.6260,=5.9518,=7.4750,=9.2424,=10.5298,=13.6164,=1.0289,=0.4019,=0.7377,=0.9186,=1.1140,=1.3609,=1.8328,=1.4262,=0.8895,=0.6656,=0.8550,=1.1096,=1.2972,=1.7542,=0.0823,=0.1122,=0.0821,=0.0393,=77
="H30356",800价值,2014-06-09,=0.0090,=6753.5300,=0.0161,=9.8111,=0.7706,=6.4024,=7.6801,=9.0129,=9.9398,=13.4784,=1.0144,=0.5745,=0.7030,=0.8597,=0.9866,=1.1820,=1.6287,=1.0996,=0.8428,=0.5868,=0.7365,=0.8783,=1.0551,=1.3738,=0.0738,=0.0930,=0.0741,=0.0389,=24
="000968",300周期,2010-05-28,=0.0122,=4592.6200,=0.0096,=9.8683,=0.7218,=6.1174,=7.8172,=9.1351,=10.2878,=13.3562,=1.0141,=0.4955,=0.7021,=0.8488,=1.0161,=1.1859,=1.5550,=1.6412,=0.9831,=0.8459,=1.0847,=1.2631,=1.4532,=1.8297,=0.0765,=0.0960,=0.0775,=0.0358,=97
="000042",上证央企,2009-03-30,=0.0061,=1788.9200,=-0.0124,=9.8695,=0.7551,=6.3284,=7.8865,=9.1051,=10.0107,=12.9577,=1.0130,=0.5671,=0.7230,=0.8874,=0.9900,=1.1180,=1.4812,=1.2947,=0.9835,=0.6569,=0.8569,=0.9740,=1.1163,=1.3891,=0.0745,=0.0973,=0.0775,=0.0384,=380
="931722",国新港股通央企红利,2023-09-13,=0.0019,=1401.4700,=0.0635,=9.8874,=0.9848,=5.5040,=6.6151,=7.4635,=8.7851,=10.0958,=0.9522,=0.9916,=0.6213,=0.7186,=0.8033,=0.8807,=0.9723,=0.6398,=0.9899,=0.3100,=0.3750,=0.4531,=0.5751,=0.6533,,=0.1085,,=0.0588,=269
="980081",价值100,2012-12-28,,,=0.0492,=9.9120,=0.9929,=7.7317,=8.2882,=8.5102,=9.3768,=10.0799,=1.1112,=0.9857,=0.8413,=0.8805,=0.9049,=1.0558,=1.1275,=1.0029,=0.7571,=0.7580,=0.8019,=0.8477,=1.0211,=1.0480,=0.0842,,,=0.0461,=175
="000925",基本面50,2009-02-26,=0.0066,=4545,=-0.0159,=9.9267,=0.7626,=6.2635,=7.9688,=9.0213,=10.0491,=12.7955,=1.0332,=0.4288,=0.7306,=0.9013,=1.0665,=1.1921,=1.5728,=1.0904,=0.7790,=0.6037,=0.7873,=0.9658,=1.1027,=1.4866,=0.0747,=0.0942,=0.0767,=0.0391,=4512
="932422",A500红利低波,2025-04-09,=0.0066,=3142.5500,=0.0127,=9.9376,=0.2670,=9.5190,=9.8695,=10.0789,=10.2588,=10.5846,=1.0557,=0.8398,=0.9943,=1.0272,=1.0403,=1.0540,=1.0761,=1.2894,=0.0874,=1.2431,=1.3949,=1.4454,=1.4792,=1.5336,=0.0713,,,=0.0438,=180
="399550",央视50,2012-06-06,=0.0128,=8443.2000,=0.0434,=9.9905,=0.7588,=6.8960,=8.2340,=9.2091,=10.1360,=13.0561,=1.0464,=0.2901,=0.8649,=1.0184,=1.2408,=1.4259,=1.8564,=2.0873,=0.8547,=1.3448,=1.6427,=1.7909,=2.0317,=2.5217,=0.0768,=0.1002,=0.0803,=0.0421,=2253
="399371",国证价值,2010-01-04,=0.0099,=7408.0900,=0.0284,=10.1758,=0.7720,=6.4728,=7.8374,=9.0986,=10.3123,=13.0475,=1.0404,=0.5786,=0.7249,=0.8967,=1.0118,=1.2427,=1.5675,=1.0753,=0.7819,=0.5764,=0.7536,=0.8694,=1.0930,=1.3812,=0.0733,=0.0912,=0.0751,=0.0403,=108
="930608",中证基建,2015-03-31,=0.0156,=8891.0700,=0.0477,=10.1859,=0.4333,=6.6667,=8.6242,=10.6068,=17.5179,=25.2863,=0.8466,=0.2272,=0.6550,=0.8278,=1.1261,=1.6592,=2.2134,=0.2429,=0.2959,=0.1701,=0.2221,=0.3446,=0.5019,=0.7101,=0.0483,=0.0717,=0.0544,=0.0289,=633
="000859",国企一带一路,2019-05-16,=0.0120,=1993.1500,=0.0942,=10.2075,=0.0886,=9.4709,=11.0320,=12.6165,=14.5794,=21.0714,=1.0290,=0.0525,=0.9854,=1.2300,=1.4595,=1.7882,=2.1877,=1.1128,=0.9963,=0.4715,=0.5579,=0.7326,=0.8143,=1.1273,=0.0719,=0.1174,=0.0935,=0.0365,=239
="930723",沪港深F100,2015-08-05,=0.0076,=5149.7360,=0.0113,=10.2207,=0.8233,=5.4557,=7.5646,=8.9146,=10.1328,=13.1279,=1.0418,=0.6059,=0.6469,=0.8477,=1.0069,=1.1158,=1.4626,=1.3365,=0.8881,=0.6039,=0.8635,=1.0668,=1.2719,=1.6654,,=0.0984,,=0.0391,=151
="931052",国信价值,2017-12-08,=0.0115,=3739.4000,=0.0834,=10.3644,=0.9748,=5.3831,=6.5742,=7.3699,=8.6333,=10.7705,=1.3933,=0.9884,=0.7343,=0.9104,=1.0247,=1.1389,=1.5208,=1.7459,=0.9692,=0.6105,=0.9358,=1.2114,=1.4329,=2.0196,=0.0959,=0.1244,=0.0834,=0.0441,=496
="930846",300SNLV,2016-06-24,=0.0105,=7004.2600,=0.0589,=10.4076,=0.6427,=7.7900,=9.1926,=10.0407,=10.7584,=12.6275,=1.0770,=0.3953,=0.8340,=1.0374,=1.0994,=1.2308,=1.5027,=1.4808,=0.9244,=0.7711,=0.9487,=1.1485,=1.3155,=1.6864,=0.0692,=0.1035,=0.0757,=0.0411,=147
="000056",上证国企,2010-01-04,=0.0098,=1292.1900,=0.0360,=10.4515,=0.7366,=7.2538,=8.8779,=9.6485,=10.7944,=13.3187,=1.2151,=0.7971,=0.8518,=1.0315,=1.1223,=1.2167,=1.5455,=1.7288,=0.9951,=0.7909,=0.9978,=1.0996,=1.2175,=1.7604,=0.0844,=0.1002,=0.0788,=0.0374,=196
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0140,=9741.0700,=0.0294,=10.4685,=0.8567,=5.7712,=7.8344,=8.9223,=10.2681,=13.0207,=1.1289,=0.6648,=0.7256,=0.9375,=1.0716,=1.2096,=1.5098,=1.6331,=0.7378,=0.9123,=1.1364,=1.3836,=1.7090,=2.4187,,=0.1251,,=0.0343,=261
="931373",股息龙头,2019-11-15,=0.0057,=2772.9500,=-0.0040,=10.5929,=0.9399,=5.4295,=6.8435,=8.1983,=9.4473,=11.4004,=1.1797,=0.9161,=0.6697,=0.8429,=0.9947,=1.1154,=1.2586,=1.5676,=0.9775,=0.5706,=0.8081,=0.9704,=1.3504,=1.6262,=0.0791,=0.1085,=0.0840,=0.0415,=319
="H30035",300非银,2012-12-21,=0.0154,=11138.2200,=-0.0013,=10.6160,=0.0235,=9.6261,=13.1093,=15.1656,=19.3481,=26.3489,=1.5494,=0.3938,=1.0544,=1.3281,=1.6580,=2.0504,=2.4387,=1.9614,=0.7885,=1.0410,=1.4193,=1.7258,=1.9724,=2.3917,=0.1224,=0.1114,=0.0952,=0.0212,=1122
="000021",180治理,2008-09-10,=0.0110,=1113.8900,=0.0236,=10.6274,=0.8337,=6.3364,=8.4334,=9.6503,=10.5017,=13.6109,=1.1719,=0.7045,=0.7542,=0.9755,=1.0992,=1.2204,=1.5847,=1.4620,=0.9959,=0.6625,=0.8520,=0.9540,=1.1350,=1.4859,=0.0796,=0.1012,=0.0804,=0.0386,=160
="950090",50AH优选,2015-12-10,=0.0189,=6478.0300,=0.0475,=10.6520,=0.9422,=6.3188,=7.8986,=8.5916,=9.7284,=13.5010,=1.1317,=0.8181,=0.7914,=0.9471,=1.0245,=1.1247,=1.5403,=1.4359,=0.9996,=0.6574,=0.8443,=0.9453,=1.0488,=1.4553,,=0.1094,,=0.0369,=1979
="000806",消费服务,2012-02-10,=0.0108,=8535.1000,=0.0133,=10.6658,=0.4490,=8.3292,=9.9487,=10.8051,=11.8703,=17.0971,=1.1990,=0.1753,=1.0009,=1.2078,=1.3596,=1.5457,=2.0145,=2.3233,=0.7424,=1.6526,=1.9426,=2.1026,=2.3796,=3.0032,=0.0839,=0.1029,=0.0827,=0.0346,=404
="932153",港股通价值策略,2025-04-30,=0.0166,=1142.1300,=0.0869,=10.7249,=0.9948,=8.1696,=9.4785,=10.0483,=10.2840,=10.8246,=0.9206,=0.9845,=0.7012,=0.8177,=0.8736,=0.8923,=0.9322,=1.0937,=0.9742,=0.8168,=0.9463,=1.0199,=1.0588,=1.1110,,,,=0.0412,=3
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0151,=13216.3000,=0.0289,=10.7854,=0.8942,=5.5897,=7.8163,=8.5736,=9.8520,=15.8114,=1.1655,=0.8219,=0.6924,=0.8850,=0.9939,=1.1577,=1.7191,=1.5591,=0.9198,=0.6938,=0.9884,=1.0744,=1.4128,=2.0876,,=0.1076,,=0.0331,=90
