指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000151",上国红利,2012-07-20,=0.0004,=1561.7100,=0.0223,=8.3290,=0.9481,=4.5075,=5.3671,=6.8320,=7.5199,=10.0345,=0.7869,=0.5420,=0.5268,=0.6196,=0.7569,=0.9695,=1.3272,=1.0627,=0.4432,=0.6026,=0.8954,=1.1268,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0508,=161
="000029",180价值,2009-01-09,=-0.0014,=4460.0300,=0.0015,=8.3729,=0.7681,=5.6894,=6.9094,=7.8628,=8.4788,=10.8138,=0.8455,=0.3801,=0.6666,=0.8069,=0.8712,=1.0692,=1.4433,=1.0896,=0.8777,=0.6198,=0.7826,=0.9442,=1.0566,=1.4032,=0.0706,=0.0955,=0.0778,=0.0428,=548
="000922",中证红利,2008-05-26,=0.0033,=5611.1700,=0.0195,=8.3981,=0.7797,=5.1762,=6.0261,=7.6522,=8.5296,=11.2156,=0.8511,=0.4741,=0.5911,=0.7113,=0.8691,=1.1112,=1.4999,=1.2534,=0.8633,=0.6332,=0.7731,=1.0380,=1.1992,=1.7101,=0.0685,=0.0960,=0.0701,=0.0461,=19257
="000015",红利指数,2005-01-04,=-0.0004,=3088.7700,=0.0168,=8.4092,=0.9094,=4.6646,=5.5109,=7.0898,=7.9154,=10.4439,=0.8360,=0.5881,=0.5525,=0.6399,=0.7661,=1.0218,=1.3875,=1.4305,=0.9296,=0.7277,=0.8915,=1.1079,=1.3063,=1.6890,=0.0663,=0.0968,=0.0697,=0.0453,=13956
="931130",红利成长低波,2018-12-04,=0.0028,=23682.6800,=-0.0014,=8.6032,=0.7661,=4.4465,=5.5534,=7.6041,=8.7651,=11.5512,=0.8783,=0.3935,=0.5279,=0.6220,=0.9086,=1.0368,=1.5803,=1.9180,=0.7992,=0.3109,=0.8093,=1.3029,=1.9188,=2.5957,=0.0669,=0.1158,=0.0589,=0.0433,=111
="000821",300红利,2012-07-20,=-0.0012,=6666.6000,=-0.0008,=8.6095,=0.8587,=4.9998,=6.1945,=7.5480,=8.3213,=10.9286,=0.8760,=0.4864,=0.5725,=0.7149,=0.8834,=1.0818,=1.4919,=1.4018,=0.9259,=0.6098,=0.7997,=1.0570,=1.2755,=1.6963,=0.0718,=0.0978,=0.0729,=0.0458,=954
="000934",中证金融,2009-07-03,=0.0033,=6319.0200,=0.0079,=8.6206,=0.7105,=5.7083,=6.8952,=8.0190,=8.8699,=11.5527,=0.8590,=0.3917,=0.6117,=0.7182,=0.9565,=1.1614,=1.5017,=2.2726,=0.9279,=1.1467,=1.4503,=1.8026,=2.0432,=2.6696,=0.0733,=0.0882,=0.0717,=0.0351,=1134
="931446",东证红利低波,2020-04-21,=0.0023,=3459.3300,=0.0048,=8.6901,=0.8448,=5.1478,=6.1463,=6.9240,=8.5460,=11.0216,=0.8589,=0.7494,=0.5884,=0.6909,=0.7531,=0.8799,=1.2481,=1.5766,=0.9904,=0.5909,=0.7485,=0.8643,=1.1971,=1.5979,=0.0722,=0.0935,=0.0745,=0.0431,=609
="000824",国企红利,2012-07-20,=0.0047,=2157.6000,=0.0172,=8.7195,=0.8888,=4.8847,=5.9432,=7.3206,=8.2114,=10.7823,=0.8732,=0.5589,=0.5610,=0.6881,=0.8282,=1.0602,=1.4469,=1.2836,=0.8608,=0.5370,=0.7018,=0.9868,=1.2137,=1.6834,=0.0703,=0.0950,=0.0723,=0.0465,=881
="931024",港股通非银,2017-11-06,=-0.0068,=4586.2200,=0.0682,=8.7887,=0.1937,=6.7549,=8.8306,=11.5065,=13.4091,=22.4310,=1.2626,=0.8554,=0.6237,=0.8434,=1.0377,=1.2206,=1.7592,=1.4867,=0.9822,=0.5870,=0.8702,=1.0014,=1.1837,=2.2002,,=0.1307,,=0.0291,=151
="000992",全指金融,2011-08-02,=0.0037,=6048.2800,=0.0100,=8.8317,=0.7306,=5.9310,=7.1035,=8.1866,=9.0286,=11.6339,=0.8617,=0.3942,=0.6188,=0.7236,=0.9659,=1.1781,=1.5107,=2.2476,=0.9024,=1.1568,=1.4434,=1.8068,=2.0465,=2.6668,=0.0717,=0.0849,=0.0695,=0.0345,=2671
="931644",800红利,2024-03-15,=-0.0004,=2592.4000,=0.0157,=8.8820,=0.7291,=6.4729,=7.2201,=8.0753,=9.0290,=9.4757,=0.9006,=0.7540,=0.7001,=0.7633,=0.8508,=0.9078,=0.9431,=1.3053,=0.9436,=0.8423,=0.9161,=1.0964,=1.2552,=1.3255,=0.0724,,,=0.0458,=24
="399373",大盘价值,2010-01-04,=-0.0019,=8597.3500,=0.0027,=8.9969,=0.7669,=5.4746,=6.8624,=8.3073,=9.0892,=11.9914,=0.9555,=0.5016,=0.6410,=0.8034,=0.9551,=1.1408,=1.5001,=1.1567,=0.8513,=0.5920,=0.7822,=0.9285,=1.1254,=1.4541,=0.0742,=0.0969,=0.0767,=0.0442,=319
="930740",300红利LV,2018-12-04,=-0.0004,=7150.6100,=-0.0026,=9.0373,=0.8990,=5.4153,=6.7922,=7.4538,=8.4130,=9.6903,=0.9431,=0.7893,=0.6159,=0.7654,=0.8501,=0.9451,=1.0604,=1.3771,=0.7353,=0.6725,=0.8507,=1.0716,=1.5173,=1.9253,=0.0724,=0.1016,=0.0768,=0.0444,=533
="000919",300价值,2008-01-21,=-0.0012,=5364.2800,=0.0086,=9.1565,=0.7739,=5.9577,=7.3294,=8.4222,=9.2259,=12.2376,=0.9554,=0.5239,=0.6917,=0.8498,=0.9480,=1.1532,=1.5388,=1.1323,=0.8752,=0.6314,=0.7862,=0.9061,=1.0891,=1.3421,=0.0754,=0.0956,=0.0764,=0.0405,=4266
="000825",央企红利,2012-07-20,=0.0014,=3478.3600,=0.0072,=9.1672,=0.9671,=4.7369,=6.0989,=7.3069,=8.2448,=10.5687,=0.9128,=0.6124,=0.5507,=0.6916,=0.8603,=1.0053,=1.3929,=1.2178,=0.8258,=0.6009,=0.8549,=1.0420,=1.2056,=1.7357,=0.0699,=0.0980,=0.0727,=0.0444,=239
="399995",基建工程,2015-03-12,=0.0079,=4122.9700,=0.0554,=9.1927,=0.6553,=5.8673,=7.3449,=8.2814,=13.0623,=18.8590,=0.7308,=0.1808,=0.5815,=0.7488,=0.9188,=1.5443,=2.1834,=0.1968,=0.3917,=0.1368,=0.1788,=0.2089,=0.3671,=0.5478,=0.0443,=0.0702,=0.0519,=0.0282,=2657
="000063",上证周期,2010-02-03,=-0.0004,=4130.7600,=0.0181,=9.2329,=0.7508,=5.4761,=7.1368,=8.5038,=9.4369,=12.4946,=0.9859,=0.5334,=0.6668,=0.8369,=0.9705,=1.1096,=1.4831,=1.6502,=0.9922,=0.8113,=1.0639,=1.2461,=1.4027,=1.7571,=0.0802,=0.1040,=0.0825,=0.0377,=204
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0031,=4113.9600,=0.0245,=9.2349,=0.5621,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8609,=0.4805,=0.5567,=0.7305,=0.8694,=1.1842,=1.3660,=0.9665,=0.4578,=0.5555,=0.7802,=0.9925,=1.3645,=1.5178,,=0.0943,,=0.0577,=26
="931848",800红利低波,2024-05-21,=0.0018,=3186.9300,=0.0068,=9.3323,=0.7082,=7.4155,=8.0944,=8.8652,=9.4336,=9.7854,=0.9679,=0.7980,=0.7315,=0.8541,=0.9116,=0.9679,=1.0001,=1.3610,=0.6409,=1.1714,=1.2244,=1.3191,=1.3781,=1.5428,=0.0743,,,=0.0438,=98
="932305",智选高股息,2024-09-30,=0.0010,=11487.4200,=0.0293,=9.3666,=0.9516,=7.0143,=7.4402,=8.2400,=8.5785,=9.6067,=1.0756,=0.8000,=0.8750,=0.9176,=1.0366,=1.0756,=1.1156,=0.7747,=0.4839,=0.7106,=0.7278,=0.7821,=1.2823,=1.3342,=0.0585,,,=0.0695,=162
="980081",价值100,2012-12-28,,,=0.0182,=9.4364,=0.8846,=7.7317,=8.2766,=8.4909,=9.2123,=9.8012,=1.0540,=0.8346,=0.8413,=0.8793,=0.9026,=1.0401,=1.1153,=0.9548,=0.7308,=0.7580,=0.8000,=0.8424,=1.0236,=1.0480,=0.0810,,,=0.0484,=139
="930955",红利低波100,2017-05-26,=0.0030,=11864.9500,=0.0062,=9.4660,=0.8817,=5.0805,=6.0415,=7.3458,=8.4556,=11.5013,=0.9973,=0.8135,=0.5792,=0.6643,=0.8192,=0.9870,=1.3722,=1.2094,=0.7381,=0.5888,=0.7734,=0.9829,=1.2912,=1.7525,=0.0696,=0.1071,=0.0823,=0.0469,=1587
="931722",国新港股通央企红利,2023-09-13,=-0.0007,=1329.4800,=0.0089,=9.4732,=0.9407,=5.5040,=6.6080,=7.4259,=8.6379,=10.0834,=0.9124,=0.9407,=0.6213,=0.7147,=0.7984,=0.8726,=0.9570,=0.6130,=0.9459,=0.3100,=0.3726,=0.4495,=0.5656,=0.6473,,=0.1085,,=0.0614,=245
="H30356",800价值,2014-06-09,=0.0002,=6764.6400,=0.0178,=9.8825,=0.7885,=6.4024,=7.6741,=9.0089,=9.9462,=13.4784,=1.0201,=0.5852,=0.7030,=0.8595,=0.9843,=1.1838,=1.6287,=1.1076,=0.8505,=0.5868,=0.7357,=0.8769,=1.0489,=1.3738,=0.0743,=0.0930,=0.0741,=0.0387,=19
="931069",中金300,2018-02-14,=0.0031,=5118.7000,=0.0228,=9.9346,=0.6660,=5.9518,=7.4724,=9.2204,=10.5391,=13.6164,=1.0431,=0.4290,=0.7377,=0.9176,=1.1162,=1.3628,=1.8328,=1.4488,=0.9092,=0.6656,=0.8519,=1.1076,=1.2885,=1.7542,=0.0705,=0.1122,=0.0821,=0.0387,=69
="000968",300周期,2010-05-28,=0.0036,=4648.8300,=0.0220,=9.9589,=0.7422,=6.1174,=7.8172,=9.1232,=10.2878,=13.3562,=1.0216,=0.5029,=0.7021,=0.8488,=1.0204,=1.1875,=1.5550,=1.6563,=0.9905,=0.8459,=1.0847,=1.2614,=1.4396,=1.8297,=0.0768,=0.0960,=0.0775,=0.0355,=95
="932422",A500红利低波,2025-04-09,=0.0003,=3113,=0.0032,=9.9978,=0.3011,=9.5190,=9.9466,=10.1121,=10.2735,=10.5846,=1.0599,=0.8871,=0.9943,=1.0266,=1.0403,=1.0545,=1.0761,=1.2972,=0.0269,=1.2911,=1.4112,=1.4489,=1.4825,=1.5336,,,,=0.0436,=131
="000042",上证央企,2009-03-30,=0.0038,=1843.5700,=0.0178,=10.1194,=0.8295,=6.3284,=7.8865,=9.0877,=10.0083,=12.9577,=1.0373,=0.6396,=0.7230,=0.8874,=0.9896,=1.1193,=1.4812,=1.3275,=0.9955,=0.6569,=0.8569,=0.9728,=1.1112,=1.3891,=0.0743,=0.0973,=0.0775,=0.0374,=378
="399550",央视50,2012-06-06,=0.0125,=8493.9700,=0.0497,=10.1360,=0.8002,=6.8960,=8.2128,=9.1817,=10.1352,=13.0561,=1.0588,=0.3196,=0.8649,=1.0190,=1.2413,=1.4259,=1.8564,=2.1177,=0.8970,=1.3448,=1.6358,=1.7847,=2.0259,=2.5217,=0.0768,=0.1002,=0.0803,=0.0415,=2231
="000925",基本面50,2009-02-26,=-0.0021,=4631.5300,=0.0029,=10.1488,=0.8221,=6.2635,=7.9688,=9.0052,=10.0474,=12.7955,=1.0537,=0.4605,=0.7306,=0.9013,=1.0721,=1.1921,=1.5728,=1.1148,=0.8159,=0.6037,=0.7873,=0.9636,=1.1019,=1.4866,=0.0750,=0.0942,=0.0767,=0.0383,=4499
="930723",沪港深F100,2015-08-05,=0.0028,=5113.6600,=0.0043,=10.1921,=0.8188,=5.4557,=7.5603,=8.8703,=10.1197,=13.1279,=1.0377,=0.5945,=0.6469,=0.8477,=1.0045,=1.1158,=1.4626,=1.3334,=0.8877,=0.6039,=0.8635,=1.0648,=1.2653,=1.6654,,=0.0984,,=0.0393,=149
="930608",中证基建,2015-03-31,=0.0086,=8893.1200,=0.0479,=10.1952,=0.4296,=6.6667,=8.6242,=10.6576,=17.7918,=25.2863,=0.8477,=0.2232,=0.6550,=0.8279,=1.1314,=1.6781,=2.2134,=0.2431,=0.2912,=0.1701,=0.2221,=0.3461,=0.5093,=0.7101,=0.0482,=0.0717,=0.0544,=0.0289,=631
="399371",国证价值,2010-01-04,=0.0022,=7370.9300,=0.0233,=10.1952,=0.7751,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0408,=0.5729,=0.7249,=0.8967,=1.0117,=1.2436,=1.5675,=1.0774,=0.7829,=0.5764,=0.7536,=0.8693,=1.0932,=1.3812,=0.0722,=0.0912,=0.0751,=0.0403,=104
="000859",国企一带一路,2019-05-16,=0.0119,=1941.3900,=0.0658,=10.2175,=0.0816,=9.4709,=11.1390,=12.6373,=14.5891,=21.0714,=1.0295,=0.0439,=0.9854,=1.2385,=1.4633,=1.7891,=2.1877,=1.1139,=0.9994,=0.4715,=0.5569,=0.7308,=0.8100,=1.1169,=0.0831,=0.1174,=0.0935,=0.0365,=232
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0213,=9756.2300,=0.0310,=10.3863,=0.8400,=5.7712,=7.7991,=8.8835,=10.2283,=13.0207,=1.1199,=0.6426,=0.7256,=0.9337,=1.0689,=1.2097,=1.5098,=1.6203,=0.7258,=0.9123,=1.1325,=1.3771,=1.7093,=2.4187,,=0.1200,,=0.0346,=258
="931052",国信价值,2017-12-08,=0.0064,=3585.2300,=0.0388,=10.3908,=0.9786,=5.3831,=6.5643,=7.3545,=8.6097,=10.7705,=1.3906,=0.9878,=0.7343,=0.9099,=1.0235,=1.1352,=1.5208,=1.7504,=0.9710,=0.6105,=0.9347,=1.2085,=1.4252,=2.0196,=0.0941,=0.1244,=0.0834,=0.0440,=468
="950090",50AH优选,2015-12-10,=0.0075,=6493.5900,=0.0501,=10.4934,=0.9329,=6.3188,=7.8943,=8.5809,=9.6911,=13.5010,=1.1136,=0.7667,=0.7914,=0.9466,=1.0232,=1.1247,=1.5403,=1.4151,=0.9996,=0.6574,=0.8439,=0.9439,=1.0465,=1.4194,,=0.1094,,=0.0376,=1974
="930846",300SNLV,2016-06-24,=0.0076,=6876.5500,=0.0396,=10.5494,=0.7086,=7.7900,=9.1898,=10.0337,=10.7671,=12.6275,=1.0895,=0.4599,=0.8340,=1.0370,=1.1014,=1.2320,=1.5027,=1.5010,=0.9384,=0.7711,=0.9481,=1.1465,=1.3128,=1.6864,=0.0686,=0.1035,=0.0757,=0.0407,=147
="000056",上证国企,2010-01-04,=0.0040,=1292.5700,=0.0363,=10.5636,=0.7644,=7.2538,=8.8734,=9.6287,=10.7944,=13.3187,=1.2254,=0.8221,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7474,=0.9992,=0.7909,=0.9970,=1.0947,=1.2136,=1.7604,=0.0856,=0.1002,=0.0788,=0.0371,=196
="930839",港股通高息精选,2016-06-08,=0.0014,=3548.9800,=0.0291,=10.6583,=0.6395,=4.9918,=7.0790,=9.2610,=13.3771,=31.7979,=1.5453,=0.8052,=0.7294,=0.9244,=1.0627,=1.5090,=4.8768,=1.2763,=0.5363,=0.3418,=0.5548,=1.2320,=1.9226,=6.3245,,=0.1218,,=0.0544,=316
="000021",180治理,2008-09-10,=0.0013,=1116.2500,=0.0258,=10.7274,=0.8558,=6.3364,=8.4310,=9.6370,=10.4782,=13.6109,=1.1812,=0.7171,=0.7542,=0.9755,=1.0988,=1.2213,=1.5847,=1.4758,=0.9996,=0.6625,=0.8520,=0.9526,=1.1322,=1.4859,=0.0797,=0.1012,=0.0804,=0.0382,=160
="931373",股息龙头,2019-11-15,=-0.0036,=2779.9500,=-0.0015,=10.7703,=0.9545,=5.4295,=6.8348,=8.1733,=9.4138,=11.4004,=1.1966,=0.9404,=0.6697,=0.8414,=0.9906,=1.1105,=1.2586,=1.5938,=0.9913,=0.5706,=0.8066,=0.9635,=1.3448,=1.6262,=0.0792,=0.1085,=0.0840,=0.0408,=316
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0188,=13292.8600,=0.0349,=10.7743,=0.8972,=5.5897,=7.7911,=8.5565,=9.8014,=15.8114,=1.1630,=0.8186,=0.6924,=0.8819,=0.9912,=1.1539,=1.7191,=1.5572,=0.9213,=0.6938,=0.9858,=1.0711,=1.3988,=2.0876,,=0.1080,,=0.0331,=91
="HSCEI",恒生中国企业指数,1994-08-08,=0.0190,=9220.0800,=0.0344,=10.8360,=0.8979,=5.5897,=7.7900,=8.5715,=9.8171,=15.8114,=1.1674,=0.8279,=0.6924,=0.8815,=0.9926,=1.1545,=1.7191,=1.5632,=0.9231,=0.6938,=0.9861,=1.0718,=1.4022,=2.0876,,=0.1080,,=0.0330,=4697
="931375",300质量低波,2019-11-25,=-0.0026,=17569.8800,=0.0361,=10.8649,=0.4432,=6.4946,=8.1015,=11.5799,=13.5935,=22.0532,=1.4271,=0.4257,=0.8054,=1.0700,=1.5854,=2.0932,=3.3245,=1.9356,=0.6711,=1.0044,=1.3091,=1.6271,=2.0985,=2.5370,=0.1077,=0.1378,=0.0968,=0.0278,=97
="H30035",300非银,2012-12-21,=0.0008,=11442.1100,=0.0259,=10.8970,=0.0210,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5887,=0.4263,=1.0544,=1.3281,=1.6665,=2.0513,=2.4387,=2.0134,=0.8546,=1.0410,=1.4193,=1.7227,=1.9701,=2.3917,=0.1224,=0.1114,=0.0952,=0.0207,=1101
