指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="399809",保险主题,2015-02-13,=-0.0039,=2770.5900,=0.0385,=7.6892,=0.3089,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8643,=0.3196,=0.6352,=0.7669,=1.2313,=1.4853,=1.9794,=2.2600,=0.9555,=0.5239,=0.8689,=1.0929,=1.3413,=2.3772,=0.0826,=0.0985,=0.0781,=0.0378,=1414
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0024,=1306.1800,=0.0241,=7.7009,=0.8099,=3.6777,=4.8612,=6.5476,=7.6269,=10.6953,=0.7188,=0.5743,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1313,=0.5780,=0.5013,=0.7008,=1.0578,=1.5005,=1.9871,,=0.0974,,=0.0572,=872
="000018",180金融,2007-12-10,=-0.0064,=5813.0300,=-0.0214,=7.7156,=0.5815,=5.2016,=6.4226,=7.4886,=8.3000,=10.8609,=0.8208,=0.3773,=0.5902,=0.6966,=0.9121,=1.0770,=1.4199,=2.3389,=0.8789,=1.2355,=1.5826,=1.9104,=2.1630,=2.8772,=0.0787,=0.0991,=0.0776,=0.0380,=758
="H30270",红利价值,2013-12-19,=-0.0014,=9415.8200,=-0.0122,=7.7616,=0.7483,=4.4543,=5.4057,=6.7100,=8.8476,=13.0955,=0.8077,=0.6218,=0.5256,=0.6470,=0.7542,=1.2660,=1.7317,=1.5656,=0.9909,=0.5854,=0.8035,=0.9880,=1.2321,=1.6166,=0.0710,=0.0973,=0.0746,=0.0441,=128
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0018,=2559.4400,=0.0330,=7.7877,=0.9791,=3.8979,=4.9346,=5.7633,=7.0302,=8.1550,=0.7044,=0.8980,=0.4277,=0.5145,=0.5708,=0.6596,=0.8197,=1.1993,=0.9307,=0.5333,=0.6929,=0.8612,=1.0923,=1.3442,,=0.0939,,=0.0547,=442
="000818",细分金融,2012-04-11,=-0.0077,=7262.0700,=-0.0165,=7.8557,=0.5667,=5.2356,=6.4985,=7.6814,=8.4792,=10.9951,=0.8353,=0.3777,=0.5930,=0.7010,=0.9249,=1.1028,=1.4303,=2.3985,=0.8777,=1.2689,=1.6360,=1.9651,=2.2176,=2.9111,=0.0780,=0.0967,=0.0768,=0.0371,=4
="930914",港股通高股息,2016-11-25,=-0.0001,=4963.2800,=0.0093,=7.8604,=0.8375,=3.4280,=4.3952,=5.8178,=7.6138,=11.1979,=0.7435,=0.7137,=0.3979,=0.4995,=0.6058,=0.8582,=1.1764,=1.2242,=0.8056,=0.5144,=0.6900,=0.9130,=1.2174,=2.2126,,=0.1031,,=0.0565,=568
="932596",港股通红利低波,2016-02-04,=0.0044,=3963.7000,=0.0219,=7.9621,=0.5625,=7.4451,=7.6472,=7.9292,=8.2721,=8.5745,=0.7248,=0.9625,=0.6528,=0.6706,=0.6996,=0.7142,=0.7309,=1.3001,=0.5500,=1.2161,=1.2487,=1.2947,=1.3602,=1.4099,,,,=0.0547,=37
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0035,=3729.2900,=0.0374,=8.0324,=0.9786,=4.9972,=5.5133,=5.9589,=7.1811,=8.3212,=0.7769,=0.9759,=0.5264,=0.5853,=0.6240,=0.7152,=0.8025,=0.9621,=1,=0.5404,=0.5905,=0.6529,=0.8024,=0.9621,,=0.0979,,=0.0507,=97
="931157",SHS红利成长LV,2019-04-25,=0.0001,=7457.3900,=0.0004,=8.0459,=0.7226,=4.1261,=5.5544,=6.8288,=8.3730,=11.5318,=0.8194,=0.5531,=0.5154,=0.6212,=0.8016,=0.9373,=1.5888,=1.5884,=0.9935,=0.5018,=0.7005,=0.9886,=1.3372,=1.6109,,=0.1050,,=0.0492,=218
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0030,=4762,=0.0253,=8.0909,=0.9568,=4.2457,=4.6775,=5.6449,=7.3565,=8.5630,=0.7418,=0.9352,=0.4429,=0.4943,=0.5701,=0.7083,=0.7859,=1.0420,=0.9275,=0.6036,=0.6675,=0.8608,=0.9775,=1.1099,,=0.0975,,=0.0600,=64
="000914",300金融,2007-07-02,=-0.0071,=6612.7200,=-0.0157,=8.1452,=0.6157,=5.2769,=6.6035,=7.7876,=8.5959,=11.3863,=0.8313,=0.3694,=0.5962,=0.7048,=0.9497,=1.1436,=1.4919,=2.2407,=0.8876,=1.1210,=1.4313,=1.8124,=2.0486,=2.7052,=0.0752,=0.0912,=0.0734,=0.0367,=334
="000151",上国红利,2012-07-20,=-0.0053,=1532.2600,=0.0030,=8.2189,=0.9205,=4.5075,=5.3671,=6.8392,=7.5238,=10.0345,=0.7771,=0.5284,=0.5268,=0.6196,=0.7569,=0.9688,=1.3272,=1.0486,=0.4234,=0.6026,=0.8954,=1.1262,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0515,=161
="H30269",红利低波,2013-12-19,=-0.0023,=11026.2600,=-0.0190,=8.2213,=0.7529,=4.5638,=5.5488,=6.7482,=9.4763,=14.4342,=0.8617,=0.5758,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.5902,=0.9909,=0.6111,=0.8850,=1.0984,=1.4087,=1.6442,=0.0719,=0.1026,=0.0729,=0.0448,=3236
="H50040",上红低波,2014-03-21,=-0.0019,=10818.6200,=-0.0189,=8.2387,=0.7661,=4.6938,=5.9513,=6.9504,=9.6317,=14.3118,=0.8520,=0.5321,=0.5647,=0.6911,=0.8387,=1.3563,=1.8756,=1.6042,=0.9889,=0.6380,=0.8693,=1.2018,=1.3874,=1.6603,=0.0726,=0.1018,=0.0748,=0.0443,=310
="000029",180价值,2009-01-09,=-0.0043,=4387.1500,=-0.0148,=8.2887,=0.7273,=5.6894,=6.9094,=7.8639,=8.4788,=10.8138,=0.8372,=0.3320,=0.6666,=0.8069,=0.8705,=1.0689,=1.4433,=1.0786,=0.8505,=0.6198,=0.7826,=0.9442,=1.0569,=1.4032,=0.0706,=0.0955,=0.0778,=0.0432,=548
="000922",中证红利,2008-05-26,=-0.0019,=5541.7000,=0.0069,=8.3313,=0.7619,=5.1762,=6.0261,=7.6522,=8.5296,=11.2156,=0.8445,=0.4666,=0.5911,=0.7113,=0.8680,=1.1106,=1.4999,=1.2434,=0.8501,=0.6332,=0.7731,=1.0380,=1.1999,=1.7101,=0.0685,=0.0960,=0.0701,=0.0465,=19278
="000015",红利指数,2005-01-04,=-0.0033,=3044.1300,=0.0021,=8.3503,=0.8991,=4.6646,=5.5109,=7.0898,=7.9208,=10.4439,=0.8304,=0.5853,=0.5525,=0.6399,=0.7661,=1.0217,=1.3875,=1.4204,=0.9238,=0.7277,=0.8915,=1.1080,=1.3071,=1.6890,=0.0663,=0.0968,=0.0697,=0.0456,=13960
="931130",红利成长低波,2018-12-04,=-0.0038,=23359.8100,=-0.0150,=8.4688,=0.7254,=4.4465,=5.5534,=7.6095,=8.7651,=11.5512,=0.8648,=0.3638,=0.5279,=0.6220,=0.9086,=1.0368,=1.5803,=1.8881,=0.7955,=0.3109,=0.8093,=1.3039,=1.9208,=2.5957,=0.0669,=0.1158,=0.0589,=0.0440,=112
="000934",中证金融,2009-07-03,=-0.0080,=6192.6200,=-0.0122,=8.5017,=0.6590,=5.7083,=6.8952,=8.0210,=8.8699,=11.5527,=0.8461,=0.3752,=0.6117,=0.7182,=0.9556,=1.1606,=1.5017,=2.2412,=0.8958,=1.1467,=1.4503,=1.8026,=2.0438,=2.6696,=0.0733,=0.0882,=0.0717,=0.0355,=1134
="000821",300红利,2012-07-20,=-0.0043,=6577.4900,=-0.0142,=8.5130,=0.8402,=4.9998,=6.1945,=7.5480,=8.3274,=10.9286,=0.8664,=0.4716,=0.5725,=0.7149,=0.8829,=1.0813,=1.4919,=1.3861,=0.9172,=0.6098,=0.7997,=1.0572,=1.2766,=1.6963,=0.0718,=0.0978,=0.0729,=0.0463,=955
="931446",东证红利低波,2020-04-21,=-0.0037,=3410.5500,=-0.0094,=8.5349,=0.7935,=5.1478,=6.1463,=6.9452,=8.5524,=11.0216,=0.8438,=0.7294,=0.5884,=0.6909,=0.7533,=0.8799,=1.2481,=1.5484,=0.9845,=0.5909,=0.7485,=0.8651,=1.1989,=1.5979,=0.0722,=0.0935,=0.0745,=0.0439,=614
="000824",国企红利,2012-07-20,=-0.0028,=2129.2800,=0.0039,=8.6235,=0.8649,=4.8847,=5.9432,=7.3206,=8.2178,=10.7823,=0.8638,=0.5400,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2694,=0.8439,=0.5370,=0.7018,=0.9868,=1.2139,=1.6834,=0.0703,=0.0950,=0.0723,=0.0470,=881
="000992",全指金融,2011-08-02,=-0.0081,=5925.5000,=-0.0105,=8.6987,=0.6717,=5.9310,=7.1035,=8.1946,=9.0286,=11.6339,=0.8481,=0.3694,=0.6188,=0.7236,=0.9645,=1.1773,=1.5107,=2.2158,=0.8810,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0350,=2672
="931024",港股通非银,2017-11-06,=-0.0052,=4605.0900,=0.0725,=8.7740,=0.1909,=6.7549,=8.8301,=11.4990,=13.4091,=22.4310,=1.2605,=0.8511,=0.6237,=0.8434,=1.0378,=1.2217,=1.7592,=1.4842,=0.9807,=0.5870,=0.8702,=1.0022,=1.1841,=2.2002,,=0.1307,,=0.0292,=150
="931644",800红利,2024-03-15,=-0.0030,=2564.8700,=0.0050,=8.7820,=0.7040,=6.4729,=7.2201,=8.0825,=9.0290,=9.4757,=0.8906,=0.7152,=0.7001,=0.7633,=0.8510,=0.9078,=0.9431,=1.2906,=0.8991,=0.8423,=0.9161,=1.0971,=1.2557,=1.3255,=0.0724,,,=0.0463,=24
="399373",大盘价值,2010-01-04,=-0.0033,=8478.3400,=-0.0111,=8.8958,=0.7224,=5.4746,=6.8624,=8.3087,=9.0892,=11.9914,=0.9450,=0.4703,=0.6410,=0.8034,=0.9549,=1.1408,=1.5001,=1.1437,=0.8287,=0.5920,=0.7822,=0.9285,=1.1257,=1.4541,=0.0742,=0.0969,=0.0767,=0.0447,=319
="930740",300红利LV,2018-12-04,=-0.0041,=7051.8200,=-0.0164,=8.9275,=0.8847,=5.4153,=6.7922,=7.4553,=8.4164,=9.6903,=0.9319,=0.7520,=0.6159,=0.7654,=0.8502,=0.9453,=1.0604,=1.3604,=0.7294,=0.6725,=0.8507,=1.0720,=1.5173,=1.9253,=0.0724,=0.1016,=0.0768,=0.0449,=535
="000919",300价值,2008-01-21,=-0.0024,=5311.9300,=-0.0012,=9.0628,=0.7368,=5.9577,=7.3294,=8.4225,=9.2279,=12.2376,=0.9458,=0.4930,=0.6917,=0.8498,=0.9480,=1.1528,=1.5388,=1.1207,=0.8579,=0.6314,=0.7862,=0.9061,=1.0897,=1.3421,=0.0754,=0.0956,=0.0764,=0.0409,=4267
="000825",央企红利,2012-07-20,=-0.0033,=3443.8300,=-0.0028,=9.0687,=0.9469,=4.7369,=6.0989,=7.3069,=8.2468,=10.5687,=0.9030,=0.5861,=0.5507,=0.6916,=0.8603,=1.0048,=1.3929,=1.2047,=0.7974,=0.6009,=0.8549,=1.0423,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0449,=239
="399995",基建工程,2015-03-12,=-0.0046,=4073.1500,=0.0427,=9.0825,=0.6425,=5.8673,=7.3449,=8.2814,=13.0533,=18.8590,=0.7216,=0.1569,=0.5815,=0.7478,=0.9186,=1.5404,=2.1834,=0.1945,=0.3773,=0.1368,=0.1788,=0.2084,=0.3668,=0.5478,=0.0443,=0.0702,=0.0519,=0.0286,=2657
="000063",上证周期,2010-02-03,=-0.0013,=4094.5000,=0.0091,=9.1653,=0.7294,=5.4761,=7.1368,=8.5057,=9.4369,=12.4946,=0.9789,=0.5144,=0.6668,=0.8369,=0.9705,=1.1093,=1.4831,=1.6381,=0.9876,=0.8113,=1.0639,=1.2461,=1.4058,=1.7571,=0.0802,=0.1040,=0.0825,=0.0380,=204
="931848",800红利低波,2024-05-21,=-0.0032,=3153.2400,=-0.0038,=9.2163,=0.6708,=7.4155,=8.0949,=8.8692,=9.4270,=9.7854,=0.9561,=0.7129,=0.7315,=0.8544,=0.9120,=0.9679,=1.0001,=1.3441,=0.5322,=1.1714,=1.2250,=1.3196,=1.3780,=1.5428,=0.0743,,,=0.0444,=99
="932305",智选高股息,2024-09-30,=0.0014,=11426.6100,=0.0239,=9.2692,=0.9073,=7.0143,=7.4426,=8.2483,=8.6724,=9.6067,=1.0644,=0.7188,=0.8750,=0.9183,=1.0375,=1.0756,=1.1156,=0.7666,=0.4441,=0.7106,=0.7280,=0.7800,=1.2823,=1.3342,=0.0585,,,=0.0703,=163
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0039,=4153.7000,=0.0344,=9.3280,=0.5825,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8696,=0.5024,=0.5567,=0.7305,=0.8682,=1.1842,=1.3660,=0.9762,=0.4756,=0.5555,=0.7802,=0.9913,=1.3645,=1.5178,,=0.0943,,=0.0571,=26
="930955",红利低波100,2017-05-26,=-0.0017,=11734.6900,=-0.0048,=9.3609,=0.8785,=5.0805,=6.0442,=7.3477,=8.4576,=11.5013,=0.9865,=0.7985,=0.5792,=0.6643,=0.8196,=0.9887,=1.3722,=1.1959,=0.7189,=0.5888,=0.7734,=0.9831,=1.2897,=1.7525,=0.0696,=0.1071,=0.0823,=0.0475,=1601
="980081",价值100,2012-12-28,,,=0.0143,=9.4465,=0.8897,=7.7317,=8.2775,=8.4973,=9.2177,=9.8012,=1.0558,=0.8441,=0.8413,=0.8794,=0.9029,=1.0457,=1.1153,=0.9558,=0.7338,=0.7580,=0.8000,=0.8425,=1.0233,=1.0480,=0.0810,,,=0.0483,=143
="931722",国新港股通央企红利,2023-09-13,=0.0011,=1341.3402,=0.0179,=9.5040,=0.9444,=5.5040,=6.6080,=7.4281,=8.6492,=10.0834,=0.9153,=0.9479,=0.6213,=0.7147,=0.7988,=0.8739,=0.9570,=0.6150,=0.9514,=0.3100,=0.3726,=0.4497,=0.5685,=0.6473,,=0.1085,,=0.0612,=247
="H30356",800价值,2014-06-09,=-0.0008,=6719.0100,=0.0109,=9.7979,=0.7665,=6.4024,=7.6741,=9.0093,=9.9462,=13.4784,=1.0116,=0.5680,=0.7030,=0.8595,=0.9848,=1.1838,=1.6287,=1.0982,=0.8411,=0.5868,=0.7357,=0.8769,=1.0509,=1.3738,=0.0743,=0.0930,=0.0741,=0.0390,=19
="931069",中金300,2018-02-14,=-0.0019,=5066.5800,=0.0124,=9.8080,=0.6337,=5.9518,=7.4729,=9.2243,=10.5390,=13.6164,=1.0300,=0.4013,=0.7377,=0.9178,=1.1161,=1.3628,=1.8328,=1.4303,=0.8947,=0.6656,=0.8524,=1.1080,=1.2906,=1.7542,=0.0705,=0.1122,=0.0821,=0.0392,=69
="932422",A500红利低波,2025-04-09,=-0.0038,=3072.1000,=-0.0100,=9.8707,=0.1693,=9.5190,=9.9364,=10.1005,=10.2718,=10.5846,=1.0465,=0.6455,=0.9943,=1.0267,=1.0406,=1.0545,=1.0761,=1.2807,=0,=1.2807,=1.4097,=1.4484,=1.4817,=1.5336,,,,=0.0442,=133
="000968",300周期,2010-05-28,=-0.0022,=4608.4700,=0.0131,=9.8843,=0.7282,=6.1174,=7.8172,=9.1232,=10.2878,=13.3562,=1.0142,=0.4905,=0.7021,=0.8488,=1.0200,=1.1872,=1.5550,=1.6439,=0.9852,=0.8459,=1.0847,=1.2614,=1.4410,=1.8297,=0.0768,=0.0960,=0.0775,=0.0358,=95
="000042",上证央企,2009-03-30,=-0.0041,=1807.4900,=-0.0021,=9.9669,=0.7850,=6.3284,=7.8865,=9.0891,=10.0107,=12.9577,=1.0216,=0.5857,=0.7230,=0.8874,=0.9896,=1.1187,=1.4812,=1.3075,=0.9876,=0.6569,=0.8569,=0.9728,=1.1118,=1.3891,=0.0743,=0.0973,=0.0775,=0.0380,=378
="930608",中证基建,2015-03-31,=-0.0042,=8712.6100,=0.0267,=9.9849,=0.3966,=6.6667,=8.6242,=10.6544,=17.7699,=25.2863,=0.8303,=0.2039,=0.6550,=0.8279,=1.1308,=1.6751,=2.2134,=0.2381,=0.2694,=0.1701,=0.2221,=0.3459,=0.5080,=0.7101,=0.0482,=0.0717,=0.0544,=0.0295,=631
="000925",基本面50,2009-02-26,=-0.0038,=4552.2300,=-0.0143,=9.9890,=0.7842,=6.2635,=7.9688,=9.0084,=10.0491,=12.7955,=1.0373,=0.4300,=0.7306,=0.9013,=1.0713,=1.1921,=1.5728,=1.0973,=0.7879,=0.6037,=0.7873,=0.9636,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0389,=4498
="399550",央视50,2012-06-06,=0.0018,=8369.0200,=0.0343,=10.0072,=0.7619,=6.8960,=8.2143,=9.1872,=10.1360,=13.0561,=1.0454,=0.2813,=0.8649,=1.0190,=1.2413,=1.4259,=1.8564,=2.0908,=0.8579,=1.3448,=1.6369,=1.7855,=2.0271,=2.5217,=0.0768,=0.1002,=0.0803,=0.0421,=2231
="399371",国证价值,2010-01-04,=-0.0012,=7313.7000,=0.0153,=10.1131,=0.7586,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0326,=0.5498,=0.7249,=0.8967,=1.0117,=1.2429,=1.5675,=1.0687,=0.7731,=0.5764,=0.7536,=0.8693,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0406,=104
="000859",国企一带一路,2019-05-16,=-0.0034,=1940.3800,=0.0653,=10.1625,=0.0716,=9.4709,=11.1317,=12.6345,=14.5888,=21.0714,=1.0242,=0.0352,=0.9854,=1.2385,=1.4629,=1.7889,=2.1877,=1.1079,=0.9963,=0.4715,=0.5573,=0.7314,=0.8104,=1.1238,=0.0831,=0.1174,=0.0935,=0.0367,=232
="930723",沪港深F100,2015-08-05,=-0.0012,=5104.5200,=0.0025,=10.1842,=0.8153,=5.4557,=7.5603,=8.8783,=10.1236,=13.1279,=1.0370,=0.5910,=0.6469,=0.8477,=1.0046,=1.1158,=1.4626,=1.3322,=0.8861,=0.6039,=0.8635,=1.0651,=1.2659,=1.6654,,=0.0984,,=0.0393,=149
="931052",国信价值,2017-12-08,=0.0020,=3597.8900,=0.0424,=10.3262,=0.9736,=5.3831,=6.5643,=7.3626,=8.6144,=10.7705,=1.3829,=0.9837,=0.7343,=0.9099,=1.0238,=1.1354,=1.5208,=1.7395,=0.9685,=0.6105,=0.9347,=1.2089,=1.4264,=2.0196,=0.0941,=0.1244,=0.0834,=0.0443,=469
="930846",300SNLV,2016-06-24,=0.0006,=6846.0200,=0.0350,=10.4208,=0.6466,=7.7900,=9.1908,=10.0343,=10.7665,=12.6275,=1.0765,=0.3887,=0.8340,=1.0371,=1.1013,=1.2320,=1.5027,=1.4827,=0.9247,=0.7711,=0.9481,=1.1467,=1.3128,=1.6864,=0.0686,=0.1035,=0.0757,=0.0412,=147
="950090",50AH优选,2015-12-10,=-0.0021,=6444.1479,=0.0421,=10.4611,=0.9292,=6.3188,=7.8943,=8.5825,=9.7025,=13.5010,=1.1093,=0.7540,=0.7914,=0.9466,=1.0234,=1.1247,=1.5403,=1.4108,=0.9979,=0.6574,=0.8439,=0.9443,=1.0468,=1.4194,,=0.1094,,=0.0377,=1974
="000056",上证国企,2010-01-04,=-0.0006,=1283.3300,=0.0289,=10.4611,=0.7397,=7.2538,=8.8734,=9.6294,=10.7944,=13.3187,=1.2138,=0.7937,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7304,=0.9967,=0.7909,=0.9970,=1.0947,=1.2145,=1.7604,=0.0856,=0.1002,=0.0788,=0.0375,=196
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0042,=9884.4300,=0.0446,=10.5136,=0.8688,=5.7712,=7.8022,=8.8902,=10.2309,=13.0207,=1.1336,=0.6840,=0.7256,=0.9346,=1.0691,=1.2097,=1.5098,=1.6402,=0.7437,=0.9123,=1.1330,=1.3778,=1.7093,=2.4187,,=0.1200,,=0.0342,=259
="000021",180治理,2008-09-10,=-0.0042,=1102.4000,=0.0130,=10.5952,=0.8241,=6.3364,=8.4310,=9.6379,=10.4833,=13.6109,=1.1667,=0.6965,=0.7542,=0.9755,=1.0988,=1.2205,=1.5847,=1.4576,=0.9963,=0.6625,=0.8520,=0.9526,=1.1323,=1.4859,=0.0797,=0.1012,=0.0804,=0.0387,=160
="931373",股息龙头,2019-11-15,=-0.0030,=2752.7100,=-0.0113,=10.6428,=0.9445,=5.4295,=6.8348,=8.1776,=9.4220,=11.4004,=1.1824,=0.9198,=0.6697,=0.8414,=0.9923,=1.1115,=1.2586,=1.5750,=0.9826,=0.5706,=0.8066,=0.9654,=1.3454,=1.6262,=0.0792,=0.1085,=0.0840,=0.0413,=317
="H30035",300非银,2012-12-21,=-0.0086,=11232.6800,=0.0072,=10.7056,=0.0185,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5608,=0.3995,=1.0544,=1.3281,=1.6648,=2.0510,=2.4387,=1.9780,=0.8068,=1.0410,=1.4193,=1.7227,=1.9713,=2.3917,=0.1224,=0.1114,=0.0952,=0.0210,=1105
="930839",港股通高息精选,2016-06-08,=0.0033,=3607.1626,=0.0460,=10.8362,=0.6568,=4.9918,=7.0802,=9.2646,=13.3768,=31.7979,=1.5711,=0.8092,=0.7294,=0.9248,=1.0630,=1.5109,=4.8768,=1.2976,=0.5589,=0.3418,=0.5548,=1.2340,=1.9221,=6.3245,,=0.1218,,=0.0535,=318
="931375",300质量低波,2019-11-25,=0.0040,=17681.7100,=0.0427,=10.8410,=0.4409,=6.4946,=8.1095,=11.5785,=13.5934,=22.0532,=1.4240,=0.4248,=0.8054,=1.0700,=1.5848,=2.0927,=3.3245,=1.9314,=0.6698,=1.0044,=1.3094,=1.6278,=2.0981,=2.5370,=0.1077,=0.1378,=0.0968,=0.0279,=97
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0051,=13365.4400,=0.0406,=10.8665,=0.9008,=5.5897,=7.7936,=8.5583,=9.8143,=15.8114,=1.1730,=0.8395,=0.6924,=0.8822,=0.9919,=1.1546,=1.7191,=1.5705,=0.9257,=0.6938,=0.9860,=1.0718,=1.4013,=2.0876,,=0.1080,,=0.0329,=91
="000048",责任指数,2009-08-05,=-0.0012,=1483.8600,=0.0056,=10.8973,=0.6252,=7.8628,=9.5558,=10.5184,=11.7730,=14.1982,=1.2722,=0.4057,=0.9056,=1.1438,=1.3137,=1.4441,=1.7866,=0.9942,=0.9699,=0.5718,=0.6943,=0.7958,=0.9049,=1.0691,=0.0853,=0.1000,=0.0831,=0.0407,=123
