指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931130",红利成长低波,2018-12-04,=0.0011,=24046.4400,=0.0140,=8.5161,=0.7410,=4.4465,=5.5604,=7.6607,=8.7405,=11.5512,=0.8707,=0.3833,=0.5279,=0.6228,=0.9053,=1.0350,=1.5803,=1.8986,=0.7986,=0.3109,=0.8106,=1.3114,=1.9108,=2.5957,=0.0726,=0.1017,=0.0458,=0.0438,=126
="000029",180价值,2009-01-09,=0.0136,=4384.6300,=-0.0154,=8.6063,=0.8388,=5.6894,=6.9075,=7.8817,=8.4809,=10.8138,=0.8707,=0.5120,=0.6666,=0.8069,=0.8670,=1.0684,=1.4433,=1.1199,=0.9101,=0.6198,=0.7825,=0.9448,=1.0599,=1.4032,=0.0717,=0.0949,=0.0779,=0.0416,=553
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0102,=5272.1100,=0.1352,=8.7333,=1,=4.2457,=4.7000,=5.7032,=7.4697,=8.7333,=0.8009,=1,=0.4429,=0.4960,=0.5733,=0.7219,=0.8009,=1.1256,=1,=0.6036,=0.6696,=0.8656,=0.9901,=1.1256,,=0.0936,,=0.0556,=74
="000922",中证红利,2008-05-26,=0.0079,=5952.0900,=0.0814,=8.7438,=0.8380,=5.1762,=6.0245,=7.6568,=8.5320,=11.2156,=0.8881,=0.5346,=0.5911,=0.7110,=0.8584,=1.1106,=1.4999,=1.3050,=0.9217,=0.6332,=0.7726,=1.0438,=1.2088,=1.7101,=0.0685,=0.1011,=0.0683,=0.0443,=19570
="000821",300红利,2012-07-20,=0.0192,=6957.1000,=0.0427,=8.8526,=0.9023,=4.9998,=6.1944,=7.5608,=8.3543,=10.9286,=0.9025,=0.5618,=0.5725,=0.7140,=0.8783,=1.0813,=1.4919,=1.4414,=0.9600,=0.6098,=0.7993,=1.0602,=1.2995,=1.6963,=0.0718,=0.0996,=0.0719,=0.0446,=968
="000015",红利指数,2005-01-04,=0.0182,=3357.6700,=0.1054,=8.9123,=0.9786,=4.6646,=5.5108,=7.0876,=7.9514,=10.4439,=0.8872,=0.6175,=0.5525,=0.6398,=0.7661,=1.0213,=1.3875,=1.5160,=0.9765,=0.7277,=0.8913,=1.1191,=1.3146,=1.6890,=0.0663,=0.1047,=0.0675,=0.0427,=14033
="000824",国企红利,2012-07-20,=0.0083,=2277.8500,=0.0739,=9.0801,=0.9666,=4.8847,=5.9406,=7.3386,=8.2661,=10.7823,=0.9110,=0.6072,=0.5610,=0.6880,=0.8278,=1.0599,=1.4469,=1.3367,=0.9114,=0.5370,=0.7016,=0.9865,=1.2239,=1.6834,=0.0683,=0.1019,=0.0718,=0.0445,=904
="931644",800红利,2024-03-15,=0.0039,=2744,=0.0751,=9.1349,=0.8858,=6.4729,=7.2599,=8.1391,=9.0157,=9.4757,=0.9280,=0.9345,=0.7001,=0.7658,=0.8543,=0.9065,=0.9431,=1.3425,=1,=0.8423,=0.9195,=1.1010,=1.2632,=1.3425,=0.0715,=0.1008,=0.0722,=0.0445,=26
="399995",基建工程,2015-03-12,=-0.0269,=4106.7000,=0.0513,=9.1628,=0.6558,=5.8673,=7.3439,=8.2792,=12.7303,=18.8590,=0.7272,=0.1810,=0.5815,=0.7372,=0.9132,=1.4957,=2.1834,=0.1962,=0.3961,=0.1368,=0.1788,=0.2070,=0.3612,=0.5478,=0.0443,=0.0702,=0.0520,=0.0284,=2678
="399373",大盘价值,2010-01-04,=0.0089,=8449.7200,=-0.0145,=9.1754,=0.8232,=5.4746,=6.8623,=8.3387,=9.0900,=11.9914,=0.9761,=0.5635,=0.6410,=0.8033,=0.9513,=1.1408,=1.5001,=1.1797,=0.8842,=0.5920,=0.7817,=0.9284,=1.1295,=1.4541,=0.0758,=0.0989,=0.0766,=0.0432,=320
="930740",300红利LV,2018-12-04,=0.0167,=7463.2900,=0.0410,=9.2500,=0.9401,=5.4153,=6.8024,=7.4721,=8.4742,=9.6903,=0.9674,=0.8699,=0.6159,=0.7674,=0.8528,=0.9446,=1.0604,=1.4095,=0.7593,=0.6725,=0.8536,=1.0740,=1.5151,=1.9253,=0.0708,=0.1068,=0.0707,=0.0434,=567
="000919",300价值,2008-01-21,=0.0040,=5320.3700,=0.0004,=9.2970,=0.8170,=5.9577,=7.3283,=8.4395,=9.2297,=12.2376,=0.9719,=0.5742,=0.6917,=0.8497,=0.9451,=1.1527,=1.5388,=1.1496,=0.9077,=0.6314,=0.7861,=0.9060,=1.0977,=1.3421,=0.0752,=0.0977,=0.0773,=0.0399,=4286
="000063",上证周期,2010-02-03,=-0.0017,=4060.6900,=0.0008,=9.3751,=0.7865,=5.4761,=7.1362,=8.5325,=9.4385,=12.4946,=1.0030,=0.5775,=0.6668,=0.8368,=0.9675,=1.1091,=1.4831,=1.6756,=0.9955,=0.8113,=1.0636,=1.2494,=1.4147,=1.7571,=0.0796,=0.1017,=0.0808,=0.0372,=205
="000825",央企红利,2012-07-20,=0.0243,=3771.8800,=0.0922,=9.5334,=0.9905,=4.7369,=6.0940,=7.3075,=8.2781,=10.5687,=0.9506,=0.7065,=0.5507,=0.6915,=0.8600,=1.0044,=1.3929,=1.2664,=0.8941,=0.6009,=0.8548,=1.0485,=1.2061,=1.7357,=0.0699,=0.0986,=0.0705,=0.0427,=269
="931848",800红利低波,2024-05-21,=0.0081,=3328.4100,=0.0515,=9.5670,=0.9072,=7.4155,=8.1189,=8.9176,=9.4155,=9.7854,=0.9942,=0.9884,=0.7315,=0.8573,=0.9149,=0.9677,=1.0001,=1.3952,=0.8840,=1.1714,=1.2262,=1.3290,=1.3764,=1.5428,=0.0731,=0.1024,=0.0737,=0.0428,=113
="399550",央视50,2012-06-06,=-0.0154,=8097.7400,=0.0007,=9.7432,=0.6958,=6.8960,=8.2464,=9.2228,=10.1362,=13.0561,=1.0206,=0.2077,=0.8649,=1.0180,=1.2413,=1.4261,=1.8564,=2.0356,=0.8026,=1.3448,=1.6451,=1.7936,=2.0342,=2.5217,=0.0768,=0.1002,=0.0803,=0.0432,=2254
="931069",中金300,2018-02-14,=-0.0071,=5062.5800,=0.0116,=9.7553,=0.6208,=5.9518,=7.4779,=9.2492,=10.5284,=13.6164,=1.0264,=0.3983,=0.7377,=0.9188,=1.1105,=1.3601,=1.8328,=1.4227,=0.8869,=0.6656,=0.8576,=1.1100,=1.3053,=1.7542,=0.0823,=0.0904,=0.0771,=0.0394,=79
="930955",红利低波100,2017-05-26,=0.0013,=12185.6800,=0.0334,=9.8364,=0.9102,=5.0805,=6.0503,=7.3738,=8.5041,=11.5013,=1.0390,=0.8805,=0.5792,=0.6651,=0.8216,=0.9921,=1.3722,=1.2567,=0.7865,=0.5888,=0.7749,=0.9844,=1.2841,=1.7525,=0.0692,=0.0947,=0.0714,=0.0450,=1777
="932305",智选高股息,2024-09-30,=-0.0100,=12240.8800,=0.0969,=9.8486,=1,=7.0143,=7.4535,=8.2866,=9.1573,=9.8486,=1.1350,=1,=0.8750,=0.9195,=1.0415,=1.0779,=1.1350,=0.8146,=0.5735,=0.7106,=0.7289,=0.7752,=1.2808,=1.3342,=0.0813,=0.0891,=0.0838,=0.0662,=215
="H30035",300非银,2012-12-21,=-0.0033,=10397.3600,=-0.0677,=9.8896,=0.0049,=9.6261,=13.1246,=15.1688,=19.3628,=26.3489,=1.4437,=0.3063,=1.0544,=1.3279,=1.6514,=2.0510,=2.4387,=1.8272,=0.6175,=1.0410,=1.4185,=1.7299,=1.9729,=2.3917,=0.1224,=0.1127,=0.0964,=0.0228,=1139
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0120,=4385.4100,=0.0921,=9.9018,=0.6623,=4.8859,=6.8728,=8.8773,=12.1601,=16.1208,=0.9238,=0.5945,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0363,=0.5750,=0.5555,=0.7802,=0.9894,=1.3645,=1.5178,,=0.0950,,=0.0538,=29
="000925",基本面50,2009-02-26,=0.0067,=4515.5400,=-0.0223,=9.9492,=0.7688,=6.2635,=7.9688,=9.0326,=10.0524,=12.7955,=1.0357,=0.4390,=0.7306,=0.9013,=1.0649,=1.1921,=1.5728,=1.0929,=0.7819,=0.6037,=0.7864,=0.9667,=1.1028,=1.4866,=0.0747,=0.0964,=0.0771,=0.0389,=4522
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0078,=9069.9800,=-0.0415,=9.9845,=0.7322,=5.7712,=7.8725,=8.9478,=10.2828,=13.0207,=1.0770,=0.5124,=0.7256,=0.9399,=1.0737,=1.2097,=1.5098,=1.5556,=0.6562,=0.9123,=1.1390,=1.3909,=1.7093,=2.4187,,=0.1056,,=0.0360,=262
="H30356",800价值,2014-06-09,=-0.0026,=6788.9691,=0.0214,=10.0806,=0.8219,=6.4024,=7.6830,=9.0171,=9.9394,=13.4784,=1.0423,=0.6340,=0.7030,=0.8601,=0.9875,=1.1809,=1.6287,=1.1298,=0.8611,=0.5868,=0.7367,=0.8790,=1.0615,=1.3738,=0.0738,=0.0969,=0.0754,=0.0379,=26
="930723",沪港深F100,2015-08-05,=0.0154,=5206.2600,=0.0224,=10.1218,=0.7950,=5.4557,=7.5706,=8.9262,=10.1395,=13.1279,=1.0376,=0.5900,=0.6469,=0.8476,=1.0099,=1.1160,=1.4626,=1.3270,=0.8793,=0.6039,=0.8632,=1.0700,=1.2756,=1.6654,,=0.1082,,=0.0394,=152
="000968",300周期,2010-05-28,=-0.0038,=4595.9400,=0.0103,=10.1323,=0.7729,=6.1174,=7.8172,=9.1551,=10.2896,=13.3562,=1.0413,=0.5491,=0.7021,=0.8484,=1.0148,=1.1863,=1.5550,=1.6851,=0.9934,=0.8459,=1.0834,=1.2645,=1.4572,=1.8297,=0.0765,=0.0967,=0.0777,=0.0349,=97
="930608",中证基建,2015-03-31,=-0.0284,=8899.5100,=0.0487,=10.1851,=0.4353,=6.6667,=8.6208,=10.5702,=17.2800,=25.2863,=0.8466,=0.2288,=0.6550,=0.8276,=1.1217,=1.6384,=2.2134,=0.2429,=0.2976,=0.1701,=0.2221,=0.3435,=0.4993,=0.7101,=0.0483,=0.0726,=0.0544,=0.0290,=637
="399805",互联金融,2015-02-10,=-0.0352,=3588.2300,=-0.0677,=10.1964,=0.2486,=7.5943,=9.8174,=11.5625,=13.2085,=16.5816,=1.1025,=0.2683,=0.7644,=1.0567,=1.4554,=1.7412,=2.0317,=1.8805,=0.8899,=1.1667,=1.4082,=1.6147,=1.7818,=2.2175,=0.0834,=0.0945,=0.0809,=0.0335,=325
="000042",上证央企,2009-03-30,=0.0081,=1821.6900,=0.0057,=10.2019,=0.8479,=6.3284,=7.8863,=9.1134,=10.0121,=12.9577,=1.0473,=0.6867,=0.7230,=0.8871,=0.9895,=1.1182,=1.4812,=1.3383,=0.9963,=0.6569,=0.8569,=0.9752,=1.1203,=1.3891,=0.0745,=0.0988,=0.0773,=0.0371,=379
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0106,=12413.0700,=-0.0336,=10.2817,=0.8351,=6.0524,=7.8387,=8.5868,=9.8861,=15.8114,=1.1107,=0.7252,=0.6924,=0.8881,=0.9961,=1.1579,=1.7191,=1.4841,=0.8470,=0.7782,=0.9902,=1.0776,=1.4212,=2.0876,,=0.1073,,=0.0347,=90
="932422",A500红利低波,2025-04-09,=0.0110,=3215.6100,=0.0363,=10.2972,=0.8472,=9.5190,=9.8369,=10.0584,=10.2482,=10.5846,=1.0941,=1,=0.9943,=1.0273,=1.0408,=1.0545,=1.0941,=1.3360,=0.2222,=1.2431,=1.3087,=1.4427,=1.4784,=1.5336,=0.0713,,,=0.0423,=222
="000806",消费服务,2012-02-10,=-0.0157,=8178.2700,=-0.0291,=10.3202,=0.3372,=8.7745,=9.9686,=10.8057,=11.8704,=17.0971,=1.1600,=0.1076,=1.0009,=1.2064,=1.3596,=1.5460,=2.0145,=2.2480,=0.6760,=1.6526,=1.9443,=2.1061,=2.3803,=3.0032,=0.0839,=0.1037,=0.0833,=0.0358,=406
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0107,=8608.7100,=-0.0342,=10.3455,=0.8421,=6.0524,=7.8425,=8.5987,=9.9028,=15.8114,=1.1142,=0.7277,=0.6924,=0.8873,=0.9978,=1.1595,=1.7191,=1.4897,=0.8494,=0.7782,=0.9917,=1.0780,=1.4264,=2.0876,,=0.1073,,=0.0345,=4716
="399966",800证保,2012-12-21,=-0.0054,=6220.7100,=-0.0593,=10.3622,=0.0041,=10.1861,=13.7118,=15.9950,=19.7375,=27.1945,=1.4461,=0.3030,=1.0619,=1.3308,=1.6318,=2.0433,=2.4366,=1.9644,=0.6962,=1.1634,=1.5249,=1.7793,=2.0457,=2.5211,=0.1174,=0.1078,=0.0911,=0.0220,=164
="H30588",中证证保,2015-02-02,=-0.0054,=1056.3300,=-0.0593,=10.3700,=0.0041,=10.1753,=13.6597,=16.0874,=19.5891,=27.6808,=1.4445,=0.3021,=1.0752,=1.3326,=1.6423,=2.0375,=2.4238,=1.9669,=0.7477,=1.1673,=1.5178,=1.7554,=2.0128,=2.5500,=0.1176,=0.1080,=0.0914,=0.0220,=452
="950090",50AH优选,2015-12-10,=-0.0164,=6252.6000,=0.0111,=10.4255,=0.9185,=6.3188,=7.9003,=8.6027,=9.7439,=13.5010,=1.1083,=0.7467,=0.7914,=0.9478,=1.0250,=1.1253,=1.5403,=1.4046,=0.9880,=0.6574,=0.8451,=0.9457,=1.0519,=1.4553,,=0.1000,,=0.0377,=1987
="932153",港股通价值策略,2025-04-30,=-0.0099,=1118.4800,=0.0644,=10.4330,=0.8744,=8.1696,=9.4887,=10.0720,=10.3311,=10.9237,=0.9038,=0.8599,=0.7012,=0.8186,=0.8755,=0.8958,=0.9365,=1.0718,=0.8502,=0.8168,=0.9473,=1.0248,=1.0640,=1.1126,,,,=0.0422,=5
="931722",国新港股通央企红利,2023-09-13,=0.0019,=1492.3100,=0.1324,=10.4618,=1,=5.5040,=6.6186,=7.4984,=8.8376,=10.4618,=1.0076,=1,=0.6213,=0.7193,=0.8054,=0.8864,=1.0076,=0.6770,=1,=0.3100,=0.3755,=0.4614,=0.5788,=0.6770,,=0.1023,,=0.0556,=292
="931375",300质量低波,2019-11-25,=-0.0154,=17649.1600,=0.0408,=10.5122,=0.4113,=6.4946,=8.1257,=11.5388,=13.5873,=22.0532,=1.3822,=0.4113,=0.8054,=1.0749,=1.5761,=2.0888,=3.3245,=1.8728,=0.6486,=1.0044,=1.3149,=1.6365,=2.0971,=2.5370,=0.1555,=0.1246,=0.0949,=0.0285,=105
="399371",国证价值,2010-01-04,=-0.0055,=7490.5500,=0.0399,=10.5339,=0.8240,=6.4728,=7.8356,=9.0964,=10.3171,=13.0475,=1.0771,=0.6307,=0.7249,=0.8967,=1.0117,=1.2428,=1.5675,=1.1132,=0.8145,=0.5764,=0.7536,=0.8693,=1.0946,=1.3812,=0.0733,=0.0955,=0.0763,=0.0389,=109
="931052",国信价值,2017-12-08,=-0.0111,=3805.3600,=0.1025,=10.5636,=0.9920,=5.3831,=6.5812,=7.3736,=8.6537,=10.7705,=1.4204,=0.9925,=0.7343,=0.9108,=1.0256,=1.1405,=1.5208,=1.7795,=0.9764,=0.6105,=0.9368,=1.2149,=1.4348,=2.0196,=0.0959,=0.1184,=0.0823,=0.0432,=508
="930846",300SNLV,2016-06-24,=-0.0152,=7041.2200,=0.0645,=10.5783,=0.7217,=7.7900,=9.1944,=10.0510,=10.7483,=12.6275,=1.0949,=0.4868,=0.8340,=1.0376,=1.0987,=1.2305,=1.5027,=1.5051,=0.9400,=0.7711,=0.9489,=1.1501,=1.3173,=1.6864,=0.0692,=0.1001,=0.0677,=0.0405,=148
