指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000818",细分金融,2012-04-11,=-0.0019,=7146.3200,=-0.0322,=7.6761,=0.4971,=5.2356,=6.4985,=7.6823,=8.4792,=10.9951,=0.8179,=0.3692,=0.5930,=0.7010,=0.9194,=1.1017,=1.4303,=2.3437,=0.8618,=1.2689,=1.6360,=1.9674,=2.2267,=2.9111,=0.0780,=0.0967,=0.0768,=0.0380,=4
="H30106",H300金融服务,2013-05-21,=-0.0036,=1624.4900,=0.0735,=7.6843,=0.7750,=4.0175,=5.3642,=6.8494,=7.7687,=11.1922,=0.8052,=0.5909,=0.4470,=0.5779,=0.7492,=0.9081,=1.2489,=2.1471,=0.9640,=0.8557,=1.1817,=1.4485,=1.8161,=2.3593,,=0.1022,,=0.0424,=15
="H30270",红利价值,2013-12-19,=0.0059,=9766.4900,=0.0246,=7.7987,=0.7568,=4.4543,=5.4146,=6.7179,=8.8002,=13.0955,=0.8127,=0.6336,=0.5256,=0.6473,=0.7558,=1.2636,=1.7317,=1.5731,=0.9923,=0.5854,=0.8061,=0.9915,=1.2432,=1.6166,=0.0710,=0.0973,=0.0746,=0.0439,=140
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0059,=3040.6300,=0.0927,=7.8347,=0.9981,=3.7550,=5.0313,=5.7551,=6.6071,=7.8706,=0.7982,=0.9887,=0.4590,=0.5764,=0.6359,=0.7190,=0.8175,=1.2044,=0.9981,=0.5101,=0.6867,=0.7883,=0.8908,=1.2099,,=0.1022,,=0.0510,=251
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0079,=4918.1300,=0.1007,=7.9334,=0.8988,=3.5572,=4.6235,=5.9155,=7.0649,=9.5068,=0.7033,=0.7038,=0.3828,=0.4839,=0.5722,=0.8204,=1.1073,=1.0544,=0.6460,=0.4386,=0.6466,=0.8362,=1.4312,=2.0623,,=0.0837,,=0.0546,=1313
="000914",300金融,2007-07-02,=-0.0019,=6518.3300,=-0.0297,=7.9671,=0.5489,=5.2769,=6.6035,=7.8057,=8.5959,=11.3863,=0.8147,=0.3553,=0.5962,=0.7048,=0.9401,=1.1423,=1.4919,=2.1917,=0.8717,=1.1210,=1.4313,=1.8127,=2.0593,=2.7052,=0.0748,=0.0912,=0.0734,=0.0375,=334
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0037,=1410.7600,=0.1061,=8.1215,=0.8661,=3.6777,=4.8617,=6.5876,=7.6665,=10.6953,=0.7581,=0.6357,=0.4041,=0.5047,=0.6489,=0.9071,=1.1746,=1.1936,=0.6560,=0.5013,=0.7009,=1.0628,=1.4996,=1.9871,,=0.0907,,=0.0542,=887
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0063,=2771.3700,=0.1185,=8.1767,=0.9994,=3.8979,=4.9362,=5.7919,=7.0671,=8.2018,=0.7395,=0.9451,=0.4277,=0.5148,=0.5714,=0.6628,=0.8197,=1.2596,=0.9664,=0.5333,=0.6936,=0.8633,=1.0980,=1.3442,,=0.0922,,=0.0521,=452
="000151",上国红利,2012-07-20,=0.0064,=1593.0300,=0.0428,=8.2111,=0.9186,=4.5075,=5.3671,=6.8677,=7.5506,=10.0345,=0.7777,=0.5358,=0.5268,=0.6196,=0.7563,=0.9686,=1.3272,=1.0476,=0.4293,=0.6026,=0.8954,=1.1180,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0514,=171
="H30269",红利低波,2013-12-19,=0.0024,=11369.4000,=0.0115,=8.2300,=0.7558,=4.5638,=5.5488,=6.7661,=9.4763,=14.4342,=0.8637,=0.5863,=0.5386,=0.6570,=0.8019,=1.3862,=1.9670,=1.5919,=0.9910,=0.6111,=0.8850,=1.0991,=1.4123,=1.6442,=0.0719,=0.1026,=0.0729,=0.0447,=3441
="H50040",上红低波,2014-03-21,=0.0041,=11290.9900,=0.0239,=8.2534,=0.7681,=4.6938,=5.9513,=6.9711,=9.6317,=14.3118,=0.8545,=0.5456,=0.5647,=0.6911,=0.8382,=1.3563,=1.8756,=1.6070,=0.9897,=0.6380,=0.8693,=1.2020,=1.3896,=1.6603,=0.0726,=0.1018,=0.0748,=0.0442,=322
="930914",港股通高股息,2016-11-25,=0.0040,=5328.2600,=0.0835,=8.2632,=0.8666,=3.4280,=4.3970,=5.8343,=7.6613,=11.1979,=0.7818,=0.7394,=0.3979,=0.4998,=0.6071,=0.8571,=1.1764,=1.2882,=0.8292,=0.5144,=0.6928,=0.9151,=1.2221,=2.2126,,=0.1031,,=0.0537,=607
="931157",SHS红利成长LV,2019-04-25,=0.0028,=7744.9400,=0.0390,=8.2722,=0.7744,=4.1261,=5.5590,=6.8392,=8.3575,=11.5318,=0.8444,=0.6230,=0.5154,=0.6218,=0.8044,=0.9337,=1.5888,=1.6333,=1,=0.5018,=0.7017,=1.0077,=1.3505,=1.6333,,=0.1050,,=0.0478,=242
="000029",180价值,2009-01-09,=0.0011,=4370.6400,=-0.0185,=8.3146,=0.7426,=5.6894,=6.9094,=7.8730,=8.4788,=10.8138,=0.8412,=0.3586,=0.6666,=0.8069,=0.8687,=1.0683,=1.4433,=1.0820,=0.8594,=0.6198,=0.7826,=0.9448,=1.0593,=1.4032,=0.0717,=0.0955,=0.0778,=0.0431,=550
="000934",中证金融,2009-07-03,=-0.0015,=6117.6800,=-0.0242,=8.3271,=0.5979,=5.7083,=6.8952,=8.0513,=8.8699,=11.5527,=0.8303,=0.3606,=0.6117,=0.7182,=0.9458,=1.1593,=1.5017,=2.1952,=0.8787,=1.1467,=1.4503,=1.8027,=2.0492,=2.6696,=0.0730,=0.0882,=0.0717,=0.0363,=1137
="932596",港股通红利低波,2016-02-04,=0.0052,=4247.8200,=0.0951,=8.3821,=0.9394,=7.4451,=7.6856,=7.9483,=8.2874,=8.5745,=0.7630,=1,=0.6528,=0.6817,=0.7075,=0.7218,=0.7630,=1.3698,=0.9293,=1.2161,=1.2554,=1.2987,=1.3601,=1.4099,,,,=0.0519,=50
="931130",红利成长低波,2018-12-04,=0.0015,=24130.1200,=0.0175,=8.3822,=0.7037,=4.4465,=5.5587,=7.6546,=8.7469,=11.5512,=0.8571,=0.3633,=0.5279,=0.6225,=0.9063,=1.0354,=1.5803,=1.8688,=0.7920,=0.3109,=0.8100,=1.3098,=1.9124,=2.5957,=0.0726,=0.1158,=0.0589,=0.0445,=119
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0009,=3885.8200,=0.0809,=8.3917,=0.9974,=4.9972,=5.5179,=5.9941,=7.3613,=8.5137,=0.8117,=0.9974,=0.5264,=0.5878,=0.6248,=0.7263,=0.8235,=1.0052,=0.9974,=0.5404,=0.5907,=0.6553,=0.8226,=1.0198,,=0.0979,,=0.0486,=103
="000922",中证红利,2008-05-26,=0.0070,=5770.1300,=0.0484,=8.4143,=0.7825,=5.1762,=6.0261,=7.6568,=8.5296,=11.2156,=0.8546,=0.4877,=0.5911,=0.7113,=0.8615,=1.1106,=1.4999,=1.2558,=0.8651,=0.6332,=0.7731,=1.0415,=1.2061,=1.7101,=0.0685,=0.0960,=0.0701,=0.0460,=19458
="931446",东证红利低波,2020-04-21,=0.0027,=3527.5381,=0.0246,=8.4187,=0.7782,=5.1478,=6.1508,=7.0218,=8.5433,=11.0216,=0.8339,=0.7236,=0.5884,=0.6922,=0.7566,=0.8778,=1.2481,=1.5274,=0.9825,=0.5909,=0.7492,=0.8738,=1.2612,=1.5979,=0.0726,=0.0935,=0.0745,=0.0445,=658
="000015",红利指数,2005-01-04,=0.0090,=3178.2000,=0.0463,=8.4407,=0.9153,=4.6646,=5.5109,=7.0927,=7.9401,=10.4439,=0.8403,=0.5991,=0.5525,=0.6399,=0.7663,=1.0213,=1.3875,=1.4358,=0.9317,=0.7277,=0.8915,=1.1135,=1.3125,=1.6890,=0.0663,=0.0968,=0.0697,=0.0451,=14005
="000992",全指金融,2011-08-02,=-0.0014,=5859.0400,=-0.0216,=8.5277,=0.5970,=5.9310,=7.1035,=8.2187,=9.0286,=11.6339,=0.8330,=0.3553,=0.6188,=0.7236,=0.9544,=1.1755,=1.5107,=2.1723,=0.8692,=1.1568,=1.4434,=1.8069,=2.0533,=2.6668,=0.0720,=0.0849,=0.0695,=0.0357,=2678
="000821",300红利,2012-07-20,=0.0068,=6735.6200,=0.0095,=8.5529,=0.8442,=4.9998,=6.1945,=7.5575,=8.3461,=10.9286,=0.8720,=0.4873,=0.5725,=0.7149,=0.8797,=1.0813,=1.4919,=1.3926,=0.9206,=0.6098,=0.7997,=1.0589,=1.2934,=1.6963,=0.0718,=0.0978,=0.0729,=0.0461,=956
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0075,=5187.3600,=0.1169,=8.6093,=1,=4.2457,=4.6956,=5.6848,=7.4285,=8.6093,=0.7893,=1,=0.4429,=0.4952,=0.5723,=0.7186,=0.7893,=1.1093,=0.9985,=0.6036,=0.6693,=0.8638,=0.9838,=1.1099,,=0.0744,,=0.0564,=70
="000824",国企红利,2012-07-20,=0.0041,=2210.8000,=0.0423,=8.6880,=0.8803,=4.8847,=5.9432,=7.3384,=8.2472,=10.7823,=0.8717,=0.5617,=0.5610,=0.6881,=0.8285,=1.0599,=1.4469,=1.2789,=0.8553,=0.5370,=0.7018,=0.9869,=1.2196,=1.6834,=0.0683,=0.0950,=0.0723,=0.0466,=893
="931644",800红利,2024-03-15,=0.0083,=2660.6800,=0.0425,=8.8327,=0.7226,=6.4729,=7.2369,=8.1331,=9.0185,=9.4757,=0.8973,=0.7484,=0.7001,=0.7647,=0.8532,=0.9066,=0.9431,=1.2981,=0.9140,=0.8423,=0.9186,=1.0998,=1.2608,=1.3255,=0.0715,,,=0.0461,=24
="931024",港股通非银,2017-11-06,=-0.0108,=4660.2587,=0.0854,=8.9167,=0.2171,=6.7549,=8.8097,=11.4707,=13.4022,=22.4310,=1.2810,=0.8731,=0.6237,=0.8445,=1.0409,=1.2264,=1.7592,=1.5084,=0.9838,=0.5870,=0.8710,=1.0037,=1.1895,=2.2002,,=0.1307,,=0.0287,=157
="399373",大盘价值,2010-01-04,=0.0008,=8487.2100,=-0.0101,=8.9182,=0.7311,=5.4746,=6.8624,=8.3248,=9.0892,=11.9914,=0.9488,=0.4889,=0.6410,=0.8034,=0.9525,=1.1408,=1.5001,=1.1466,=0.8363,=0.5920,=0.7822,=0.9287,=1.1277,=1.4541,=0.0758,=0.0969,=0.0767,=0.0446,=322
="930740",300红利LV,2018-12-04,=0.0029,=7227.4900,=0.0081,=9.0047,=0.8946,=5.4153,=6.8015,=7.4660,=8.4559,=9.6903,=0.9416,=0.7857,=0.6159,=0.7669,=0.8521,=0.9447,=1.0604,=1.3721,=0.7352,=0.6725,=0.8535,=1.0735,=1.5162,=1.9253,=0.0708,=0.1016,=0.0768,=0.0446,=551
="399995",基建工程,2015-03-12,=0.0016,=4051.7800,=0.0372,=9.0174,=0.6332,=5.8673,=7.3449,=8.2866,=12.9228,=18.8590,=0.7157,=0.1398,=0.5815,=0.7392,=0.9156,=1.5080,=2.1834,=0.1931,=0.3647,=0.1368,=0.1788,=0.2076,=0.3640,=0.5478,=0.0443,=0.0702,=0.0519,=0.0289,=2672
="000825",央企红利,2012-07-20,=0.0062,=3522.7200,=0.0201,=9.0791,=0.9486,=4.7369,=6.0989,=7.3116,=8.2682,=10.5687,=0.9051,=0.5983,=0.5507,=0.6916,=0.8604,=1.0042,=1.3929,=1.2061,=0.8014,=0.6009,=0.8549,=1.0453,=1.2058,=1.7357,=0.0699,=0.0980,=0.0727,=0.0449,=252
="000919",300价值,2008-01-21,=0.0006,=5322.1800,=0.0007,=9.0884,=0.7459,=5.9577,=7.3294,=8.4301,=9.2279,=12.2376,=0.9500,=0.5152,=0.6917,=0.8498,=0.9461,=1.1524,=1.5388,=1.1238,=0.8627,=0.6314,=0.7862,=0.9063,=1.0955,=1.3421,=0.0752,=0.0956,=0.0764,=0.0408,=4279
="000063",上证周期,2010-02-03,=0.0056,=4088.1900,=0.0076,=9.1841,=0.7360,=5.4761,=7.1368,=8.5230,=9.4369,=12.4946,=0.9826,=0.5321,=0.6668,=0.8369,=0.9685,=1.1091,=1.4831,=1.6415,=0.9877,=0.8113,=1.0639,=1.2475,=1.4124,=1.7571,=0.0796,=0.1040,=0.0825,=0.0379,=204
="931848",800红利低波,2024-05-21,=0.0040,=3255.3500,=0.0284,=9.3095,=0.7069,=7.4155,=8.1178,=8.9038,=9.4155,=9.7854,=0.9673,=0.7991,=0.7315,=0.8568,=0.9136,=0.9673,=1.0001,=1.3577,=0.6336,=1.1714,=1.2258,=1.3274,=1.3764,=1.5428,=0.0731,,,=0.0439,=106
="932305",智选高股息,2024-09-30,=0.0092,=12067.6800,=0.0813,=9.4654,=0.9699,=7.0143,=7.4473,=8.2754,=9.0747,=9.6067,=1.0908,=0.9247,=0.8750,=0.9191,=1.0398,=1.0760,=1.1156,=0.7829,=0.5331,=0.7106,=0.7284,=0.7741,=1.2818,=1.3342,=0.0813,,,=0.0688,=196
="930955",红利低波100,2017-05-26,=0.0011,=12093.3900,=0.0256,=9.5410,=0.8890,=5.0805,=6.0491,=7.3693,=8.4927,=11.5013,=1.0076,=0.8366,=0.5792,=0.6648,=0.8207,=0.9899,=1.3722,=1.2189,=0.7517,=0.5888,=0.7747,=0.9840,=1.2845,=1.7525,=0.0742,=0.1071,=0.0823,=0.0466,=1704
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0057,=4432.2900,=0.1038,=9.7349,=0.6442,=4.8859,=6.8732,=8.8811,=12.1555,=16.1208,=0.9082,=0.5736,=0.5567,=0.7305,=0.8678,=1.1838,=1.3660,=1.0188,=0.5546,=0.5555,=0.7807,=0.9900,=1.3643,=1.5178,,=0.0943,,=0.0547,=28
="931069",中金300,2018-02-14,=0.0028,=5123.5200,=0.0238,=9.8180,=0.6419,=5.9518,=7.4761,=9.2429,=10.5286,=13.6164,=1.0330,=0.4138,=0.7377,=0.9188,=1.1134,=1.3603,=1.8328,=1.4318,=0.8978,=0.6656,=0.8551,=1.1097,=1.2983,=1.7542,=0.0823,=0.1122,=0.0821,=0.0392,=77
="H30356",800价值,2014-06-09,=0.0032,=6773.9800,=0.0192,=9.8630,=0.7834,=6.4024,=7.6801,=9.0132,=9.9398,=13.4784,=1.0197,=0.5866,=0.7030,=0.8597,=0.9867,=1.1820,=1.6287,=1.1055,=0.8484,=0.5868,=0.7365,=0.8783,=1.0561,=1.3738,=0.0738,=0.0930,=0.0741,=0.0388,=24
="000042",上证央企,2009-03-30,=0.0012,=1793.9000,=-0.0097,=9.9179,=0.7673,=6.3284,=7.8865,=9.1055,=10.0107,=12.9577,=1.0180,=0.5806,=0.7230,=0.8874,=0.9901,=1.1180,=1.4812,=1.3011,=0.9856,=0.6569,=0.8569,=0.9741,=1.1172,=1.3891,=0.0745,=0.0973,=0.0775,=0.0382,=380
="000968",300周期,2010-05-28,=0.0051,=4617.6600,=0.0151,=9.9328,=0.7368,=6.1174,=7.8172,=9.1379,=10.2878,=13.3562,=1.0208,=0.5090,=0.7021,=0.8488,=1.0165,=1.1859,=1.5550,=1.6520,=0.9885,=0.8459,=1.0847,=1.2633,=1.4550,=1.8297,=0.0765,=0.0960,=0.0775,=0.0356,=97
="000925",基本面50,2009-02-26,=0.0002,=4538.4100,=-0.0173,=9.9417,=0.7677,=6.2635,=7.9688,=9.0219,=10.0491,=12.7955,=1.0347,=0.4322,=0.7306,=0.9013,=1.0662,=1.1921,=1.5728,=1.0921,=0.7817,=0.6037,=0.7873,=0.9660,=1.1027,=1.4866,=0.0747,=0.0942,=0.0767,=0.0389,=4513
="932422",A500红利低波,2025-04-09,=0.0024,=3146.9600,=0.0142,=9.9652,=0.2933,=9.5190,=9.8705,=10.0775,=10.2482,=10.5846,=1.0586,=0.8798,=0.9943,=1.0273,=1.0403,=1.0545,=1.0761,=1.2930,=0.1010,=1.2431,=1.3928,=1.4451,=1.4790,=1.5336,=0.0713,,,=0.0437,=181
="399550",央视50,2012-06-06,=-0.0033,=8411.2300,=0.0395,=9.9923,=0.7590,=6.8960,=8.2340,=9.2120,=10.1360,=13.0561,=1.0467,=0.2903,=0.8649,=1.0184,=1.2408,=1.4259,=1.8564,=2.0877,=0.8544,=1.3448,=1.6427,=1.7910,=2.0323,=2.5217,=0.0768,=0.1002,=0.0803,=0.0421,=2252
="980081",价值100,2012-12-28,,,=0.0654,=10.0093,=0.9965,=7.7317,=8.2882,=8.5105,=9.3960,=10.0799,=1.1222,=0.9965,=0.8413,=0.8805,=0.9055,=1.0598,=1.1275,=1.0128,=0.7695,=0.7580,=0.8019,=0.8483,=1.0211,=1.0480,=0.0842,,,=0.0457,=179
="931722",国新港股通央企红利,2023-09-13,=0.0082,=1426.7300,=0.0827,=10.0413,=0.9966,=5.5040,=6.6151,=7.4669,=8.7871,=10.0958,=0.9671,=0.9983,=0.6213,=0.7186,=0.8035,=0.8822,=0.9723,=0.6498,=0.9983,=0.3100,=0.3750,=0.4551,=0.5756,=0.6533,,=0.1085,,=0.0579,=276
="930608",中证基建,2015-03-31,=0.0023,=8881.7800,=0.0466,=10.1824,=0.4334,=6.6667,=8.6242,=10.6018,=17.5179,=25.2863,=0.8463,=0.2274,=0.6550,=0.8278,=1.1254,=1.6592,=2.2134,=0.2428,=0.2956,=0.1701,=0.2221,=0.3446,=0.5019,=0.7101,=0.0483,=0.0717,=0.0544,=0.0290,=633
="399371",国证价值,2010-01-04,=0.0044,=7441.5200,=0.0331,=10.2379,=0.7837,=6.4728,=7.8374,=9.1000,=10.3123,=13.0475,=1.0468,=0.5929,=0.7249,=0.8967,=1.0119,=1.2427,=1.5675,=1.0819,=0.7887,=0.5764,=0.7536,=0.8695,=1.0930,=1.3812,=0.0733,=0.0912,=0.0751,=0.0402,=110
="930723",沪港深F100,2015-08-05,=0.0018,=5167.1400,=0.0148,=10.2643,=0.8348,=5.4557,=7.5654,=8.9150,=10.1356,=13.1279,=1.0463,=0.6215,=0.6469,=0.8477,=1.0074,=1.1158,=1.4626,=1.3416,=0.8929,=0.6039,=0.8635,=1.0670,=1.2720,=1.6654,,=0.0984,,=0.0389,=151
="000859",国企一带一路,2019-05-16,=0.0071,=2010.1800,=0.1036,=10.2981,=0.1104,=9.4709,=11.0315,=12.6162,=14.5790,=21.0714,=1.0381,=0.0732,=0.9854,=1.2293,=1.4595,=1.7878,=2.1877,=1.1227,=0.9988,=0.4715,=0.5579,=0.7326,=0.8145,=1.1273,=0.0719,=0.1174,=0.0935,=0.0362,=240
="931052",国信价值,2017-12-08,=0.0017,=3752.5800,=0.0872,=10.4200,=0.9804,=5.3831,=6.5742,=7.3705,=8.6390,=10.7705,=1.4008,=0.9889,=0.7343,=0.9104,=1.0251,=1.1392,=1.5208,=1.7553,=0.9718,=0.6105,=0.9358,=1.2119,=1.4333,=2.0196,=0.0959,=0.1244,=0.0834,=0.0439,=500
="930846",300SNLV,2016-06-24,=0.0015,=7022.2100,=0.0616,=10.4471,=0.6627,=7.7900,=9.1926,=10.0451,=10.7584,=12.6275,=1.0811,=0.4180,=0.8340,=1.0374,=1.0992,=1.2308,=1.5027,=1.4864,=0.9266,=0.7711,=0.9487,=1.1485,=1.3161,=1.6864,=0.0692,=0.1035,=0.0757,=0.0411,=147
="000056",上证国企,2010-01-04,=0.0065,=1300.7400,=0.0428,=10.5120,=0.7533,=7.2538,=8.8779,=9.6490,=10.7944,=13.3187,=1.2221,=0.8137,=0.8518,=1.0315,=1.1223,=1.2169,=1.5455,=1.7388,=0.9975,=0.7909,=0.9978,=1.0999,=1.2179,=1.7604,=0.0844,=0.1002,=0.0788,=0.0373,=196
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0012,=9810.3500,=0.0367,=10.5268,=0.8710,=5.7712,=7.8373,=8.9253,=10.2730,=13.0207,=1.1352,=0.6868,=0.7256,=0.9376,=1.0717,=1.2096,=1.5098,=1.6422,=0.7469,=0.9123,=1.1365,=1.3844,=1.7090,=2.4187,,=0.1105,,=0.0342,=261
="H30035",300非银,2012-12-21,=-0.0059,=11034.0800,=-0.0106,=10.5293,=0.0206,=9.6261,=13.1044,=15.1625,=19.3481,=26.3489,=1.5371,=0.3803,=1.0544,=1.3281,=1.6574,=2.0504,=2.4387,=1.9454,=0.7632,=1.0410,=1.4193,=1.7262,=1.9724,=2.3917,=0.1224,=0.1114,=0.0952,=0.0214,=1123
="931373",股息龙头,2019-11-15,=0.0020,=2780.6300,=-0.0012,=10.6160,=0.9406,=5.4295,=6.8435,=8.1989,=9.4483,=11.4004,=1.1822,=0.9195,=0.6697,=0.8429,=0.9953,=1.1155,=1.2586,=1.5710,=0.9795,=0.5706,=0.8081,=0.9709,=1.3511,=1.6262,=0.0791,=0.1085,=0.0840,=0.0414,=319
="000806",消费服务,2012-02-10,=-0.0009,=8568.7200,=0.0173,=10.6692,=0.4498,=8.3292,=9.9487,=10.8047,=11.8703,=17.0971,=1.1994,=0.1768,=1.0009,=1.2076,=1.3595,=1.5457,=2.0145,=2.3240,=0.7438,=1.6526,=1.9426,=2.1028,=2.3796,=3.0032,=0.0839,=0.1029,=0.0827,=0.0349,=404
="000021",180治理,2008-09-10,=0.0028,=1116.3400,=0.0259,=10.6818,=0.8479,=6.3364,=8.4334,=9.6509,=10.5029,=13.6109,=1.1779,=0.7130,=0.7542,=0.9755,=1.0993,=1.2204,=1.5847,=1.4695,=0.9971,=0.6625,=0.8520,=0.9540,=1.1353,=1.4859,=0.0796,=0.1012,=0.0804,=0.0384,=160
="950090",50AH优选,2015-12-10,=0.0003,=6511.3400,=0.0529,=10.7315,=0.9493,=6.3188,=7.8986,=8.5939,=9.7312,=13.5010,=1.1404,=0.8399,=0.7914,=0.9471,=1.0247,=1.1247,=1.5403,=1.4462,=0.9992,=0.6574,=0.8443,=0.9453,=1.0491,=1.4553,,=0.1094,,=0.0368,=1979
="399805",互联金融,2015-02-10,=-0.0022,=3817.3100,=-0.0082,=10.7809,=0.3425,=7.5943,=9.8199,=11.5804,=13.2045,=16.5816,=1.1657,=0.3359,=0.7644,=1.0567,=1.4660,=1.7430,=2.0317,=1.9883,=0.9502,=1.1667,=1.4082,=1.6148,=1.7818,=2.2175,=0.0834,=0.0941,=0.0808,=0.0317,=325
="931375",300质量低波,2019-11-25,=0.0048,=17979.8200,=0.0603,=10.8209,=0.4447,=6.4946,=8.1249,=11.5501,=13.5875,=22.0532,=1.4228,=0.4294,=0.8054,=1.0746,=1.5778,=2.0890,=3.3245,=1.9278,=0.6713,=1.0044,=1.3148,=1.6330,=2.0971,=2.5370,=0.1555,=0.1378,=0.0968,=0.0276,=99
