指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="000018",180金融,2007-12-10,=-0.0072,=5616.5900,=-0.0545,=7.4112,=0.4720,=5.2016,=6.4226,=7.4917,=8.3000,=10.8609,=0.7893,=0.3390,=0.5902,=0.6966,=0.9096,=1.0757,=1.4199,=2.2467,=0.8427,=1.2355,=1.5826,=1.9113,=2.1683,=2.8772,=0.0787,=0.0991,=0.0776,=0.0396,=758
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0082,=4651.2200,=0.0410,=7.4941,=0.8642,=3.5572,=4.6210,=5.9078,=7.0312,=9.5068,=0.6643,=0.6340,=0.3828,=0.4838,=0.5711,=0.8209,=1.1073,=0.9956,=0.6191,=0.4386,=0.6424,=0.8343,=1.4383,=2.0623,,=0.0870,,=0.0578,=1275
="000818",细分金融,2012-04-11,=-0.0059,=7030.8500,=-0.0478,=7.5588,=0.4703,=5.2356,=6.4985,=7.6824,=8.4792,=10.9951,=0.8045,=0.3386,=0.5930,=0.7010,=0.9230,=1.1017,=1.4303,=2.3079,=0.8488,=1.2689,=1.6360,=1.9651,=2.2202,=2.9111,=0.0780,=0.0967,=0.0768,=0.0386,=4
="H30270",红利价值,2013-12-19,=0.0041,=9483.3800,=-0.0051,=7.5661,=0.7162,=4.4543,=5.4060,=6.7116,=8.8441,=13.0955,=0.7882,=0.5849,=0.5256,=0.6470,=0.7545,=1.2658,=1.7317,=1.5262,=0.9882,=0.5854,=0.8051,=0.9886,=1.2373,=1.6166,=0.0710,=0.0973,=0.0746,=0.0452,=131
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0090,=1321.4100,=0.0360,=7.6282,=0.7998,=3.6777,=4.8612,=6.5566,=7.6316,=10.6953,=0.7120,=0.5605,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1206,=0.5662,=0.5013,=0.7008,=1.0591,=1.5005,=1.9871,,=0.0974,,=0.0577,=875
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0091,=2583.5400,=0.0427,=7.7168,=0.9707,=3.8979,=4.9352,=5.7751,=7.0450,=8.1550,=0.6980,=0.8827,=0.4277,=0.5146,=0.5710,=0.6607,=0.8197,=1.1884,=0.9244,=0.5333,=0.6930,=0.8616,=1.0930,=1.3442,,=0.0939,,=0.0552,=444
="930914",港股通高股息,2016-11-25,=0.0114,=4985.8027,=0.0139,=7.7987,=0.8277,=3.4280,=4.3964,=5.8193,=7.6371,=11.1979,=0.7377,=0.6984,=0.3979,=0.4995,=0.6059,=0.8579,=1.1764,=1.2151,=0.7967,=0.5144,=0.6906,=0.9133,=1.2174,=2.2126,,=0.1031,,=0.0569,=579
="000914",300金融,2007-07-02,=-0.0056,=6413.6700,=-0.0453,=7.8458,=0.5144,=5.2769,=6.6035,=7.7912,=8.5959,=11.3863,=0.8015,=0.3196,=0.5962,=0.7048,=0.9471,=1.1428,=1.4919,=2.1583,=0.8620,=1.1210,=1.4313,=1.8124,=2.0516,=2.7052,=0.0752,=0.0912,=0.0734,=0.0381,=334
="932596",港股通红利低波,2016-02-04,,,=0.0184,=7.9002,=0.4824,=7.4451,=7.6473,=7.9097,=8.2718,=8.5745,=0.7192,=0.8588,=0.6528,=0.6715,=0.7018,=0.7165,=0.7309,=1.2905,=0.4941,=1.2161,=1.2491,=1.2920,=1.3601,=1.4099,,,,=0.0551,=38
="931157",SHS红利成长LV,2019-04-25,=0.0028,=7489.7714,=0.0048,=7.9328,=0.6982,=4.1261,=5.5544,=6.8318,=8.3654,=11.5318,=0.8088,=0.5170,=0.5154,=0.6213,=0.8022,=0.9362,=1.5888,=1.5660,=0.9825,=0.5018,=0.7007,=0.9956,=1.3434,=1.6109,,=0.1050,,=0.0499,=223
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0015,=3731.3700,=0.0380,=8.0059,=0.9707,=4.9972,=5.5141,=5.9662,=7.2404,=8.3212,=0.7744,=0.9601,=0.5264,=0.5854,=0.6240,=0.7214,=0.8025,=0.9589,=0.9960,=0.5404,=0.5905,=0.6534,=0.8091,=0.9621,,=0.0979,,=0.0509,=97
="000151",上国红利,2012-07-20,=0.0090,=1536.4400,=0.0057,=8.0108,=0.8682,=4.5075,=5.3671,=6.8442,=7.5291,=10.0345,=0.7574,=0.5016,=0.5268,=0.6196,=0.7564,=0.9686,=1.3272,=1.0221,=0.3773,=0.6026,=0.8954,=1.1251,=1.3114,=1.6854,=0.0643,=0.0941,=0.0692,=0.0528,=162
="H30269",红利低波,2013-12-19,=0.0018,=11039.9700,=-0.0178,=8.0283,=0.7418,=4.5638,=5.5488,=6.7509,=9.4763,=14.4342,=0.8423,=0.5486,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.5529,=0.9769,=0.6111,=0.8850,=1.0984,=1.4087,=1.6442,=0.0719,=0.1026,=0.0729,=0.0458,=3303
="H50040",上红低波,2014-03-21,=0.0020,=10886.7900,=-0.0127,=8.0398,=0.7393,=4.6938,=5.9513,=6.9566,=9.6317,=14.3118,=0.8323,=0.4819,=0.5647,=0.6911,=0.8385,=1.3563,=1.8756,=1.5654,=0.9757,=0.6380,=0.8693,=1.2018,=1.3881,=1.6603,=0.0726,=0.1018,=0.0748,=0.0454,=312
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0093,=4831.1400,=0.0402,=8.0778,=0.9510,=4.2457,=4.6778,=5.6539,=7.3632,=8.5630,=0.7406,=0.9280,=0.4429,=0.4943,=0.5708,=0.7113,=0.7859,=1.0403,=0.9250,=0.6036,=0.6683,=0.8618,=0.9799,=1.1099,,=0.0975,,=0.0601,=66
="000029",180价值,2009-01-09,=-0.0030,=4284.0800,=-0.0380,=8.0992,=0.6400,=5.6894,=6.9094,=7.8671,=8.4788,=10.8138,=0.8187,=0.2397,=0.6666,=0.8069,=0.8700,=1.0683,=1.4433,=1.0540,=0.7916,=0.6198,=0.7826,=0.9442,=1.0582,=1.4032,=0.0706,=0.0955,=0.0778,=0.0442,=548
="000922",中证红利,2008-05-26,=0.0073,=5618.1500,=0.0207,=8.1665,=0.6866,=5.1762,=6.0261,=7.6522,=8.5296,=11.2156,=0.8286,=0.4423,=0.5911,=0.7113,=0.8659,=1.1106,=1.4999,=1.2188,=0.8229,=0.6332,=0.7731,=1.0382,=1.2007,=1.7101,=0.0685,=0.0960,=0.0701,=0.0474,=19327
="000015",红利指数,2005-01-04,=0.0067,=3073.6500,=0.0119,=8.1803,=0.8699,=4.6646,=5.5109,=7.0898,=7.9267,=10.4439,=0.8135,=0.5750,=0.5525,=0.6399,=0.7661,=1.0213,=1.3875,=1.3915,=0.8966,=0.7277,=0.8915,=1.1091,=1.3085,=1.6890,=0.0663,=0.0968,=0.0697,=0.0466,=13975
="000934",中证金融,2009-07-03,=-0.0040,=6035.2600,=-0.0373,=8.2129,=0.5577,=5.7083,=6.8952,=8.0267,=8.8699,=11.5527,=0.8181,=0.3336,=0.6117,=0.7182,=0.9539,=1.1597,=1.5017,=2.1651,=0.8678,=1.1467,=1.4503,=1.8026,=2.0448,=2.6696,=0.0733,=0.0882,=0.0717,=0.0368,=1136
="931130",红利成长低波,2018-12-04,=0.0018,=23319.7000,=-0.0167,=8.2274,=0.6609,=4.4465,=5.5542,=7.6125,=8.7529,=11.5512,=0.8411,=0.3501,=0.5279,=0.6222,=0.9080,=1.0366,=1.5803,=1.8343,=0.7793,=0.3109,=0.8094,=1.3064,=1.9188,=2.5957,=0.0669,=0.1158,=0.0589,=0.0453,=113
="931446",东证红利低波,2020-04-21,=0.0041,=3428.3300,=-0.0042,=8.2966,=0.7649,=5.1478,=6.1469,=6.9607,=8.5514,=11.0216,=0.8209,=0.7142,=0.5884,=0.6909,=0.7546,=0.8787,=1.2481,=1.5052,=0.9809,=0.5909,=0.7486,=0.8664,=1.2037,=1.5979,=0.0722,=0.0935,=0.0745,=0.0452,=626
="000821",300红利,2012-07-20,=0.0045,=6547.5600,=-0.0187,=8.3394,=0.8023,=4.9998,=6.1945,=7.5480,=8.3327,=10.9286,=0.8494,=0.4300,=0.5725,=0.7149,=0.8817,=1.0813,=1.4919,=1.3578,=0.8909,=0.6098,=0.7997,=1.0576,=1.2789,=1.6963,=0.0718,=0.0978,=0.0729,=0.0473,=955
="000992",全指金融,2011-08-02,=-0.0036,=5786.1500,=-0.0337,=8.4140,=0.5667,=5.9310,=7.1035,=8.1994,=9.0286,=11.6339,=0.8211,=0.3311,=0.6188,=0.7236,=0.9618,=1.1756,=1.5107,=2.1433,=0.8563,=1.1568,=1.4434,=1.8068,=2.0479,=2.6668,=0.0717,=0.0849,=0.0695,=0.0362,=2673
="000824",国企红利,2012-07-20,=0.0066,=2145.8000,=0.0116,=8.4624,=0.8431,=4.8847,=5.9432,=7.3206,=8.2253,=10.7823,=0.8484,=0.5255,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2457,=0.8287,=0.5370,=0.7018,=0.9868,=1.2162,=1.6834,=0.0703,=0.0950,=0.0723,=0.0479,=883
="931024",港股通非银,2017-11-06,=-0.0168,=4501.8285,=0.0485,=8.5716,=0.1692,=6.7549,=8.8097,=11.4926,=13.4038,=22.4310,=1.2314,=0.8185,=0.6237,=0.8436,=1.0382,=1.2221,=1.7592,=1.4500,=0.9645,=0.5870,=0.8704,=1.0024,=1.1856,=2.2002,,=0.1307,,=0.0298,=151
="931644",800红利,2024-03-15,=0.0059,=2590.7800,=0.0151,=8.6206,=0.6718,=6.4729,=7.2226,=8.0944,=9.0221,=9.4757,=0.8750,=0.6829,=0.7001,=0.7638,=0.8515,=0.9074,=0.9431,=1.2669,=0.8448,=0.8423,=0.9166,=1.0981,=1.2568,=1.3255,=0.0724,,,=0.0472,=24
="399373",大盘价值,2010-01-04,=-0.0034,=8315.5800,=-0.0301,=8.7201,=0.6396,=5.4746,=6.8624,=8.3126,=9.0892,=11.9914,=0.9271,=0.4432,=0.6410,=0.8034,=0.9546,=1.1408,=1.5001,=1.1211,=0.7908,=0.5920,=0.7822,=0.9285,=1.1260,=1.4541,=0.0742,=0.0969,=0.0767,=0.0456,=319
="930740",300红利LV,2018-12-04,=0.0042,=7053,=-0.0162,=8.7372,=0.8463,=5.4153,=6.7933,=7.4577,=8.4345,=9.6903,=0.9128,=0.7111,=0.6159,=0.7655,=0.8506,=0.9451,=1.0604,=1.3314,=0.7250,=0.6725,=0.8512,=1.0722,=1.5171,=1.9253,=0.0724,=0.1016,=0.0768,=0.0459,=537
="000825",央企红利,2012-07-20,=0.0053,=3456.5700,=0.0009,=8.8790,=0.9230,=4.7369,=6.0989,=7.3069,=8.2510,=10.5687,=0.8850,=0.5560,=0.5507,=0.6916,=0.8603,=1.0044,=1.3929,=1.1795,=0.7554,=0.6009,=0.8549,=1.0429,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0459,=240
="000919",300价值,2008-01-21,=-0.0035,=5237.5400,=-0.0152,=8.8994,=0.7162,=5.9577,=7.3294,=8.4246,=9.2279,=12.2376,=0.9294,=0.4460,=0.6917,=0.8498,=0.9476,=1.1524,=1.5388,=1.1005,=0.8134,=0.6314,=0.7862,=0.9061,=1.0928,=1.3421,=0.0754,=0.0956,=0.0764,=0.0417,=4267
="000063",上证周期,2010-02-03,=-0.0055,=3992.9300,=-0.0159,=8.9392,=0.6635,=5.4761,=7.1368,=8.5138,=9.4369,=12.4946,=0.9556,=0.4638,=0.6668,=0.8369,=0.9690,=1.1091,=1.4831,=1.5977,=0.9675,=0.8113,=1.0639,=1.2461,=1.4094,=1.7571,=0.0802,=0.1040,=0.0825,=0.0390,=204
="931848",800红利低波,2024-05-21,=0.0038,=3169.2000,=0.0012,=9.0448,=0.5721,=7.4155,=8.1029,=8.8812,=9.4224,=9.7854,=0.9391,=0.6553,=0.7315,=0.8548,=0.9121,=0.9679,=1.0001,=1.3191,=0.4914,=1.1714,=1.2252,=1.3237,=1.3780,=1.5428,=0.0743,,,=0.0452,=102
="932305",智选高股息,2024-09-30,=0.0070,=11752.1100,=0.0531,=9.2120,=0.8868,=7.0143,=7.4433,=8.2535,=8.7435,=9.6067,=1.0578,=0.6698,=0.8750,=0.9186,=1.0385,=1.0750,=1.1156,=0.7619,=0.4214,=0.7106,=0.7281,=0.7752,=1.2820,=1.3342,=0.0585,,,=0.0707,=169
="930955",红利低波100,2017-05-26,=0.0037,=11808.8600,=0.0015,=9.2345,=0.8740,=5.0805,=6.0443,=7.3527,=8.4715,=11.5013,=0.9742,=0.7861,=0.5792,=0.6644,=0.8197,=0.9870,=1.3722,=1.1798,=0.6925,=0.5888,=0.7735,=0.9835,=1.2893,=1.7525,=0.0696,=0.1071,=0.0823,=0.0481,=1623
="399995",基建工程,2015-03-12,=0.0013,=4160.3100,=0.0650,=9.2420,=0.6656,=5.8673,=7.3449,=8.2814,=13.0195,=18.8590,=0.7342,=0.1878,=0.5815,=0.7452,=0.9179,=1.5194,=2.1834,=0.1979,=0.3987,=0.1368,=0.1788,=0.2079,=0.3660,=0.5478,=0.0443,=0.0702,=0.0519,=0.0281,=2660
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0048,=4223.8400,=0.0519,=9.3675,=0.5938,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8733,=0.5102,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=0.9804,=0.4821,=0.5555,=0.7802,=0.9904,=1.3645,=1.5178,,=0.0943,,=0.0568,=26
="931722",国新港股通央企红利,2023-09-13,=0.0122,=1355.1900,=0.0284,=9.5505,=0.9518,=5.5040,=6.6083,=7.4350,=8.7008,=10.0834,=0.9198,=0.9587,=0.6213,=0.7159,=0.8005,=0.8757,=0.9570,=0.6180,=0.9570,=0.3100,=0.3734,=0.4508,=0.5702,=0.6473,,=0.1085,,=0.0609,=256
="980081",价值100,2012-12-28,,,=0.0355,=9.6165,=0.9478,=7.7317,=8.2778,=8.5008,=9.2589,=9.8012,=1.0748,=0.8955,=0.8413,=0.8795,=0.9033,=1.0499,=1.1153,=0.9730,=0.7500,=0.7580,=0.8002,=0.8440,=1.0228,=1.0480,=0.0810,,,=0.0475,=145
="H30356",800价值,2014-06-09,=-0.0011,=6675.3600,=0.0044,=9.6764,=0.7221,=6.4024,=7.6744,=9.0098,=9.9434,=13.4784,=0.9996,=0.5345,=0.7030,=0.8595,=0.9855,=1.1837,=1.6287,=1.0845,=0.8256,=0.5868,=0.7362,=0.8774,=1.0515,=1.3738,=0.0743,=0.0930,=0.0741,=0.0396,=20
="000968",300周期,2010-05-28,=-0.0040,=4522.1100,=-0.0059,=9.6819,=0.6689,=6.1174,=7.8172,=9.1232,=10.2878,=13.3562,=0.9942,=0.4489,=0.7021,=0.8488,=1.0186,=1.1863,=1.5550,=1.6103,=0.9609,=0.8459,=1.0847,=1.2614,=1.4462,=1.8297,=0.0768,=0.0960,=0.0775,=0.0365,=95
="931069",中金300,2018-02-14,=0,=5059.1000,=0.0109,=9.6826,=0.6029,=5.9518,=7.4738,=9.2266,=10.5375,=13.6164,=1.0177,=0.3763,=0.7377,=0.9179,=1.1150,=1.3627,=1.8328,=1.4121,=0.8815,=0.6656,=0.8540,=1.1082,=1.2920,=1.7542,=0.0705,=0.1122,=0.0821,=0.0397,=71
="932422",A500红利低波,2025-04-09,=0.0034,=3076.7000,=-0.0085,=9.6831,=0.0258,=9.5190,=9.8842,=10.0895,=10.2683,=10.5846,=1.0277,=0.2268,=0.9943,=1.0272,=1.0403,=1.0540,=1.0761,=1.2564,=0,=1.2564,=1.4063,=1.4479,=1.4806,=1.5336,,,,=0.0450,=146
="399550",央视50,2012-06-06,=-0.0023,=8296.4400,=0.0253,=9.7180,=0.6956,=6.8960,=8.2212,=9.1939,=10.1360,=13.0561,=1.0168,=0.1932,=0.8649,=1.0188,=1.2410,=1.4259,=1.8564,=2.0304,=0.8019,=1.3448,=1.6398,=1.7874,=2.0283,=2.5217,=0.0768,=0.1002,=0.0803,=0.0433,=2238
="000925",基本面50,2009-02-26,=-0.0034,=4475.6600,=-0.0309,=9.7398,=0.7117,=6.2635,=7.9688,=9.0120,=10.0491,=12.7955,=1.0126,=0.3863,=0.7306,=0.9013,=1.0696,=1.1921,=1.5728,=1.0699,=0.7418,=0.6037,=0.7873,=0.9636,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0399,=4500
="000042",上证央企,2009-03-30,=-0.0023,=1789.6300,=-0.0120,=9.7870,=0.7298,=6.3284,=7.8865,=9.0944,=10.0107,=12.9577,=1.0041,=0.5457,=0.7230,=0.8874,=0.9896,=1.1182,=1.4812,=1.2839,=0.9819,=0.6569,=0.8569,=0.9730,=1.1134,=1.3891,=0.0743,=0.0973,=0.0775,=0.0387,=378
="930723",沪港深F100,2015-08-05,=0.0001,=5043.9636,=-0.0094,=10.0041,=0.7634,=5.4557,=7.5603,=8.8876,=10.1236,=13.1279,=1.0192,=0.5376,=0.6469,=0.8477,=1.0056,=1.1158,=1.4626,=1.3087,=0.8592,=0.6039,=0.8635,=1.0659,=1.2672,=1.6654,,=0.0984,,=0.0400,=150
="399371",国证价值,2010-01-04,=0.0013,=7303.9400,=0.0140,=10.0294,=0.7372,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0248,=0.5317,=0.7249,=0.8967,=1.0117,=1.2427,=1.5675,=1.0598,=0.7595,=0.5764,=0.7536,=0.8693,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0410,=104
="000859",国企一带一路,2019-05-16,=0.0074,=1978.5100,=0.0862,=10.0519,=0.0591,=9.4709,=11.1016,=12.6304,=14.5861,=21.0714,=1.0131,=0.0222,=0.9854,=1.2372,=1.4612,=1.7885,=2.1877,=1.0958,=0.9908,=0.4715,=0.5577,=0.7321,=0.8116,=1.1238,=0.0831,=0.1174,=0.0935,=0.0371,=233
="930608",中证基建,2015-03-31,=0.0006,=8922.5000,=0.0514,=10.1823,=0.4300,=6.6667,=8.6242,=10.6356,=17.6784,=25.2863,=0.8467,=0.2241,=0.6550,=0.8279,=1.1293,=1.6688,=2.2134,=0.2428,=0.2920,=0.1701,=0.2221,=0.3455,=0.5068,=0.7101,=0.0482,=0.0717,=0.0544,=0.0289,=632
="931052",国信价值,2017-12-08,=0.0020,=3654.5800,=0.0589,=10.2473,=0.9655,=5.3831,=6.5693,=7.3652,=8.6204,=10.7705,=1.3776,=0.9797,=0.7343,=0.9100,=1.0239,=1.1377,=1.5208,=1.7262,=0.9609,=0.6105,=0.9348,=1.2096,=1.4272,=2.0196,=0.0941,=0.1244,=0.0834,=0.0446,=474
="930846",300SNLV,2016-06-24,=-0.0030,=6962.9800,=0.0527,=10.2550,=0.5786,=7.7900,=9.1917,=10.0366,=10.7658,=12.6275,=1.0603,=0.3011,=0.8340,=1.0372,=1.1003,=1.2311,=1.5027,=1.4591,=0.9167,=0.7711,=0.9483,=1.1474,=1.3135,=1.6864,=0.0686,=0.1035,=0.0757,=0.0419,=147
="000056",上证国企,2010-01-04,=-0.0022,=1270.3800,=0.0185,=10.2712,=0.6993,=7.2538,=8.8734,=9.6324,=10.7944,=13.3187,=1.1930,=0.7385,=0.8518,=1.0315,=1.1223,=1.2167,=1.5455,=1.6990,=0.9848,=0.7909,=0.9970,=1.0954,=1.2154,=1.7604,=0.0856,=0.1002,=0.0788,=0.0382,=196
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0002,=9703.4400,=0.0255,=10.3310,=0.8233,=5.7712,=7.8166,=8.8984,=10.2471,=13.0207,=1.1139,=0.6219,=0.7256,=0.9356,=1.0696,=1.2097,=1.5098,=1.6117,=0.7120,=0.9123,=1.1337,=1.3799,=1.7093,=2.4187,,=0.1200,,=0.0348,=259
="950090",50AH优选,2015-12-10,=-0.0052,=6361.5100,=0.0287,=10.3485,=0.9180,=6.3188,=7.8952,=8.5836,=9.7136,=13.5010,=1.0987,=0.7286,=0.7914,=0.9467,=1.0235,=1.1246,=1.5403,=1.3955,=0.9929,=0.6574,=0.8441,=0.9446,=1.0480,=1.4194,,=0.1094,,=0.0381,=1977
="931373",股息龙头,2019-11-15,=0.0004,=2722.5200,=-0.0221,=10.3726,=0.9241,=5.4295,=6.8350,=8.1807,=9.4315,=11.4004,=1.1545,=0.8761,=0.6697,=0.8416,=0.9926,=1.1128,=1.2586,=1.5350,=0.9587,=0.5706,=0.8075,=0.9673,=1.3467,=1.6262,=0.0792,=0.1085,=0.0840,=0.0424,=317
="H30035",300非银,2012-12-21,=-0.0064,=10928.1500,=-0.0201,=10.3901,=0.0136,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5148,=0.3530,=1.0544,=1.3281,=1.6628,=2.0504,=2.4387,=1.9197,=0.7434,=1.0410,=1.4193,=1.7227,=1.9713,=2.3917,=0.1224,=0.1114,=0.0952,=0.0217,=1108
="000021",180治理,2008-09-10,=-0.0038,=1088.5900,=0.0004,=10.4097,=0.7743,=6.3364,=8.4310,=9.6400,=10.4888,=13.6109,=1.1473,=0.6437,=0.7542,=0.9755,=1.0988,=1.2205,=1.5847,=1.4320,=0.9897,=0.6625,=0.8520,=0.9526,=1.1329,=1.4859,=0.0797,=0.1012,=0.0804,=0.0394,=160
="000806",消费服务,2012-02-10,=-0.0018,=8549.5300,=0.0150,=10.5563,=0.4172,=8.2712,=9.9331,=10.8052,=11.8703,=17.0971,=1.1853,=0.1363,=1.0009,=1.2106,=1.3602,=1.5457,=2.0145,=2.2994,=0.7286,=1.6526,=1.9417,=2.0991,=2.3796,=3.0032,=0.0835,=0.1029,=0.0827,=0.0353,=402
="931375",300质量低波,2019-11-25,=-0.0106,=17549.8500,=0.0349,=10.5695,=0.4174,=6.4946,=8.1096,=11.5689,=13.5930,=22.0532,=1.3883,=0.4167,=0.8054,=1.0728,=1.5845,=2.0925,=3.3245,=1.8830,=0.6575,=1.0044,=1.3104,=1.6286,=2.0979,=2.5370,=0.1077,=0.1378,=0.0968,=0.0286,=98
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0009,=13141,=0.0231,=10.6910,=0.8874,=5.5897,=7.7975,=8.5613,=9.8240,=15.8114,=1.1551,=0.7992,=0.6924,=0.8828,=0.9921,=1.1558,=1.7191,=1.5452,=0.9083,=0.6938,=0.9866,=1.0730,=1.4051,=2.0876,,=0.1080,,=0.0334,=91
="000048",责任指数,2009-08-05,=-0.0066,=1466.1700,=-0.0064,=10.7500,=0.5758,=7.8628,=9.5558,=10.5239,=11.7730,=14.1982,=1.2577,=0.3789,=0.9056,=1.1438,=1.3132,=1.4440,=1.7866,=0.9808,=0.9222,=0.5718,=0.6943,=0.7958,=0.9065,=1.0691,=0.0853,=0.1000,=0.0831,=0.0413,=123
