指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0127,=2521.1200,=0.0175,=7.7247,=0.9744,=3.8979,=4.9341,=5.7588,=7.0216,=8.1550,=0.6987,=0.8858,=0.4277,=0.5145,=0.5706,=0.6588,=0.8197,=1.1896,=0.9271,=0.5333,=0.6929,=0.8604,=1.0896,=1.3442,,=0.0939,,=0.0552,=433
="930914",港股通高股息,2016-11-25,=0.0058,=4930.4800,=0.0026,=7.8078,=0.8295,=3.4280,=4.3884,=5.8101,=7.5990,=11.1979,=0.7386,=0.7012,=0.3979,=0.4989,=0.6046,=0.8594,=1.1764,=1.2160,=0.7983,=0.5144,=0.6884,=0.9126,=1.2174,=2.2126,,=0.1031,,=0.0569,=555
="932596",港股通红利低波,2016-02-04,=0.0093,=3924.1500,=0.0117,=7.9288,=0.4795,=7.4451,=7.6050,=7.9351,=8.2874,=8.5745,=0.7218,=0.9315,=0.6528,=0.6669,=0.6982,=0.7100,=0.7309,=1.2946,=0.4795,=1.2161,=1.2423,=1.2963,=1.3627,=1.4099,,,,=0.0549,=30
="399809",保险主题,2015-02-13,=0.0332,=2906.5300,=0.0894,=7.9339,=0.3361,=5.4537,=6.8119,=10.6518,=15.0228,=22.8725,=0.8918,=0.3538,=0.6352,=0.7669,=1.2336,=1.4853,=1.9794,=2.3319,=0.9918,=0.5239,=0.8689,=1.0929,=1.3213,=2.3772,=0.0826,=0.0985,=0.0781,=0.0366,=1407
="H30270",红利价值,2013-12-19,=0.0057,=9595.2600,=0.0066,=7.9845,=0.7717,=4.4543,=5.4037,=6.7090,=8.8486,=13.0955,=0.8303,=0.6493,=0.5256,=0.6470,=0.7538,=1.2672,=1.7317,=1.6106,=0.9995,=0.5854,=0.8034,=0.9868,=1.2288,=1.6166,=0.0710,=0.0973,=0.0746,=0.0428,=123
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0124,=3705.5800,=0.0308,=7.9912,=0.9730,=4.9972,=5.5017,=5.9541,=7.0157,=8.3212,=0.7730,=0.9581,=0.5264,=0.5853,=0.6236,=0.7073,=0.8025,=0.9572,=1,=0.5404,=0.5903,=0.6520,=0.7819,=0.9572,,=0.0979,,=0.0510,=96
="000018",180金融,2007-12-10,=0.0184,=6138.1700,=0.0333,=8.0006,=0.7063,=5.2016,=6.4226,=7.4760,=8.3000,=10.8609,=0.8504,=0.4255,=0.5902,=0.6966,=0.9161,=1.0778,=1.4199,=2.4253,=0.9399,=1.2355,=1.5826,=1.9104,=2.1580,=2.8772,=0.0787,=0.0991,=0.0776,=0.0366,=756
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0093,=4692.9800,=0.0105,=8.0835,=0.9579,=4.2457,=4.6737,=5.6291,=7.3422,=8.5630,=0.7415,=0.9360,=0.4429,=0.4936,=0.5698,=0.7022,=0.7859,=1.0475,=0.9407,=0.6036,=0.6670,=0.8595,=0.9762,=1.1099,,=0.0975,,=0.0605,=61
="000818",细分金融,2012-04-11,=0.0211,=7651.9900,=0.0363,=8.1462,=0.6779,=5.2356,=6.4985,=7.6677,=8.4792,=10.9951,=0.8654,=0.4255,=0.5930,=0.7010,=0.9298,=1.1040,=1.4303,=2.4873,=0.9399,=1.2689,=1.6360,=1.9651,=2.2132,=2.9111,=0.0780,=0.0967,=0.0768,=0.0358,=4
="931157",SHS红利成长LV,2019-04-25,=0.0079,=7552.4200,=0.0132,=8.1581,=0.7473,=4.1261,=5.5498,=6.8227,=8.3746,=11.5318,=0.8303,=0.5954,=0.5154,=0.6210,=0.8010,=0.9383,=1.5888,=1.6108,=1,=0.5018,=0.6992,=0.9836,=1.3315,=1.6108,,=0.1050,,=0.0485,=216
="000151",上国红利,2012-07-20,=0.0105,=1544.3800,=0.0109,=8.3630,=0.9535,=4.5075,=5.3671,=6.8295,=7.5160,=10.0345,=0.7902,=0.5465,=0.5268,=0.6196,=0.7569,=0.9708,=1.3272,=1.0670,=0.4493,=0.6026,=0.8954,=1.1279,=1.3122,=1.6854,=0.0643,=0.0941,=0.0692,=0.0508,=158
="000914",300金融,2007-07-02,=0.0208,=6960.7500,=0.0362,=8.4438,=0.7286,=5.2769,=6.6035,=7.7807,=8.5959,=11.3863,=0.8610,=0.4098,=0.5962,=0.7048,=0.9542,=1.1457,=1.4919,=2.3228,=0.9592,=1.1210,=1.4313,=1.8124,=2.0443,=2.7052,=0.0752,=0.0912,=0.0734,=0.0354,=333
="H30269",红利低波,2013-12-19,=0.0012,=11248.3500,=0.0007,=8.4651,=0.7883,=4.5638,=5.5488,=6.7467,=9.4763,=14.4342,=0.8866,=0.5943,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.6374,=0.9996,=0.6111,=0.8850,=1.0984,=1.4087,=1.6442,=0.0719,=0.1026,=0.0729,=0.0435,=3174
="H50040",上红低波,2014-03-21,=0.0021,=11046.8000,=0.0018,=8.4873,=0.7941,=4.6938,=5.9513,=6.9470,=9.6317,=14.3118,=0.8770,=0.5758,=0.5647,=0.6911,=0.8387,=1.3563,=1.8756,=1.6526,=0.9996,=0.6380,=0.8693,=1.2018,=1.3863,=1.6603,=0.0726,=0.1018,=0.0748,=0.0430,=307
="000015",红利指数,2005-01-04,=0.0117,=3071.8500,=0.0113,=8.5078,=0.9255,=4.6646,=5.5109,=7.0898,=7.9120,=10.4439,=0.8458,=0.5918,=0.5525,=0.6399,=0.7661,=1.0228,=1.3875,=1.4472,=0.9390,=0.7277,=0.8915,=1.1052,=1.3056,=1.6890,=0.0663,=0.0968,=0.0697,=0.0449,=13939
="000029",180价值,2009-01-09,=0.0174,=4574.1700,=0.0272,=8.5250,=0.8147,=5.6894,=6.9094,=7.8628,=8.4788,=10.8138,=0.8604,=0.4596,=0.6666,=0.8069,=0.8718,=1.0699,=1.4433,=1.1094,=0.9012,=0.6198,=0.7826,=0.9442,=1.0556,=1.4032,=0.0706,=0.0955,=0.0778,=0.0420,=548
="000922",中证红利,2008-05-26,=0.0119,=5591.0400,=0.0158,=8.5465,=0.8023,=5.1762,=6.0261,=7.6522,=8.5303,=11.2156,=0.8656,=0.4938,=0.5911,=0.7113,=0.8708,=1.1117,=1.4999,=1.2755,=0.8974,=0.6332,=0.7731,=1.0380,=1.1982,=1.7101,=0.0685,=0.0960,=0.0701,=0.0454,=19206
="931130",红利成长低波,2018-12-04,=0.0037,=23824.4700,=0.0046,=8.7038,=0.7882,=4.4465,=5.5476,=7.5984,=8.7652,=11.5512,=0.8879,=0.4264,=0.5279,=0.6220,=0.9092,=1.0371,=1.5803,=1.9405,=0.8045,=0.3109,=0.8091,=1.3021,=1.9188,=2.5957,=0.0669,=0.1158,=0.0589,=0.0428,=110
="000821",300红利,2012-07-20,=0.0082,=6724.7200,=0.0079,=8.7553,=0.8810,=4.9998,=6.1945,=7.5480,=8.3157,=10.9286,=0.8903,=0.5157,=0.5725,=0.7149,=0.8840,=1.0825,=1.4919,=1.4255,=0.9456,=0.6098,=0.7997,=1.0570,=1.2726,=1.6963,=0.0718,=0.0978,=0.0729,=0.0451,=951
="000934",中证金融,2009-07-03,=0.0215,=6497.9200,=0.0365,=8.7728,=0.7648,=5.7083,=6.8952,=8.0183,=8.8699,=11.5527,=0.8736,=0.4135,=0.6117,=0.7182,=0.9580,=1.1624,=1.5017,=2.3127,=0.9703,=1.1467,=1.4503,=1.8026,=2.0432,=2.6696,=0.0733,=0.0882,=0.0717,=0.0344,=1131
="931446",东证红利低波,2020-04-21,=0.0082,=3482.8600,=0.0116,=8.8073,=0.8962,=5.1478,=6.1460,=6.9172,=8.5414,=11.0216,=0.8700,=0.7791,=0.5884,=0.6904,=0.7529,=0.8803,=1.2481,=1.5978,=1,=0.5909,=0.7482,=0.8639,=1.1954,=1.5978,=0.0722,=0.0935,=0.0745,=0.0425,=599
="000824",国企红利,2012-07-20,=0.0087,=2141.5400,=0.0096,=8.8165,=0.9222,=4.8847,=5.9432,=7.3206,=8.2047,=10.7823,=0.8824,=0.5733,=0.5610,=0.6881,=0.8282,=1.0607,=1.4469,=1.2979,=0.8740,=0.5370,=0.7018,=0.9868,=1.2126,=1.6834,=0.0703,=0.0950,=0.0723,=0.0460,=880
="399995",基建工程,2015-03-12,=0.0140,=3988.1400,=0.0209,=8.9190,=0.6182,=5.8673,=7.3449,=8.2814,=13.0695,=18.8590,=0.7084,=0.1166,=0.5815,=0.7510,=0.9192,=1.5503,=2.1834,=0.1910,=0.3414,=0.1368,=0.1788,=0.2093,=0.3688,=0.5478,=0.0443,=0.0702,=0.0519,=0.0291,=2655
="000992",全指金融,2011-08-02,=0.0214,=6203.1700,=0.0359,=8.9786,=0.7809,=5.9310,=7.1035,=8.1851,=9.0286,=11.6339,=0.8755,=0.4102,=0.6188,=0.7236,=0.9671,=1.1791,=1.5107,=2.2850,=0.9407,=1.1568,=1.4434,=1.8068,=2.0465,=2.6668,=0.0717,=0.0849,=0.0695,=0.0339,=2666
="931644",800红利,2024-03-15,=0.0120,=2593.2000,=0.0161,=9.0184,=0.7882,=6.4729,=7.2193,=8.0728,=9.0299,=9.4757,=0.9140,=0.8360,=0.7001,=0.7626,=0.8501,=0.9079,=0.9431,=1.3254,=0.9977,=0.8423,=0.9152,=1.0945,=1.2534,=1.3255,=0.0724,,,=0.0451,=23
="931024",港股通非银,2017-11-06,=0.0399,=4712.5700,=0.0976,=9.0566,=0.2412,=6.7549,=8.8345,=11.5149,=13.4092,=22.4310,=1.3011,=0.8888,=0.6237,=0.8432,=1.0375,=1.2205,=1.7592,=1.5321,=0.9901,=0.5870,=0.8701,=1.0004,=1.1833,=2.2002,,=0.1307,,=0.0282,=148
="399373",大盘价值,2010-01-04,=0.0139,=8779.6700,=0.0240,=9.1354,=0.8138,=5.4746,=6.8624,=8.3073,=9.0892,=11.9914,=0.9697,=0.5362,=0.6410,=0.8034,=0.9552,=1.1416,=1.5001,=1.1745,=0.8781,=0.5920,=0.7822,=0.9285,=1.1249,=1.4541,=0.0742,=0.0969,=0.0767,=0.0436,=318
="930740",300红利LV,2018-12-04,=0.0059,=7204.4800,=0.0049,=9.1781,=0.9226,=5.4153,=6.7911,=7.4531,=8.4104,=9.6903,=0.9573,=0.8394,=0.6159,=0.7653,=0.8499,=0.9451,=1.0604,=1.3985,=0.7516,=0.6725,=0.8505,=1.0714,=1.5175,=1.9253,=0.0724,=0.1016,=0.0768,=0.0437,=529
="000825",央企红利,2012-07-20,=0.0105,=3474.6600,=0.0062,=9.2672,=0.9761,=4.7369,=6.0989,=7.3069,=8.2427,=10.5687,=0.9223,=0.6404,=0.5507,=0.6916,=0.8603,=1.0068,=1.3929,=1.2311,=0.8517,=0.6009,=0.8549,=1.0417,=1.2047,=1.7357,=0.0699,=0.0980,=0.0727,=0.0439,=233
="932305",智选高股息,2024-09-30,=0.0125,=11361.3200,=0.0180,=9.2885,=0.9314,=7.0143,=7.4344,=8.2280,=8.4719,=9.6067,=1.0675,=0.7516,=0.8750,=0.9176,=1.0356,=1.0750,=1.1156,=0.7682,=0.4575,=0.7106,=0.7277,=0.7847,=1.2824,=1.3342,=0.0585,,,=0.0705,=155
="000919",300价值,2008-01-21,=0.0191,=5474.8300,=0.0294,=9.2957,=0.8167,=5.9577,=7.3294,=8.4222,=9.2259,=12.2376,=0.9695,=0.5585,=0.6917,=0.8498,=0.9480,=1.1537,=1.5388,=1.1495,=0.9073,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0399,=4263
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0133,=4140.8900,=0.0312,=9.3325,=0.5808,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.8700,=0.5004,=0.5567,=0.7305,=0.8698,=1.1842,=1.3660,=0.9767,=0.4736,=0.5555,=0.7802,=0.9931,=1.3645,=1.5178,,=0.0943,,=0.0571,=25
="000063",上证周期,2010-02-03,=0.0255,=4220.0300,=0.0401,=9.3857,=0.7887,=5.4761,=7.1368,=8.5038,=9.4369,=12.4946,=1.0016,=0.5618,=0.6668,=0.8369,=0.9705,=1.1103,=1.4831,=1.6775,=0.9959,=0.8113,=1.0639,=1.2461,=1.4017,=1.7571,=0.0802,=0.1040,=0.0825,=0.0371,=204
="931848",800红利低波,2024-05-21,=0.0066,=3192.2000,=0.0085,=9.4544,=0.8186,=7.4155,=8.0942,=8.8544,=9.4360,=9.7854,=0.9802,=0.9093,=0.7315,=0.8538,=0.9111,=0.9679,=1.0001,=1.3788,=0.8035,=1.1714,=1.2240,=1.3181,=1.3784,=1.5428,=0.0743,,,=0.0433,=96
="931722",国新港股通央企红利,2023-09-13,=0.0097,=1333.8886,=0.0122,=9.5484,=0.9525,=5.5040,=6.6040,=7.4185,=8.6182,=10.0834,=0.9196,=0.9596,=0.6213,=0.7147,=0.7983,=0.8712,=0.9570,=0.6179,=0.9578,=0.3100,=0.3722,=0.4488,=0.5643,=0.6473,,=0.1085,,=0.0609,=238
="980081",价值100,2012-12-28,,,=0.0050,=9.5567,=0.9336,=7.7317,=8.2707,=8.4816,=9.1445,=9.8012,=1.0673,=0.8555,=0.8413,=0.8786,=0.9022,=1.0362,=1.1153,=0.9670,=0.7383,=0.7580,=0.8000,=0.8416,=1.0253,=1.0480,=0.0810,,,=0.0479,=132
="930955",红利低波100,2017-05-26,=0.0063,=11887.3800,=0.0081,=9.6277,=0.8958,=5.0805,=6.0413,=7.3414,=8.4490,=11.5013,=1.0138,=0.8466,=0.5792,=0.6639,=0.8188,=0.9856,=1.3722,=1.2300,=0.7581,=0.5888,=0.7734,=0.9829,=1.2917,=1.7525,=0.0696,=0.1071,=0.0823,=0.0462,=1546
="930608",中证基建,2015-03-31,=0.0155,=8663.1100,=0.0208,=9.9468,=0.3904,=6.6667,=8.6242,=10.6650,=17.8313,=25.2863,=0.8258,=0.1969,=0.6550,=0.8282,=1.1330,=1.6831,=2.2134,=0.2372,=0.2624,=0.1701,=0.2221,=0.3462,=0.5124,=0.7101,=0.0482,=0.0717,=0.0544,=0.0296,=629
="H30356",800价值,2014-06-09,=0.0209,=6849.6100,=0.0306,=9.9885,=0.8068,=6.4024,=7.6720,=9.0074,=9.9465,=13.4784,=1.0306,=0.6055,=0.7030,=0.8593,=0.9839,=1.1866,=1.6287,=1.1195,=0.8571,=0.5868,=0.7355,=0.8768,=1.0477,=1.3738,=0.0743,=0.0930,=0.0741,=0.0383,=19
="931069",中金300,2018-02-14,=0.0168,=5152.9500,=0.0297,=10.0138,=0.6846,=5.9518,=7.4694,=9.2196,=10.5408,=13.6164,=1.0507,=0.4425,=0.7377,=0.9174,=1.1168,=1.3634,=1.8328,=1.4604,=0.9153,=0.6656,=0.8510,=1.1069,=1.2860,=1.7542,=0.0705,=0.1122,=0.0821,=0.0384,=69
="000968",300周期,2010-05-28,=0.0257,=4727.1600,=0.0392,=10.0977,=0.7677,=6.1174,=7.8172,=9.1232,=10.2878,=13.3562,=1.0353,=0.5247,=0.7021,=0.8488,=1.0205,=1.1888,=1.5550,=1.6794,=0.9930,=0.8459,=1.0847,=1.2614,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0350,=95
="932422",A500红利低波,2025-04-09,=0.0086,=3134.6800,=0.0102,=10.1568,=0.5879,=9.5190,=9.9364,=10.1245,=10.2814,=10.5846,=1.0761,=1,=0.9943,=1.0264,=1.0402,=1.0538,=1.0761,=1.3178,=0.0769,=1.2911,=1.4182,=1.4503,=1.4828,=1.5336,,,,=0.0429,=118
="000042",上证央企,2009-03-30,=0.0123,=1849.1100,=0.0208,=10.1993,=0.8476,=6.3284,=7.8865,=9.0877,=10.0021,=12.9577,=1.0448,=0.6664,=0.7230,=0.8874,=0.9896,=1.1204,=1.4812,=1.3380,=0.9963,=0.6569,=0.8569,=0.9728,=1.1107,=1.3891,=0.0743,=0.0973,=0.0775,=0.0371,=377
="399550",央视50,2012-06-06,=0.0094,=8384.5700,=0.0362,=10.2347,=0.8303,=6.8960,=8.2108,=9.1772,=10.1329,=13.0561,=1.0691,=0.3332,=0.8649,=1.0190,=1.2417,=1.4259,=1.8564,=2.1383,=0.9263,=1.3448,=1.6354,=1.7834,=2.0249,=2.5217,=0.0768,=0.1002,=0.0803,=0.0411,=2229
="000859",国企一带一路,2019-05-16,=0.0192,=1881.3600,=0.0329,=10.2457,=0.0856,=9.4709,=11.1564,=12.6388,=14.5891,=21.0714,=1.0321,=0.0471,=0.9854,=1.2419,=1.4638,=1.7891,=2.1877,=1.1169,=1,=0.4715,=0.5569,=0.7307,=0.8088,=1.1169,=0.0831,=0.1174,=0.0935,=0.0364,=228
="399371",国证价值,2010-01-04,=0.0174,=7404.4700,=0.0279,=10.2615,=0.7900,=6.4728,=7.8374,=9.0979,=10.3133,=13.0475,=1.0471,=0.5844,=0.7249,=0.8967,=1.0117,=1.2448,=1.5675,=1.0844,=0.7904,=0.5764,=0.7536,=0.8693,=1.0946,=1.3812,=0.0722,=0.0912,=0.0751,=0.0401,=103
="930723",沪港深F100,2015-08-05,=0.0112,=5172.4600,=0.0158,=10.3133,=0.8449,=5.4557,=7.5603,=8.8641,=10.1170,=13.1279,=1.0498,=0.6313,=0.6469,=0.8477,=1.0045,=1.1158,=1.4626,=1.3496,=0.9051,=0.6039,=0.8635,=1.0637,=1.2634,=1.6654,,=0.0984,,=0.0388,=149
="000925",基本面50,2009-02-26,=0.0122,=4719.5900,=0.0219,=10.3342,=0.8711,=6.2635,=7.9688,=9.0032,=10.0439,=12.7955,=1.0723,=0.4992,=0.7306,=0.9013,=1.0724,=1.1922,=1.5728,=1.1352,=0.8480,=0.6037,=0.7873,=0.9636,=1.1013,=1.4866,=0.0750,=0.0942,=0.0767,=0.0376,=4496
="950090",50AH优选,2015-12-10,=0.0209,=6462.7800,=0.0451,=10.4386,=0.9285,=6.3188,=7.8931,=8.5761,=9.6890,=13.5010,=1.1076,=0.7520,=0.7914,=0.9465,=1.0229,=1.1247,=1.5403,=1.4080,=0.9992,=0.6574,=0.8435,=0.9438,=1.0459,=1.4194,,=0.1094,,=0.0378,=1969
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0060,=9788.8600,=0.0345,=10.4428,=0.8538,=5.7712,=7.7891,=8.8776,=10.2257,=13.0207,=1.1260,=0.6621,=0.7256,=0.9335,=1.0677,=1.2097,=1.5098,=1.6291,=0.7340,=0.9123,=1.1312,=1.3758,=1.7093,=2.4187,,=0.1200,,=0.0344,=258
="931052",国信价值,2017-12-08,=0.0118,=3530.2800,=0.0228,=10.4654,=0.9862,=5.3831,=6.5588,=7.3477,=8.6084,=10.7705,=1.4005,=0.9893,=0.7343,=0.9096,=1.0232,=1.1349,=1.5208,=1.7629,=0.9750,=0.6105,=0.9338,=1.2074,=1.4247,=2.0196,=0.0941,=0.1244,=0.0834,=0.0437,=464
="930846",300SNLV,2016-06-24,=0.0162,=6802.7000,=0.0284,=10.5969,=0.7280,=7.7900,=9.1883,=10.0323,=10.7672,=12.6275,=1.0938,=0.4763,=0.8340,=1.0369,=1.1015,=1.2322,=1.5027,=1.5077,=0.9404,=0.7711,=0.9481,=1.1462,=1.3125,=1.6864,=0.0686,=0.1035,=0.0757,=0.0405,=147
="000056",上证国企,2010-01-04,=0.0222,=1297.3100,=0.0401,=10.6423,=0.7825,=7.2538,=8.8734,=9.6287,=10.7944,=13.3187,=1.2339,=0.8353,=0.8518,=1.0315,=1.1223,=1.2177,=1.5455,=1.7604,=1,=0.7909,=0.9970,=1.0947,=1.2128,=1.7604,=0.0856,=0.1002,=0.0788,=0.0368,=195
="930839",港股通高息精选,2016-06-08,=0.0147,=3550.0968,=0.0295,=10.6758,=0.6418,=4.9918,=7.0772,=9.2575,=13.3795,=31.7979,=1.5479,=0.8057,=0.7294,=0.9243,=1.0625,=1.5031,=4.8768,=1.2784,=0.5419,=0.3418,=0.5547,=1.2316,=1.9236,=6.3245,,=0.1218,,=0.0543,=314
="000021",180治理,2008-09-10,=0.0164,=1125.2400,=0.0340,=10.8010,=0.8682,=6.3364,=8.4310,=9.6342,=10.4723,=13.6109,=1.1893,=0.7290,=0.7542,=0.9755,=1.0988,=1.2218,=1.5847,=1.4859,=1,=0.6625,=0.8520,=0.9526,=1.1317,=1.4859,=0.0797,=0.1012,=0.0804,=0.0379,=160
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0106,=13328.6800,=0.0377,=10.8208,=0.8988,=5.5897,=7.7855,=8.5553,=9.7965,=15.8114,=1.1680,=0.8304,=0.6924,=0.8812,=0.9910,=1.1529,=1.7191,=1.5637,=0.9245,=0.6938,=0.9846,=1.0706,=1.3954,=2.0876,,=0.1080,,=0.0330,=91
="HSCEI",恒生中国企业指数,1994-08-08,=0.0105,=9244.2400,=0.0371,=10.8810,=0.9011,=5.5897,=7.7857,=8.5652,=9.8085,=15.8114,=1.1722,=0.8385,=0.6924,=0.8809,=0.9924,=1.1538,=1.7191,=1.5697,=0.9251,=0.6938,=0.9854,=1.0712,=1.3966,=2.0876,,=0.1080,,=0.0328,=4694
="931373",股息龙头,2019-11-15,=0.0110,=2831.6100,=0.0171,=10.9888,=0.9745,=5.4295,=6.8313,=8.1710,=9.4061,=11.4004,=1.2198,=0.9678,=0.6697,=0.8412,=0.9898,=1.1101,=1.2586,=1.6262,=1,=0.5706,=0.8061,=0.9629,=1.3441,=1.6262,=0.0792,=0.1085,=0.0840,=0.0400,=316
="931375",300质量低波,2019-11-25,=0.0254,=17797.2000,=0.0495,=11.0220,=0.4504,=6.4946,=8.1015,=11.5880,=13.5935,=22.0532,=1.4477,=0.4262,=0.8054,=1.0700,=1.5868,=2.0932,=3.3245,=1.9636,=0.6831,=1.0044,=1.3091,=1.6261,=2.0985,=2.5370,=0.1077,=0.1378,=0.0968,=0.0274,=96
="000048",责任指数,2009-08-05,=0.0156,=1524.0800,=0.0329,=11.1329,=0.6792,=7.8628,=9.5558,=10.5184,=11.7730,=14.1982,=1.2995,=0.4617,=0.9056,=1.1438,=1.3145,=1.4449,=1.7866,=1.0157,=0.9909,=0.5718,=0.6943,=0.7958,=0.9031,=1.0691,=0.0853,=0.1000,=0.0831,=0.0399,=123
