指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0122,=1384.3900,=0.0854,=8.1157,=0.8660,=3.6777,=4.8612,=6.5764,=7.6423,=10.6953,=0.7576,=0.6328,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1923,=0.6548,=0.5013,=0.7008,=1.0601,=1.5005,=1.9871,,=0.0974,,=0.0542,=880
="H30269",红利低波,2013-12-19,=0.0145,=11176.2550,=-0.0057,=8.2010,=0.7496,=4.5638,=5.5488,=6.7575,=9.4763,=14.4342,=0.8608,=0.5783,=0.5386,=0.6570,=0.8017,=1.3862,=1.9670,=1.5863,=0.9897,=0.6111,=0.8850,=1.0984,=1.4103,=1.6442,=0.0719,=0.1026,=0.0729,=0.0449,=3350
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0136,=2719.9800,=0.0978,=8.2018,=1,=3.8979,=4.9357,=5.7802,=7.0558,=8.2018,=0.7418,=0.9455,=0.4277,=0.5146,=0.5711,=0.6610,=0.8197,=1.2631,=0.9682,=0.5333,=0.6931,=0.8623,=1.0945,=1.3442,,=0.0939,,=0.0520,=447
="H50040",上红低波,2014-03-21,=0.0131,=11072.5770,=0.0041,=8.2285,=0.7644,=4.6938,=5.9513,=6.9613,=9.6317,=14.3118,=0.8519,=0.5358,=0.5647,=0.6911,=0.8382,=1.3563,=1.8756,=1.6022,=0.9885,=0.6380,=0.8693,=1.2018,=1.3886,=1.6603,=0.0726,=0.1018,=0.0748,=0.0444,=312
="931157",SHS红利成长LV,2019-04-25,=0.0122,=7639.4469,=0.0242,=8.2531,=0.7691,=4.1261,=5.5570,=6.8338,=8.3623,=11.5318,=0.8418,=0.6175,=0.5154,=0.6214,=0.8032,=0.9345,=1.5888,=1.6290,=1,=0.5018,=0.7010,=1.0025,=1.3462,=1.6290,,=0.1050,,=0.0479,=232
="930914",港股通高股息,2016-11-25,=0.0137,=5247.5182,=0.0636,=8.2810,=0.8688,=3.4280,=4.3969,=5.8245,=7.6451,=11.1979,=0.7835,=0.7388,=0.3979,=0.4997,=0.6061,=0.8575,=1.1764,=1.2903,=0.8290,=0.5144,=0.6908,=0.9137,=1.2184,=2.2126,,=0.1031,,=0.0536,=590
="000029",180价值,2009-01-09,=0.0192,=4359.9200,=-0.0209,=8.2889,=0.7273,=5.6894,=6.9094,=7.8698,=8.4788,=10.8138,=0.8380,=0.3410,=0.6666,=0.8069,=0.8693,=1.0683,=1.4433,=1.0786,=0.8505,=0.6198,=0.7826,=0.9444,=1.0586,=1.4032,=0.0706,=0.0955,=0.0778,=0.0432,=549
="000934",中证金融,2009-07-03,=0.0204,=6117.7300,=-0.0242,=8.3072,=0.5914,=5.7083,=6.8952,=8.0396,=8.8699,=11.5527,=0.8276,=0.3538,=0.6117,=0.7182,=0.9502,=1.1593,=1.5017,=2.1900,=0.8769,=1.1467,=1.4503,=1.8026,=2.0469,=2.6696,=0.0733,=0.0882,=0.0717,=0.0364,=1135
="931130",红利成长低波,2018-12-04,,,=-0.0160,=8.3218,=0.6855,=4.4465,=5.5569,=7.6246,=8.7526,=11.5512,=0.8508,=0.3543,=0.5279,=0.6222,=0.9079,=1.0365,=1.5803,=1.8553,=0.7863,=0.3109,=0.8095,=1.3077,=1.9180,=2.5957,=0.0669,=0.1158,=0.0589,=0.0448,=114
="931446",东证红利低波,2020-04-21,=0.0159,=3484.5866,=0.0121,=8.3436,=0.7694,=5.1478,=6.1481,=6.9919,=8.5460,=11.0216,=0.8259,=0.7196,=0.5884,=0.6915,=0.7547,=0.8786,=1.2481,=1.5137,=0.9817,=0.5909,=0.7487,=0.8700,=1.2052,=1.5979,=0.0722,=0.0935,=0.0745,=0.0449,=640
="000922",中证红利,2008-05-26,=0.0124,=5757.6384,=0.0461,=8.3586,=0.7702,=5.1762,=6.0261,=7.6534,=8.5296,=11.2156,=0.8483,=0.4753,=0.5911,=0.7113,=0.8647,=1.1106,=1.4999,=1.2475,=0.8563,=0.6332,=0.7731,=1.0393,=1.2028,=1.7101,=0.0685,=0.0960,=0.0701,=0.0463,=19374
="932596",港股通红利低波,2016-02-04,,,=0.0732,=8.3729,=0.9333,=7.4451,=7.6578,=7.9260,=8.2721,=8.5745,=0.7622,=1,=0.6528,=0.6739,=0.7052,=0.7171,=0.7622,=1.3677,=0.9111,=1.2161,=1.2509,=1.2947,=1.3601,=1.4099,,,,=0.0520,=44
="000015",红利指数,2005-01-04,=0.0116,=3164.8300,=0.0419,=8.3834,=0.9028,=4.6646,=5.5109,=7.0898,=7.9346,=10.4439,=0.8338,=0.5923,=0.5525,=0.6399,=0.7661,=1.0213,=1.3875,=1.4261,=0.9267,=0.7277,=0.8915,=1.1114,=1.3094,=1.6890,=0.0663,=0.0968,=0.0697,=0.0454,=13986
="000821",300红利,2012-07-20,=0.0137,=6614.2020,=-0.0087,=8.5006,=0.8386,=4.9998,=6.1945,=7.5511,=8.3385,=10.9286,=0.8661,=0.4749,=0.5725,=0.7149,=0.8810,=1.0813,=1.4919,=1.3841,=0.9156,=0.6098,=0.7997,=1.0582,=1.2813,=1.6963,=0.0718,=0.0978,=0.0729,=0.0464,=955
="000992",全指金融,2011-08-02,=0.0201,=5862.4300,=-0.0210,=8.5100,=0.5898,=5.9310,=7.1035,=8.2071,=9.0286,=11.6339,=0.8305,=0.3497,=0.6188,=0.7236,=0.9589,=1.1755,=1.5107,=2.1677,=0.8670,=1.1568,=1.4434,=1.8068,=2.0492,=2.6668,=0.0717,=0.0849,=0.0695,=0.0358,=2674
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0089,=3959.2400,=0.1013,=8.5137,=1,=4.9972,=5.5151,=5.9752,=7.2963,=8.5137,=0.8235,=1,=0.5264,=0.5872,=0.6242,=0.7226,=0.8235,=1.0198,=1,=0.5404,=0.5906,=0.6535,=0.8153,=1.0198,,=0.0979,,=0.0479,=101
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0110,=5054.9800,=0.0884,=8.5904,=1,=4.2457,=4.6882,=5.6722,=7.3771,=8.5904,=0.7878,=1,=0.4429,=0.4944,=0.5714,=0.7131,=0.7878,=1.1063,=0.9985,=0.6036,=0.6686,=0.8620,=0.9815,=1.1099,,=0.0975,,=0.0565,=67
="000824",国企红利,2012-07-20,=0.0104,=2191.7653,=0.0333,=8.6417,=0.8686,=4.8847,=5.9432,=7.3272,=8.2314,=10.7823,=0.8665,=0.5490,=0.5610,=0.6881,=0.8282,=1.0599,=1.4469,=1.2721,=0.8464,=0.5370,=0.7018,=0.9868,=1.2172,=1.6834,=0.0703,=0.0950,=0.0723,=0.0469,=886
="931644",800红利,2024-03-15,,,=0.0264,=8.7980,=0.7105,=6.4729,=7.2269,=8.1087,=9.0212,=9.4757,=0.8933,=0.7259,=0.7001,=0.7640,=0.8524,=0.9070,=0.9431,=1.2930,=0.9035,=0.8423,=0.9182,=1.0986,=1.2580,=1.3255,=0.0724,,,=0.0462,=24
="399373",大盘价值,2010-01-04,=0.0221,=8461.4000,=-0.0131,=8.9101,=0.7269,=5.4746,=6.8624,=8.3177,=9.0892,=11.9914,=0.9475,=0.4827,=0.6410,=0.8034,=0.9538,=1.1408,=1.5001,=1.1455,=0.8348,=0.5920,=0.7822,=0.9285,=1.1261,=1.4541,=0.0742,=0.0969,=0.0767,=0.0446,=320
="930740",300红利LV,2018-12-04,=0.0138,=7142.4961,=-0.0037,=8.9348,=0.8865,=5.4153,=6.7934,=7.4609,=8.4402,=9.6903,=0.9337,=0.7586,=0.6159,=0.7658,=0.8512,=0.9447,=1.0604,=1.3615,=0.7310,=0.6725,=0.8520,=1.0728,=1.5170,=1.9253,=0.0724,=0.1016,=0.0768,=0.0449,=543
="000825",央企红利,2012-07-20,=0.0117,=3540.5076,=0.0252,=9.0688,=0.9469,=4.7369,=6.0989,=7.3069,=8.2617,=10.5687,=0.9039,=0.5935,=0.5507,=0.6916,=0.8603,=1.0042,=1.3929,=1.2047,=0.7974,=0.6009,=0.8549,=1.0439,=1.2057,=1.7357,=0.0699,=0.0980,=0.0727,=0.0449,=248
="000919",300价值,2008-01-21,=0.0174,=5328.1534,=0.0018,=9.1035,=0.7496,=5.9577,=7.3294,=8.4270,=9.2279,=12.2376,=0.9510,=0.5157,=0.6917,=0.8498,=0.9465,=1.1524,=1.5388,=1.1257,=0.8670,=0.6314,=0.7862,=0.9061,=1.0935,=1.3421,=0.0754,=0.0956,=0.0764,=0.0407,=4272
="931024",港股通非银,2017-11-06,=0.0209,=4828.0321,=0.1231,=9.1846,=0.2731,=6.7549,=8.8090,=11.4884,=13.4037,=22.4310,=1.3195,=0.8937,=0.6237,=0.8440,=1.0396,=1.2241,=1.7592,=1.5537,=0.9911,=0.5870,=0.8708,=1.0028,=1.1878,=2.2002,,=0.1307,,=0.0279,=153
="931848",800红利低波,2024-05-21,=0.0121,=3216.4129,=0.0161,=9.2389,=0.6836,=7.4155,=8.1104,=8.8920,=9.4221,=9.7854,=0.9594,=0.7319,=0.7315,=0.8557,=0.9127,=0.9678,=1.0001,=1.3474,=0.5531,=1.1714,=1.2255,=1.3230,=1.3776,=1.5428,=0.0743,,,=0.0443,=104
="399995",基建工程,2015-03-12,=0.0019,=4180.6200,=0.0702,=9.2710,=0.6701,=5.8673,=7.3449,=8.2814,=12.9928,=18.8590,=0.7360,=0.1915,=0.5815,=0.7424,=0.9167,=1.5150,=2.1834,=0.1985,=0.4044,=0.1368,=0.1788,=0.2078,=0.3654,=0.5478,=0.0443,=0.0702,=0.0519,=0.0281,=2664
="000063",上证周期,2010-02-03,=0.0218,=4189.3800,=0.0325,=9.2839,=0.7640,=5.4761,=7.1368,=8.5168,=9.4369,=12.4946,=0.9924,=0.5527,=0.6668,=0.8369,=0.9687,=1.1091,=1.4831,=1.6593,=0.9934,=0.8113,=1.0639,=1.2464,=1.4109,=1.7571,=0.0802,=0.1040,=0.0825,=0.0375,=204
="932305",智选高股息,2024-09-30,=0.0053,=12006.4178,=0.0759,=9.3470,=0.9474,=7.0143,=7.4446,=8.2568,=8.8306,=9.6067,=1.0733,=0.7926,=0.8750,=0.9187,=1.0390,=1.0747,=1.1156,=0.7731,=0.4985,=0.7106,=0.7282,=0.7739,=1.2819,=1.3342,=0.0585,,,=0.0697,=177
="930955",红利低波100,2017-05-26,=0.0174,=12060.3983,=0.0228,=9.4912,=0.8829,=5.0805,=6.0445,=7.3564,=8.4756,=11.5013,=1.0016,=0.8217,=0.5792,=0.6646,=0.8200,=0.9870,=1.3722,=1.2126,=0.7425,=0.5888,=0.7738,=0.9836,=1.2888,=1.7525,=0.0696,=0.1071,=0.0823,=0.0468,=1654
="931069",中金300,2018-02-14,=0.0106,=5098.0126,=0.0187,=9.7891,=0.6278,=5.9518,=7.4745,=9.2329,=10.5357,=13.6164,=1.0293,=0.4018,=0.7377,=0.9185,=1.1144,=1.3625,=1.8328,=1.4276,=0.8906,=0.6656,=0.8550,=1.1086,=1.2935,=1.7542,=0.0705,=0.1122,=0.0821,=0.0393,=74
="000925",基本面50,2009-02-26,=0.0191,=4526.6428,=-0.0199,=9.8667,=0.7430,=6.2635,=7.9688,=9.0152,=10.0491,=12.7955,=1.0261,=0.4102,=0.7306,=0.9013,=1.0683,=1.1921,=1.5728,=1.0838,=0.7718,=0.6037,=0.7873,=0.9647,=1.1027,=1.4866,=0.0750,=0.0942,=0.0767,=0.0394,=4507
="399550",央视50,2012-06-06,=0.0155,=8384.8500,=0.0362,=9.8754,=0.7327,=6.8960,=8.2286,=9.1986,=10.1360,=13.0561,=1.0336,=0.2430,=0.8649,=1.0184,=1.2410,=1.4259,=1.8564,=2.0633,=0.8336,=1.3448,=1.6411,=1.7892,=2.0287,=2.5217,=0.0768,=0.1002,=0.0803,=0.0426,=2244
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0173,=4470.0100,=0.1132,=9.8918,=0.6519,=4.8859,=6.8728,=8.8780,=12.1601,=16.1208,=0.9229,=0.5857,=0.5567,=0.7305,=0.8673,=1.1842,=1.3660,=1.0352,=0.5658,=0.5555,=0.7802,=0.9897,=1.3645,=1.5178,,=0.0943,,=0.0538,=26
="H30356",800价值,2014-06-09,=0.0142,=6816.7416,=0.0256,=9.9068,=0.7920,=6.4024,=7.6790,=9.0116,=9.9426,=13.4784,=1.0237,=0.5945,=0.7030,=0.8595,=0.9861,=1.1829,=1.6287,=1.1104,=0.8514,=0.5868,=0.7362,=0.8780,=1.0529,=1.3738,=0.0743,=0.0930,=0.0741,=0.0386,=21
="932422",A500红利低波,2025-04-09,=0.0126,=3128.0390,=0.0081,=9.9264,=0.2362,=9.5190,=9.8705,=10.0839,=10.2682,=10.5846,=1.0538,=0.7990,=0.9943,=1.0272,=1.0402,=1.0538,=1.0761,=1.2879,=0.0553,=1.2431,=1.4027,=1.4470,=1.4799,=1.5336,,,,=0.0439,=158
="000042",上证央企,2009-03-30,=0.0093,=1814.2700,=0.0016,=9.9841,=0.7920,=6.3284,=7.8865,=9.0997,=10.0107,=12.9577,=1.0244,=0.5997,=0.7230,=0.8874,=0.9896,=1.1180,=1.4812,=1.3098,=0.9885,=0.6569,=0.8569,=0.9733,=1.1146,=1.3891,=0.0743,=0.0973,=0.0775,=0.0380,=379
="000968",300周期,2010-05-28,,,=0.0164,=10.0352,=0.7545,=6.1174,=7.8172,=9.1270,=10.2878,=13.3562,=1.0306,=0.5231,=0.7021,=0.8488,=1.0170,=1.1859,=1.5550,=1.6690,=0.9918,=0.8459,=1.0847,=1.2618,=1.4488,=1.8297,=0.0768,=0.0960,=0.0775,=0.0352,=96
="980081",价值100,2012-12-28,,,=0.0585,=10.0799,=1,=7.7317,=8.2853,=8.5063,=9.2789,=10.0799,=1.1275,=1,=0.8413,=0.8802,=0.9037,=1.0535,=1.1275,=1.0199,=0.7839,=0.7580,=0.8005,=0.8455,=1.0218,=1.0480,=0.0810,,,=0.0453,=159
="931722",国新港股通央企红利,2023-09-13,=0.0071,=1433.9245,=0.0839,=10.0958,=1,=5.5040,=6.6123,=7.4475,=8.7389,=10.0958,=0.9723,=1,=0.6213,=0.7173,=0.8013,=0.8780,=0.9723,=0.6533,=1,=0.3100,=0.3737,=0.4509,=0.5715,=0.6533,,=0.1085,,=0.0576,=263
="930608",中证基建,2015-03-31,=0.0017,=8925.1493,=0.0517,=10.1635,=0.4275,=6.6667,=8.6242,=10.6226,=17.6274,=25.2863,=0.8445,=0.2241,=0.6550,=0.8279,=1.1275,=1.6668,=2.2134,=0.2424,=0.2908,=0.1701,=0.2221,=0.3452,=0.5046,=0.7101,=0.0482,=0.0717,=0.0544,=0.0291,=632
="399371",国证价值,2010-01-04,=0.0138,=7483.6800,=0.0389,=10.2733,=0.7928,=6.4728,=7.8374,=9.0979,=10.3123,=13.0475,=1.0500,=0.5964,=0.7249,=0.8967,=1.0117,=1.2427,=1.5675,=1.0856,=0.7932,=0.5764,=0.7536,=0.8693,=1.0930,=1.3812,=0.0722,=0.0912,=0.0751,=0.0400,=105
="000859",国企一带一路,2019-05-16,=0.0073,=2028.6528,=0.1137,=10.3408,=0.1160,=9.4709,=11.0782,=12.6284,=14.5819,=21.0714,=1.0422,=0.0767,=0.9854,=1.2340,=1.4609,=1.7883,=2.1877,=1.1273,=1,=0.4715,=0.5578,=0.7322,=0.8130,=1.1273,=0.0831,=0.1174,=0.0935,=0.0360,=232
="931052",国信价值,2017-12-08,=0.0039,=3766.7327,=0.0913,=10.3631,=0.9747,=5.3831,=6.5699,=7.3671,=8.6251,=10.7705,=1.3931,=0.9884,=0.7343,=0.9101,=1.0241,=1.1385,=1.5208,=1.7457,=0.9691,=0.6105,=0.9351,=1.2107,=1.4303,=2.0196,=0.0941,=0.1244,=0.0834,=0.0441,=481
="930723",沪港深F100,2015-08-05,=0.0113,=5215.7583,=0.0233,=10.3961,=0.8572,=5.4557,=7.5626,=8.8980,=10.1268,=13.1279,=1.0593,=0.6673,=0.6469,=0.8477,=1.0063,=1.1158,=1.4626,=1.3596,=0.9122,=0.6039,=0.8635,=1.0664,=1.2685,=1.6654,,=0.0984,,=0.0385,=150
="930846",300SNLV,2016-06-24,,,=0.0721,=10.4051,=0.6408,=7.7900,=9.1924,=10.0389,=10.7598,=12.6275,=1.0760,=0.3883,=0.8340,=1.0373,=1.1002,=1.2310,=1.5027,=1.4804,=0.9246,=0.7711,=0.9484,=1.1479,=1.3146,=1.6864,=0.0686,=0.1035,=0.0757,=0.0413,=147
="000056",上证国企,2010-01-04,=0.0210,=1320.2000,=0.0584,=10.6005,=0.7722,=7.2538,=8.8742,=9.6391,=10.7944,=13.3187,=1.2313,=0.8332,=0.8518,=1.0315,=1.1223,=1.2167,=1.5455,=1.7535,=0.9992,=0.7909,=0.9973,=1.0981,=1.2163,=1.7604,=0.0856,=0.1002,=0.0788,=0.0370,=196
="931373",股息龙头,2019-11-15,,,=-0.0083,=10.6281,=0.9422,=5.4295,=6.8380,=8.1939,=9.4368,=11.4004,=1.1833,=0.9210,=0.6697,=0.8421,=0.9928,=1.1134,=1.2586,=1.5728,=0.9814,=0.5706,=0.8077,=0.9689,=1.3479,=1.6262,=0.0792,=0.1085,=0.0840,=0.0413,=319
="000806",消费服务,2012-02-10,=0.0231,=8615.0917,=0.0228,=10.6893,=0.4572,=8.3292,=9.9398,=10.8052,=11.8703,=17.0971,=1.2002,=0.1763,=1.0009,=1.2091,=1.3598,=1.5457,=2.0145,=2.3284,=0.7488,=1.6526,=1.9420,=2.1006,=2.3796,=3.0032,=0.0835,=0.1029,=0.0827,=0.0348,=403
="H30035",300非银,2012-12-21,=0.0267,=11199.1725,=0.0042,=10.7098,=0.0227,=9.6261,=13.1238,=15.1662,=19.3481,=26.3489,=1.5614,=0.4040,=1.0544,=1.3281,=1.6621,=2.0504,=2.4387,=1.9788,=0.8068,=1.0410,=1.4193,=1.7240,=1.9724,=2.3917,=0.1224,=0.1114,=0.0952,=0.0210,=1111
="000021",180治理,2008-09-10,=0.0192,=1121.7400,=0.0308,=10.7117,=0.8526,=6.3364,=8.4315,=9.6470,=10.4915,=13.6109,=1.1806,=0.7191,=0.7542,=0.9755,=1.0988,=1.2204,=1.5847,=1.4736,=0.9984,=0.6625,=0.8520,=0.9531,=1.1342,=1.4859,=0.0797,=0.1012,=0.0804,=0.0383,=160
="950090",50AH优选,2015-12-10,=0.0171,=6560.7849,=0.0595,=10.7934,=0.9533,=6.3188,=7.8957,=8.5865,=9.7218,=13.5010,=1.1460,=0.8497,=0.7914,=0.9468,=1.0240,=1.1247,=1.5403,=1.4552,=1,=0.6574,=0.8441,=0.9449,=1.0485,=1.4552,,=0.1094,,=0.0366,=1978
="932153",港股通价值策略,2025-04-30,=0.0104,=1150.9847,=0.0932,=10.8237,=1,=8.1696,=9.4202,=10.0433,=10.2505,=10.8237,=0.9291,=0.9947,=0.7012,=0.8127,=0.8709,=0.8908,=0.9322,=1.1036,=0.9893,=0.8168,=0.9406,=1.0175,=1.0569,=1.1110,,,,=0.0408,=0
="399805",互联金融,2015-02-10,=0.0033,=3882.1500,=0.0086,=10.8575,=0.3571,=7.5943,=9.8199,=11.5946,=13.2045,=16.5816,=1.1701,=0.3402,=0.7644,=1.0567,=1.4744,=1.7449,=2.0317,=2.0030,=0.9588,=1.1667,=1.4082,=1.6148,=1.7748,=2.2175,=0.0834,=0.0941,=0.0808,=0.0315,=324
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0052,=10204.2100,=0.0784,=10.8990,=0.9342,=5.7712,=7.8250,=8.9050,=10.2608,=13.0207,=1.1752,=0.7494,=0.7256,=0.9367,=1.0704,=1.2097,=1.5098,=1.7003,=0.7949,=0.9123,=1.1348,=1.3819,=1.7093,=2.4187,,=0.1200,,=0.0330,=259
="000048",责任指数,2009-08-05,=0.0145,=1489.2800,=0.0093,=10.9306,=0.6310,=7.8628,=9.5558,=10.5302,=11.7730,=14.1982,=1.2788,=0.4222,=0.9056,=1.1438,=1.3116,=1.4440,=1.7866,=0.9972,=0.9769,=0.5718,=0.6943,=0.7961,=0.9074,=1.0691,=0.0853,=0.1000,=0.0831,=0.0406,=124
